Ciclo,Edad,Carrera,Genero,Cursos,tiempo,anxiety_before_ex,anxiety_after_ex,time_mayor_anxiety,ESF_angustia,ESF_intranquilidad,ESF_palpitaciones,ESF_fatiga,ESF_sueño_alterado,ESF_tension_muscular,ESC_dificil_concentracion,ESC_bloqueo_mental,ESC_acontencimientos_negativos,ESC_falta_memoria,ESC_pensamientos_desagradables,ESC_dificultad_decisiones,ESCCA_comer_beber,ESCCA_escapar,ESCCA_movimientos_repetitivos,ESCCA_moverse_mucho,ESCCA_movimientos_torpe,ESCCA_llanto,cause_ansiedad_U,help_ansiedad,stress_before_ex,stress_after_ex,time_mayor_stress,ESFCE_cansancio,ESFCE_relajarse,ESFCE_dificultad_tomar_decisiones,ESFCE_pensar_claridad,ESFCE_pensar_problemas,ESFCE_comer_demasiado,ESFCE__dificultad_sueño,ESFCE_dolor_cuerpo,ESFCE_caefeina_nicotina,ESFCE_tics_nervous,ESFCE_dolor_estomacal,ESFCE_irritacion,ESFCE_cambios_humor,ESFCE_dificultad_concentrarse,ESFCE_alcohol_droga,ESFCE_disminuye_desempeño_U,ESFCE_sudar_palpitar,ESFCE_levantarse_tarde,FS_no_afrontar_actividades,FS_todo_controlado,FS_enfadado_fueradecontrol,FS_controlar_tiempo,FS_dificultades_acumulan,FS_afectado_imprevistos,FS_manejar_problemas_vida,FS_afrontar_cambios_vida,cause_estres_U,help_estres
3,18,Ingeniería Mecatrónica,Masculino,4,2.5,7,7,Exámenes parciales,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Mucho ruido,No,7,7,Exámenes finales,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,NA,Seguido,Aveces,Aveces,Casi nunca,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Mal olor,Sí
2,17,Ingeniería Civil,Masculino,6,3,5,6,Entrega de notas parciales,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,A menudo,Casi todos los días,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Casi todos los días,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,4,6,Semana de Entrega de Notas Finales,Aveces,Nunca,Aveces,Aveces,Aveces,Seguido,Seguido,Siempre,Siempre,Siempre,Aveces,Siempre,Aveces,Aveces,Nunca,Nunca,Aveces,Seguido,A menudo,Casi nunca,Casi nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Demasiado frío,No
2,17,Ingeniería Civil,Masculino,6,2.5,8,10,Exámenes finales,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Casi todos los días,A menudo,A menudo,A menudo,A menudo,Casi todos los días,A menudo,Casi todos los días,En alguna ocasión,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,7,6,Exámenes finales,Aveces,Aveces,Aveces,Seguido,Siempre,Aveces,Siempre,Siempre,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Seguido,Aveces,Frecuentemente,Frecuentemente,Frecuentemente,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,No tener espacio para estudiar - No alcanzar cubículo,No
3,20,Ingeniería Química,Femenino,6,1.5,9,7,Exámenes finales,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,Casi todos los días,A menudo,A menudo,A menudo,Casi todos los días,Demasiadas personas,Sí,9,9,7,Aveces,Aveces,Aveces,Aveces,Seguido,Seguido,Aveces,Seguido,Nunca,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,Demasiado frío,Sí
2,17,Ingeniería Civil,Masculino,7,3,6,4,7,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,7,4,Entrega de notas parciales,Aveces,Aveces,Aveces,Aveces,Seguido,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Seguido,Aveces,Aveces,Nunca,Aveces,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,Demasiado frío,No
2,17,Ingeniería Civil,Femenino,6,5,4,2,Exámenes finales,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Mucha ventilación,No,4,3,Exámenes parciales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Aveces,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Casi nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Época de exámenes,No
2,17,Ingeniería Civil,Femenino,5,5.5,3,8,Exámenes finales,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Que no respeten tu espacio personal,No,4,1,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Época de exámenes,No
1,17,Ingeniería Industrial,Femenino,6,1.5,10,10,Semana de Entrega de Notas Finales,Casi todos los días,Casi todos los días,En alguna ocasión,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Que no respeten tu espacio personal,Sí,10,10,7,Seguido,Seguido,Seguido,Aveces,Nunca,Seguido,Seguido,Seguido,Seguido,Seguido,Aveces,Seguido,Seguido,Seguido,Nunca,Nunca,Nunca,Seguido,De vez en cuando,Nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Nunca,Casi nunca,Demasiado frío,No
8,24,Ciencia de la computación,Masculino,4,1.5,10,8,Semana de Entrega de Notas Finales,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,A menudo,A menudo,En alguna ocasión,Casi todos los días,Nunca,En alguna ocasión,Casi todos los días,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,10,8,Exámenes finales,Nunca,Frecuentemente,Seguido,Seguido,Frecuentemente,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Seguido,Seguido,Seguido,Frecuentemente,Frecuentemente,Nunca,Frecuentemente,A menudo,A menudo,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Época de exámenes,No
3,21,Ingeniería Mecatrónica,Masculino,5,5,4,5,Exámenes parciales,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Mucho ruido,No,3,3,Semana de Entrega de Notas Finales,Aveces,Aveces,Aveces,Aveces,Seguido,Seguido,Seguido,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Seguido,Nunca,Nunca,Nunca,Aveces,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,Época de exámenes,No
2,18,Ingeniería Civil,Masculino,6,1.5,9,5,Semana de Entrega de Notas Finales,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,A menudo,A menudo,Casi todos los días,Casi todos los días,A menudo,A menudo,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,No tener espacio para estudiar,No,9,9,Exámenes finales,Seguido,Seguido,Seguido,Seguido,Frecuentemente,Seguido,Seguido,Siempre,Nunca,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Aveces,Aveces,Siempre,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,NA,A menudo,Muy a menudo,A menudo,No tener espacio para estudiar - No alcanzar cubículo,Sí
3,20,Ingeniería Civil,Femenino,6,2.5,7,7,Exámenes parciales,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,Sí,5,7,7,Seguido,Seguido,Seguido,Seguido,Aveces,Seguido,Aveces,Frecuentemente,Frecuentemente,Aveces,Siempre,Frecuentemente,Frecuentemente,Seguido,Nunca,Frecuentemente,Nunca,Seguido,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener donde descansar,Sí
3,20,Ingeniería Industrial,Femenino,6,2.5,8,5,Entrega de notas parciales,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,8,5,Entrega de notas parciales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Nunca,A menudo,A menudo,NA,No
3,18,Ingeniería Mecánica,Masculino,4,2.5,8,2,Semana de Entrega de Notas Finales,En alguna ocasión,Nunca,Nunca,En alguna ocasión,A menudo,Nunca,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Casi todos los días,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Casi todos los días,A menudo,No tener espacio para estudiar,No,9,3,Exámenes finales,Aveces,Seguido,Aveces,Seguido,Frecuentemente,Aveces,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Nunca,Seguido,Aveces,Frecuentemente,Nunca,Nunca,Nunca,Siempre,Casi nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Nunca,De vez en cuando,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
3,18,Ingeniería Civil,Masculino,6,5,4,5,7,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,5,5,Entrega de notas parciales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
6,18,Ingeniería Industrial,Femenino,6,4,7,4,Exámenes parciales,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,7,3,Exámenes finales,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,No tener espacio para estudiar - No alcanzar cubículo,No
2,17,Ingeniería Mecánica,Masculino,5,2,10,5,Entrega de notas parciales,A menudo,Casi todos los días,En alguna ocasión,Casi todos los días,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,Demasiadas personas,No,10,5,Entrega de notas parciales,Seguido,Frecuentemente,Aveces,Aveces,Aveces,Aveces,Frecuentemente,Siempre,Siempre,Frecuentemente,Seguido,Aveces,Aveces,Aveces,Nunca,Aveces,Seguido,Aveces,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Época de exámenes,No
2,17,Ingeniería Mecatrónica,Masculino,6,2,10,9,Exámenes parciales,A menudo,A menudo,En alguna ocasión,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,A menudo,Casi todos los días,A menudo,Nunca,Mucho ruido,No,10,10,Exámenes finales,Siempre,Siempre,Aveces,Frecuentemente,Frecuentemente,Frecuentemente,Siempre,Seguido,Nunca,Frecuentemente,Nunca,Siempre,Siempre,Siempre,Nunca,Siempre,Frecuentemente,Siempre,De vez en cuando,Casi nunca,Muy a menudo,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Época de exámenes,No
3,19,Ingeniería Ambiental,Femenino,6,2,9,7,7,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,A menudo,A menudo,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,8,5,Semana de Entrega de Notas Finales,Seguido,Seguido,Seguido,Seguido,Aveces,Aveces,Nunca,Seguido,Nunca,Seguido,Seguido,Seguido,Seguido,Seguido,Nunca,Nunca,Aveces,Aveces,Casi nunca,Casi nunca,Nunca,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,Demasiado frío,No
8,21,Ingeniería Mecatrónica,Masculino,5,3,5,5,Exámenes parciales,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Mucho ruido,No,6,6,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Grabaciones,No
3,18,Ciencia de la computación,Femenino,6,2.5,10,10,Entrega de notas parciales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,A menudo,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,No tener espacio para estudiar,Sí,10,6,Exámenes finales,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Frecuentemente,Frecuentemente,Seguido,Aveces,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Aveces,Aveces,Frecuentemente,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
1,17,Ingeniería Industrial,Femenino,7,1.5,10,10,Exámenes parciales,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,A menudo,En alguna ocasión,A menudo,Nunca,Casi todos los días,En alguna ocasión,A menudo,Nunca,En alguna ocasión,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,No tener espacio para estudiar,No,9,9,7,Siempre,Siempre,Siempre,Frecuentemente,Siempre,Siempre,Aveces,Siempre,Siempre,Siempre,Nunca,Frecuentemente,NA,Siempre,Frecuentemente,Siempre,Siempre,Frecuentemente,A menudo,Muy a menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,Muy a menudo,No tener espacio donde comer (comedor lleno),No
4,18,Ciencia de la computación,Masculino,5,1,9,5,Exámenes parciales,A menudo,A menudo,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,Nunca,Mucho ruido,No,8,3,Exámenes parciales,Aveces,Aveces,Aveces,Seguido,Aveces,Seguido,Seguido,Seguido,Aveces,Nunca,Nunca,Aveces,Seguido,Seguido,Aveces,Aveces,Nunca,Seguido,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Época de exámenes,No
2,18,Ingeniería Mecatrónica,Masculino,6,6,3,3,Entrega de notas parciales,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Que no respeten tu espacio personal,No,4,3,7,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Casi nunca,De vez en cuando,Nunca,A menudo,Casi nunca,Nunca,De vez en cuando,De vez en cuando,No entender a los profesores,No
2,18,Ingeniería Mecatrónica,Femenino,6,2,8,7,Semana de Entrega de Notas Finales,En alguna ocasión,Casi todos los días,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Casi todos los días,A menudo,En alguna ocasión,A menudo,Nunca,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,Demasiadas personas,Sí,7,4,Exámenes finales,Frecuentemente,Aveces,Frecuentemente,Aveces,Aveces,Aveces,Seguido,Aveces,Aveces,Nunca,Nunca,Seguido,Seguido,Seguido,Nunca,Seguido,Nunca,Aveces,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,A menudo,No tener espacio para estudiar - No alcanzar cubículo,No
2,17,Ingeniería Mecatrónica,Masculino,6,2.5,10,10,Exámenes parciales,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,A menudo,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,10,9,Entrega de notas parciales,Siempre,Frecuentemente,Aveces,Aveces,Aveces,Seguido,Siempre,Siempre,Siempre,Siempre,Seguido,Siempre,Siempre,Seguido,Nunca,Seguido,Aveces,Siempre,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
2,17,Ingeniería Mecatrónica,Masculino,6,2.5,8,5,Entrega de notas parciales,Nunca,En alguna ocasión,En alguna ocasión,A menudo,Nunca,En alguna ocasión,A menudo,En alguna ocasión,Nunca,A menudo,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,8,2,Exámenes finales,Aveces,Seguido,Aveces,Nunca,Aveces,Seguido,Siempre,Seguido,Aveces,Frecuentemente,NA,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Aveces,Seguido,Nunca,A menudo,De vez en cuando,Casi nunca,Nunca,Nunca,Casi nunca,Casi nunca,Época de exámenes,Sí
2,18,Bioingeniería,Femenino,6,1.5,10,10,Exámenes parciales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,10,10,Exámenes finales,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Nunca,Aveces,Aveces,Aveces,Siempre,Nunca,Siempre,Siempre,Siempre,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Época de exámenes,No
2,17,Ciencia de Datos,Masculino,6,5.5,2,4,Exámenes parciales,Nunca,Nunca,A menudo,Nunca,En alguna ocasión,A menudo,Nunca,Nunca,Nunca,Nunca,A menudo,Nunca,Nunca,Nunca,Casi todos los días,En alguna ocasión,En alguna ocasión,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,4,1,Semana de Entrega de Notas Finales,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Seguido,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Casi nunca,NA,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,Grabaciones,No
4,18,Ingeniería Civil,Masculino,6,2.5,8,7,Semana de Entrega de Notas Finales,En alguna ocasión,En alguna ocasión,Casi todos los días,En alguna ocasión,Casi todos los días,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,8,7,Entrega de notas parciales,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Aveces,Nunca,Nunca,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Casi nunca,Nunca,De vez en cuando,De vez en cuando,De vez en cuando,Nunca,De vez en cuando,Nunca,No tener espacio para estudiar - No alcanzar cubículo,Sí
8,25,Ingeniería Mecatrónica,Masculino,5,2.5,7,8,7,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Mucho ruido,No,6,7,Exámenes finales,Aveces,Aveces,Seguido,Seguido,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,No entender a los profesores,No
4,18,Ciencia de la computación,Masculino,5,0.5,10,7,7,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,Mucho ruido,Sí,10,10,Entrega de notas parciales,Seguido,Aveces,Aveces,Seguido,Seguido,Aveces,Seguido,Aveces,Aveces,Aveces,Aveces,Seguido,Seguido,Aveces,Aveces,Seguido,Seguido,NA,De vez en cuando,De vez en cuando,De vez en cuando,Nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Demasiado frío,Sí
3,19,Ingeniería Ambiental,Femenino,6,3.5,8,7,Exámenes parciales,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Casi todos los días,Casi todos los días,Nunca,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,No tener espacio para estudiar,No,8,4,Exámenes parciales,Frecuentemente,Frecuentemente,Aveces,Aveces,Aveces,Nunca,Seguido,Seguido,Aveces,Aveces,Aveces,Seguido,Aveces,Aveces,Nunca,Aveces,Aveces,Aveces,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,Grabaciones,No
4,19,Ingeniería Mecatrónica,Masculino,6,4,6,6,Entrega de notas parciales,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,6,6,Entrega de notas parciales,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
4,18,Ingeniería Química,Femenino,5,1.5,8,6,Exámenes parciales,Casi todos los días,En alguna ocasión,A menudo,Casi todos los días,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,A menudo,Nunca,Nunca,En alguna ocasión,A menudo,No tener espacio para estudiar,No,9,6,Exámenes finales,Frecuentemente,Frecuentemente,Siempre,Seguido,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Aveces,Seguido,Frecuentemente,Frecuentemente,Aveces,Siempre,Frecuentemente,Frecuentemente,Muy a menudo,Casi nunca,A menudo,A menudo,A menudo,De vez en cuando,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
4,21,Bioingeniería,Femenino,4,4.5,4,4,Entrega de notas parciales,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,A menudo,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,A menudo,En alguna ocasión,Nunca,En alguna ocasión,No tener espacio para estudiar,Sí,5,3,Exámenes parciales,Aveces,Aveces,Aveces,Aveces,Nunca,Seguido,Nunca,Aveces,Frecuentemente,Seguido,Siempre,Seguido,Aveces,Seguido,Nunca,Nunca,Seguido,Nunca,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,No tener espacio para estudiar - No alcanzar cubículo,Sí
