"UBIGEO","VIVIENDA","PERSONA","P1172$01","P1172$02","P1172$13","P1172$14","P408F5","P408G4","IT","P300A","P301C","P301A","P301D","P302","P314A","P315A"
"150142","128",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150142","129",1,NA,NA,NA,NA,NA,NA,1654,1,NA,5,"Estatal",NA,"Si",NA
"150142","129",2,NA,37,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150142","143",1,12,NA,NA,NA,NA,NA,30,4,NA,4,"Estatal",NA,"No",NA
"150142","143",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150142","145",1,NA,56,NA,30,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"150142","145",2,NA,NA,NA,NA,NA,NA,238,4,NA,6,"Estatal",NA,"Si",NA
"150142","145",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150142","145",4,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"Si",NA
"150143","001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","004",1,18,40,NA,NA,NA,NA,1400,4,NA,5,"Estatal",NA,"Si",NA
"150143","004",2,NA,NA,NA,NA,NA,NA,61,4,NA,5,"Estatal",NA,"Si",NA
"150143","004",3,NA,20,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"No",NA
"150143","004",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"No",NA
"150143","004",5,NA,NA,NA,NA,0.33,1,NA,4,NA,4,"Estatal",NA,"No",NA
"150143","004",6,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","004",7,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"No",NA
"150143","004",8,NA,NA,NA,NA,2,30,NA,4,NA,2,"Estatal",2,"No",NA
"150143","004",9,NA,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA
"150143","005",1,35,60,NA,96,NA,NA,330,4,NA,3,"Estatal",1,"Si",NA
"150143","005",2,NA,NA,NA,NA,NA,NA,190,1,NA,6,"Estatal",NA,"Si",NA
"150143","005",3,NA,NA,NA,NA,NA,NA,1100,4,NA,8,"Privado",NA,"Si",NA
"150143","005",4,NA,NA,NA,NA,NA,NA,1500,4,NA,10,"Estatal",NA,"Si",NA
"150143","010",1,80,55,NA,NA,NA,NA,1200,4,NA,5,"Estatal",NA,"Si",NA
"150143","010",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","010",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","010",4,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150143","015",1,40,16,NA,NA,NA,NA,960,1,6,4,"Estatal",NA,"Si",NA
"150143","015",2,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"150143","015",3,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"150143","017",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","018",1,20,0,NA,30,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150143","018",2,NA,NA,NA,NA,NA,NA,600,4,NA,6,"Estatal",NA,"Si",NA
"150143","018",3,NA,NA,NA,NA,0.33,20,80,4,NA,6,"Estatal",NA,"Si",NA
"150143","018",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150143","019",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","023",1,12,100,NA,35,NA,NA,720,1,NA,5,"Estatal",NA,"No",NA
"150143","023",2,NA,NA,NA,NA,NA,NA,2560,1,NA,5,"Estatal",NA,"Si",NA
"150143","023",3,NA,NA,NA,NA,NA,NA,100,4,NA,9,"Privado",NA,"Si",NA
"150143","023",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150143","023",5,NA,NA,NA,NA,1,25,NA,1,NA,6,"Estatal",NA,"Si",NA
"150143","023",6,NA,NA,NA,NA,3,25,NA,1,NA,3,"Estatal",2,"No",NA
"150143","025",1,50,60,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"No",NA
"150143","025",2,50,85,NA,20,24,600,1020,4,NA,8,"Estatal",NA,"Si",NA
"150143","025",3,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150143","025",4,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150143","025",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","028",1,NA,180,0,70,NA,NA,1600,4,NA,5,"Estatal",NA,"Si",NA
"150143","028",2,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150143","028",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","028",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150143","028",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","029",1,NA,20,NA,NA,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150143","029",2,NA,NA,NA,NA,0.5,15,NA,4,NA,2,"Privado",2,"Si",NA
"150143","034",1,80,175,NA,NA,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150143","034",2,NA,NA,NA,NA,NA,NA,64,4,NA,6,"Estatal",NA,"Si",NA
"150143","034",3,NA,NA,NA,NA,NA,NA,1025,4,NA,7,"Privado",NA,"Si",NA
"150143","034",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","034",5,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150143","034",6,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"No",NA
"150143","034",7,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150143","039",1,25,80,NA,50,NA,NA,1800,4,NA,10,"Privado",NA,"Si",NA
"150143","039",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150143","042",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","043",1,12,54,NA,95,NA,NA,1650,4,NA,6,"Estatal",NA,"Si",NA
"150143","043",2,NA,NA,NA,NA,NA,NA,1650,1,NA,6,"Estatal",NA,"Si",NA
"150143","043",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","043",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"Si",NA
"150143","044",1,NA,45,NA,NA,NA,NA,303,4,NA,3,"Estatal",1,"No",NA
"150143","045",1,NA,60,60,50,NA,NA,750,4,NA,6,"Estatal",NA,"Si",NA
"150143","045",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","045",3,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Privado",1,"No",NA
"150143","045",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150143","046",1,NA,49,20,35,NA,NA,2500,4,NA,8,"Privado",NA,"Si",NA
"150143","046",2,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Privado",1,"Si",NA
"150143","055",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","055",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","058",1,50,90,NA,40,NA,NA,850,4,NA,5,"Estatal",NA,"Si",NA
"150143","058",2,NA,NA,NA,NA,NA,NA,1698,4,NA,6,"Estatal",NA,"Si",NA
"150143","058",3,NA,NA,NA,NA,NA,NA,1498,4,NA,8,"Privado",NA,"Si",NA
"150143","058",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150143","058",5,NA,NA,NA,NA,NA,NA,700,4,NA,7,"Privado",NA,"Si",NA
"150143","058",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","058",7,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","058",8,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150143","063",1,30,29,NA,39,NA,NA,1100,4,NA,7,"Estatal",NA,"Si",NA
"150143","065",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","066",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","066",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","067",1,NA,60,0,NA,NA,NA,1000,4,NA,5,"Estatal",NA,"Si",NA
"150143","067",2,NA,NA,NA,NA,NA,NA,800,4,NA,6,"Estatal",NA,"Si",NA
"150143","067",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","067",4,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"150143","067",5,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"Si",NA
"150143","067",6,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150143","072",1,15,50,NA,50,NA,NA,1400,4,NA,6,"Estatal",NA,"Si",NA
"150143","072",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","072",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","072",4,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Privado",1,"Si",NA
"150143","072",5,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150143","073",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","074",1,60,30,NA,NA,NA,NA,1000,4,NA,6,"Estatal",NA,"No",NA
"150143","078",1,45,95,NA,36,NA,NA,1050,4,NA,6,"Estatal",NA,"Si",NA
"150143","078",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150143","078",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","078",4,NA,NA,NA,NA,NA,NA,1050,4,NA,6,"Estatal",NA,"Si",NA
"150143","078",5,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","078",6,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"No",NA
"150143","078",7,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150143","078",8,NA,NA,NA,NA,NA,NA,1050,4,NA,6,"Estatal",NA,"Si",NA
"150143","078",9,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,2,"No",NA
"150143","078",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","080",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","081",1,12,58,NA,55,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","081",2,NA,NA,NA,NA,NA,NA,1500,4,NA,6,"Estatal",NA,"Si",NA
"150143","081",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","081",4,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"Si",NA
"150143","081",5,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"150143","082",1,20,26,0,14,NA,NA,NA,4,NA,10,"Estatal",NA,"Si",NA
"150143","082",2,NA,NA,NA,NA,NA,NA,1250,4,NA,8,"Privado",NA,"Si",NA
"150143","082",3,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Privado",1,"Si",NA
"150143","085",1,32,65,NA,90,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150143","085",2,NA,NA,NA,NA,NA,15,1100,4,NA,8,"Privado",NA,"Si",NA
"150143","085",3,NA,NA,NA,NA,NA,NA,1600,4,NA,6,"Estatal",NA,"Si",NA
"150143","085",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150143","093",1,12,15,NA,NA,NA,NA,NA,1,NA,3,"Estatal",1,"No",NA
"150143","099",1,30,60,NA,NA,NA,NA,NA,1,0,1,NA,2,"No",NA
"150143","099",2,NA,NA,NA,NA,NA,15,NA,1,0,1,NA,2,"No",NA
"150143","102",1,100,80,NA,100,NA,NA,2065,1,3,3,"Estatal",1,"Si",NA
"150143","102",2,NA,NA,NA,NA,NA,NA,866,4,NA,6,"Estatal",NA,"Si",NA
"150143","102",3,NA,NA,NA,NA,NA,NA,650,4,NA,7,"Privado",NA,"Si",NA
"150143","102",4,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150143","102",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150143","103",1,55,210,NA,100,NA,NA,420,4,NA,8,"Privado",NA,"Si",NA
"150143","103",2,NA,NA,NA,NA,NA,NA,600,4,NA,8,"Privado",NA,"Si",NA
"150143","103",3,NA,NA,NA,NA,NA,NA,1500,4,NA,7,"Privado",NA,"Si",NA
"150143","103",4,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150143","105",1,15,38,NA,NA,NA,NA,1200,2,5,3,"Estatal",1,"Si",NA
"150143","120",1,50,180,65,90,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150143","120",2,NA,NA,NA,NA,NA,NA,1550,4,NA,10,"Estatal",NA,"Si",NA
"150143","120",3,NA,NA,NA,NA,NA,NA,1500,4,NA,9,"Privado",NA,"Si",NA
"150143","120",4,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150143","120",5,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150143","121",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","122",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150143","141",1,NA,NA,NA,NA,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150143","141",2,54,300,30,50,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150143","141",3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150143","141",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150201","007",1,8,21,NA,NA,2,15,1000,1,NA,6,"Estatal",NA,"Si",NA
"150201","007",2,NA,NA,NA,NA,NA,NA,NA,1,4,3,"Estatal",1,"Si",NA
"150201","007",3,NA,NA,NA,NA,NA,NA,NA,1,1,3,"Estatal",1,"Si",NA
"150201","007",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150201","009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","020",1,NA,0,50,20,NA,NA,1725,4,0,1,NA,2,"Si",NA
"150201","021",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","026",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","032",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","033",1,97,80,50,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150201","036",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","037",1,16,32,NA,40,NA,NA,500,4,6,4,"Estatal",NA,"Si",NA
"150201","037",2,NA,NA,NA,NA,NA,NA,160,1,2,3,"Estatal",2,"Si",NA
"150201","037",3,NA,NA,NA,NA,NA,NA,300,1,NA,7,"Estatal",NA,"Si",NA
"150201","037",4,NA,NA,NA,NA,NA,NA,300,1,NA,6,"Estatal",NA,"Si",NA
"150201","037",5,NA,NA,NA,NA,NA,NA,1400,4,2,3,"Estatal",1,"Si",NA
"150201","037",6,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"150201","043",1,40,30,50,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150201","043",2,NA,NA,NA,NA,NA,NA,40,4,NA,6,"Privado",NA,"Si",NA
"150201","044",1,32,68,50,80,NA,NA,750,4,NA,6,"Estatal",NA,"No",NA
"150201","044",2,NA,NA,NA,NA,NA,NA,1800,4,NA,10,"Privado",NA,"Si",NA
"150201","051",1,10,16,0,NA,NA,NA,400,1,NA,5,"Estatal",NA,"No",NA
"150201","051",2,NA,NA,NA,NA,NA,NA,300,1,0,1,NA,2,"No",NA
"150201","054",1,NA,0,13,15,NA,NA,494,1,2,3,"Estatal",1,"Si",NA
"150201","054",2,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"150201","063",1,14,32,15,NA,NA,NA,520,4,NA,6,"Estatal",NA,"No",NA
"150201","066",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","066",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","077",1,NA,65,0,0,NA,NA,3372,4,NA,3,"Estatal",1,"Si",NA
"150201","077",2,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"150201","080",1,10,20,25,170,NA,NA,1800,4,NA,6,"Estatal",NA,"Si",NA
"150201","080",2,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,2,"No",NA
"150201","080",3,NA,NA,NA,NA,NA,NA,505,4,NA,8,"Estatal",NA,"Si",NA
"150201","080",4,NA,NA,NA,NA,NA,NA,NA,1,NA,9,"Estatal",NA,"Si",NA
"150201","081",1,32,150,50,38,NA,NA,NA,1,NA,4,"Estatal",NA,"No",NA
"150201","081",2,NA,NA,NA,NA,NA,NA,NA,1,NA,4,"Estatal",NA,"No",NA
"150201","088",1,NA,0,0,0,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150201","088",2,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150201","088",3,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,"No",NA
"150201","095",1,22,11,NA,100,NA,NA,3050,4,NA,8,"Privado",NA,"Si",NA
"150201","095",2,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150201","100",1,NA,NA,NA,NA,NA,NA,2250,4,NA,6,"Estatal",NA,"Si",NA
"150201","100",2,32,70,20,60,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150201","100",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150201","100",4,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"150201","100",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150201","109",1,22,46,NA,NA,NA,NA,NA,1,0,1,NA,2,"No",NA
"150201","109",2,NA,NA,NA,NA,NA,NA,1500,4,NA,5,"Estatal",NA,"Si",NA
"150201","109",3,NA,NA,NA,NA,NA,NA,800,4,NA,6,"Estatal",NA,"Si",NA
"150201","118",1,33,40,40,70,NA,NA,2300,4,NA,11,"Estatal",NA,"Si",NA
"150201","118",2,NA,NA,NA,NA,NA,NA,1200,4,NA,11,"Privado",NA,"Si",NA
"150201","118",3,NA,NA,NA,NA,0.17,10,NA,NA,NA,NA,NA,NA,NA,NA
"150201","123",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150202","008",1,NA,40,40,22,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150202","008",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150202","021",1,NA,28,40,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150202","037",1,NA,180,70,100,NA,NA,1125,4,NA,7,"Estatal",NA,"Si",NA
"150202","037",2,NA,NA,NA,NA,NA,NA,2033,4,NA,10,"Estatal",NA,"Si",NA
"150202","037",3,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Privado",1,"Si",NA
"150202","051",1,NA,78,35,41,0.33,10,600,4,NA,5,"Estatal",NA,"Si",NA
"150202","051",2,NA,NA,NA,NA,NA,NA,500,4,NA,5,"Estatal",NA,"Si",NA
"150202","051",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150202","051",4,NA,NA,NA,NA,NA,NA,19,4,5,3,"Estatal",1,"Si",NA
"150202","051",5,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150202","051",6,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150202","066",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150202","080",1,NA,16,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150202","096",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150203","002",1,12,15,NA,NA,NA,NA,1225,4,NA,6,"Estatal",NA,"Si",NA
"150203","002",2,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150203","008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150203","014",1,12,100,NA,NA,NA,NA,960,1,6,4,"Estatal",NA,"Si",NA
"150203","014",2,NA,NA,NA,NA,NA,NA,960,1,NA,6,"Estatal",NA,"Si",NA
"150203","014",3,NA,NA,NA,NA,NA,NA,800,4,NA,5,"Estatal",NA,"Si",NA
"150203","014",4,NA,NA,NA,NA,NA,NA,NA,1,NA,5,"Estatal",NA,"Si",NA
"150203","014",5,NA,NA,NA,NA,NA,NA,200,1,NA,5,"Estatal",NA,"Si",NA
"150203","014",6,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"No",NA
"150203","014",7,NA,NA,NA,NA,0.5,30,NA,4,0,1,NA,2,NA,NA
"150203","023",1,11,20,40,NA,NA,NA,1386,4,NA,5,"Estatal",NA,"Si",NA
"150203","028",1,15,25,26,NA,NA,NA,360,4,2,3,"Estatal",1,"Si",NA
"150203","028",2,NA,NA,NA,NA,0.08,20,NA,4,NA,5,"Estatal",NA,"Si",NA
"150203","028",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"Si",NA
"150203","028",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150203","039",1,12,25,NA,NA,NA,NA,800,4,NA,10,"Estatal",NA,"Si",NA
"150203","039",2,NA,NA,NA,NA,NA,NA,NA,1,NA,8,"Estatal",NA,"No",NA
"150203","041",1,11,28,40,60,0.08,10,2754,4,NA,11,"Estatal",NA,"Si",NA
"150203","041",2,NA,NA,NA,NA,0.17,10,NA,4,2,3,"Estatal",1,"Si",NA
"150203","054",1,15,100,40,50,NA,NA,2110,1,6,4,"Estatal",NA,"Si",NA
"150203","054",2,NA,NA,NA,NA,NA,NA,800,4,2,3,"Estatal",2,"Si",NA
"150203","054",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",3
"150203","054",4,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",2,"Si",NA
"150203","068",1,11,27,NA,NA,NA,NA,960,4,6,4,"Estatal",NA,"No",NA
"150203","070",1,15,70,20,50,NA,NA,3850,4,NA,5,"Estatal",NA,"Si",NA
"150203","070",2,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"150203","070",3,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150203","081",1,14,43,NA,40,NA,NA,1800,4,NA,6,"Estatal",NA,"Si",NA
"150203","081",2,NA,NA,NA,NA,NA,NA,900,4,NA,6,"Estatal",NA,"Si",NA
"150203","081",3,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150203","081",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150203","085",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150204","008",1,17,60,NA,9,NA,NA,NA,1,NA,3,"Estatal",1,"No",NA
"150204","008",2,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,2,"No",NA
"150204","008",3,NA,NA,NA,NA,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150204","008",4,NA,NA,NA,NA,NA,NA,30,4,NA,6,"Estatal",NA,"Si",NA
"150204","008",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150204","008",6,NA,NA,NA,NA,72,10,NA,4,0,1,NA,2,NA,NA
"150204","015",1,10,40,NA,20,NA,NA,1200,1,5,3,"Estatal",1,"Si",NA
"150204","015",2,NA,NA,NA,NA,NA,NA,NA,1,6,4,"Estatal",NA,"No",NA
"150204","015",3,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"No",NA
"150204","015",4,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150204","023",1,20,65,40,15,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150204","023",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150204","023",3,NA,NA,NA,NA,NA,NA,980,4,NA,6,"Estatal",NA,"Si",NA
"150204","023",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"Si",NA
"150204","039",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150204","040",1,21,90,40,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150204","040",2,22,22,20,NA,NA,NA,500,4,NA,5,"Estatal",NA,"Si",NA
"150204","040",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150204","040",4,NA,NA,NA,NA,NA,NA,3000,4,NA,6,"Estatal",NA,"No",NA
"150204","055",1,24,52,40,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150204","055",2,NA,NA,NA,NA,NA,NA,360,4,NA,6,"Estatal",NA,"No",NA
"150204","055",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150204","062",1,NA,12,NA,15,NA,NA,600,4,NA,6,"Estatal",NA,"Si",NA
"150204","072",1,22,30,40,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"No",NA
"150204","086",1,NA,60,35,5,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150204","086",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150204","086",3,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"No",NA
"150204","086",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"No",NA
"150204","086",5,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"No",NA
"150204","087",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
