NOMBRE EMPRESA,RUC,SECTOR,TIPO DE ENTIDAD OTORGANTE DEL BCP,NOMBRE ENTIDAD OTORGANTE DEL BCP,MONTO PRESTAMO,MONTO COBERTURA,DEPARTAMENTO,Tipo Empresa,Condición,Fecha Inicio Actividades,Años Actividad,categoria_antiguedad
INVERSIONES ENSURA SAC,20600277678,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,23365,22897.7,PIURA,Sociedad Anonima Cerrada,Activo,8/12/2015,4,tier3
INVERSIONES DON LIMON E.I .R.L.,20600637470,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,104517,99291.15,PIURA,Empresa Individual de Resp. Ltda,Activo,9/2/2015,4,tier3
ESTACION DE SERVICIOS LA UNION S.A.C.,20600851854,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,900000,810000,PIURA,Sociedad Anonima Cerrada,Activo,12/2/2015,4,tier3
AGUAR ROMA SAC,20601036445,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,72900,69255,PIURA,Sociedad Anonima Cerrada,Activo,2/24/2016,4,tier3
MULTISERVICIOS E INVERSIONES CATALINA S.A.C.,20601063779,COMERCIO,BANCA MULTIPLE,BCP,255273,242509.35,PIURA,Sociedad Anonima Cerrada,Activo,3/7/2016,4,tier3
INVERSIONES BRUNELLA'S EMPRESA INDIVIDUAL DE RESPONSABILIDAD,20601268541,PESCA,CMAC,CMAC PIURA,60000,57000,PIURA,Empresa Individual de Resp. Ltda,Activo,6/1/2016,3,tier3
BEFIT CROSS TRAINING & HE ALTH S.A. CER RADA - BEFIT CROSS TRAINI,20601331340,OTROS SERVICIOS,BANCA MULTIPLE,BCP,3139,3076.22,PIURA,Sociedad Anonima Cerrada,Activo,7/1/2016,3,tier3
FARMASS S.A.C.,20601318963,COMERCIO,BANCA MULTIPLE,BCP,86680,82346,PIURA,Sociedad Anonima Cerrada,Activo,7/1/2016,3,tier3
VILOCRU S.A.CERRADA,20529914718,OTROS SERVICIOS,BANCA MULTIPLE,BCP,1942460,1748214,PIURA,Sociedad Anonima Cerrada,Activo,11/2/2016,3,tier3
INVERSIONES Y SERVICIOS VERA SAC,20601749743,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",CMAC,CMAC PIURA,16000,15680,PIURA,Sociedad Anonima Cerrada,Activo,12/22/2016,3,tier3
CONSTRUCTORA THIYEMHI CON TRATISTAS GENERALES E.I.R .L.,20601698863,"ELECTRICIDAD, GAS Y AGUA",BANCA MULTIPLE,BCP,351717,316545.3,PIURA,Empresa Individual de Resp. Ltda,Activo,1/1/2017,3,tier3
REPRESENTACIONES JFC S.A. C.,20601924936,COMERCIO,BANCA MULTIPLE,BCP,25564,25052.72,PIURA,Sociedad Anonima Cerrada,Activo,3/2/2017,3,tier3
VIDRIERIA Y SERVICIOS GEN ERALES VIRGEN DE GUADALUP E E.I.R.L.,20602078281,COMERCIO,BANCA MULTIPLE,BCP,32786,31146.7,PIURA,Empresa Individual de Resp. Ltda,Activo,4/27/2017,3,tier3
LUYEX EIRL,20602240402,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",CMAC,CMCP LIMA,20000,19600,PIURA,Empresa Individual de Resp. Ltda,Activo,6/23/2017,2,tier4
EMPRESA DE TRANSPORTES PATY SOCIEDAD COMERCIAL DERESPONSABILIDAD LIMITADA,20364000643,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,898228,808405.2,PUNO,Soc.Com.Respons. Ltda,Activo,7/9/1998,21,tier1
HOTELERIA E INVERSIONES L ATINO SA,20364122242,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,69811,66320.45,PUNO,Sociedad Anonima,Activo,11/2/1998,21,tier1
EMPRESA CULTURAL DE INVESTIGACION EDUCATIVA ANTONIO RAYMONDI S.R.LTDA,20405255139,ENSENANZA,CMAC,CMAC CUSCO,57181,54321.95,PUNO,Soc.Com.Respons. Ltda,Activo,6/1/1999,20,tier1
LUBRICANTES DE ALTURA SAC,20496651481,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,10000000,8000000,PUNO,Sociedad Anonima Cerrada,Activo,4/18/2000,20,tier1
J & P ASOCIADOS S.R.L.,20498044159,COMERCIO,BANCA MULTIPLE,BCP,527021,474318.9,PUNO,Soc.Com.Respons. Ltda,Activo,2/1/2001,19,tier1
G & N CORPORACION ATLANTIDA EIRL,20406410685,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,150000,142500,PUNO,Empresa Individual de Resp. Ltda,Activo,12/31/2003,16,tier1
COMPLAST EL TRIUNFO SCRL,20406548521,COMERCIO,CMAC,CMAC CUSCO,113000,107350,PUNO,Soc.Com.Respons. Ltda,Activo,9/5/2005,14,tier1
GRUPO FER. CONS S.A.C.,20447689503,CONSTRUCCION,BANCA MULTIPLE,BANCO PICHINCHA,1480000,1332000,PUNO,Sociedad Anonima Cerrada,Activo,9/1/2006,13,tier1
PANAX CORPORATION S.A.C.,20447852692,COMERCIO,BANCA MULTIPLE,BCP,43243,41080.85,PUNO,Sociedad Anonima Cerrada,Activo,2/1/2008,12,tier1
DISTRIBUIDORA DE POLLOS MELENDEZ EMPRESA,20447878900,COMERCIO,BANCA MULTIPLE,SCOTIABANK,85000,80750,PUNO,Empresa Individual de Resp. Ltda,Activo,4/11/2008,12,tier1
SUR DISTRIBUCIONES  A & J EMPR,20447882761,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,2086943,1878248.7,PUNO,Empresa Individual de Resp. Ltda,Activo,4/22/2008,12,tier1
CELULARES MARINA COMUNICA CIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMIT,20447883652,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,94522,89795.9,PUNO,Soc.Com.Respons. Ltda,Activo,5/1/2008,11,tier1
HERMANOS CORONADO S.A.C.,20447939038,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,MIBANCO,55469,52695.55,PUNO,Sociedad Anonima Cerrada,Activo,9/2/2008,11,tier1
INTERCOMPANY FOODS SAC,20447974534,COMERCIO,BANCA MULTIPLE,BCP,722752,650476.8,PUNO,Sociedad Anonima Cerrada,Activo,12/6/2008,11,tier1
EDITORIAL PACIFICO S.R.L,20447993679,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BANCO PICHINCHA,38000,36100,PUNO,Soc.Com.Respons. Ltda,Activo,2/4/2009,11,tier1
ACTIVET PERU S.A.C.,20448024491,COMERCIO,BANCA MULTIPLE,BCP,33359,31691.05,PUNO,Sociedad Anonima Cerrada,Activo,5/1/2009,10,tier1
EMPRESA CONSTRUCTORA SANC A E.I.R.L.,20448075720,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,79657,75674.15,PUNO,Empresa Individual de Resp. Ltda,Activo,9/14/2009,10,tier1
GREAT MILLMA EXPORT E.I.R.L.,20448146252,COMERCIO,BANCA MULTIPLE,SCOTIABANK,88000,83600,PUNO,Empresa Individual de Resp. Ltda,Activo,3/22/2010,10,tier1
EMPRESA DE TRANSPORTES MA NTENIMINETO Y CONST. INDR A JAMBHALA ITAMA SAC,20448174388,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,91805,87214.75,PUNO,Sociedad Anonima,Activo,6/1/2010,9,tier2
ARIES AB&G INGENIEROS CON TRATISTAS E.I.R.L.,20447840171,CONSTRUCCION,BANCA MULTIPLE,BCP,9210,9025.8,PUNO,Empresa Individual de Resp. Ltda,Activo,11/1/2010,9,tier2
QUICA CONTRATISTAS GENERA LES S.A. CERR ADA,20448283756,COMERCIO,BANCA MULTIPLE,BCP,40329,38312.55,PUNO,Sociedad Anonima Cerrada,Activo,3/1/2011,9,tier2
EXPRESS INTERNACIONAL JUL IACA S.A. CER RADA,20448374557,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,62268,59154.6,PUNO,Sociedad Anonima Cerrada,Activo,9/1/2011,8,tier2
IMPORTADORA & DISTRIBUIDO RA TM TECHNOLOGIES E.I.R. L,20448421229,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,15550,15239,PUNO,Empresa Individual de Resp. Ltda,Activo,12/1/2011,8,tier2
TRANSPORTES MUNDO VELOZ S.C.R.L.,20448450326,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,439122,395209.8,PUNO,Soc.Com.Respons. Ltda,Activo,1/19/2012,8,tier2
ELECTRONICAR SERVICE DANY E.I.R.L.,20448505325,COMERCIO,BANCA MULTIPLE,BCP,35015,33264.25,PUNO,Empresa Individual de Resp. Ltda,Activo,5/3/2012,7,tier2
IMPORTACIONES GRUPO JB SO CIEDAD ANONIMA CERRADA,20448573754,COMERCIO,BANCA MULTIPLE,BCP,8362,8194.76,PUNO,Sociedad Anonima Cerrada,Activo,7/19/2012,7,tier2
PROCESADORA AGROINDUSTRIAL NUEVO IMPERIO EIRL,20448603092,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,MIBANCO,135128,128371.6,PUNO,Empresa Individual de Resp. Ltda,Activo,9/7/2012,7,tier2
DISTRIBUCIONES SUR SYSTEM S.A.C,20448692923,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,169817,161326.15,PUNO,Sociedad Anonima Cerrada,Activo,3/1/2013,7,tier2
BRECYA MAQUINARIAS E I R L,20448710336,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,127000,120650,PUNO,Empresa Individual de Resp. Ltda,Activo,3/25/2013,7,tier2
CONEXION TITAN SRL,20448743854,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,60125,57118.75,PUNO,Soc.Com.Respons. Ltda,Activo,6/1/2013,6,tier2
INTERNATIONAL LOGISTIC GROUP PERU S.A.C.,20448822304,COMERCIO,CMAC,CMAC CUSCO,47700,45315,PUNO,Sociedad Anonima Cerrada,Activo,10/24/2013,6,tier2
CONSORCIO DE MECATRONICOS Y MAQUINARIAS S.A.C.,20448841511,COMERCIO,BANCA MULTIPLE,BCP,32500,30875,PUNO,Sociedad Anonima Cerrada,Activo,12/2/2013,6,tier2
IDATRON PERU SAC,20542607174,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,140894,133849.3,PUNO,Sociedad Anonima Cerrada,Activo,3/21/2014,6,tier2
TRANSPORTES Y MULTISERVIC IOS JN E.I.R.L.,20542638134,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,24957,24457.86,PUNO,Empresa Individual de Resp. Ltda,Activo,5/12/2014,5,tier2
GRUPO MOTORS RACING S.A.C.,20542648016,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,349300,314370,PUNO,Sociedad Anonima Cerrada,Activo,5/26/2014,5,tier2
RUASHKA PERU SOCIEDAD ANO NIMA CERRADA,20542653958,COMERCIO,BANCA MULTIPLE,BCP,97834,92942.3,PUNO,Sociedad Anonima Cerrada,Activo,6/4/2014,5,tier2
IMP. EXPORT ROMELTEX E.I. R.L,20542662787,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,10706,10491.88,PUNO,Empresa Individual de Resp. Ltda,Activo,6/12/2014,5,tier2
CRUZ SAN NEGOCIACIONES SCRL,20542691884,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,215263.16,204.500.002,PUNO,Soc.Com.Respons. Ltda,Activo,7/25/2014,5,tier2
KENEDY DISTRIBUCIONES E I NVERSIONES R&Y,20542694557,COMERCIO,BANCA MULTIPLE,BCP,9665,9471.7,PUNO,Sociedad Anonima Cerrada,Activo,8/2/2014,5,tier2
DISTRIBUIDORA E INDUSTRIA S VIAMONTE E.I.R.L.,20559295214,COMERCIO,BANCA MULTIPLE,BCP,19268,18882.64,PUNO,Empresa Individual de Resp. Ltda,Activo,8/7/2014,5,tier2
MULTISERVICIOS MARY S.R.L.,20542705931,OTROS SERVICIOS,CMAC,CMAC CUSCO,39000,37050,PUNO,Soc.Com.Respons. Ltda,Activo,8/20/2014,5,tier2
SG TRANSMAR TOUR S.R.L.,20600035313,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,375000,337500,PUNO,Soc.Com.Respons. Ltda,Activo,1/1/2015,5,tier2
AGENCIA DE VIAJES Y TURIS MO ALAXPACHA ADVENTURES E IRL,20600075994,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,11113,10890.74,PUNO,Empresa Individual de Resp. Ltda,Activo,3/1/2015,5,tier2
CORPORACION Y REPRESENTAC IONES J.L E.I.RL,20600140303,COMERCIO,BANCA MULTIPLE,BCP,17953,17593.94,PUNO,Empresa Individual de Resp. Ltda,Activo,3/1/2015,5,tier2
DISTRIBUCIONES & REPRESENTACIONES TITO EIRL,20600200322,COMERCIO,CRACs,CRAC RAIZ,234900,223155,PUNO,Empresa Individual de Resp. Ltda,Activo,3/9/2015,5,tier2
SERVICIOS Y NEGOCIACIONES ISAM S.A. CE RRADA,20600239199,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,66694,63359.3,PUNO,Sociedad Anonima Cerrada,Activo,4/1/2015,5,tier2
L N RAMOS CONTRATISTAS SO CIEDAD COMERCIAL DE  RESP ONSABILIDAD LIMITADA,20600405021,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,16653,16319.94,PUNO,Soc.Com.Respons. Ltda,Activo,6/1/2015,4,tier3
ELECTRONICA LA PIRAMIDE S OCIEDAD COMERCIAL DE RESP ONSABILIDAD LIMITADA,20600932587,COMERCIO,BANCA MULTIPLE,BCP,29771,29175.58,PUNO,Soc.Com.Respons. Ltda,Activo,1/13/2016,4,tier3
S & S GRUPO SOL S.A.C.,20601344115,COMERCIO,BANCA MULTIPLE,SCOTIABANK,184000,174800,PUNO,Sociedad Anonima Cerrada,Activo,7/5/2016,3,tier3
INVERSIONES & DISTRIBUCIONES DAYEMA S.A.C.,20601223628,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,29000,28420,PUNO,Sociedad Anonima Cerrada,Activo,9/1/2016,3,tier3
CORPORACION JYM SAN ANTON IO DE PADUA SRL,20601973864,COMERCIO,BANCA MULTIPLE,BCP,306729,276056.1,PUNO,Soc.Com.Respons. Ltda,Activo,4/1/2017,3,tier3
INVERSIONES DOMINICK A V E.I.R.L,20602061206,COMERCIO,BANCA MULTIPLE,BCP,41523,39446.85,PUNO,Empresa Individual de Resp. Ltda,Activo,5/2/2017,2,tier4
ALPHA & VF SERVICIOS MULTIPLES S.A. CE,20602117058,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,MIBANCO,14616.67,143.243.366,PUNO,Sociedad Anonima Cerrada,Activo,5/11/2017,2,tier4
SAN ANTONIO GRIFOS SRL,20601923662,COMERCIO,BANCA MULTIPLE,MIBANCO,197083,187228.85,PUNO,Soc.Com.Respons. Ltda,Activo,6/1/2017,2,tier4
PAPPY S FOODS EMPRESA IND IVIDUAL DE RESPONSABILIDA D LIMITADA,20602253083,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,23192,22728.16,PUNO,Empresa Individual de Resp. Ltda,Activo,7/1/2017,2,tier4
DISTRIBUIDORA MERCANTIL S.A.C.,20104242911,COMERCIO,BANCA MULTIPLE,BCP,197199,187339.05,SAN MARTIN,Sociedad Anonima,Activo,4/14/1986,34,tier1
INVERSIONES WIN TAC SERVICIOS GENERALES E.I.R.L.,20209098114,OTROS SERVICIOS,BANCA MULTIPLE,BCP,342050,307845,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,2/1/1994,26,tier1
HOSTAL CAPRICORNIO E I R LTDA,20216733828,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,15353,15045.94,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,2/17/1994,26,tier1
SUMINISTROS DEL ORIENTE,20404493885,COMERCIO,BANCA MULTIPLE,INTERBANK,1215000,1093500,SAN MARTIN,Soc.Com.Respons. Ltda,Activo,3/1/1998,22,tier1
DISTRIBUIDORA DE ZAPATILL AS SPORT S.R.L.,20446597354,COMERCIO,BANCA MULTIPLE,BCP,24957,24457.86,SAN MARTIN,Soc.Com.Respons. Ltda,Activo,8/9/1998,21,tier1
COMERCIAL TERRONES E.I.R. L.,20488812468,COMERCIO,BANCA MULTIPLE,BCP,55148,52390.6,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,7/15/1999,20,tier1
HORNA & ASOCIADOS CONSULTORES SAC,20531275684,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,12300,12054,SAN MARTIN,Sociedad Anonima Cerrada,Activo,2/13/2001,19,tier1
MOTOSERVICIO MIRANDA SAC,20531341229,COMERCIO,BANCA MULTIPLE,BANCO PICHINCHA,399900,359910,SAN MARTIN,Sociedad Anonima Cerrada,Activo,5/14/2002,17,tier1
ESTACION DE SERVICIOS DAVILA EIRL,20531369581,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,300000,285000,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,1/1/2003,17,tier1
INVERSIONES SANTA TERESITA EIR,20531390866,COMERCIO,BANCA MULTIPLE,SCOTIABANK,2728677,2455809.3,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,3/10/2003,17,tier1
RODRIGUEZ DEL AGUILA CONT ADORES E.I.R.L,20531445601,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,19818,19421.64,SAN MARTIN,Soc.Com.Respons. Ltda,Activo,1/1/2004,16,tier1
REPUESTOS MOTORS MEJIA EI RL,20450106195,COMERCIO,BANCA MULTIPLE,BCP,6696,6562.08,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,11/2/2005,14,tier1
SERVICIOS GENERALES CONSU LTORES ATLANTICO S.A.C.,20531599404,CONSTRUCCION,BANCA MULTIPLE,BCP,84235,80023.25,SAN MARTIN,Sociedad Anonima Cerrada,Activo,1/6/2006,14,tier1
COMERCIAL SANDRA S.A.C.,20450222004,COMERCIO,BANCA MULTIPLE,BCP,70118,66612.1,SAN MARTIN,Sociedad Anonima Cerrada,Activo,5/1/2007,12,tier1
MEGOTRANS SAC,20450247091,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,33000,31350,SAN MARTIN,Sociedad Anonima Cerrada,Activo,7/26/2007,12,tier1
HOTEL RIO MAYO S.A.C.,20450247171,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,61808,58717.6,SAN MARTIN,Sociedad Anonima Cerrada,Activo,9/1/2007,12,tier1
COMERCIAL CASTILLO E.I.R. L.,20450267105,COMERCIO,BANCA MULTIPLE,BCP,18547,18176.06,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,10/22/2007,12,tier1
SERVICIOS Y CONSTRUCCIONE S S.A.C,20450444678,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,44235,42023.25,SAN MARTIN,Sociedad Anonima Cerrada,Activo,5/11/2009,10,tier1
GRUPO HECALIRO JIA S.A.C.,20450481875,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,457790,412011,SAN MARTIN,Sociedad Anonima Cerrada,Activo,10/16/2009,10,tier1
NAKAMURA S.A.C.,20493880471,COMERCIO,BANCA MULTIPLE,BCP,258057,245154.15,SAN MARTIN,Sociedad Anonima Cerrada,Activo,8/4/2010,9,tier2
DIAZ ABARCA INVERSIONES Y SERVICIOS GENERALES SAC,20493909551,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,53045,50392.75,SAN MARTIN,Sociedad Anonima Cerrada,Activo,10/11/2010,9,tier2
ASESORES & RECAUDACIONES S.A.C.,20493939034,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,3772,3696.56,SAN MARTIN,Sociedad Anonima Cerrada,Activo,12/20/2010,9,tier2
RESTAURANT SAN CARLOS EIR L,20493947215,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,58294,55379.3,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,1/7/2011,9,tier2
CONECTA RETAIL SELVA S.A.C.,20494007488,COMERCIO,BANCA MULTIPLE,BCP,10000000,8000000,SAN MARTIN,Sociedad Anonima Cerrada,Activo,6/1/2011,8,tier2
TRINIDAD & ESPECIALIDADES MEDICAS S.A.C,20494088208,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,BCP,175475,166701.25,SAN MARTIN,Sociedad Anonima Cerrada,Activo,12/9/2011,8,tier2
R & R SAN ISIDRO S A C,20494090954,COMERCIO,BANCA MULTIPLE,MIBANCO,236173,224364.35,SAN MARTIN,Sociedad Anonima Cerrada,Activo,1/1/2012,8,tier2
INDUSTRIAS MANANTIAL SOCI EDAD ANONIMA CERRADA,20494138078,"ELECTRICIDAD, GAS Y AGUA",BANCA MULTIPLE,BCP,16842,16505.16,SAN MARTIN,Sociedad Anonima Cerrada,Activo,3/12/2012,8,tier2
COMERCIALIZADORA SAVAZ SO CIEDAD ANONIMA CERRADA,20494140307,COMERCIO,BANCA MULTIPLE,BCP,206160,195852,SAN MARTIN,Sociedad Anonima Cerrada,Activo,4/1/2012,8,tier2
CAFE PERALTA S.A.C,20494166012,COMERCIO,CMAC,CMAC PIURA,40000,38000,SAN MARTIN,Sociedad Anonima Cerrada,Activo,6/1/2012,7,tier2
CENTRO COMERCIAL PANCHITO S.A.C.,20542203162,COMERCIO,BANCA MULTIPLE,BCP,11506,11275.88,SAN MARTIN,Sociedad Anonima Cerrada,Activo,8/1/2012,7,tier2
MOTOREPUESTOS Y SERVICIOS HUALLAGA S.A.C,20542211939,COMERCIO,BANCA MULTIPLE,BCP,214762,204023.9,SAN MARTIN,Sociedad Anonima Cerrada,Activo,9/1/2012,7,tier2
CORPORACION TURISTICA DEHOTELES & RESTAURANTES LA POSADA INN S.A.C,20542249154,COMERCIO,BANCA MULTIPLE,BCP,821715,739543.5,SAN MARTIN,Sociedad Anonima Cerrada,Activo,11/13/2012,7,tier2
COMERCIO DEL ORIENTE & HNS. SANCHEZ E.I.R.L,20542290464,COMERCIO,BANCA MULTIPLE,BCP,678643,610778.7,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,2/18/2013,7,tier2
CORPORACION SAADEL SAC,20542240874,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,46000,43700,SAN MARTIN,Sociedad Anonima Cerrada,Activo,4/1/2013,7,tier2
INGENIERIA CULTURA Y ECOL OGIA PERU S.A.C.,20542394324,OTROS SERVICIOS,BANCA MULTIPLE,BCP,8464,8294.72,SAN MARTIN,Sociedad Anonima Cerrada,Activo,1/1/2014,6,tier2
INVERSIONES VIDAGAS  SAC,20572136630,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,130000,123500,SAN MARTIN,Sociedad Anonima Cerrada,Activo,1/15/2014,6,tier2
SERVICIOS JUSTIN ANDREE E .I.R.L.,20572209297,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,145542,138264.9,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,6/6/2014,5,tier2
GRUPO PALMIFICA S.A.C.,20572248942,CONSTRUCCION,BANCA MULTIPLE,BCP,51054,48501.3,SAN MARTIN,Sociedad Anonima Cerrada,Activo,9/17/2014,5,tier2
MOLINOS Y SERVICIOS MULTIPLES,20572270441,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,162439,154317.05,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,11/1/2014,5,tier2
RENZO POMA E.I.R.L.,20600029330,COMERCIO,BANCA MULTIPLE,BCP,38198,36288.1,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,12/30/2014,5,tier2
FULL MODAS ESPINOZA E.I.R .L,20600217675,COMERCIO,BANCA MULTIPLE,BCP,40685,38650.75,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,3/13/2015,5,tier2
NANDO PLAST EIRL,20600240707,COMERCIO,BANCA MULTIPLE,BCP,68982,65532.9,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,4/1/2015,5,tier2
GEOAMTOP S.A.C.,20600634543,CONSTRUCCION,BANCA MULTIPLE,BCP,4839,4742.22,SAN MARTIN,Sociedad Anonima Cerrada,Activo,9/1/2015,4,tier3
AMAZON SECURITY PERU SRL,20600665953,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,281646,267563.7,SAN MARTIN,Soc.Com.Respons. Ltda,Activo,9/14/2015,4,tier3
SQUARE CONSTRUCTORES Y CO NSULTORES SOCIEDAD ANONIM A CERRADA-SQUARE CONSTRUC,20600984790,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,24017,23536.66,SAN MARTIN,Sociedad Anonima Cerrada,Activo,2/4/2016,4,tier3
ALQUILER DE MAQUINARIA AG RICOLA Y PESADA V&G E.I.R .L.,20600982452,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,29893,29295.14,SAN MARTIN,Empresa Individual de Resp. Ltda,Activo,3/1/2016,4,tier3
KEFREN CONSTRUCTORA E INM OBILIARIA S.A.C.,20493903196,CONSTRUCCION,BANCA MULTIPLE,BCP,79185,75225.75,SAN MARTIN,Sociedad Anonima Cerrada,Activo,5/9/2016,3,tier3
ESTACION DE SERVICIOS INT IYACU S.A.C.,20601305772,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,1608195,1447375.5,SAN MARTIN,Sociedad Anonima Cerrada,Activo,6/17/2016,3,tier3
HORUX S.A.C.,20601413524,CONSTRUCCION,BANCA MULTIPLE,BCP,501407,451266.3,SAN MARTIN,Sociedad Anonima Cerrada,Activo,8/9/2016,3,tier3
DISTRIBUIDORA DE GAS DEL NOR ORIENTE S.A.C.,20601661552,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,136662,129828.9,SAN MARTIN,Sociedad Anonima Cerrada,Activo,11/18/2016,3,tier3
INVERSIONES ROCEDAAK SAC,20601766494,COMERCIO,BANCA MULTIPLE,MIBANCO,115255.67,1.094.928.865,SAN MARTIN,Sociedad Anonima Cerrada,Activo,1/1/2017,3,tier3
NURITA SERVICE PRIF SAC,20601786576,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,36436,34614.2,SAN MARTIN,Sociedad Anonima Cerrada,Activo,1/9/2017,3,tier3
COMERCIAL E INVERSIONES SELVA S A C,20493920520,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,MIBANCO,35310.83,335.452.885,SAN MARTIN,Sociedad Anonima Cerrada,Activo,3/24/2017,3,tier3
