"GENERO","EDAD","MERITO","UNIVERSIDAD","UBICACION_U","PRACTICAS","NUMERO_DE_PERSONAS","ETNIA","BECADO","VIVIENDA","P_SUELDO","INGRESO_SECU_IND","INGRESO_SECU_DEP","INGRESO_OCUPACIÓN_IND","INGRESO_OCUPACIÓN_DEP","FINANCIAMIENTO_F","PRESTAMO_BANCO","CARRERA","NOMBRE_U","T_TRABAJO","CAR_TRA","EMPLEO"
"Masculino","Sí","Tercio Superior","Privada","ANCASH",4,1,"Blanco","No","Independiente","Hasta 750",160,0,0,1300,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD DE LIMA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","PUNO",2,5,"Aymara","No","Independiente","751 a 1000",0,0,0,450,"Sí","No","CIENCIAS CONTABLES","UNIVERSIDAD CATÓLICA SANTA MARÍA","Menos de un mes","Sí","No"
"Masculino","Sí","Quinto Superior","Privada","LIMA",4,1,"Mestizo","No","Departamento",NA,0,0,0,3000,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD CIENTÍFICA DEL PERÚ",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","CALLAO",3,1,"Negro/mulato/zambo","No","Independiente",NA,0,0,0,1000,"Sí","No","INGENIERÍA AGRÍCOLA","UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","UCAYALI",3,3,"Mestizo","No","Independiente","1001 a 1500",0,2000,7000,0,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD DEL PACÍFICO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",2,2,"Mestizo","No","Independiente","1501 a 2500",0,0,500,0,"Sí","Si","ARQUITECTURA Y URBANISMO","UNIVERSIDAD NACIONAL DE CAÑETE","Menos de un mes","No","Sí"
"Masculino","Sí","Decimo superior","Privada","LIMA",2,4,"Mestizo","No","Departamento",NA,0,1396,0,1400,"Sí","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD PRIVADA JUAN PABLO II",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","TACNA",1,2,"Blanco","No","Independiente",NA,0,0,0,3500,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD NACIONAL DE INGENIERÍA",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LA LIBERTAD",2,2,"Mestizo","No","Departamento",NA,250,0,0,1800,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DEL CALLAO",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","PUNO",2,1,"No sabe","No","Independiente",NA,0,0,0,2000,"Sí","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD CATÓLICA SANTA MARÍA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","AREQUIPA",1,3,"Mestizo","No","Departamento",NA,0,0,0,1200,"Sí","No","INGENIERÍA ALIMENTARIA (INGENIERÍA DE ALIMENTOS)","UNIVERSIDAD NACIONAL DEL ALTIPLANO",NA,"Sí","No"
"Femenino","Sí","NO","Privada","AYACUCHO",1,5,"Quechua","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD CIENTÍFICA DEL SUR","Menos de un mes",NA,"No"
"Femenino","Sí","Tercio Superior","Pública","LIMA",2,3,"Mestizo","No","Independiente",NA,0,0,0,1200,"No","No","CIENCIA POLÍTICA","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS",NA,"Sí","No"
"Femenino","Sí","Quinto Superior","Privada","PIURA",3,1,"Mestizo","No","Independiente","Hasta 750",0,800,0,1500,"Sí","No","COMUNICACIONES (COMUNICACIÓN)","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,2800,"No","No","ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","PUNO",2,2,"Aymara","No","Departamento","751 a 1000",100,0,0,1500,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD PARTICULAR DE CHICLAYO","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","PUNO",2,1,"Aymara","No","Independiente",NA,0,0,0,1645,"No","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD PARTICULAR DE CHICLAYO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","ICA",1,4,"Mestizo","No","Independiente","Hasta 750",0,0,0,1000,"No","No","DERECHO","UNIVERSIDAD DE SAN MARTÍN DE PORRES","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","LIMA",2,1,"Blanco","No","Departamento",NA,0,0,0,3200,"Sí","No","INGENIERÍA AMBIENTAL","UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","ICA",2,4,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA AGRONÓMICA","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO",NA,NA,"No"
"Femenino","Sí","NO","Pública","CUSCO",1,4,"Mestizo","No","Independiente","751 a 1000",0,0,0,1000,"Sí","No","TURISMO","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","Entre 3 a 6 meses","No","No"
"Femenino","Sí","NO","Privada","LORETO",2,3,"Mestizo","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA","No busco trabajo",NA,"No"
"Femenino","Sí","NO","Pública","TACNA",2,2,"Mestizo","No","Independiente","751 a 1000",800,0,0,1800,"Sí","No","ECONOMÍA AGRARIA","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","JUNIN",2,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,2500,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD CONTINENTAL DE CIENCIA E INGENIERÍA","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","HUANCAVELICA",7,5,"Quechua","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","Entre 3 a 6 meses",NA,"No"
"Femenino","Sí","NO","Privada","AREQUIPA",1,1,"Mestizo","No","Independiente",NA,0,0,0,1800,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD DE PIURA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",5,1,"Mestizo","No","Departamento","751 a 1000",400,0,0,1400,"Sí","No","EDUCACIÓN INICIAL","UNIVERSIDAD NACIONAL DE UCAYALI","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,1,"Mestizo","No","Independiente","1501 a 2500",0,0,0,2800,"Sí","No","INGENIERÍA DE SISTEMAS Y COMPUTACIÓN  (INGENIERÍA DE COMPUTACIÓN Y SISTEMAS E INGENIERÍA DE SISTEMAS Y CÓMPUTO)","UNIVERSIDAD DE SAN MARTÍN DE PORRES","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",2,3,"Mestizo","No","Independiente","751 a 1000",0,0,0,1500,"Sí","No","NUTRICIÓN","UNIVERSIDAD INCA GARCILASO DE LA VEGA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Privada","JUNIN",1,1,"Mestizo","No","Independiente",NA,357.142857142857,0,0,600,"Sí","No","ARQUITECTURA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",8,4,"Quechua","No","Independiente","751 a 1000",0,0,0,1780,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE SAN MARTÍN","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",2,1,"Mestizo","No","Departamento","1501 a 2500",0,0,0,0,"No","No","CONTABILIDAD Y ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN","Entre 1 a 3 meses",NA,"No"
"Femenino","Sí","Tercio Superior","Pública","LIMA",3,2,"Mestizo","No","Independiente","Hasta 750",0,0,0,900,"Sí","No","EDUCACIÓN SECUNDARIA - COMPUTACIÓN E INFORMÁTICA","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Menos de un mes","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","JUNIN",3,1,"Mestizo","No","Independiente",NA,0,0,0,1500,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","ANCASH",3,2,"Mestizo","No","Independiente","751 a 1000",350,0,0,2000,"Sí","No","ARQUITECTURA Y URBANISMO","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN","No busco trabajo","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",3,5,"No sabe","No","Independiente","1001 a 1500",0,0,0,2400,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Decimo superior","Privada","LIMA",1,2,"Mestizo","No","Independiente","2501 a 3500",0,0,0,3500,"Sí","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD PRIVADA JUAN PABLO II","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Privada","AREQUIPA",1,2,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS","UNIVERSIDAD DE PIURA","Menos de un mes",NA,"No"
"Femenino","Sí","Tercio Superior","Privada","HUANCAVELICA",5,5,"Mestizo","No","casa_vecinda","751 a 1000",0,1700,0,2740,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,1,"Mestizo","No","Independiente",NA,0,0,0,4000,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL DE CAÑETE",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",1,3,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,NA,"No"
"Femenino","Sí","NO","Privada","JUNIN",3,1,"Quechua","No","Independiente","Hasta 750",400,0,0,750,"Sí","No","CONTABILIDAD","UNIVERSIDAD CONTINENTAL DE CIENCIA E INGENIERÍA","No busco trabajo","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,2,"Mestizo","No","Departamento","1001 a 1500",0,0,0,2000,"Sí","No","PERIODISMO","UNIVERSIDAD NACIONAL DE PIURA","Menos de un mes","No","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,2,"Blanco","No","Independiente",NA,0,0,0,2500,"Sí","No","INGENIERÍA GEOLÓGICA","UNIVERSIDAD ANDINA DEL CUSCO",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","HUANUCO",1,4,"Mestizo","No","Independiente","1001 a 1500",0,0,600,0,"Sí","No","CONTABILIDAD","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA","Menos de un mes","No","No"
"Masculino","Sí","NO","Privada","LIMA",1,4,"Mestizo","No","Departamento",NA,0,0,0,2000,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD NACIONAL DE JAÉN",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",3,4,"Mestizo","No","Independiente",NA,0,0,2900,0,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ",NA,"Sí","No"
"Masculino","Sí","Tercio Superior","Pública","LIMA",2,2,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA ELECTRÓNICA Y TELECOMUNICACIONES","UNIVERSIDAD PRIVADA DE PUCALLPA",NA,NA,"No"
"Femenino","Sí","Tercio Superior","Privada","LIMA",3,3,"Mestizo","No","Independiente","1501 a 2500",0,0,0,3500,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","JUNIN",1,1,"Mestizo","No","Independiente",NA,0,0,100,0,"Sí","No","ODONTOLOGÍA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","MOQUEGUA",1,3,"Mestizo","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO","Menos de un mes",NA,"No"
"Masculino","Sí","NO","Privada","LIMA",2,5,"Blanco","No","Departamento",NA,0,0,0,4500,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN",NA,"Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","LIMA",2,2,"Blanco","No","Independiente",NA,0,0,0,1500,"Sí","Si","ECONOMÍA Y FINANZAS","UNIVERSIDAD PRIVADA JUAN PABLO II",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","JUNIN",1,2,"Mestizo","No","Departamento","Hasta 750",0,0,0,1800,"Sí","No","INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","UNIVERSIDAD NACIONAL DE BARRANCA","No busco trabajo","No","Sí"
"Masculino","Sí","NO","Privada","CUSCO",1,1,"Quechua","No","Independiente","751 a 1000",0,0,0,1600,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD CATÓLICA DE TRUJILLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",1,3,"Mestizo","No","Independiente","1501 a 2500",0,0,5000,0,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","Meses a menos de un año","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",3,1,"Blanco","No","Departamento",NA,750,0,0,1750,"Sí","No","ARQUITECTURA","UNIVERSIDAD PRIVADA JUAN PABLO II",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","AYACUCHO",1,3,"Quechua","No","Independiente","1501 a 2500",0,0,0,0,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ","Menos de un mes",NA,"No"
"Femenino","Sí","Tercio Superior","Privada","ANCASH",1,2,"Mestizo","No","Independiente","Hasta 750",0,0,0,800,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN","No busco trabajo","No","Sí"
"Masculino","Sí","NO","Privada","TACNA",1,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD NACIONAL DE INGENIERÍA","Entre 1 a 3 meses",NA,"No"
"Masculino","Sí","NO","Privada","LIMA",3,5,"Blanco","No","Independiente","2501 a 3500",0,0,0,5000,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN","No busco trabajo","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente","2501 a 3500",0,0,0,1200,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL DE TRUJILLO","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LORETO",1,6,"Mestizo","No","Independiente","1501 a 2500",0,3000,5000,0,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA","No busco trabajo","Sí","Sí"
"Femenino","Sí","NO","Pública","CUSCO",NA,NA,"Mestizo","No","Departamento",NA,0,0,0,0,"Sí","No","INGENIERÍA DE MINAS","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ",NA,NA,"No"
"Masculino","Sí","NO","Pública","ANCASH",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL SAN LUIS GONZAGA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,3,"Mestizo","No","Quinta","Hasta 750",0,0,0,2200,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN","No busco trabajo","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","PUNO",6,5,"Aymara","No","Independiente",NA,0,0,0,2500,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","AREQUIPA",5,5,"Mestizo","No","Independiente","1001 a 1500",300,0,0,1500,"No","No","DERECHO","UNIVERSIDAD DE PIURA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","JUNIN",2,5,"Nativo o indigena de la amazonia","No","Independiente","Hasta 750",0,0,0,1000,"Sí","No","AGRONOMÍA","UNIVERSIDAD NACIONAL DE BARRANCA","Entre 1 a 3 meses","No","Sí"
"Masculino","Sí","NO","Privada","LIMA",1,5,"Blanco","No","Independiente",NA,0,0,0,0,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,NA,"No"
"Femenino","Sí","NO","Privada","PUNO",2,2,"Aymara","No","Independiente","751 a 1000",533.333333333333,0,60,0,"No","No","INGENIERÍA AMBIENTAL","UNIVERSIDAD PARTICULAR DE CHICLAYO","Menos de un mes","No","No"
"Masculino","Sí","Tercio Superior","Privada","PUNO",1,1,"Aymara","No","Independiente",NA,0,0,0,1650,"Sí","No","INGENIERÍA MECATRÓNICA","UNIVERSIDAD CATÓLICA SANTA MARÍA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","PUNO",2,1,"Aymara","No","Independiente",NA,0,0,0,0,"Sí","No","CONTABILIDAD","UNIVERSIDAD PARTICULAR DE CHICLAYO",NA,NA,"No"
"Femenino","Sí","NO","Pública","PUNO",1,1,"Quechua","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","ANTROPOLOGÍA","UNIVERSIDAD NACIONAL DEL SANTA","Menos de un mes","No","Sí"
"Femenino","Sí","Tercio Superior","Pública","PUNO",1,5,"Quechua","No","Independiente",NA,0,0,0,2773,"Sí","No","INGENIERÍA ECONÓMICA","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LORETO",2,3,"Mestizo","No","Independiente",NA,0,0,0,1300,"Sí","No","CONTABILIDAD","UNIVERSIDAD CATÓLICA SAN PABLO",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LORETO",1,5,"Mestizo","No","Independiente","1001 a 1500",0,0,0,966,"Sí","No","CONTABILIDAD","UNIVERSIDAD CATÓLICA SAN PABLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,2,"Mestizo","No","Independiente",NA,0,0,0,10000,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD PRIVADA CÉSAR VALLEJO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LA LIBERTAD",3,3,"Mestizo","No","Independiente",NA,1000,0,0,3000,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD PRIVADA PERUANO ALEMANA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",1,4,"Mestizo","No","Independiente",NA,0,0,0,1600,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD DE CIENCIAS Y HUMANIDADES",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","JUNIN",2,5,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","JUNIN",2,5,"Mestizo","No","Independiente","Hasta 750",0,0,0,3000,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","JUNIN",3,3,"Quechua","No","Independiente",NA,0,500,3000,0,"No","No","ZOOTECNIA","UNIVERSIDAD NACIONAL FEDERICO VILLARREAL",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","JUNIN",4,1,"Mestizo","No","Independiente",NA,0,0,0,600,"Sí","No","EDUCACIÓN INICIAL","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,1,"Blanco","No","Departamento",NA,0,0,0,1000,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL DE TRUJILLO",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","AREQUIPA",6,2,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DEL ALTIPLANO",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",2,2,"Mestizo","No","Departamento",NA,0,0,0,2000,"Sí","No","COMUNICACIÓN E IMAGEN EMPRESARIAL","UNIVERSIDAD PRIVADA JUAN PABLO II",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",3,4,"Blanco","No","Independiente",NA,0,0,0,5500,"Sí","No","CONTABILIDAD Y ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,4,"Mestizo","No","Independiente",NA,0,0,0,4500,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,3,"Blanco","No","Departamento","Hasta 750",0,0,0,4500,"Sí","No","ADMINISTRACIÓN EN TURISMO Y HOTELERÍA    (ADMINISTRACIÓN  DE TURISMO Y HOTELERÍA ;  ADMINISTRACIÓN HOTELERA Y DE TURISMO Y ADMINISTRACIÓN HOTELERA Y TURISMO)","UNIVERSIDAD PRIVADA JUAN PABLO II","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",2,4,"Mestizo","No","Departamento",NA,0,0,5000,0,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS GLOBALES","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",4,2,"Blanco","No","Independiente",NA,0,0,0,3500,"Sí","No","MEDICINA VETERINARIA","UNIVERSIDAD NACIONAL DE CAJAMARCA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",6,4,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","TECNOLOGÍA TEXTIL","UNIVERSIDAD ANTONIO RUÍZ DE MONTOYA",NA,"No","No"
"Masculino","Sí","NO","Privada","LIMA",2,1,"Mestizo","No","Independiente",NA,0,800,0,1500,"Sí","No","INGENIERÍA INFORMÁTICA","UNIVERSIDAD NACIONAL DE CAJAMARCA",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","TACNA",2,4,"Mestizo","No","Independiente",NA,0,0,650,0,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN",NA,"No","Sí"
"Femenino","Sí","NO","Pública","TACNA",3,1,"Mestizo","No","Independiente",NA,0,0,0,1000,"Sí","No","CIENCIAS CONTABLES Y FINANCIERAS","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN",NA,"Sí","Sí"
"Masculino","Sí","Decimo superior","Pública","TACNA",NA,NA,"Mestizo","No","Independiente","751 a 1000",0,0,1000,0,"Sí","No","INGENIERÍA MECÁNICA","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN","Menos de un mes","Sí","No"
"Masculino","Sí","NO","Pública","TACNA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,1500,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",1,3,"Blanco","No","Departamento",NA,0,0,0,3000,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","ANCASH",1,3,"Quechua","No","Independiente","1001 a 1500",1200,0,0,2000,"Sí","No","AGRONOMÍA","UNIVERSIDAD NACIONAL DE JULIACA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Privada","LA LIBERTAD",1,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,1100,"Sí","No","ADMINISTRACIÓN Y FINANZAS","UNIVERSIDAD JOSÉ CARLOS MARIÁTEGUI","Menos de un mes","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",2,2,"Blanco","No","Independiente",NA,0,0,0,2400,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",3,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,2200,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD PRIVADA CÉSAR VALLEJO","Menos de un mes","No","Sí"
"Masculino","Sí","NO","Privada","LA LIBERTAD",1,5,"Mestizo","No","Independiente",NA,0,0,2000,0,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","UNIVERSIDAD PRIVADA PERUANO ALEMANA",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",NA,NA,"Mestizo","No","Departamento",NA,0,0,0,1000,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS",NA,"Sí","Sí"
