"GENERO","MINEDAD","CAP300P324A","SELECT_UNI_GESTION","NOMBRECCDD","CAP300P351","CAP300P353","CAP400P473","CAP300P319_4","CAP100P101","CAP400P472","CAP400P441_MONE","CAP400P440_MONE","CAP400P437_MONE","CAP400P436_MONE","CAP300P319_2","CAP300P319_5","CAP300P312","SELECT_UNI","CAP400P469","CAP400P406","CAP400P401"
1,1,2,1,"LIMA",NA,NA,6,2,1,4,0,0,0,3700,1,2,"CONTABILIDAD","U0027",1,1,1
2,1,1,1,"LIMA",2,3,1,2,1,2,0,0,0,800,1,2,"INGENIERÍA AMBIENTAL Y RECURSOS NATURALES","U0015",1,1,1
2,1,1,2,"JUNIN",1,1,6,2,1,3,0,0,0,1600,1,2,"FARMACIA Y BIOQUÍMICA","U0011",4,1,1
2,1,2,2,"LIMA",2,1,6,2,1,3,0,0,15000,0,1,2,"ESTOMATOLOGÍA","U0056",1,1,1
1,1,NA,1,"LIMA",3,2,6,2,1,NA,0,0,0,1800,1,2,"CONTABILIDAD","U0015",NA,1,1
1,1,1,1,"AYACUCHO",3,1,1,2,1,2,0,0,0,350,1,2,"DERECHO","U0019",2,1,1
2,1,1,2,"LIMA",2,4,6,2,1,2,0,0,2000,0,1,2,"OBSTETRICIA","U0056",2,1,1
2,1,1,2,"LIMA",4,1,6,2,1,1,0,0,0,1200,1,2,"EDUCACIÓN PRIMARIA","U0124",1,1,1
2,1,2,1,"LIMA",4,1,6,2,1,1,1000,0,0,4000,1,2,"TRABAJO SOCIAL","U0027",1,1,1
1,1,NA,1,"LIMA",1,2,6,2,1,NA,0,0,0,1500,1,2,"ADMINISTRACIÓN","U0123",NA,1,1
2,1,1,1,"LIMA",2,1,6,2,1,NA,0,0,0,2500,1,2,"CONTABILIDAD","U0027",NA,1,1
1,1,1,1,"CALLAO",2,3,6,2,1,NA,0,0,0,1200,1,2,"INGENIERÍA PESQUERA","U0015",NA,2,1
2,1,1,2,"LIMA",1,5,6,2,1,1,0,500,0,1500,1,2,"ENFERMERÍA","U0005",1,1,1
2,1,2,2,"LIMA",1,1,6,2,1,3,0,2000,0,2500,2,2,"ADMINISTRACIÓN DE NEGOCIOS GLOBALES","U0128",2,1,1
2,1,3,2,"LIMA",1,6,6,2,1,3,1000,0,0,1000,1,2,"ADMINISTRACIÓN DE NEGOCIOS","U0128",1,1,1
1,1,NA,1,"LIMA",2,1,7,2,1,NA,0,0,0,2500,1,2,"INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL","U0039",NA,1,1
2,1,NA,2,"LIMA",2,3,6,2,1,NA,0,0,0,1200,1,2,"ENFERMERÍA","U0077",NA,1,1
2,1,1,2,"LIMA",2,2,6,2,1,NA,0,0,0,1300,1,2,"EDUCACIÓN PRIMARIA","U0016",NA,1,1
2,1,2,1,"LIMA",1,1,6,2,1,1,800,0,0,1300,1,2,"ODONTOLOGÍA","U0027",3,1,1
2,1,NA,1,"LIMA",NA,NA,6,2,1,NA,0,0,0,900,1,2,"INGENIERÍA FORESTAL","U0026",NA,1,1
1,1,NA,1,"LIMA",2,2,6,2,1,4,0,0,0,3000,1,2,"INGENIERÍA DE SISTEMAS","U0027",1,1,1
2,1,2,2,"LIMA",4,5,6,2,1,1,0,0,0,2000,1,2,"DERECHO","U0076",1,1,1
2,1,NA,2,"LIMA",1,1,6,2,1,NA,0,0,0,3000,1,2,"CONTABILIDAD","U0076",NA,1,1
1,1,1,2,"LIMA",NA,NA,5,2,2,3,0,0,0,3500,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0077",1,1,1
1,1,1,2,"LIMA",3,3,6,2,1,3,0,0,0,3500,1,2,"CONTABILIDAD","U0014",1,1,1
1,1,NA,1,"LIMA",5,2,6,2,1,2,0,800,0,2000,1,2,"PSICOLOGÍA","U0027",1,1,1
1,1,1,2,"LIMA",3,2,6,2,1,NA,0,0,0,2680,1,2,"DERECHO","U0033",NA,1,1
2,1,NA,2,"LIMA",11,3,6,2,2,2,0,0,0,0,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0016",2,NA,2
1,1,1,1,"LIMA",1,2,6,2,1,5,0,0,0,2000,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0027",2,1,2
2,1,NA,1,"LIMA",1,1,5,2,1,NA,0,0,0,4500,1,2,"ADMINISTRACIÓN EN TURISMO","U0027",NA,1,1
2,1,1,2,"LIMA",1,4,1,2,2,3,0,0,0,3500,1,2,"INGENIERÍA ELECTRÓNICA","U0033",1,1,1
2,1,1,2,"LIMA",2,1,6,2,1,1,0,0,0,1500,1,2,"FARMACIA Y BIOQUÍMICA","U0077",1,1,1
2,1,NA,2,"LIMA",3,3,6,2,2,NA,0,0,0,3500,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0014",NA,1,1
2,1,1,2,"LIMA",4,2,5,2,1,NA,0,0,0,1400,1,2,"DERECHO","U0129",NA,1,1
1,1,NA,1,"PASCO",1,1,6,2,1,2,600,0,0,3000,1,2,"DERECHO","U0032",2,1,1
2,1,NA,2,"LIMA",NA,NA,6,2,1,1,0,0,0,750,1,2,"CONTABILIDAD","U0124",1,1,1
1,1,NA,2,"LIMA",2,1,6,2,1,1,900,0,0,1700,1,2,"BIOLOGÍA","U0025",1,1,1
1,1,NA,1,"LIMA",2,1,6,2,1,NA,0,0,0,2500,1,2,"ARQUEOLOGÍA","U0027",NA,1,1
2,1,NA,2,"LIMA",1,1,6,2,1,1,0,0,0,0,1,2,"CONTABILIDAD","U0036",2,NA,2
2,1,1,1,"LIMA",1,2,8,2,1,3,0,0,0,2575,1,2,"ECONOMÍA","U0040",5,1,1
2,1,1,1,"LIMA",4,1,6,2,1,NA,0,0,0,700,1,2,"BIOLOGÍA","U0048",NA,1,1
2,1,NA,2,"LIMA",4,1,6,2,1,1,0,0,0,1200,1,2,"ODONTOLOGÍA","U0077",3,1,1
2,1,1,1,"LIMA",1,5,6,2,1,3,0,0,0,1500,1,2,"BIOLOGÍA","U0026",3,1,1
2,1,NA,1,"LIMA",1,2,6,2,2,3,0,0,0,2000,1,2,"ENFERMERÍA","U0027",1,1,1
1,1,NA,2,"LIMA",1,1,6,2,1,NA,0,0,0,1500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0129",NA,1,1
1,1,1,2,"LIMA",1,1,6,2,1,NA,0,0,0,2000,1,2,"ECONOMÍA","U0124",NA,2,1
2,1,NA,1,"LIMA",3,1,6,2,1,2,0,0,0,2700,1,2,"ADMINISTRACIÓN EN TURISMO","U0027",2,1,1
1,1,1,2,"LIMA",1,4,6,2,1,2,0,0,400,0,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0076",2,1,2
2,1,1,1,"LIMA",2,4,6,2,1,3,0,0,0,1800,1,2,"CONTABILIDAD","U0015",1,1,1
2,1,NA,1,"HUANUCO",1,4,6,2,1,1,0,0,0,1350,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0042",2,1,1
2,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,0,0,1,2,"EDUCACIÓN SECUNDARIA - MATEMÁTICA","U0015",NA,NA,2
2,1,2,1,"TACNA",1,1,2,2,1,1,0,0,0,1200,1,2,"CIENCIAS CONTABLES Y FINANCIERAS","U0024",2,1,1
2,1,NA,1,"TACNA",3,4,6,2,3,NA,0,0,0,1000,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0024",NA,1,1
2,1,1,1,"LIMA",2,2,6,2,1,NA,0,0,0,2000,1,2,"INGENIERÍA PESQUERA","U0015",NA,2,1
1,1,NA,1,"LIMA",3,4,6,2,1,1,0,0,0,0,1,2,"INGENIERÍA METALÚRGICA (INGENIERÍA DE METALÚRGIA)","U0039",1,NA,2
1,1,1,2,"LIMA",4,2,6,2,1,NA,0,0,0,1100,1,2,"EDUCACIÓN SECUNDARIA - RELIGIOSA Y CIENCIAS SOCIALES","U0006",NA,1,1
2,1,NA,2,"LIMA",1,2,6,2,2,NA,0,0,0,4500,1,2,"CIENCIAS ECONÓMICAS","U0025",NA,1,1
1,1,1,1,"LIMA",1,4,6,2,2,2,0,0,5000,0,2,2,"DERECHO","U0027",5,2,1
2,1,NA,2,"LIMA",1,1,6,2,1,NA,0,0,0,1050,1,2,"ENFERMERÍA","U0005",NA,1,1
2,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,0,2300,1,2,"ECONOMÍA","U0015",NA,1,1
2,1,1,1,"LIMA",2,2,6,2,1,NA,0,0,0,3500,1,2,"DERECHO","U0027",NA,1,1
1,1,NA,2,"CAJAMARCA",2,2,5,2,1,NA,0,0,0,0,1,2,"ARQUITECTURA Y URBANISMO","U0127",NA,NA,2
2,1,1,2,"LIMA",1,1,3,2,2,1,0,0,0,2000,1,2,"ADMINISTRACIÓN EN TURISMO Y HOTELERÍA    (ADMINISTRACIÓN  DE TURISMO Y HOTELERÍA ;  ADMINISTRACIÓN HOTELERA Y DE TURISMO Y ADMINISTRACIÓN HOTELERA Y TURISMO)","U0036",2,1,1
2,1,1,2,"LIMA",8,3,6,2,1,NA,0,0,0,1200,1,2,"ENFERMERÍA","U0005",NA,1,1
1,1,1,1,"LIMA",1,1,6,2,1,NA,0,0,0,2500,1,2,"DERECHO","U0027",NA,1,1
2,1,1,1,"LIMA",NA,NA,1,2,1,2,0,0,0,3800,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0027",1,1,1
1,1,2,2,"LIMA",1,4,6,2,1,3,0,0,0,1100,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0092",5,1,1
2,1,1,1,"LIMA",1,5,1,2,1,2,0,0,0,1200,1,2,"INGENIERÍA DE SISTEMAS","U0123",2,1,1
1,1,NA,1,"TUMBES",1,4,6,2,1,2,0,0,0,2000,1,2,"CONTABILIDAD","U0050",1,1,1
2,1,2,1,"LIMA",1,2,6,2,2,3,0,0,2000,0,1,2,"INGENIERÍA INDUSTRIAL","U0027",1,1,1
2,1,3,1,"LIMA",2,1,5,2,1,NA,0,0,0,0,1,2,"PESQUERÍA","U0026",NA,NA,2
2,1,1,1,"LIMA",1,1,6,2,1,3,0,0,0,2600,1,2,"DERECHO","U0027",1,1,1
2,1,1,1,"LIMA",1,1,6,2,1,1,0,0,0,600,1,2,"EDUCACIÓN PRIMARIA Y PROBLEMAS DE APRENDIZAJE","U0041",1,1,1
2,1,1,1,"LIMA",3,2,6,2,2,2,0,0,0,2000,1,2,"PSICOLOGÍA","U0027",2,1,1
2,1,NA,2,"ICA",1,2,6,2,1,4,0,0,0,1200,1,2,"ADMINISTRACIÓN","U0060",1,1,1
1,1,NA,2,"LIMA",11,3,6,2,1,1,0,0,2000,0,1,2,"MEDICINA VETERINARIA Y ZOOTECNIA","U0005",2,1,1
1,1,NA,1,"PUNO",3,5,6,2,2,NA,0,0,0,0,1,2,"TURISMO","U0020",NA,NA,2
2,1,1,2,"LIMA",2,3,6,2,1,NA,0,0,0,2500,1,2,"ADMINISTRACIÓN DE NEGOCIOS","U0060",NA,1,1
1,1,1,1,"PUNO",2,5,6,2,1,2,5196,0,3800,0,1,2,"ARQUITECTURA Y URBANISMO","U0020",2,1,1
2,1,1,1,"LIMA",2,5,6,2,1,3,0,0,0,2300,1,2,"CONTABILIDAD","U0027",6,1,1
2,1,1,2,"LIMA",NA,NA,6,2,1,1,0,500,0,1500,1,2,"ODONTOLOGÍA","U0005",1,1,1
1,1,NA,2,"LIMA",2,2,6,2,1,NA,0,0,0,779.4,1,2,"INGENIERÍA ALIMENTARIA (INGENIERÍA DE ALIMENTOS)","U0013",NA,2,1
1,1,NA,1,"LIMA",1,2,5,2,2,6,0,0,0,4000,1,2,"INGENIERÍA AMBIENTAL","U0026",2,1,1
2,1,NA,1,"LIMA",NA,NA,6,2,1,NA,0,0,120,0,1,2,"ANTROPOLOGÍA","U0027",NA,2,1
1,1,1,2,"CUSCO",1,1,6,2,1,2,0,900,0,1700,1,2,"TURISMO","U0049",1,1,1
2,1,NA,2,"LIMA",2,5,5,2,2,NA,0,0,0,0,1,2,"BIOLOGÍA MARINA Y ECONEGOCIOS","U0065",NA,NA,2
2,1,NA,1,"LIMA",1,3,8,2,1,2,500,0,2000,0,1,2,"TURISMO Y HOTELERÍA","U0048",1,1,1
2,1,1,2,"LIMA",NA,NA,6,2,1,NA,0,0,0,2500,1,2,"QUÍMICA","U0005",NA,1,1
1,1,NA,1,"LIMA",2,5,6,2,1,NA,0,0,0,3700,1,2,"INGENIERÍA MECÁNICA DE FLUIDOS","U0027",NA,1,1
2,1,1,2,"AREQUIPA",2,1,6,2,1,1,0,0,0,750,1,2,"TURISMO Y HOTELERÍA","U0017",2,1,1
2,1,1,1,"LIMA",2,1,6,2,2,NA,0,0,0,1500,1,2,"INGENIERÍA ALIMENTARIA (INGENIERÍA DE ALIMENTOS)","U0040",NA,1,1
2,1,NA,2,"LIMA",2,1,6,2,2,NA,0,0,0,2500,1,2,"CONTABILIDAD Y FINANZAS","U0014",NA,1,1
2,1,NA,2,"LIMA",1,4,6,2,1,NA,0,0,0,1500,1,2,"OBSTETRICIA","U0129",NA,1,1
2,1,NA,1,"PASCO",2,1,1,2,1,1,0,0,0,200,1,2,"ODONTOLOGÍA","U0032",2,2,1
2,1,2,1,"LIMA",1,3,6,2,1,NA,0,0,0,1800,1,2,"INGENIERÍA INDUSTRIAL Y SISTEMAS","U0015",NA,1,1
2,1,1,1,"LIMA",4,1,6,2,1,1,0,0,0,350,1,2,"TRABAJO SOCIAL","U0040",2,2,1
2,1,1,2,"LIMA",1,1,5,2,1,3,0,500,0,1500,1,2,"INGENIERÍA COMERCIAL","U0094",1,1,1
2,1,NA,2,"LIMA",1,3,6,2,1,NA,0,0,0,2000,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0077",NA,1,2
1,1,NA,2,"MOQUEGUA",1,1,6,2,1,1,0,0,0,3897,1,2,"CONTABILIDAD","U0053",1,1,2
1,1,NA,1,"LIMA",1,3,6,2,1,2,0,0,0,1300,1,2,"ECONOMÍA","U0027",1,2,1
1,1,NA,2,"LIMA",4,2,6,2,1,NA,0,0,0,2300,1,2,"ARQUITECTURA","U0025",NA,1,1
1,1,NA,1,"LIMA",1,4,6,2,1,1,0,0,0,0,1,2,"ADMINISTRACIÓN","U0027",1,NA,2
2,1,NA,2,"LIMA",2,4,5,2,1,NA,0,0,0,3000,1,2,"PSICOLOGÍA","U0016",NA,1,1
1,1,NA,1,"LIMA",5,2,6,2,1,3,0,0,0,800,2,2,"EDUCACIÓN FÍSICA Y DEPORTES","U0048",3,1,1
2,1,NA,1,"LIMA",3,4,6,2,1,NA,0,0,0,0,1,2,"TELECOMUNICACIONES E INFORMÁTICA","U0048",NA,NA,2
2,1,NA,1,"LIMA",1,3,6,2,1,NA,0,0,0,1400,1,2,"CONSTRUCCIÓN CIVIL","U0048",NA,1,1
1,1,NA,1,"LIMA",2,3,6,2,1,NA,0,0,0,1500,1,2,"EDUCACIÓN SECUNDARIA - QUÍMICA, FÍSICA Y BIOLOGÍA","U0048",NA,1,1
1,1,NA,1,"LIMA",2,4,6,2,1,3,0,0,900,0,1,2,"CONTABILIDAD","U0040",6,1,1
2,1,2,1,"LIMA",6,2,6,2,1,3,750,0,0,750,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0048",1,1,1
2,1,NA,1,"LIMA",5,2,6,2,1,1,0,0,0,750,1,2,"BIOLOGÍA","U0048",1,1,1
1,1,1,2,"LIMA",1,2,6,2,2,NA,0,0,0,0,1,2,"INGENIERÍA INDUSTRIAL Y SISTEMAS","U0047",NA,NA,2
1,1,1,2,"LIMA",1,4,6,2,2,NA,0,0,0,2500,1,2,"INGENIERÍA MECATRÓNICA","U0076",NA,1,1
1,1,NA,2,"JUNIN",1,1,6,2,2,4,0,0,0,3000,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0057",2,1,1
2,1,NA,1,"ICA",1,4,6,2,1,NA,0,0,0,1400,1,2,"ODONTOLOGÍA","U0030",NA,1,1
1,1,NA,1,"PIURA",4,5,6,2,1,2,0,0,0,1200,1,2,"EDUCACIÓN PRIMARIA","U0046",3,1,1
1,1,NA,2,"LIMA",2,3,6,2,1,4,0,0,0,3700,1,2,"INGENIERÍA INDUSTRIAL","U0003",2,1,1
2,1,NA,2,"AREQUIPA",NA,NA,6,2,1,NA,0,0,0,0,1,2,"INGENIERÍA ELECTRÓNICA","U0017",NA,NA,2
2,1,1,2,"LIMA",2,1,6,2,2,1,0,0,0,1960,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0016",3,1,1
2,1,NA,1,"LAMBAYEQUE",3,1,6,2,1,1,250,0,0,860,1,2,"MEDICINA VETERINARIA","U0028",1,1,1
2,1,NA,1,"AYACUCHO",2,1,6,2,1,NA,0,0,0,1100,1,2,"ARQUEOLOGÍA E HISTORIA","U0019",NA,2,1
1,1,2,2,"LIMA",4,1,5,2,1,NA,0,0,0,1860,1,2,"INGENIERÍA AGROINDUSTRIAL","U0128",NA,1,1
1,1,1,2,"LIMA",2,1,6,2,1,NA,0,0,0,2500,1,2,"ECONOMÍA","U0003",NA,1,1
1,1,NA,2,"LIMA",1,2,6,2,1,NA,0,0,0,0,1,2,"ADMINISTRACIÓN","U0025",NA,NA,2
2,1,NA,1,"TACNA",1,5,6,2,1,NA,0,0,0,0,1,2,"OBSTETRICIA","U0024",NA,NA,2
1,1,1,2,"CAJAMARCA",2,1,6,2,1,2,0,0,0,678,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0064",2,2,1
2,1,1,1,"PUNO",2,4,6,2,1,NA,0,0,0,0,1,2,"ENFERMERÍA","U0020",NA,NA,2
1,1,1,2,"LIMA",3,4,4,2,1,NA,0,0,0,2800,1,2,"INGENIERÍA CIVIL","U0126",NA,1,1
2,1,2,2,"LIMA",3,5,6,2,1,5,0,0,0,3200,1,2,"ADMINISTRACIÓN Y MARKETING","U0126",1,1,1
2,1,2,1,"SAN MARTIN",1,1,6,2,1,1,0,0,0,0,1,2,"AGRONOMÍA","U0034",4,NA,2
2,1,1,2,"AREQUIPA",2,2,6,2,2,3,0,0,0,1300,1,2,"INGENIERÍA BIOTECNOLÓGICA","U0017",3,1,1
1,1,NA,2,"LIMA",1,4,6,2,1,NA,0,0,0,1200,1,2,"INGENIERÍA INFORMÁTICA","U0092",NA,1,1
1,1,1,1,"LIMA",2,5,6,2,1,NA,0,0,0,2100,1,2,"ECONOMÍA","U0040",NA,1,1
2,1,1,1,"ANCASH",1,1,6,2,1,NA,0,1700,0,2239,1,2,"ENFERMERÍA","U0037",NA,1,1
2,1,1,1,"AREQUIPA",1,5,6,2,1,NA,0,0,0,0,1,2,"ECONOMÍA","U0035",NA,NA,2
1,1,NA,1,"LIMA",1,2,5,2,3,NA,0,0,0,1800,1,2,"TURISMO Y HOTELERÍA","U0041",NA,1,1
1,1,2,2,"AREQUIPA",1,5,6,2,1,3,0,0,0,3000,1,2,"INGENIERÍA CIVIL","U0017",2,1,1
1,1,NA,2,"TACNA",1,6,1,2,1,NA,0,0,0,2300,1,2,"DERECHO","U0008",NA,1,1
1,1,NA,2,"LIMA",1,3,6,2,1,NA,0,0,0,1500,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0099",NA,1,1
2,1,1,2,"PUNO",4,2,2,2,1,2,0,0,0,0,1,2,"CONTABILIDAD Y FINANZAS","U0013",2,NA,2
2,1,2,2,"LIMA",2,1,6,2,1,2,0,0,0,1800,1,2,"CONTABILIDAD ADMINISTRATIVA Y AUDITORIA","U0094",1,1,1
2,1,1,1,"ANCASH",4,2,1,2,1,1,0,259.8,0,1800,1,2,"TURISMO","U0037",4,1,1
2,1,NA,2,"AREQUIPA",1,4,6,2,1,NA,0,0,0,1300,1,2,"ADMINISTRACIÓN DE NEGOCIOS","U0059",NA,2,1
1,1,NA,2,"LIMA",2,3,6,2,1,3,0,0,0,1050,1,2,"ADMINISTRACIÓN","U0036",3,2,1
1,1,NA,1,"TACNA",3,4,6,2,1,1,0,0,0,750,1,2,"INGENIERÍA DE SISTEMAS","U0024",1,1,2
1,1,1,2,"PUNO",1,1,2,2,1,NA,750,0,0,1100,2,2,"INGENIERÍA AMBIENTAL","U0067",NA,1,2
2,1,NA,2,"LIMA",2,2,6,2,3,1,0,0,2500,0,1,2,"ARQUITECTURA Y URBANISMO","U0025",1,1,1
1,1,NA,1,"TACNA",1,2,6,2,1,NA,0,0,0,0,1,2,"ARQUITECTURA","U0024",NA,NA,2
2,1,2,2,"AREQUIPA",1,2,6,2,1,2,0,0,0,1800,1,2,"DERECHO","U0017",1,1,1
2,1,NA,2,"APURIMAC",1,5,1,2,1,3,0,0,0,0,1,2,"CONTABILIDAD","U0125",4,NA,2
2,1,NA,1,"APURIMAC",1,4,6,2,1,2,0,0,0,0,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0105",1,NA,2
1,1,2,2,"LIMA",2,3,6,2,1,4,0,0,0,4000,1,2,"INGENIERÍA EN GESTIÓN AMBIENTAL ( INGENIERÍA Y  GESTIÓN AMBIENTAL )","U0065",1,1,1
1,1,NA,2,"ICA",NA,NA,6,2,1,NA,300,0,0,1400,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0056",NA,1,1
2,1,1,2,"PUNO",2,4,2,2,1,1,0,0,0,0,1,2,"INGENIERÍA AMBIENTAL","U0067",2,NA,2
2,1,NA,2,"CALLAO",1,3,6,2,2,3,0,0,0,4400,1,2,"ADMINISTRACIÓN EN TURISMO, HOTELERÍA Y GASTRONOMÍA","U0056",2,1,1
2,1,NA,2,"LIMA",1,1,6,2,1,2,0,0,0,1500,1,2,"ADMINISTRACIÓN Y MARKETING","U0076",1,1,1
2,1,NA,2,"LIMA",1,3,5,2,2,NA,0,0,0,0,1,2,"ESTOMATOLOGÍA","U0056",NA,NA,2
2,1,2,1,"LIMA",1,5,6,2,1,1,1250,0,0,1200,1,2,"TERAPIA FÍSICA Y REHABILITACIÓN","U0040",1,1,1
1,1,1,2,"HUANUCO",2,5,1,2,1,NA,0,0,0,2300,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0009",NA,1,1
2,1,1,2,"HUANUCO",1,4,6,2,1,1,0,0,0,0,1,2,"ENFERMERÍA","U0009",6,NA,2
1,1,2,1,"ICA",1,5,6,2,1,NA,0,0,0,0,1,2,"INGENIERÍA METALÚRGICA (INGENIERÍA DE METALÚRGIA)","U0030",NA,2,2
2,1,1,1,"LIMA",2,1,6,2,1,3,0,0,0,2000,1,2,"NUTRICIÓN","U0040",1,1,1
2,1,1,2,"AREQUIPA",2,1,1,2,2,NA,0,0,0,1000,1,2,"CONTABILIDAD Y FINANZAS","U0056",NA,1,2
2,1,1,2,"AREQUIPA",2,2,6,2,1,NA,0,0,0,0,1,2,"INGENIERÍA INFORMÁTICA","U0059",NA,NA,2
2,1,NA,2,"LIMA",2,5,6,2,1,4,0,0,0,0,2,2,"ADMINISTRACIÓN DE EMPRESAS","U0036",6,NA,2
2,1,NA,2,"LIMA",1,1,6,2,1,2,700,0,0,1500,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0014",6,1,1
2,1,NA,2,"CUSCO",4,1,6,2,1,NA,0,0,0,2100,1,2,"TURISMO Y HOTELERÍA","U0049",NA,1,1
1,1,NA,1,"PASCO",2,1,6,2,1,NA,0,0,500,0,1,2,"ZOOTECNIA","U0032",NA,1,1
1,1,1,2,"LIMA",1,5,4,2,1,2,0,4800,0,4000,1,2,"INGENIERÍA INDUSTRIAL Y COMERCIAL","U0055",1,1,1
2,1,NA,1,"PUNO",1,2,2,2,1,NA,0,129.9,0,800,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0041",NA,1,1
2,1,1,2,"LIMA",1,1,6,2,2,NA,0,0,0,0,1,2,"SOCIOLOGÍA","U0033",NA,NA,2
2,1,1,2,"TACNA",1,1,6,2,1,NA,120,0,0,820,1,2,"ADMINISTRACIÓN EN TURISMO Y HOTELERÍA    (ADMINISTRACIÓN  DE TURISMO Y HOTELERÍA ;  ADMINISTRACIÓN HOTELERA Y DE TURISMO Y ADMINISTRACIÓN HOTELERA Y TURISMO)","U0008",NA,1,1
1,1,NA,2,"ANCASH",2,5,6,2,1,NA,0,0,0,1400,1,2,"INGENIERÍA INDUSTRIAL","U0023",NA,1,1
1,1,1,2,"LIMA",NA,NA,6,2,3,NA,0,0,3800,0,1,2,"ADMINISTRACIÓN DE TURISMO SOSTENIBLE Y HOTELERÍA","U0065",NA,2,1
1,1,NA,2,"LIMA",1,5,5,2,2,NA,0,0,0,2500,1,2,"INGENIERÍA INDUSTRIAL","U0003",NA,1,1
1,1,NA,2,"LIMA",1,2,6,2,1,NA,0,0,0,0,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0076",NA,NA,2
1,1,NA,2,"LIMA",2,1,6,2,1,NA,0,0,0,3200,1,2,"INGENIERÍA INDUSTRIAL","U0025",NA,1,1
2,1,2,2,"AREQUIPA",2,1,6,2,2,NA,0,0,0,0,1,2,"MEDICINA VETERINARIA Y ZOOTECNIA","U0017",NA,NA,2
1,1,1,2,"LIMA",2,2,6,2,1,NA,0,0,0,2800,1,2,"ECONOMÍA","U0004",NA,1,1
1,1,NA,2,"LIMA",1,1,6,2,1,NA,0,0,0,0,1,2,"CONTABILIDAD","U0130",NA,NA,2
1,1,1,1,"ICA",1,5,6,2,1,NA,0,0,0,1600,1,2,"INGENIERÍA DE MINAS","U0030",NA,1,2
2,1,1,2,"LIMA",3,2,6,2,1,NA,0,0,0,4300,1,2,"GESTIÓN Y ALTA DIRECCIÓN","U0033",NA,1,1
2,1,NA,1,"SAN MARTIN",2,1,6,2,1,NA,0,0,1800,0,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0034",NA,1,1
2,1,NA,2,"LIMA",1,1,5,2,1,3,0,0,0,2500,1,2,"NUTRICIÓN Y DIETÉTICA","U0016",3,1,1
2,1,NA,2,"LIMA",2,1,6,2,1,NA,0,0,0,2500,1,2,"INGENIERÍA INDUSTRIAL","U0003",NA,1,1
2,1,1,2,"LIMA",1,4,6,2,1,2,0,0,0,6000,1,2,"INGENIERÍA INFORMÁTICA","U0025",1,1,1
2,1,1,1,"LIMA",2,6,6,2,2,2,0,0,0,3900,2,2,"ADMINISTRACIÓN DE EMPRESAS","U0123",1,1,1
2,1,1,2,"ANCASH",2,1,8,2,1,NA,0,0,0,1630,2,2,"ADMINISTRACIÓN","U0036",NA,1,1
2,1,1,2,"ANCASH",2,6,6,2,1,NA,0,0,0,2300,1,2,"FARMACIA Y BIOQUÍMICA","U0058",NA,1,1
2,1,3,2,"LIMA",1,2,6,2,1,3,400,0,0,1800,1,2,"PSICOLOGÍA","U0005",2,1,1
2,1,1,2,"ANCASH",1,1,6,2,1,4,0,0,340,0,1,2,"CONTABILIDAD","U0036",6,1,2
