MERCADO,CODE,MARCA,Best tittle ,DATA,PUBLIC,MAYOR,,BASE,MIN,MOVES,NOW,REV,CLIENTE,,LARG,ANCHO,ALTO,PESO,,LARGO,ANCHO,ALTO,PESO,,UNIVERSAL,ML,ENVIO,sugerido,ACTUAL,costo de ENVIO,,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,COMBOS,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TPWLI2008 + TFBLI20011 + TFCLI2001,TOTAL,Hidrolavadora 20v Total Alta Presi½n Inalÿmbrica Autos Motos,hidrolavadora 20v total  + bater­a 2ah y cargador,396.5,367.14,,0,,#ðREF!,#ðREF!,,376.68,,52.5,12,25,3.5,,,,,,,6.94E+12,436.15,13.45,449.6,430.98,20.93,451.91,,,,,,,,,,,,,-,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TPWLI2008 + TDLI20011,TOTAL,Hidrolavadora + Taladro Total 20v destornillador Autos Motos,hidrolavadora 20v total  + talaro 20v 1 bater­a ,438.3,404.03,,0,,#ðREF!,#ðREF!,,416.39,,53,26,22,5,,,,,,,,482.13,13.45,495.58,482.13,22.46,504.59,,,,,,,,,,,,,-,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TPWLI2008 + TIDLI200215,TOTAL,Hidrolavadora Inalÿmbrica + Taladro Percutor Total 20v Motos,hidrolavadora 20v total + taladro 20v percutor,604,584.64,,0,,#ðREF!,#ðREF!,,573.8,,56,31,20,6.5,,,,,,,,664.4,13.45,677.85,665.17,27.96,693.13,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TPWLI2008 + TABLI20018 + TFBLI20011 + TFCLI2001,TOTAL,Soplador Aire Compresor Pc Laptop + Hidrolavadora 20v Motos,hidrolavadora 20v total + soplador 20v + bater­a 2ah y cargador,467.2,437.55,,0,,#ðREF!,#ðREF!,,443.84,,53,26,31,5,,,,,,,6.94E+14,513.92,33.475,547.395,508.75,23.26,532.01,,,,,,,,,,,,,-,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,THT1340602 X 4,TOTAL,Prensa Rÿpida Auto Ajustable 12'' Total Abrazadera 60kg x4pc,"Prensa rÿpida 12"" TOTAL COMBO X4 UNIDADES",79,62.64,,0,,#ðREF!,#ðREF!,,75.05,,,,,,,,,,,,,86.9,6.45,93.35,91.3,10.74,102.04,,,,,,,,,,,,,-,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TIRLI1201 + TDLI12415 + TWLI1223 + TBLI12152,TOTAL,Taladro 12v Total + Atornillador De Impacto x4 Bat Linterna,"Taladro 12v super selec + Atornillador de impacto + linterna 12v  + 1 bater­a extra, el combo en total lleva 4 bater­as 1 cargador",412.1,373.64,,0,,#ðREF!,#ðREF!,,391.49,,25,24,18,3.5,,,,,,,,453.31,13.45,466.76,453.31,21.6,474.91,,,,,,,,,,,,,-,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TPWLI2008 + TDLI20012,TOTAL,Hidrolavadora Inalÿmbrica + Taladro Total 20v Destornillador,Hidrolavadora + Maleta de taladro 20v 1.5 ah x2 bater­as,509.2,492.07,,0,,#ðREF!,#ðREF!,,483.74,,53,30,25,6,,,,,,,,560.12,13.45,573.57,560.12,24.8,584.92,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TPWLI2008 + TSGLI2001 + TFBLI20011 + TFCLI2001,TOTAL,Pistola de Pintar Compresor + Hidrolavadora 20v Paint Zoom,Hidrolavadora 20v + Pistola de pintar 20v con 1 cargador 1 bater­a,523.5,502.86,,0,,#ðREF!,#ðREF!,,497.33,,53,26,25,4.5,,,,,,,,575.85,13.45,589.3,573.98,25.22,599.2,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TUCLI2001 + TIDLI200215,TOTAL,Taladro Percutor Atornillador 20v Cargador Celular Powerbank,Adaptador para cargar celulares + Taladro percutor 20v total x2 bater­a y maleta de plastico,378,363.08,,0,,#ðREF!,#ðREF!,,359.1,,32,31,11,3.5,,,,,,,,415.8,13.45,429.25,416.57,20.5,437.07,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TUCLI2001 + CIDLI200215,TOTAL + INGCO,Cargador Celular Powerbank Taladro Percutor Atornillador 20v,Adaptador para cargar celulares + Taladro percutor 20v INGCO x2 bater­a y maleta de plastico,368.32,346.05,,0,,#ðREF!,#ðREF!,,349.9,,,,,,,,,,,,,405.15,13.45,418.602,442.87,21.29,464.16,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TUCLI2001 + TIDLI20608,TOTAL,Taladro Percutor 20v Impacto Brushless Carga Celular POWERBA,ADPTADOR PARA CARGAR CELULAR + PERCUTOR 20V BRUSHLESS  60NM EL MEJOR DE TOTAL,545.7,505.41,,0,,#ðREF!,#ðREF!,,518.42,,,,,,,,,,,,,600.27,13.45,613.72,599.9,26,625.9,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,Tht1320503 x 5,TOTAL,,Prensa P/carpintero Tipo F De 50mm X 250mm TOTAL x 5 unidades,87.9,69.6,,0,,#ðREF!,#ðREF!,,83.51,,,,,,,,,,,,,96.69,6.45,103.14,87.9,10.64,98.54,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,Tht1320801 x 4,TOTAL,,Prensa P/carpintero Tipo F 80 X 300MM TOTAL x 4 uniades,96.9,76.56,,0,,#ðREF!,#ðREF!,,92.06,,12,13,39,2,,,,,,,,106.59,6.45,113.04,96.9,10.91,107.81,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,Tht1320502 x 5,TOTAL,,Prensa P/carpintero Tipo F50X200MM TOTAL x 5 unidades,86.9,69.6,,0,,#ðREF!,#ðREF!,,82.56,,,,,,,,,,,,,95.59,13.45,109.04,86.9,10.61,97.51,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,THT1320501 x 5,TOTAL,,Prensa P/carpintero Tipo F 50X150MM TOTAL x 5 unidades,85.9,69.6,,0,,#ðREF!,#ðREF!,,81.61,,,,,,,,,,,,,94.49,6.45,100.94,85.9,10.58,96.48,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,Tamwh6002 x 2,TOTAL,ESCUADRA MAGNETICA PRENSA SOLDAR X2 KITS TOTAL SUJETADOR PRO,KIT DE SUJETADORES MAGNTICOS PARA SOLDADURA x2 unidaes,79.8,55.45,,0,,#ðREF!,#ðREF!,,75.81,,,,,,,,,,,,,87.78,3.725,91.505,79.8,10.39,90.19,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CABLI20018 + FBLI20011 + FCLI2001,INGCO,SOPLADOR ASPIRADOR INGCO 20V INALAMBRICO AUTO PC COMPUTADORA,SOPLADOR 20V NORMAL CON BATER™A Y CARGADOR INGCO 1 bater,204.39,184.89,,0,,#ðREF!,#ðREF!,,194.17,,,,,,,,,,,,,224.83,13.45,238.279,249.9,15.5,265.4,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CDLI20011 + CABLI20018,INGCO,SOPLADOR ASPIRADOR 20V + TALADRO ATORNILLADOR TOTAL 1 BAT PC,TALADRO 20V 1 BAT + SOPLADOR NORMAL,253.89,242.31,,0,,#ðREF!,#ðREF!,,241.2,,,,,,,,,,,,6.94E+12,279.28,13.45,292.729,304.9,17.15,322.05,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TGT11356 + TP1141806,TOTAL,HIDROLAVADORA 1800W AUTO MOTO CASA HIDROJET + PULIDORA TOTAL,HIDRO 1800W TOTAL + PULIDORA 1400W,740,719.2,,0,,#ðREF!,#ðREF!,,703,,58,30,60,15,,,,,,,,814,19.45,833.45,849.9,33.5,883.4,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CAGLI201158 + FBLI20011 + FCLI2001,INGCO,AMOLADORA ESMERIL 20V BRUSHLESS INGCO CORTADORA 4®'' BATER™A,AMOLADORA 20V BRUSHLESS INGCO + BATER™A Y CARGADOR,296.65,280.31,,0,,#ðREF!,#ðREF!,,281.82,,,,,,,,,,,,,326.32,13.45,339.765,339.9,18.2,358.1,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CAGLI201158 + FCLI2001 + FBLI2002,INGCO,AMOLADORA ESMERIL 20V BATER™A 4 Ah BRUSHLESS INGCO CORTADORA,AMOLADORA 20V + BATER™A 4AH Y CARGADOR,384.64,364.98,,0,,#ðREF!,#ðREF!,,365.41,,,,,,,,,,,,,423.1,13.45,436.554,429.9,20.9,450.8,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TAGLI201158 + TFBLI2002 + TFCLI2001,TOTAL,AMOLADORA ESMERIL 20V BATER™A 4 Ah BRUSHLESS TOTAL CORTADORA,AMOLADORA 20V TOTAL + BATER™A 4AH Y CARGADOR,402,385.12,,0,,#ðREF!,#ðREF!,,381.9,,,,,,,,,,,,,442.2,13.45,455.65,455.9,21.68,477.58,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CDLI20011 + CAGLI201158,INGCO,TALADRO ATORNILLADOR 20V AMOLADORA BRUSHLESS INGCO CORTADOR,TALADRO 20V 1B BAT + AMOLADORA 20V BRUSHLESS,361.15,337.73,,0,,#ðREF!,#ðREF!,,343.09,,26,20,20,5,,,,,,,,397.27,13.45,410.715,429.9,20.9,450.8,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CDLI20011 + CSGLI2001,INGCO,TALADRO ATORNILLADOR 20V INGCO + PISTOLA D PINTAR COMPRESOR,taladro 20v ingco 1bat  + p­stola de pintar 20v,322.26,304.22,,0,,#ðREF!,#ðREF!,,306.15,,,,21,3,,,,,,,,354.49,13.45,367.936,359.9,18.8,378.7,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TIDLI200215 + TIWLI20020,TOTAL,"TALADRO PERCUTOR ATORNILLADOR 20V TOTAL + LLAVE DE IMPACTO
",taladro percutor 20v + llave de impacto sola,564,538.24,,0,,#ðREF!,#ðREF!,,535.8,,,,,,,,,,,,,620.4,13.45,633.85,599.9,26,625.9,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TIDLI20608 + TIWLI20020,TOTAL,TALADRO PERCUTOR 20V TOTAL + LLAVE DE IMPACTO BRUSHLESS ®'',Taladro percutor brushless 20v fuerte 60nm + llave de impacto sola,706.7,680.57,,0,,#ðREF!,#ðREF!,,671.37,,,,,,,,,,,,,777.37,13.45,790.82,769.9,31.1,801,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TSP01251 x 4,TOTAL,VENTOSA TOTAL SOPAPA VIDRIO MAYOLICA 25KG LOZETA AZULEJO X4,ventosas x4 unidades,73.6,48.26,,0,,#ðREF!,#ðREF!,,69.92,,,,,,,,,,,,6.93E+12,80.96,6.45,87.41,79.9,10.4,90.3,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CIDLI200215 + AKDL11601 + AKSD08301,TOTAL,TALADRO PERCUTOR ATORNILLADOR 20V INGCO + SET BROCAS PUNTAS,taladro 20v ingco percutor x2 bat + set brocas+ punteras,379.51,359.03,,0,,#ðREF!,#ðREF!,,360.53,,31,30,17,3.2K,,,,,,,6.94164E+15,417.46,13.45,430.911,499.9,23,522.9,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TDLI12415 + TACSD10306,TOTAL,TALADRO ATORNILLADOR 12V INALAMBRICO + SET TOTAL PUNTAS PRO,taladro 12v 1.5ah 1 bat  + sety punteras,123.9,114.72,,0,,#ðREF!,#ðREF!,,117.71,,22,18,10,1.5k,,,,,,,,136.29,13.45,149.74,147.9,12.44,160.34,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TIRLI20030 + TIDLI200215,TOTAL,TALADRO PERCUTOR 20V TOTAL + ATORNILLADOR DE IMPACTO BRUSHL,Llave de impacto brushless + Taladro perctutor 20v total combo completo lleva 2 bater­as y 1 cargador,564,538.24,,0,,#ðREF!,#ðREF!,,535.8,,,,,,,,,,,,,620.4,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TIDLI20608 + TIRLI20030,TOTAL,TALADRO PERCUTOR 20V TOTAL + ATORNILLADOR IMPACTO BRUSHLESS,percutor 20v total brushless el mas fuerte + llave de impacto brushless 300nm total (combo entero lleva 2 bater­as y 1 cargador),716.7,680.57,,0,,#ðREF!,#ðREF!,,680.87,,,,,,,,,,,,,788.37,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,THT1340603 x 3,TOTAL,Herramienta Total Prensa Rÿpida18' Abrazadera Autoajustable,"prensa rapida total 18"" x3 unidades",80,59.16,,0,,#ðREF!,#ðREF!,,76,,,,,,,,,,,,,88,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TDLI20011 + TACSD3091 + TACSD30136,TOTAL,,Taladro 20v  1 bater­a 1.5ah + desarmador manual + puntas + adaptador de puntas + otro set de puntas TOTAL,212,182.12,,0,,#ðREF!,#ðREF!,,201.4,,25,20,11,3,,,,,,,,233.2,7.45,240.65,229.9,14.9,244.8,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TDLI20012 + TACSD3091 + TACSD30136,TOTAL,,Taladro 20v + 2 bater­a 1.5ah + desarmador manual + puntas + adaptador de puntas + otro set de puntas TOTAL,292.9,270.16,,0,,#ðREF!,#ðREF!,,278.26,,30,31,14,4.5,,,,,,,,322.19,7.45,329.64,335.9,18.08,353.98,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TiDLI200215 + TACSD3091 + TACSD30136,TOTAL,,Taladro percutor 20v + 2 bater­a 2ah + desarmador manual + puntas + adaptador de puntas + otro set de puntas TOTAL,387.7,362.73,,0,,#ðREF!,#ðREF!,,368.32,,32,31,14,3.9,,,,,,,,426.47,7.45,433.92,439.9,21.2,461.1,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TIRLI20030 + TFBLI20011 + TFCLI2001,TOTAL,,atornilaldor de impacto brushless 20v + 1 bater­a 2ah + 1cargoador,366.5,320.74,,0,,#ðREF!,#ðREF!,,348.18,,,,,,,,,,,,,403.15,13.45,416.6,399.9,20,419.9,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,,0,,0,,#ðREF!,#ðREF!,,0,,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
