pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_mjj22
2022,07,018493,003,0083,11,02,8,1,22071102,10,1,2, ,2,13,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018523,003,0074,11,01,8,1,21071101,1,1,2, ,1,67,10,5, ,1,1,10,7,2022,16,7,2022,28,6,1955,1, , , , , , , , , , , , , , ,522,5629,2, ,1,2,1,12,2021,8,0,0,8,8,8,6,38,1, ,1,2, , , ,800,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,7,6,1,0,0,800,0,0,0,800,800,1,272.85151750384
2022,07,018523,003,0074,11,02,8,1,21071102,2,1,2, ,2,53,9,2, ,2,2,10,7,2022,16,7,2022,22,2,1969,1, , , , , , , , , , , , , , ,942,5629,5,5,1,2,1,12,2021,4,0,0,4,4,4,2,18,1, ,1,2, , , , , , , , , , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,0,0,0,0,0,0,0,0,1,245.384524070769
2022,07,018523,003,0074,11,03,8,1,21071103,3,1,2, ,2,20,9,1, ,3,3,10,7,2022,16,7,2022,19,9,2001,1, , , , , , , , , , , , , , ,945,4711,3,5,2, ,15,5,2022,0,5,5,5,5,5,5,30,1, ,2,2,4,500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,8,4,1,500,0,0,0,0,0,500,500,1,326.720384317414
2022,07,018523,003,0074,11,04,8,1,21071104,3,1,1, ,2,19,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,07,018523,003,0075,11,01,8,1,21071101,1,1,2, ,1,56,10,5, ,1,1,17,7,2022,23,7,2022,31,1,1966,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,2,2,1,1,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,272.85151750384
2022,07,018523,003,0075,11,02,8,1,21071102,2,1,2, ,2,54,9,4, ,2,2,17,7,2022,23,7,2022,10,6,1968,1, , , , , , , , , , , , , , ,766,1071,2, ,1,1,99,2,2021,0,1,1,1,1,1,1,6,1, ,1,1, , , ,200,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,0,0,200,0,0,0,200,200,1,245.384524070769
2022,07,018523,003,0075,11,03,8,1,21071103,3,1,2, ,2,27,7,1, ,3,3,17,7,2022,23,7,2022,22,12,1994,1, , , , , , , , , , , , , , ,381,8549,3,5,1,50,7,2,2022,0,8,8,8,8,8,6,46,1, ,1,1,4,1300,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,4,4,1,1300,0,0,0,0,0,1300,1300,1,333.129520315592
2022,07,018523,003,0075,11,04,8,1,21071104,3,1,2, ,2,26,9,4, ,4,4,10,7,2022,16,7,2022,18,3,1996,2,1, , , , , , , , , , , , , ,451,1071,3,5,2, ,10,12,2019,0,0,0,0,0,0,0,0,2,48,1,1,4,1450,260, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1450,260,0,0,0,0,1710,1710,1,333.129520315592
2022,07,018523,003,0075,11,05,8,1,21071105,9,1,2, ,1,82,4,5, ,5,2,17,7,2022,23,7,2022,6,6,1940,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , ,0, ,1,6,1,0,0,0,1,0,0,6,4,4, , , , , , , , ,1,272.85151750384
2022,07,018523,003,0076,11,01,8,1,21071101,1,1,1, ,1,43,10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,07,018523,003,0076,11,02,8,1,21071102,2,1,2, ,2,41,8,5, ,2,2,10,7,2022,16,7,2022,28,4,1981,1, , , , , , , , , , , , , , ,244,8549,2, ,1,1,99,99,2019,0,3,3,3,0,3,0,12,1, ,2,1, , , ,560,0, , ,1, , , , , , , , ,2,0,0,0,0,0,0,1,6,4,1,0,0,560,0,0,0,560,560,1,333.129520315592
2022,07,018523,003,0076,11,03,8,1,21071103,3,1,2, ,2,17,5,4, ,3,2,10,7,2022,16,7,2022,9,7,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,2,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,326.720384317414
2022,07,018523,003,0076,11,04,8,1,21071104,3,1,2, ,1,14,5,2, ,4,4,10,7,2022,16,7,2022,24,5,2008,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,2,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,309.391220762811
2022,07,018523,003,0085,11,01,8,1,21071101,1,1,2, ,1,31,10,5, ,1,1,10,7,2022,16,7,2022,28,9,1990,1, , , , , , , , , , , , , , ,419,6419,3,5,2, ,1,3,2022,0,8,8,8,8,8,6,46,1, ,1,1,4,3200,0, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,6,4,1,3200,0,0,0,0,0,3200,3200,1,345.757294643373
2022,07,018523,003,0085,11,02,8,1,21071102,2,1,2, ,2,32,8,3, ,2,2,10,7,2022,16,7,2022,26,4,1990,1, , , , , , , , , , , , , , ,419,6419,3,5,2, ,2,5,2021,0,8,8,8,8,8,0,40,1, ,1,2,4,1500,0, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,6,4,1,1500,0,0,0,0,0,1500,1500,1,333.129520315592
2022,07,018523,003,0085,11,03,8,1,21071103,3,1,2, ,2,9,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018523,003,0085,11,04,8,1,21071104,3,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018913,003,0068,11,01,8,1,21071101,1,1,2, ,1,45,6,5, ,1,1,10,7,2022,16,7,2022,5,12,1976,1, , , , , , , , , , , , , , ,861,4100,1, ,1,4,99,11,2021,6,8,8,8,8,8,6,52,1, ,1,2, , , ,3030,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,0,0,3030,0,0,0,3030,3030,1,990.405532932973
2022,07,018913,003,0068,11,02,8,1,22071102,2,1,2, ,2,34,6,5, ,2,2,10,7,2022,16,7,2022,9,2,1988,1, , , , , , , , , , , , , , ,983,4100,5,5,1,4,99,4,2021,0,5,5,5,5,5,5,30,1, ,1,2, , , , , , , , , , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,0,0,0,0,0,0,0,0,1,1209.20463672784
2022,07,018913,003,0068,11,03,8,1,21071103,3,1,2, ,2,18,6,5, ,3,3,10,7,2022,16,7,2022,5,12,2003,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,3,1,6,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,1185.94054125208
2022,07,018913,003,0068,11,04,8,1,21071104,3,1,2, ,1,16,5,3, ,4,4,10,7,2022,16,7,2022,16,4,2006,1, , , , , , , , , , , , , , ,983,4100,4,5,1,4,4,6,2022,5,0,0,0,0,0,5,10,1, ,1,1,2,60,16, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,260,69,0,0,0,0,329,329,1,1123.03856576521
2022,07,018913,003,0068,11,05,8,1,21071105,3,1,2, ,1,13,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018913,003,0070,13,01,8,1,21071201,1,1,2, ,1,61,4,5, ,1,1,3,7,2022,9,7,2022,19,1,1961,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, ,0, ,1,6,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,990.405532932973
2022,07,018913,003,0070,13,02,8,1,21071202,2,1,2, ,2,56,3,3, ,2,2,3,7,2022,9,7,2022,13,5,1966,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,890.704924638705
2022,07,018913,003,0070,13,03,8,1,21071203,3,1,2, ,1,25,6,5, ,3,3,3,7,2022,9,7,2022,1,2,1997,1, , , , , , , , , , , , , , ,885,4649,4,5,2, ,99,3,2021,0,9,9,9,9,9,6,51,1, ,1,2,4,1100,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1100,0,0,0,0,0,1100,1100,1,1255.04135289229
2022,07,018913,003,0070,13,04,8,1,21071204,3,1,2, ,1,10,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018913,003,0070,23,01,8,1,21072201,1,1,2, ,1,31,6,5, ,1,1,3,7,2022,9,7,2022,25,1,1991,1, , , , , , , , , , , , , , ,885,4923,4,5,2, ,99,12,2020,0,12,10,10,10,12,10,64,1, ,1,2,4,1300,779, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1300,779,0,0,0,0,2079,2079,1,1255.04135289229
2022,07,018913,003,0070,23,02,8,1,21072202,2,1,2, ,2,29,6,5, ,2,2,3,7,2022,9,7,2022,18,4,1993,1, , , , , , , , , , , , , , ,844,3212,4,5,1,10,3,7,2022,0,3,4,3,4,4,3,21,1, ,1,2,2,120,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,520,0,0,0,0,0,520,520,1,1209.20463672784
2022,07,018913,003,0070,23,03,8,1,21072203,3,1,2, ,2,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018913,003,0070,23,04,8,1,21072204,3,1,2, ,1,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018913,003,0070,23,05,8,1,21072205,3,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018913,003,0070,33,01,8,1,22073301,1,1,2, ,1,31,6,5, ,1,1,10,7,2022,16,7,2022,25,8,1990,1, , , , , , , , , , , , , , ,778,3100,2, ,1,3,99,8,2020,0,9,10,9,9,10,10,57,1, ,1,2, , , ,1200,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,5,4,1,0,0,1200,0,0,0,1200,1200,1,1255.04135289229
2022,07,018913,003,0070,33,02,8,1,22073302,2,1,2, ,2,38,5,3, ,2,2,10,7,2022,16,7,2022,27,6,1984,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1209.20463672784
2022,07,018913,003,0070,33,03,8,1,22073303,3,1,2, ,2,19,6,5, ,3,2,10,7,2022,16,7,2022,18,10,2002,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1185.94054125208
2022,07,018913,003,0070,33,04,8,1,22073304,3,1,2, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018913,003,0071,11,01,8,1,21071101,1,1,2, ,1,66,6,5, ,1,1,3,7,2022,9,7,2022,20,4,1956,2,2,2, ,2,2,2,2,2,2,2,2,1,2,2,572,4711,5,5,1,3,99,1,2021,0,3,3,3,3,3,3,18,1, ,1,2, , , , , , , , , , , , , , , , ,4,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,1,990.405532932973
2022,07,018913,003,0071,11,02,8,1,21071102,2,1,2, ,2,48,6,5, ,2,2,3,7,2022,9,7,2022,26,2,1974,1, , , , , , , , , , , , , , ,572,4711,2, ,1,3,99,99,2013,6,9,9,9,9,6,9,57,1, ,2,2, , , ,758,606, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,5,4,1,0,0,758,606,0,0,1364,1364,1,890.704924638705
2022,07,018913,003,0071,11,03,8,1,21071103,3,1,2, ,2,14,5,2, ,3,2,3,7,2022,9,7,2022,4,3,2008,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,4,0,0,0,0,0,0,1,5,4,4, , , , , , , , ,1,1185.94054125208
2022,07,018913,003,0071,11,04,8,1,21071104,3,1,2, ,2,28,7,1, ,4,4,3,7,2022,9,7,2022,29,9,1993,1, , , , , , , , , , , , , , ,772,1410,4,5,1,5,99,7,2021,8,7,7,7,7,0,12,48,1, ,2,2,2,250,0, , , , ,0, , , , , , , , ,5,0,0,0,0,0,0,1,5,4,1,1083,0,0,0,0,0,1083,1083,1,1209.20463672784
2022,07,018913,003,0071,11,05,8,1,21071105,9,1,2, ,2,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018961,003,0027,11,01,8,1,21071101,1,1,2, ,2,53,5,1, ,1,1,19,6,2022,25,6,2022,27,7,1968,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,2,5,0,0,0,0,0,0,1,4,1,4, , , , , , , , ,1,503.441913926225
2022,07,018961,003,0027,11,02,8,1,21071102,3,1,2, ,2,28,10,5, ,2,2,19,6,2022,25,6,2022,5,11,1993,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,683.463490324429
2022,07,018961,003,0028,11,01,8,1,21071101,1,1,2, ,2,31,5,2, ,1,1,19,6,2022,25,6,2022,20,10,1990,1, , , , , , , , , , , , , , ,453,4782,3,5,1,5,6,12,2021,0,4,4,4,4,4,4,24,1, ,2,2,2,330,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1429,0,0,0,0,0,1429,1429,1,683.463490324429
2022,07,018961,003,0028,11,02,8,1,21071102,2,1,2, ,1,49,4, ,6,2,1,19,6,2022,25,6,2022,6,8,1972,1, , , , , , , , , , , , , , ,782,4520,2, ,1,1,30,9,2020,5,12,12,12,12,12,12,77,1, ,1,2, , , ,1800,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,0,0,1800,0,0,0,1800,1800,1,559.794431657767
2022,07,018961,003,0028,11,03,8,1,21071103,3,1,2, ,1,16,5,3, ,3,3,19,6,2022,25,6,2022,18,4,2006,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,634.76092847599
2022,07,018961,003,0028,11,04,8,1,21071104,3,1,2, ,2,13,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018961,003,0028,11,05,8,1,21071105,3,1,2, ,2,11,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,018961,003,0029,11,01,8,1,21071101,1,1,2, ,2,57,1, , ,1,1,19,6,2022,25,6,2022,15,5,1965,1, , , , , , , , , , , , , , ,941,9700,6, ,1,1,15,3,2022,0,6,6,6,6,6,10,40,1, ,1,1,2,40,27, , ,194,0,0, , , , , , , , ,6,0,0,0,0,0,0,1,6,1,1,173,117,0,0,194,0,484,290,1,503.441913926225
2022,07,018961,003,0029,11,02,8,1,21071102,3,1,2, ,1,25,6,5, ,2,2,19,6,2022,25,6,2022,6,10,1996,1, , , , , , , , , , , , , , ,942,9311,4,5,1,21,20,12,2020,6,8,8,8,8,8,0,46,1, ,1,2,4,1025,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1025,0,0,0,0,0,1025,1025,1,709.371199460857
2022,07,018961,003,0029,11,03,8,1,21071103,3,1,2, ,2,16,5,3, ,3,3,19,6,2022,25,6,2022,21,1,2006,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,670.314218968564
2022,07,018961,003,0035,11,01,8,1,21071101,1,1,2, ,2,54,6,5, ,1,1,19,6,2022,25,6,2022,2,6,1968,1, , , , , , , , , , , , , , ,572,4721,2, ,1,2,99,10,2021,12,12,12,12,12,12,12,84,1, ,1,1, , , ,353,281, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,5,4,1,0,0,353,281,0,0,634,634,1,503.441913926225
2022,07,018961,003,0035,11,02,8,1,21071102,3,1,2, ,2,27,9,3, ,2,0,19,6,2022,25,6,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,07,018961,003,0035,11,03,8,1,21071103,3,1,2, ,2,24,10,5, ,3,3,19,6,2022,25,6,2022,30,7,1997,1, , , , , , , , , , , , , , ,381,2511,3,5,1,10,1,4,2022,0,9,9,9,9,9,3,48,1, ,1,2,4,1025,0, , , , ,0, , , , , , , , ,6,0,0,0,0,0,0,1,5,4,1,1025,0,0,0,0,0,1025,1025,1,670.314218968564
2022,07,019063,003,0064,11,01,8,1,21071101,1,1,2, ,1,50,6,5, ,1,2,3,7,2022,9,7,2022,11,4,1972,1, , , , , , , , , , , , , , ,885,4923,4,5,1,4,99,99,2000,10,10,10,10,10,0,10,60,1, ,1,2,4,2300,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,5,4,1,2300,0,0,0,0,0,2300,2300,1,732.038872167849
2022,07,019063,003,0064,11,02,8,1,21071102,2,1,2, ,2,45,4, ,6,2,2,3,7,2022,9,7,2022,18,7,1976,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,5,0,0,0,0,0,0,1,5,1,4, , , , , , , , ,1,658.347118211217
2022,07,019063,003,0064,11,03,8,1,21071104,3,1,2, ,2,25,9,4, ,3,3,3,7,2022,9,7,2022,26,9,1996,1, , , , , , , , , , , , , , ,574,4781,2, ,1,1,99,7,2021,11,10,10,10,10,10,11,72,1, ,1,2, , , ,1060,43, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,1,4,1,0,0,1060,43,0,0,1103,1103,1,893.759948885791
2022,07,019063,003,0064,11,04,8,1,21071105,3,1,2, ,2,20,6,5, ,4,4,3,7,2022,9,7,2022,30,3,2002,1, , , , , , , , , , , , , , ,574,4781,2, ,1,1,99,7,2021,10,8,8,8,8,8,10,60,1, ,1,2, , , ,1060,43, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,1,4,1,0,0,1060,43,0,0,1103,1103,1,876.564747881968
2022,07,019063,003,0064,11,05,8,1,21071106,3,1,2, ,2,11,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,019063,003,0064,11,06,8,1,21071107,3,1,2, ,2,9,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,019063,003,0066,12,01,8,1,21071201,1,1,2, ,2,39,6,5, ,1,1,3,7,2022,9,7,2022,9,5,1983,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,2,2,4, , , , , , , , ,1,893.759948885791
2022,07,019063,003,0066,12,02,8,1,21071202,3,1,2, ,1,14,5,2, ,2,2,3,7,2022,9,7,2022,24,9,2007,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,1,0,0,8,4,4, , , , , , , , ,1,830.07198339168
2022,07,019063,003,0066,12,03,8,1,21071203,3,1,2, ,2,11,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,019063,003,0066,12,04,8,1,21071204,3,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,019063,003,0066,22,01,8,1,21072201,1,1,2, ,1,25,7,2, ,1,2,3,7,2022,9,7,2022,2,8,1996,1, , , , , , , , , , , , , , ,942,5610,4,5,1,4,6,2,2022,0,8,8,8,8,8,8,48,1, ,1,2,4,930,208, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,2,2,1,930,208,0,0,0,0,1138,1138,1,927.639260833428
2022,07,019063,003,0066,22,02,8,1,21072202,2,1,2, ,2,28,6,5, ,2,2,3,7,2022,9,7,2022,17,6,1994,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,1,1,4, , , , , , , , ,1,893.759948885791
2022,07,019063,003,0066,22,03,8,1,21072203,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,019063,003,0066,22,04,8,1,21072204,11,1,2, ,1,35,6,5, ,4,4,3,7,2022,9,7,2022,15,3,1987,1, , , , , , , , , , , , , , ,864,4100,2, ,1,1,99,99,2017,6,9,9,9,9,9,9,60,1, ,1,2, , , ,1750,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,1,1,1,0,0,1750,0,0,0,1750,1750,1,927.639260833428
2022,07,019063,003,0069,11,01,8,1,21071101,1,1,2, ,1,30,6,5, ,1,1,3,7,2022,9,7,2022,5,7,1992,1, , , , , , , , , , , , , , ,778,3100,4,5,1,8,99,4,2021,0,8,8,8,8,8,6,46,1, ,1,2,4,1200,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1200,0,0,0,0,0,1200,1200,1,927.639260833428
2022,07,019063,003,0069,11,02,8,1,21071102,5,1,2, ,1,57,3,4, ,2,2,3,7,2022,9,7,2022,3,8,1964,1, , , , , , , , , , , , , , ,983,4220,4,5,1,60,16,5,2022,0,8,8,8,8,8,0,40,1, ,1,2,1,40,10, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1000,250,0,0,0,0,1250,1250,1,732.038872167849
2022,07,019063,003,0069,11,03,8,1,21071103,5,1,2, ,2,50,5,3, ,3,3,3,7,2022,9,7,2022,27,8,1971,1, , , , , , , , , , , , , , ,911,4781,1, ,1,2,99,2,2016,0,8,8,8,8,8,0,40,1, ,1,2, , , ,541,108, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,0,0,541,108,0,0,649,649,1,658.347118211217
2022,07,019093,003,0072,11,01,8,1,21071101,1,1,2, ,1,46,8,3, ,1,1,3,7,2022,9,7,2022,1,11,1975,1, , , , , , , , , , , , , , ,572,4711,2, ,1,2,5,1,2021,10,10,9,9,10,9,10,67,1, ,1,1, , , ,950,455, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,0,0,950,455,0,0,1405,1405,1,775.09998229537
2022,07,019093,003,0072,11,02,8,1,21071102,2,1,2, ,2,42,6,5, ,2,2,3,7,2022,9,7,2022,18,6,1980,1, , , , , , , , , , , , , , ,572,4711,5,5,1,2,1,1,2021,4,6,4,4,6,6,4,34,1, ,1,2, , , , , , , , , , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,0,0,0,0,0,0,0,0,1,946.334063526132
2022,07,019093,003,0072,11,03,8,1,21071103,3,1,2, ,1,11,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,019093,003,0072,11,04,8,1,21071104,3,1,2, ,1,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,019093,003,0073,11,01,8,1,21071101,1,1,2, ,2,43,10,5, ,1,1,3,7,2022,9,7,2022,4,6,1979,1, , , , , , , , , , , , , , ,247,8549,2, ,1,1,99,10,2021,6,7,7,7,7,7,6,47,1, ,1,2, , , ,1000,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,7,4,1,0,0,1000,0,0,0,1000,1000,1,946.334063526132
2022,07,019093,003,0073,11,02,8,1,21071102,5,1,2, ,1,69,3,4, ,2,2,3,7,2022,9,7,2022,8,1,1953,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1,0, ,1,6,0,0,0,0,0,0,1,6,4,3, , , , , , , , ,1,775.09998229537
