Nombre de la evaluación,Componente ambiental,Matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Fecha,Acidez,Aceites y grasas,Alcalinidad Total,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Carbono Orgánico Total,Caudal,Cianuro libre,Cianuro Total,Cianuro Wad,Cerio,Cerio disuelto,Cianuro Total,Cianuro Wad,Clorofila,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Cromo Total,Demanda Bioquímica de Oxígeno,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fluoruros,Fosfato como P,Fosfatos,Fósforo,Fósforo disuelto,Fósforo Total,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hidrocarburos totales de petroleo (C8-C40),Hidrocarburos totales de petróleo,Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Material Particulado PM10,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N),Nitratos(como N),Nitratos (NO3-N) + Nitritos (NO2-N),Nitritos (como N),Nitritos (NO2-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,PCB,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrógeno,Potencial de Neutralización Sobek,Potencial redox,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicatos,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Disueltos Totales (SDT),Sólidos Suspendidos Totales,Sólidos Totales Disueltos,Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Torio,Torio disuelto,Turbidez,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Wolframio disuelto,Wolframio,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD2,4-4῾DDE3,4-4῾DDT4,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MLYa-03,703715,8434122,18L,WGS 84,3901,"Afloramiento Luichani Yacuwisina, ubicado en el anexo Choccemarca",Simple,43383,,,,0.995 mg/L,0.077 mg/L,,<0.00004 mg/L,<0.00004 mg/L,0.00155 mg/L,0.00073 mg/L,0.0236 mg/L,0.0089 mg/L,<0.00002 mg/L,<0.00002 mg/L,24.1 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.006 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,4.54 mg/L,3.57 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,0.345 mg/L,0.00053 mg/L,<0.00001 mg/L,0.00285 mg/L,0.00232 mg/L,38.3 uS/cm,,<0.0001 mg/L,,,0.0015 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0281 mg/L,0.0217 mg/L,,,,0.272 mg/L,<0.015 mg/L,,,,,,,1.757 mg/L,0.2821 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.943 mg/L,0.586 mg/L,0.03834 mg/L,0.01295 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,0.00059 mg/L,<0.00002 mg/L,0.0012 mg/L,0.0008 mg/L,,,,,,,,4.87 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0018 mg/L,0.001 mg/L,1.81 mg/L,1.81 mg/L,6.95 Unidad de Ph,,205.6 mV,,<0.0004 mg/L,<0.0004 mg/L,,6.6 mg/L,3.9 mg/L,2.024 mg/L,2.024 mg/L,,40 mg/L,25 mg/L,,0.481 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,25.1 °C,0.0205 mg/L,0.0017 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,0.005 mg/L,0.0016 mg/L,,,0.0238 mg/L,0.0238 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MNPuq-01,702176,8432874,18L,WGS 84,3273,"Afloramiento Negro Puquio, ubicado en el anexo de Quishque aguas abajo del proyecto de exploración minera Los Chancas, naciente de la quebrada Masopampa",Simple,43383,,,,0.4 mg/L,0.383 mg/L,,<0.00004 mg/L,<0.00004 mg/L,0.00224 mg/L,0.00217 mg/L,0.0975 mg/L,0.0902 mg/L,<0.00002 mg/L,<0.00002 mg/L,5.3 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,0.00067 mg/L,0.00067 mg/L,4.08 mg/L,4.08 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,<0.061 mg/L,0.0058 mg/L,0.0054 mg/L,5.041 mg/L,4.691 mg/L,247 uS/cm,,<0.0001 mg/L,,,<0.0001 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0427 mg/L,0.0404 mg/L,,,,0.032 mg/L,<0.015 mg/L,,,,,,,0.1736 mg/L,0.1274 mg/L,0.0021 mg/L,0.0021 mg/L,1.11 mg/L,1.013 mg/L,0.2666 mg/L,0.24884 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,0.03196 mg/L,0.02345 mg/L,0.0056 mg/L,0.0052 mg/L,,,,,,,,6.39 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0013 mg/L,0.0013 mg/L,4 mg/L,4 mg/L,4.69 Unidad de Ph,,224.9 mV,,0.0081 mg/L,0.0067 mg/L,,11.5 mg/L,10.9 mg/L,2.118 mg/L,2.012 mg/L,,<2 mg/L,84 mg/L,,33.09 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,16.5 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,0.1926 mg/L,0.1904 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MPac-01,703912,8434459,18L,WGS 84,3945,"Afloramiento Pachaya, ubicado en el anexo de Choccemarca",Simple,43383,,,,0.395 mg/L,0.044 mg/L,,<0.00004 mg/L,<0.00004 mg/L,0.0011 mg/L,0.00055 mg/L,0.0675 mg/L,0.0515 mg/L,<0.00002 mg/L,<0.00002 mg/L,35.2 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,7.17 mg/L,6.58 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,0.147 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.00239 mg/L,0.00239 mg/L,60.5 uS/cm,,<0.0001 mg/L,,,<0.0001 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0397 mg/L,0.0365 mg/L,,,,0.051 mg/L,<0.015 mg/L,,,,,,,0.5383 mg/L,0.0803 mg/L,<0.0001 mg/L,<0.0001 mg/L,1.839 mg/L,1.657 mg/L,0.02415 mg/L,0.01567 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,<0.0002 mg/L,<0.0002 mg/L,,,,,,,,4.63 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0007 mg/L,<0.0002 mg/L,0.95 mg/L,0.88 mg/L,6.65 Unidad de Ph,,175.3 mV,,<0.0004 mg/L,<0.0004 mg/L,,4.7 mg/L,4.1 mg/L,1.102 mg/L,1.067 mg/L,,36 mg/L,44 mg/L,,3.665 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,21.8 °C,0.0078 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,0.0018 mg/L,0.0007 mg/L,,,0.0164 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MPPu-01,703657,8434521,18L,WGS 84,3857,"Afloramiento Puca Pucquio, ubicado en el anexo Choccemarca",Simple,43383,,,,0.279 mg/L,0.198 mg/L,,0.00057 mg/L,<0.00004 mg/L,<0.00003 mg/L,<0.00003 mg/L,0.0896 mg/L,0.0801 mg/L,<0.00002 mg/L,<0.00002 mg/L,4.5 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.004 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,2.09 mg/L,2.09 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,0.072 mg/L,0.00103 mg/L,0.00093 mg/L,0.00472 mg/L,0.00361 mg/L,38.4 uS/cm,,<0.0001 mg/L,,,<0.0001 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0269 mg/L,0.0262 mg/L,,,,0.027 mg/L,<0.015 mg/L,,,,,,,0.0674 mg/L,0.0167 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.568 mg/L,0.522 mg/L,0.01701 mg/L,0.0163 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.002 mg/L,0.002 mg/L,,,,,,,,5.66 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0015 mg/L,0.0006 mg/L,0.65 mg/L,0.57 mg/L,4.66 Unidad de Ph,,280.6 mV,,<0.0004 mg/L,<0.0004 mg/L,,3.3 mg/L,2.7 mg/L,0.378 mg/L,0.361 mg/L,,8 mg/L,26 mg/L,,8.966 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,16.1 °C,0.0013 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MPPu-02,703639,8434518,18L,WGS 84,3851,"Afloramiento Puca Pucquio, ubicado en el anexo Choccemarca",Simple,43383,,,,0.212 mg/L,0.185 mg/L,,0.00063 mg/L,<0.00004 mg/L,<0.00003 mg/L,<0.00003 mg/L,0.1088 mg/L,0.1014 mg/L,<0.00002 mg/L,<0.00002 mg/L,1.3 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.005 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,2.24 mg/L,2.06 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,0.094 mg/L,0.00084 mg/L,0.00076 mg/L,0.00466 mg/L,0.00425 mg/L,35.7 uS/cm,,<0.0001 mg/L,,,<0.0001 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0287 mg/L,0.0263 mg/L,,,,0.026 mg/L,<0.015 mg/L,,,,,,,0.0298 mg/L,0.0078 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.631 mg/L,0.583 mg/L,0.01477 mg/L,0.01462 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.0027 mg/L,0.0027 mg/L,,,,,,,,6.29 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0015 mg/L,0.0007 mg/L,0.52 mg/L,0.52 mg/L,5.11 Unidad de Ph,,272.4 mV,,<0.0004 mg/L,<0.0004 mg/L,,3.4 mg/L,3.1 mg/L,0.416 mg/L,0.416 mg/L,,<2 mg/L,24 mg/L,,9.177 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,14.3 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,0.0187 mg/L,0.0187 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MPQo-01,703596,8433533,18L,WGS 84,3970,"Afloramiento Puca Qocha, ubicado en el anexo Choccemarca",Simple,43383,,,,3.527 mg/L,0.111 mg/L,,<0.00004 mg/L,<0.00004 mg/L,0.00218 mg/L,0.00159 mg/L,0.0281 mg/L,0.0147 mg/L,<0.00002 mg/L,<0.00002 mg/L,45.2 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.003 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,7.29 mg/L,6.94 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,0.219 mg/L,0.00173 mg/L,<0.00001 mg/L,0.0181 mg/L,0.00586 mg/L,67.7 uS/cm,,<0.0001 mg/L,,,0.005 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0394 mg/L,0.0384 mg/L,,,,0.182 mg/L,<0.015 mg/L,,,,,,,2.785 mg/L,0.1359 mg/L,0.0036 mg/L,<0.0001 mg/L,4.606 mg/L,2.259 mg/L,0.18318 mg/L,0.11719 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.0031 mg/L,0.0031 mg/L,,,,,,,,4.81 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0056 mg/L,0.0056 mg/L,3.17 mg/L,3.16 mg/L,6.84 Unidad de Ph,,158.1 mV,,<0.0004 mg/L,<0.0004 mg/L,,12 mg/L,6.3 mg/L,2.596 mg/L,2.596 mg/L,,63 mg/L,50 mg/L,,0.867 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,18.6 °C,0.1719 mg/L,0.0054 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,0.0118 mg/L,0.0034 mg/L,,,0.0241 mg/L,0.0241 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MSSa-01,703731,8434067,18L,WGS 84,3893,"Afloramiento Santo Samarichina, ubicado en el anexo de Choccemarca",Simple,43383,,,,0.864 mg/L,0.047 mg/L,,<0.00004 mg/L,<0.00004 mg/L,0.00104 mg/L,0.00048 mg/L,0.0223 mg/L,0.0147 mg/L,<0.00002 mg/L,<0.00002 mg/L,27.1 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,4.33 mg/L,4.14 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,<0.061 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.00111 mg/L,0.00061 mg/L,47.6 uS/cm,,<0.0001 mg/L,,,0.0012 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0286 mg/L,0.0279 mg/L,,,,0.143 mg/L,0.025 mg/L,,,,,,,0.6712 mg/L,0.0763 mg/L,<0.0001 mg/L,<0.0001 mg/L,1.259 mg/L,1.101 mg/L,0.02418 mg/L,0.01459 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.0005 mg/L,<0.0002 mg/L,,,,,,,,5.68 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0011 mg/L,<0.0002 mg/L,0.94 mg/L,0.94 mg/L,6.56 Unidad de Ph,,216.7 mV,,<0.0004 mg/L,<0.0004 mg/L,,7.3 mg/L,5.5 mg/L,1.924 mg/L,1.924 mg/L,,26 mg/L,28 mg/L,,1.455 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,17.4 °C,0.0184 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,0.002 mg/L,0.0007 mg/L,,,0.015 mg/L,0.015 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MCha-04,700872,8434642,18L,WGS 84,2921,"Afloramiento Chaupiorcco, ubicado en una zona donde realiza minería aresanal en el anexo de Quishque",Simple,43384,,,,3.587 mg/L,3.503 mg/L,,<0.00004 mg/L,<0.00004 mg/L,<0.00003 mg/L,<0.00003 mg/L,0.0302 mg/L,0.0302 mg/L,<0.00002 mg/L,<0.00002 mg/L,<1.2 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.004 mg/L,<0.002 mg/L,0.00048 mg/L,0.00048 mg/L,5.14 mg/L,5.14 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,<0.061 mg/L,0.01055 mg/L,0.01031 mg/L,1.737 mg/L,1.735 mg/L,314 uS/cm,,<0.0001 mg/L,,,<0.0001 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0351 mg/L,0.0351 mg/L,,,,<0.015 mg/L,<0.015 mg/L,,,,,,,0.1659 mg/L,0.1659 mg/L,0.0037 mg/L,0.0037 mg/L,2.928 mg/L,2.881 mg/L,0.18786 mg/L,0.18328 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.009 mg/L,0.009 mg/L,,,,,,,,4.85 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0012 mg/L,0.001 mg/L,3.61 mg/L,3.61 mg/L,3.48 Unidad de Ph,,376 mV,,<0.0004 mg/L,<0.0004 mg/L,,16.7 mg/L,16.1 mg/L,2.483 mg/L,2.483 mg/L,,<2 mg/L,186 mg/L,,68.49 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,18.9 °C,<0.0002 mg/L,<0.0002 mg/L,,,,0.000351 mg/L,0.000318 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,0.1913 mg/L,0.1854 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MHan-01,703538,8434483,18L,WGS 84,3826,"Afloramiento Hanaytiyana, ubicado en el anexo de Choccemarca",Simple,43384,,,,0.088 mg/L,0.081 mg/L,,<0.00004 mg/L,<0.00004 mg/L,<0.00003 mg/L,<0.00003 mg/L,0.071 mg/L,0.0655 mg/L,<0.00002 mg/L,<0.00002 mg/L,2.8 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.004 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,1.7 mg/L,1.7 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,<0.061 mg/L,0.00119 mg/L,0.00118 mg/L,0.01405 mg/L,0.00257 mg/L,27.9 uS/cm,,<0.0001 mg/L,,,<0.0001 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0202 mg/L,0.0202 mg/L,,,,0.031 mg/L,<0.015 mg/L,,,,,,,0.042 mg/L,0.042 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.427 mg/L,0.422 mg/L,0.02527 mg/L,0.02522 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.0012 mg/L,0.0012 mg/L,,,,,,,,4.73 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,<0.0002 mg/L,<0.0002 mg/L,0.64 mg/L,0.59 mg/L,4.86 Unidad de Ph,,304.2 mV,,<0.0004 mg/L,<0.0004 mg/L,,1 mg/L,0.8 mg/L,0.382 mg/L,0.382 mg/L,,3 mg/L,17 mg/L,,6.862 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,26 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,0.0168 mg/L,0.0144 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MMol-02,701052,8434793,18L,WGS 84,3121,"Afloramiento Mollepampa, ubicado en el anexo de Quishque",Simple,43384,,,,<0.002 mg/L,<0.002 mg/L,,<0.00004 mg/L,<0.00004 mg/L,0.00053 mg/L,0.0005 mg/L,0.1822 mg/L,0.1818 mg/L,<0.00002 mg/L,<0.00002 mg/L,33.7 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.014 mg/L,0.009 mg/L,<0.00001 mg/L,<0.00001 mg/L,13.26 mg/L,13.26 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,0.131 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.007 mg/L,0.007 mg/L,154.3 uS/cm,,<0.0001 mg/L,,,<0.0001 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0856 mg/L,0.0856 mg/L,,,,0.029 mg/L,<0.015 mg/L,,,,,,,<0.0004 mg/L,<0.0004 mg/L,<0.0001 mg/L,<0.0001 mg/L,4.273 mg/L,4.062 mg/L,0.00403 mg/L,0.00399 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.0007 mg/L,0.0007 mg/L,,,,,,,,5.43 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,<0.0002 mg/L,<0.0002 mg/L,2.29 mg/L,2.2 mg/L,7.3 Unidad de Ph,,87.5 mV,,<0.0004 mg/L,<0.0004 mg/L,,7.8 mg/L,7.6 mg/L,1.817 mg/L,1.817 mg/L,,3 mg/L,108 mg/L,,36.02 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,24.3 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,0.0222 mg/L,0.0125 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MMoq-01,703149,8434215,18L,WGS 84,3727,"Afloramiento Moqoñan, ubicado en el anexo de Choccemarca",Simple,43384,,,,1.436 mg/L,0.033 mg/L,,0.00082 mg/L,<0.00004 mg/L,0.00129 mg/L,<0.00003 mg/L,0.0304 mg/L,0.0132 mg/L,<0.00002 mg/L,<0.00002 mg/L,36.2 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.007 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,5.94 mg/L,5.18 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,<0.061 mg/L,0.00087 mg/L,<0.00001 mg/L,0.00275 mg/L,0.00094 mg/L,51.8 uS/cm,,<0.0001 mg/L,,,0.0018 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0409 mg/L,0.0327 mg/L,,,,0.075 mg/L,<0.015 mg/L,,,,,,,1.656 mg/L,0.0817 mg/L,0.0014 mg/L,<0.0001 mg/L,2.258 mg/L,1.589 mg/L,0.03767 mg/L,0.01218 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,0.00033 mg/L,<0.00002 mg/L,0.0016 mg/L,<0.0002 mg/L,,,,,,,,6.09 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0018 mg/L,<0.0002 mg/L,1.03 mg/L,0.61 mg/L,7.21 Unidad de Ph,,167.9 mV,,<0.0004 mg/L,<0.0004 mg/L,,5.7 mg/L,3.1 mg/L,2.034 mg/L,1.763 mg/L,,70 mg/L,31 mg/L,,0.749 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,14.5 °C,0.0304 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,0.0031 mg/L,<0.0001 mg/L,,,0.0166 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancas,Agua,Agua superficial,Agua subterránea de afloramiento,MMoq-02,703190,8434215,18L,WGS 84,3736,"Afloramiento Moqoñan, ubicado en el anexo de Choccemarca",Simple,43384,,,,2.229 mg/L,0.061 mg/L,,<0.00004 mg/L,<0.00004 mg/L,0.00167 mg/L,<0.00003 mg/L,0.0435 mg/L,0.0149 mg/L,<0.00002 mg/L,<0.00002 mg/L,29.7 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.005 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,5.4 mg/L,4.38 mg/L,<0.6 mg CO3-2/L,,,,,,,,,,,0.344 mg/L,0.00143 mg/L,0.00047 mg/L,0.00521 mg/L,0.00131 mg/L,45.6 uS/cm,,<0.0001 mg/L,,,0.0026 mg/L,,,<0.00003 mg/L,<0.00003 mg/L,0.0374 mg/L,0.0297 mg/L,,,,0.195 mg/L,<0.015 mg/L,,,,,,,2.605 mg/L,0.2249 mg/L,0.0019 mg/L,<0.0001 mg/L,1.912 mg/L,1.206 mg/L,0.07294 mg/L,0.01996 mg/L,,<0.00003 mg/L,<0.00003 mg/L,,0.00037 mg/L,<0.00002 mg/L,0.0024 mg/L,0.0006 mg/L,,,,,,,,5.7 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0034 mg/L,0.0005 mg/L,1.2 mg/L,0.78 mg/L,6.9 Unidad de Ph,,152.5 mV,,<0.0004 mg/L,<0.0004 mg/L,,6.7 mg/L,3.6 mg/L,1.904 mg/L,1.769 mg/L,,250 mg/L,28 mg/L,,1.001 mg/L,,,<0.00002 mg/L,<0.00002 mg/L,13.1 °C,0.0453 mg/L,0.0016 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,0.0054 mg/L,0.0005 mg/L,,,0.0204 mg/L,0.0189 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
