"","HORA","DEPARTAMENTO","CODE_VIA","KILOMETRO","MODALIDAD","FALLECIDOS","HERIDOS","LATITUD","LONGITUD","ANNO","MES","DIA"
"7496",23.67,"AREQUIPA","PE-34A",94,"CHOQUE",0,0,-15.6,-70.47,"2021","AGOSTO","23"
"7497",21.08,"LIMA","PE-1S",106,"ATROPELLO",0,2,-11.96,-76.96,"2021","AGOSTO","23"
"7498",7.33,"LIMA","PE-22",131,"DESPISTE",0,4,-11.96,-76.96,"2021","AGOSTO","23"
"7499",21.83,"PUNO","PE-34B",136,"CHOQUE",1,1,-14.16,-69.98,"2021","AGOSTO","23"
"7500",12.83,"JUNIN","PE-24",253,"DESPISTE",1,2,-10.85,-74.01,"2021","AGOSTO","23"
"7501",13.5,"PUNO","PE-36A",303,"DESPISTE",0,1,-14.16,-69.98,"2021","AGOSTO","23"
"7502",12.67,"ANCASH","PE-1N",389,"CHOQUE",0,2,-92.75,-76.44,"2021","AGOSTO","23"
"7503",7.92,"ICA","PE-1S",423,"DESPISTE",0,1,-13.93,-74.27,"2021","AGOSTO","23"
"7504",6,"MADRE DE DIOS","PE-30C",497,"DESPISTE",0,0,-10.24,-69.19,"2021","AGOSTO","23"
"7505",14.5,"AREQUIPA","PE-1S",649,"CHOQUE",0,0,-15.6,-70.47,"2021","AGOSTO","23"
"7506",8.5,"APURIMAC","PE-3S",652,"CHOQUE",0,1,-13.95,NA,"2021","AGOSTO","23"
"7507",10.25,"SAN MARTIN","PE-5N",715,"DESPISTE",0,1,-71.56,-75.18,"2021","AGOSTO","23"
"7508",22.5,"PIURA","PE-1N",994,"DESPISTE",0,0,-50.22,-79.35,"2021","AGOSTO","23"
"7509",13,"PUNO","PE-3S",1204,"DESPISTE",0,0,-14.16,-69.98,"2021","AGOSTO","23"
"7510",NA,"PUNO","PE-3S",1288,"CHOQUE",0,11,-14.16,-69.98,"2021","AGOSTO","23"
"7511",18.5,"CUSCO","PE-30C",2,"CHOQUE",0,0,-12.47,-70.04,"2021","AGOSTO","24"
"7512",17,"LIMA","PE-1NA",8,"ESPECIAL",0,0,-11.96,-76.96,"2021","AGOSTO","24"
"7513",20.25,"UCAYALI","PE-18C",14,"ATROPELLO",0,1,-97.75,NA,"2021","AGOSTO","24"
"7514",19.75,"UCAYALI","PE-18C",14,"CHOQUE",0,3,-97.75,NA,"2021","AGOSTO","24"
"7515",12.75,"JUNIN","PE-5S",14,"DESPISTE",0,0,-10.85,-74.01,"2021","AGOSTO","24"
"7516",19.33,"LIMA","PE-1NE",15,"ATROPELLO",0,2,-11.96,-76.96,"2021","AGOSTO","24"
"7517",14.5,"MOQUEGUA","PE-1SD",20,"CHOQUE",0,2,-16.81,-69.07,"2021","AGOSTO","24"
"7518",1.33,"LIMA","PE-1NA",22,"DESPISTE",0,1,-11.96,-76.96,"2021","AGOSTO","24"
"7519",15.33,"UCAYALI","PE-18C",31,"CHOQUE",0,0,-97.75,NA,"2021","AGOSTO","24"
"7520",10.5,"JUNIN","PE-3S",33,"DESPISTE",0,6,-10.85,-74.01,"2021","AGOSTO","24"
"7521",16.03,"CAJAMARCA","PE-08B",37,"CHOQUE",0,1,-70.39,-77.49,"2021","AGOSTO","24"
"7522",20.92,"LIMA","PE-1S",88,"ATROPELLO",1,0,-11.96,-76.96,"2021","AGOSTO","24"
"7523",14.75,"LAMBAYEQUE","PE-1NJ",120,"CHOQUE",0,2,-66.81,-78.1,"2021","AGOSTO","24"
"7524",3.5,"LIMA","PE-22",131,"CHOQUE",0,2,-11.96,-76.96,"2021","AGOSTO","24"
"7525",23.67,"LIMA","PE-1N",153,"CHOQUE",1,0,-11.96,-76.96,"2021","AGOSTO","24"
"7526",10.5,"CAJAMARCA","PE-06A",160,"DESPISTE",0,1,-70.39,-77.49,"2021","AGOSTO","24"
"7527",14.5,"APURIMAC","PE-30A",383,"CHOQUE",0,2,-13.95,NA,"2021","AGOSTO","24"
"7528",20,"MADRE DE DIOS","PE-30C",411,"DESPISTE",0,1,-10.24,-69.19,"2021","AGOSTO","24"
"7529",9.5,"AREQUIPA","PE-1S",600,"CHOQUE",0,0,-15.6,-70.47,"2021","AGOSTO","24"
"7530",6.5,"AREQUIPA","PE-1S",607,"DESPISTE",0,1,-15.6,-70.47,"2021","AGOSTO","24"
"7531",13.17,"AREQUIPA","PE-1S",633,"CHOQUE",0,0,-15.6,-70.47,"2021","AGOSTO","24"
"7532",1,"LA LIBERTAD","PE-1N",654,"CHOQUE",0,1,-80.57,-77.53,"2021","AGOSTO","24"
"7533",7.5,"SAN MARTIN","PE-5N",666,"CHOQUE",1,0,-71.56,-75.18,"2021","AGOSTO","24"
"7534",5.58,"AREQUIPA","PE-1S",930,"DESPISTE",0,0,-15.6,-70.47,"2021","AGOSTO","24"
"7535",10.58,"TACNA","PE-1S",1240,"DESPISTE",0,2,-18,-69.76,"2021","AGOSTO","24"
"7536",5.58,"LIMA","PE-18",5,"DESPISTE",0,1,-11.96,-76.96,"2021","AGOSTO","25"
"7537",7.33,"LIMA","PE-16",11,"ESPECIAL",0,0,-11.96,-76.96,"2021","AGOSTO","25"
"7538",11.5,"LIMA","PE-1S",19,"DESPISTE",0,0,-11.96,-76.96,"2021","AGOSTO","25"
"7539",19.58,"AMAZONAS","PE-08C",38,"CHOQUE",0,6,-50.85,-77.89,"2021","AGOSTO","25"
"7540",4.67,"CAJAMARCA","PE-08",47,"DESPISTE",0,0,-70.39,-77.49,"2021","AGOSTO","25"
"7541",14.33,"LIMA","PE-1N",47,"CHOQUE",1,1,-11.96,-76.96,"2021","AGOSTO","25"
"7542",10.33,"LIMA","PE-22",89,"DESPISTE",0,1,-11.96,-76.96,"2021","AGOSTO","25"
"7543",17.33,"PIURA","PE-1N",94,"ATROPELLO",0,1,-50.22,-79.35,"2021","AGOSTO","25"
"7544",17,"TUMBES","PE-1N",208,"CHOQUE",0,1,-34.44,-79.58,"2021","AGOSTO","25"
"7545",15.13,"AMAZONAS","PE-5N",295,"CHOQUE",0,3,-50.85,-77.89,"2021","AGOSTO","25"
"7546",2.33,"ANCASH","PE-1N",344,"DESPISTE",0,2,-92.75,-76.44,"2021","AGOSTO","25"
"7547",10,"PUNO","PE-36A",350,"CHOQUE",0,0,-14.16,-69.98,"2021","AGOSTO","25"
"7548",20.5,"SAN MARTIN","PE-5N",519,"CHOQUE",0,2,-71.56,-75.18,"2021","AGOSTO","25"
"7549",15,"LA LIBERTAD","PE-1N",710,"CHOQUE",0,0,-80.57,-77.53,"2021","AGOSTO","25"
"7550",9.92,"AREQUIPA","PE-1S",1032,"CHOQUE",0,0,-15.6,-70.47,"2021","AGOSTO","25"
"7551",15.5,"AREQUIPA","PE-1S",1034,"CHOQUE",0,2,-15.6,-70.47,"2021","AGOSTO","25"
"7552",7.5,"AMAZONAS","PE-5NC",2,"DESPISTE",0,2,-50.85,-77.89,"2021","AGOSTO","26"
"7553",10.58,"JUNIN","PE-5S",39,"DESPISTE",0,0,-10.85,-74.01,"2021","AGOSTO","26"
"7554",4,"LIMA","PE-22",64,"CHOQUE",0,0,-11.96,-76.96,"2021","AGOSTO","26"
"7555",15.5,"CUSCO","PE-28B",113,"CHOQUE",0,2,-12.47,-70.04,"2021","AGOSTO","26"
"7556",9.25,"AREQUIPA","PE-34A",134,"DESPISTE",0,3,-15.6,-70.47,"2021","AGOSTO","26"
"7557",14.5,"ANCASH","PE-1N",392,"DESPISTE",1,1,-92.75,-76.44,"2021","AGOSTO","26"
"7558",14.17,"AREQUIPA","PE-1S",507,"DESPISTE",0,0,-15.6,-70.47,"2021","AGOSTO","26"
"7559",23,"MADRE DE DIOS","PE-30C",556,"DESPISTE",0,2,-10.24,-69.19,"2021","AGOSTO","26"
"7560",10,"SAN MARTIN","PE-5N",587,"CHOQUE",1,10,-71.56,-75.18,"2021","AGOSTO","26"
"7561",12.78,"APURIMAC","PE-3S",801,"DESPISTE",0,0,-13.95,NA,"2021","AGOSTO","26"
"7562",5.92,"AREQUIPA","PE-1S",1041,"DESPISTE",0,0,-15.6,-70.47,"2021","AGOSTO","26"
"7563",9.5,"PIURA","PE-1NL",1058,"DESPISTE",1,1,-50.22,-79.35,"2021","AGOSTO","26"
"7564",19,"PIURA","PE-02",31,"DESPISTE",0,0,-50.22,-79.35,"2021","AGOSTO","27"
"7565",20,"LIMA","PE-22",41,"DESPISTE",0,0,-11.96,-76.96,"2021","AGOSTO","27"
"7566",8,"LIMA","PE-1N",55,"DESPISTE",0,0,-11.96,-76.96,"2021","AGOSTO","27"
"7567",23.82,"LIMA","PE-22",61,"DESPISTE",0,0,-11.96,-76.96,"2021","AGOSTO","27"
"7568",12.83,"LIMA","PE-22",131,"CHOQUE",0,0,-11.96,-76.96,"2021","AGOSTO","27"
"7569",7,"LIMA","PE-1N",161,"CHOQUE",0,2,-11.96,-76.96,"2021","AGOSTO","27"
"7570",7,"PUNO","PE-34A",187,"ESPECIAL",0,0,-14.16,-69.98,"2021","AGOSTO","27"
"7571",21,"PUNO","PE-34A",258,"DESPISTE",0,0,-14.16,-69.98,"2021","AGOSTO","27"
"7572",16,"AMAZONAS","PE-08B",316,"CHOQUE",0,1,-50.85,-77.89,"2021","AGOSTO","27"
"7573",12.5,"APURIMAC","PE-3SF",350,"DESPISTE",16,2,-13.95,NA,"2021","AGOSTO","27"
"7574",22.5,"AREQUIPA","PE-1S",507,"CHOQUE",0,0,-15.6,-70.47,"2021","AGOSTO","27"
"7575",6.5,"APURIMAC","PE-3S",702,"DESPISTE",0,3,-13.95,NA,"2021","AGOSTO","27"
"7576",20.83,"PUNO","PE-3S",1488,"ATROPELLO",1,0,-14.16,-69.98,"2021","AGOSTO","27"
"7577",22.25,"LORETO","LO-103",0,"CHOQUE",0,2,-41.68,-73.79,"2021","AGOSTO","28"
"7578",6.33,"LIMA","PE-1N",1,"ESPECIAL",0,0,-11.96,-76.96,"2021","AGOSTO","28"
"7579",7,"PIURA","PE-1N",14,"CHOQUE",0,1,-50.22,-79.35,"2021","AGOSTO","28"
"7580",9.25,"ANCASH","PE-3NE",21,"DESPISTE",0,0,-92.75,-76.44,"2021","AGOSTO","28"
"7581",12.67,"AREQUIPA","PE-34A",24,"DESPISTE",0,3,-15.6,-70.47,"2021","AGOSTO","28"
"7582",18.25,"JUNIN","PE-3SA",26,"CHOQUE",0,2,-10.85,-74.01,"2021","AGOSTO","28"
"7583",17.15,"JUNIN","PE-3S",30,"DESPISTE",0,4,-10.85,-74.01,"2021","AGOSTO","28"
"7584",13,"LIMA","PE-1N",39,"ATROPELLO",0,2,-11.96,-76.96,"2021","AGOSTO","28"
"7585",0.67,"LIMA","PE-22",43,"DESPISTE",1,5,-11.96,-76.96,"2021","AGOSTO","28"
"7586",5,"ANCASH","AN-110",45,"DESPISTE",0,1,-92.75,-76.44,"2021","AGOSTO","28"
"7587",8.67,"ANCASH","AN-110",45,"DESPISTE",0,1,-92.75,-76.44,"2021","AGOSTO","28"
"7588",13.33,"TACNA","PE-1SD",46,"DESPISTE",0,0,-18,-69.76,"2021","AGOSTO","28"
"7589",4.33,"LIMA","PE-1S",115,"DESPISTE",0,2,-11.96,-76.96,"2021","AGOSTO","28"
"7590",19.75,"PASCO","PE-3N",137,"DESPISTE",1,7,-9.33,-75.74,"2021","AGOSTO","28"
"7591",21.67,"LIMA","PE-1S",139,"CHOQUE",0,4,-11.96,-76.96,"2021","AGOSTO","28"
"7592",17.5,"PUNO","PE-34A",233,"DESPISTE",0,0,-14.16,-69.98,"2021","AGOSTO","28"
"7593",12.5,"PUNO","PE-34B",239,"DESPISTE",3,5,-14.16,-69.98,"2021","AGOSTO","28"
"7594",15,"PUNO","PE-34B",247,"CHOQUE",0,0,-14.16,-69.98,"2021","AGOSTO","28"
"7595",11.5,"SAN MARTIN","PE-5N",503,"CHOQUE",0,0,-71.56,-75.18,"2021","AGOSTO","28"
"7596",13.25,"TACNA","PE-1S",1220,"DESPISTE",0,13,-18,-69.76,"2021","AGOSTO","28"
"7597",21.83,"TACNA","PE-1S",1273,"CHOQUE",0,6,-18,-69.76,"2021","AGOSTO","28"
"7598",11.25,"LA LIBERTAD","PE-1NF",5,"CHOQUE",1,1,-80.57,-77.53,"2021","AGOSTO","29"
"7599",18.33,"AREQUIPA","AR-109",12,"DESPISTE",0,0,-15.6,-70.47,"2021","AGOSTO","29"
"7600",9.33,"LA LIBERTAD","PE-10A",16,"CHOQUE",0,11,-80.57,-77.53,"2021","AGOSTO","29"
"7601",6.33,"ANCASH","PE-14",17,"DESPISTE",0,0,-92.75,-76.44,"2021","AGOSTO","29"
"7602",11.25,"LIMA","PE-16",19,"CHOQUE",0,0,-11.96,-76.96,"2021","AGOSTO","29"
"7603",13.17,"CAJAMARCA","PE-3N",23,"CHOQUE",0,1,-70.39,-77.49,"2021","AGOSTO","29"
"7604",12.17,"JUNIN","PE-3S",32,"CHOQUE",1,3,-10.85,-74.01,"2021","AGOSTO","29"
"7605",22.5,"UCAYALI","PE-18C",34,"CHOQUE",0,1,-97.75,NA,"2021","AGOSTO","29"
"7606",10.83,"JUNIN","PE-3SA",35,"CHOQUE",1,1,-10.85,-74.01,"2021","AGOSTO","29"
"7607",13.33,"TACNA","PE-1SD",70,"ESPECIAL",0,0,-18,-69.76,"2021","AGOSTO","29"
"7608",9.5,"JUNIN","PE-3S",76,"DESPISTE",0,2,-10.85,-74.01,"2021","AGOSTO","29"
"7609",NA,"LIMA","PE-1N",82,"ATROPELLO",0,1,-11.96,-76.96,"2021","AGOSTO","29"
"7610",20.33,"ANCASH","PE-16",97,"DESPISTE",0,0,-92.75,-76.44,"2021","AGOSTO","29"
"7611",16,"ANCASH","PE-16",117,"DESPISTE",0,0,-92.75,-76.44,"2021","AGOSTO","29"
"7612",21.5,"LIMA","PE-1S",165,"DESPISTE",0,1,-11.96,-76.96,"2021","AGOSTO","29"
"7613",11.25,"CAJAMARCA","PE-5N",189,"DESPISTE",0,1,-70.39,-77.49,"2021","AGOSTO","29"
"7614",15,"ICA","PE-1S",199,"DESPISTE",0,1,-13.93,-74.27,"2021","AGOSTO","29"
"7615",10,"LIMA","PE-1N",216,"DESPISTE",0,4,-11.96,-76.96,"2021","AGOSTO","29"
"7616",15.83,"AMAZONAS","PE-5N",277,"DESPISTE",0,0,-50.85,-77.89,"2021","AGOSTO","29"
"7617",13.33,"PIURA","PE-1N",943,"CHOQUE",0,1,-50.22,-79.35,"2021","AGOSTO","29"
"7618",6.5,"AREQUIPA","PE-1S",976,"CHOQUE",1,0,-15.6,-70.47,"2021","AGOSTO","29"
"7619",4,"PUNO","PE-3S",1182,"DESPISTE",0,0,-14.16,-69.98,"2021","AGOSTO","29"
"7620",21.5,"PUNO","PE-3S",1368,"ATROPELLO",1,0,-14.16,-69.98,"2021","AGOSTO","29"
"7621",11.5,"LIMA","PE-16",2,"DESPISTE",0,12,-11.96,-76.96,"2021","AGOSTO","30"
"7622",17.5,"LORETO","LO-103",4,"CHOQUE",0,1,-41.68,-73.79,"2021","AGOSTO","30"
"7623",5.33,"CAJAMARCA","PE-08A",4,"DESPISTE",0,1,-70.39,-77.49,"2021","AGOSTO","30"
"7624",20.08,"JUNIN","PE-3SA",5,"DESPISTE",0,0,-10.85,-74.01,"2021","AGOSTO","30"
"7625",8.67,"JUNIN","PE-3S",13,"DESPISTE",0,4,-10.85,-74.01,"2021","AGOSTO","30"
"7626",4,"AMAZONAS","AM-103",13,"DESPISTE",5,1,-50.85,-77.89,"2021","AGOSTO","30"
"7627",12,"PIURA","PE-1NN",44,"CHOQUE",1,0,-50.22,-79.35,"2021","AGOSTO","30"
"7628",4.25,"JUNIN","PE-3N",45,"DESPISTE",1,19,-10.85,-74.01,"2021","AGOSTO","30"
"7629",11.67,"LIMA","PE-1N",48,"ATROPELLO",0,1,-11.96,-76.96,"2021","AGOSTO","30"
"7630",15.5,"CUSCO","PE-28B",65,"CHOQUE",0,2,-12.47,-70.04,"2021","AGOSTO","30"
"7631",20.58,"LIMA","PE-22",65,"DESPISTE",0,0,-11.96,-76.96,"2021","AGOSTO","30"
"7632",14.25,"HUANUCO","PE-18A",65,"CHOQUE",0,0,-98.8,-75.76,"2021","AGOSTO","30"
"7633",5,"LAMBAYEQUE","PE-1NJ",90,"CHOQUE",0,1,-66.81,-78.1,"2021","AGOSTO","30"
"7634",14.33,"LIMA","PE-1N",104,"CHOQUE",0,2,-11.96,-76.96,"2021","AGOSTO","30"
"7635",19,"JUNIN","PE-22",142,"DESPISTE",0,0,-10.85,-74.01,"2021","AGOSTO","30"
"7636",21.5,"ANCASH","PE-3N",164,"CHOQUE",0,1,-92.75,-76.44,"2021","AGOSTO","30"
"7637",13,"PIURA","PE-1NJ",167,"CHOQUE",1,0,-50.22,-79.35,"2021","AGOSTO","30"
"7638",8.5,"MADRE DE DIOS","PE-30C",319,"CHOQUE",0,2,-10.24,-69.19,"2021","AGOSTO","30"
"7639",10.75,"ANCASH","PE-1N",338,"CHOQUE",0,0,-92.75,-76.44,"2021","AGOSTO","30"
"7640",11,"MADRE DE DIOS","PE-30C",340,"CHOQUE",0,2,-10.24,-69.19,"2021","AGOSTO","30"
"7641",1.83,"SAN MARTIN","PE-5N",379,"DESPISTE",0,1,-71.56,-75.18,"2021","AGOSTO","30"
"7642",8.5,"MADRE DE DIOS","PE-30C",390,"CHOQUE",2,1,-10.24,-69.19,"2021","AGOSTO","30"
"7643",0.33,"ANCASH","PE-1N",423,"CHOQUE",0,3,-92.75,-76.44,"2021","AGOSTO","30"
"7644",17.25,"LA LIBERTAD","PE-1N",504,"CHOQUE",0,1,-80.57,-77.53,"2021","AGOSTO","30"
"7645",7.5,"LA LIBERTAD","PE-1N",631,"CHOQUE",0,4,-80.57,-77.53,"2021","AGOSTO","30"
"7646",18.83,"AREQUIPA","PE-1S",895,"CHOQUE",1,12,-15.6,-70.47,"2021","AGOSTO","30"
"7647",12.5,"PIURA","PE-1NL",1117,"DESPISTE",3,2,-50.22,-79.35,"2021","AGOSTO","30"
"7648",13,"PUNO","PE-3S",1373,"CHOQUE",0,3,-14.16,-69.98,"2021","AGOSTO","30"
"7649",20,"PIURA","PE-1N",18,"CHOQUE",0,4,-50.22,-79.35,"2021","AGOSTO","31"
"7650",8.17,"LIMA","PE-1S",27,"DESPISTE",0,2,-11.96,-76.96,"2021","AGOSTO","31"
"7651",4.25,"LIMA","PE-22",72,"DESPISTE",33,29,-11.96,-76.96,"2021","AGOSTO","31"
"7652",20.18,"PASCO","PE-3N",144,"CHOQUE",0,3,-9.33,-75.74,"2021","AGOSTO","31"
"7653",19.5,"CUSCO","PE-28B",177,"DESPISTE",0,1,-12.47,-70.04,"2021","AGOSTO","31"
"7654",17,"TUMBES","PE-1N",195,"DESPISTE",0,1,-34.44,-79.58,"2021","AGOSTO","31"
"7655",7,"ICA","PE-1S",212,"DESPISTE",0,2,-13.93,-74.27,"2021","AGOSTO","31"
"7656",0.5,"MADRE DE DIOS","PE-30C",283,"VOLCADURA",0,2,-10.24,-69.19,"2021","AGOSTO","31"
"7657",17.83,"AYACUCHO","PE-3S",347,"DESPISTE",0,1,-12.84,-73.78,"2021","AGOSTO","31"
"7658",13,"APURIMAC","PE-30A",430,"CHOQUE",0,5,-13.95,NA,"2021","AGOSTO","31"
"7659",17,"SAN MARTIN","PE-5N",576,"DESPISTE",0,0,-71.56,-75.18,"2021","AGOSTO","31"
"7660",18.5,"LA LIBERTAD","PE-1N",733,"DESPISTE",0,1,-80.57,-77.53,"2021","AGOSTO","31"
"7661",9.58,"AREQUIPA","PE-1S",1046,"CHOQUE",0,0,-15.6,-70.47,"2021","AGOSTO","31"
"7662",19.33,"PUNO","PE-3S",1292,"CHOQUE",0,2,-14.16,-69.98,"2021","AGOSTO","31"
"7663",22.33,"UCAYALI","PE-18C",13,"CHOQUE",0,2,-97.75,NA,"2021","SETIEMBRE","01"
"7664",19.75,"MOQUEGUA","PE-36",26,"ESPECIAL",0,0,-16.81,-69.07,"2021","SETIEMBRE","01"
"7665",3.83,"JUNIN","PE-3N",56,"VOLCADURA",0,1,-10.85,-74.01,"2021","SETIEMBRE","01"
"7666",11.75,"LIMA","PE-1N",60,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","01"
"7667",19.33,"PIURA","PE-3N",65,"DESPISTE",0,0,-50.22,-79.35,"2021","SETIEMBRE","01"
"7668",11.33,"CAJAMARCA","PE-3N",84,"DESPISTE",0,2,-70.39,-77.49,"2021","SETIEMBRE","01"
"7669",5.45,"LIMA","PE-22",94,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","01"
"7670",14.87,"LIMA","PE-1S",140,"DESPISTE",1,1,-11.96,-76.96,"2021","SETIEMBRE","01"
"7671",9,"ANCASH","PE-1N",231,"CHOQUE",2,0,-92.75,-76.44,"2021","SETIEMBRE","01"
"7672",8.5,"ANCASH","PE-1N",242,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","01"
"7673",7.83,"ANCASH","PE-1N",285,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","01"
"7674",9.5,"AMAZONAS","PE-08B",327,"CHOQUE",0,1,-50.85,-77.89,"2021","SETIEMBRE","01"
"7675",7.75,"HUANUCO","PE-5N",523,"ESPECIAL",1,0,-98.8,-75.76,"2021","SETIEMBRE","01"
"7676",6.33,"LA LIBERTAD","PE-1N",529,"CHOQUE",0,0,-80.57,-77.53,"2021","SETIEMBRE","01"
"7677",9.83,"SAN MARTIN","PE-5N",596,"CHOQUE",0,1,-71.56,-75.18,"2021","SETIEMBRE","01"
"7678",18,"MADRE DE DIOS","PE-30C",613,"DESPISTE",0,0,-10.24,-69.19,"2021","SETIEMBRE","01"
"7679",13.67,"SAN MARTIN","PE-5N",637,"CHOQUE",0,0,-71.56,-75.18,"2021","SETIEMBRE","01"
"7680",9.33,"AREQUIPA","PE-1S",951,"CHOQUE",0,3,-15.6,-70.47,"2021","SETIEMBRE","01"
"7681",9.5,"AREQUIPA","PE-1S",1076,"CHOQUE",0,2,-15.6,-70.47,"2021","SETIEMBRE","01"
"7682",17.5,"CAJAMARCA","PE-08A",14,"DESPISTE",0,1,-70.39,-77.49,"2021","SETIEMBRE","02"
"7683",10.5,"LIMA","PE-1S",29,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","02"
"7684",5.17,"LIMA","PE-22",52,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","02"
"7685",11.82,"LA LIBERTAD","PE-10A",63,"DESPISTE",0,0,-80.57,-77.53,"2021","SETIEMBRE","02"
"7686",6,"LIMA","PE-22",65,"DESPISTE",0,1,-11.96,-76.96,"2021","SETIEMBRE","02"
"7687",22.5,"LIMA","PE-1N",71,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","02"
"7688",0.25,"PASCO","PE-3N",136,"CHOQUE",0,1,-9.33,-75.74,"2021","SETIEMBRE","02"
"7689",0.75,"ANCASH","PE-1N",241,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","02"
"7690",7.83,"PUNO","PE-34B",321,"CHOQUE",0,0,-14.16,-69.98,"2021","SETIEMBRE","02"
"7691",19.8,"LA LIBERTAD","PE-1N",732,"CHOQUE",0,1,-80.57,-77.53,"2021","SETIEMBRE","02"
"7692",18,"LAMBAYEQUE","PE-1N",856,"ATROPELLO",0,1,-66.81,-78.1,"2021","SETIEMBRE","02"
"7693",6.75,"AREQUIPA","PE-1S",991,"DESPISTE",0,1,-15.6,-70.47,"2021","SETIEMBRE","02"
"7694",11.5,"MOQUEGUA","PE-1S",1177,"DESPISTE",0,1,-16.81,-69.07,"2021","SETIEMBRE","02"
"7695",17.5,"JUNIN","PE-5N",15,"ESPECIAL",0,1,-10.85,-74.01,"2021","SETIEMBRE","03"
"7696",6,"TACNA","PE-1SD",43,"CHOQUE",2,1,-18,-69.76,"2021","SETIEMBRE","03"
"7697",6,"LIMA","PE-22",59,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","03"
"7698",17.83,"LIMA","PE-22",109,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","03"
"7699",23.75,"ANCASH","PE-1N",231,"ATROPELLO",1,0,-92.75,-76.44,"2021","SETIEMBRE","03"
"7700",15.5,"ANCASH","PE-1N",252,"DESPISTE",0,1,-92.75,-76.44,"2021","SETIEMBRE","03"
"7701",23.5,"ANCASH","PE-1N",418,"CHOQUE",0,0,-92.75,-76.44,"2021","SETIEMBRE","03"
"7702",22.75,"SAN MARTIN","PE-5N",461,"CHOQUE",0,1,-71.56,-75.18,"2021","SETIEMBRE","03"
"7703",15,"LA LIBERTAD","PE-1N",715,"DESPISTE",0,1,-80.57,-77.53,"2021","SETIEMBRE","03"
"7704",5.75,"CUSCO","PE-3S",964,"CHOQUE",0,1,-12.47,-70.04,"2021","SETIEMBRE","03"
"7705",2.5,"LIMA","PE-1NA",18,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","04"
"7706",23.33,"MOQUEGUA","PE-1SD",24,"CHOQUE",0,2,-16.81,-69.07,"2021","SETIEMBRE","04"
"7707",14.62,"AMAZONAS","PE-08C",33,"DESPISTE",0,2,-50.85,-77.89,"2021","SETIEMBRE","04"
"7708",10.5,"CAJAMARCA","PE-3N",33,"CHOQUE",0,1,-70.39,-77.49,"2021","SETIEMBRE","04"
"7709",17.5,"LIMA","PE-22",49,"CHOQUE",0,2,-11.96,-76.96,"2021","SETIEMBRE","04"
"7710",17,"LIMA","PE-22",54,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","04"
"7711",6.17,"LAMBAYEQUE","PE-1NJ",62,"DESPISTE",0,1,-66.81,-78.1,"2021","SETIEMBRE","04"
"7712",14,"CAJAMARCA","PE-08B",67,"CHOQUE",0,3,-70.39,-77.49,"2021","SETIEMBRE","04"
"7713",5.83,"ICA","PE-1S",208,"CHOQUE",0,1,-13.93,-74.27,"2021","SETIEMBRE","04"
"7714",19.58,"PUNO","PE-34B",275,"ATROPELLO",0,1,-14.16,-69.98,"2021","SETIEMBRE","04"
"7715",2,"MADRE DE DIOS","PE-30C",331,"CHOQUE",0,2,-10.24,-69.19,"2021","SETIEMBRE","04"
"7716",23.5,"ANCASH","AN-110",6,"DESPISTE",0,7,-92.75,-76.44,"2021","SETIEMBRE","05"
"7717",23,"CAJAMARCA","PE-5N",8,"DESPISTE",0,1,-70.39,-77.49,"2021","SETIEMBRE","05"
"7718",21.1,"MOQUEGUA","PE-1SD",15,"CHOQUE",0,1,-16.81,-69.07,"2021","SETIEMBRE","05"
"7719",16.92,"JUNIN","PE-3S",18,"CHOQUE",0,6,-10.85,-74.01,"2021","SETIEMBRE","05"
"7720",21.67,"LIMA","PE-1NA",22,"ATROPELLO",0,1,-11.96,-76.96,"2021","SETIEMBRE","05"
"7721",22,"ANCASH","PE-14",36,"CHOQUE",0,1,-92.75,-76.44,"2021","SETIEMBRE","05"
"7722",20.33,"AMAZONAS","PE-08B",42,"CHOQUE",0,2,-50.85,-77.89,"2021","SETIEMBRE","05"
"7723",20.5,"LAMBAYEQUE","PE-1NJ",53,"ATROPELLO",0,1,-66.81,-78.1,"2021","SETIEMBRE","05"
"7724",2.67,"AREQUIPA","AR-105",57,"DESPISTE",0,0,-15.6,-70.47,"2021","SETIEMBRE","05"
"7725",19.17,"HUANUCO","PE-18A",58,"CHOQUE",0,1,-98.8,-75.76,"2021","SETIEMBRE","05"
"7726",17.5,"LIMA","PE-18",63,"CHOQUE",0,5,-11.96,-76.96,"2021","SETIEMBRE","05"
"7727",13.5,"LIMA","PE-1N",74,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","05"
