Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Lectura,Medida Promedio en Matemática
120901,JUNÍN,CHUPACA,CHUPACA,100.0,97.4,601,601
120902,JUNÍN,CHUPACA,AHUAC,100.0,95.5,580,585
120903,JUNÍN,CHUPACA,CHONGOS BAJO,100.0,87.5,570,569
120904,JUNÍN,CHUPACA,HUACHAC,100.0,86.7,538,508
120905,JUNÍN,CHUPACA,HUAMANCACA CHICO,100.0,98.1,583,588
120906,JUNÍN,CHUPACA,SAN JUAN DE YSCOS,100.0,94.1,578,583
120907,JUNÍN,CHUPACA,SAN JUAN DE JARPA,100.0,100.0,568,584
120908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,100.0,97.4,564,530
120909,JUNÍN,CHUPACA,YANACANCHA,100.0,95.5,542,533
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,99.4,92.7,621,593
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,100.0,94.9,592,581
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,100.0,93.4,586,571
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,100.0,93.7,581,559
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,100.0,96.2,597,576
130106,LA LIBERTAD,TRUJILLO,LAREDO,100.0,94.0,577,561
130107,LA LIBERTAD,TRUJILLO,MOCHE,100.0,90.1,595,582
130108,LA LIBERTAD,TRUJILLO,POROTO,100.0,98.7,555,520
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,100.0,90.9,598,589
130110,LA LIBERTAD,TRUJILLO,SIMBAL,100.0,92.2,571,588
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,100.0,91.5,622,589
130201,LA LIBERTAD,ASCOPE,ASCOPE,100.0,96.8,602,586
130202,LA LIBERTAD,ASCOPE,CHICAMA,100.0,96.3,592,590
130203,LA LIBERTAD,ASCOPE,CHOCOPE,100.0,99.4,596,574
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,100.0,94.7,566,525
130205,LA LIBERTAD,ASCOPE,PAIJAN,100.0,95.4,589,579
130206,LA LIBERTAD,ASCOPE,RAZURI,100.0,98.0,582,576
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,100.0,96.6,615,620
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,100.0,93.7,599,584
130301,LA LIBERTAD,BOLÍVAR,BOLIVAR,100.0,92.4,528,520
130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,100.0,90.7,505,509
130303,LA LIBERTAD,BOLÍVAR,CONDORMARCA,100.0,89.1,487,492
130304,LA LIBERTAD,BOLÍVAR,LONGOTEA,100.0,93.8,623,680
130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,100.0,98.0,570,585
130306,LA LIBERTAD,BOLÍVAR,UCUNCHA,100.0,89.5,631,652
130401,LA LIBERTAD,CHEPÉN,CHEPEN,100.0,97.1,601,596
130402,LA LIBERTAD,CHEPÉN,PACANGA,100.0,96.2,581,572
130403,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,100.0,96.5,580,568
130501,LA LIBERTAD,JULCÁN,JULCAN,100.0,98.1,542,547
130502,LA LIBERTAD,JULCÁN,CALAMARCA,100.0,93.3,543,544
130503,LA LIBERTAD,JULCÁN,CARABAMBA,100.0,94.2,551,568
130504,LA LIBERTAD,JULCÁN,HUASO,100.0,97.5,483,465
130601,LA LIBERTAD,OTUZCO,OTUZCO,100.0,99.1,594,612
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,100.0,98.8,549,551
130604,LA LIBERTAD,OTUZCO,CHARAT,100.0,91.3,559,573
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,88.9,64.1,-,-
130606,LA LIBERTAD,OTUZCO,LA CUESTA,100.0,100.0,551,552
130608,LA LIBERTAD,OTUZCO,MACHE,100.0,98.1,532,542
130610,LA LIBERTAD,OTUZCO,PARANDAY,100.0,87.5,487,475
130611,LA LIBERTAD,OTUZCO,SALPO,100.0,97.7,559,584
130613,LA LIBERTAD,OTUZCO,SINSICAP,100.0,95.0,500,484
130614,LA LIBERTAD,OTUZCO,USQUIL,100.0,97.2,573,594
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,100.0,96.4,594,601
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,100.0,93.3,601,589
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,100.0,94.9,595,572
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,100.0,93.9,597,584
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,100.0,95.3,581,561
130801,LA LIBERTAD,PATAZ,TAYABAMBA,100.0,96.8,525,518
130802,LA LIBERTAD,PATAZ,BULDIBUYO,100.0,95.4,507,514
130803,LA LIBERTAD,PATAZ,CHILLIA,100.0,97.0,528,534
130804,LA LIBERTAD,PATAZ,HUANCASPATA,100.0,94.4,532,526
130805,LA LIBERTAD,PATAZ,HUAYLILLAS,100.0,94.1,575,599
130806,LA LIBERTAD,PATAZ,HUAYO,100.0,92.7,513,526
130807,LA LIBERTAD,PATAZ,ONGON,100.0,94.1,525,520
130808,LA LIBERTAD,PATAZ,PARCOY,100.0,96.1,547,539
130809,LA LIBERTAD,PATAZ,PATAZ,100.0,90.4,534,524
130810,LA LIBERTAD,PATAZ,PIAS,100.0,96.8,540,563
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,100.0,95.0,513,516
130812,LA LIBERTAD,PATAZ,TAURIJA,100.0,93.9,499,499
130813,LA LIBERTAD,PATAZ,URPAY,100.0,96.3,548,532
130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,100.0,96.2,588,604
130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,100.0,96.9,513,511
130903,LA LIBERTAD,SÁNCHEZ CARRIÓN,COCHORCO,100.0,93.9,512,495
130904,LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,100.0,97.1,556,551
130905,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,100.0,97.4,509,517
130906,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORAN,100.0,94.7,505,494
130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARIN,100.0,95.1,520,507
130908,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,100.0,92.4,515,512
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,100.0,93.6,525,518
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,100.0,95.6,558,603
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,100.0,96.4,512,513
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,100.0,97.0,537,524
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,100.0,90.2,528,473
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,100.0,91.4,532,513
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,100.0,91.7,555,588
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,100.0,95.4,525,500
131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,100.0,98.1,615,647
131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,100.0,95.5,558,580
131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,100.0,95.8,547,561
131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,100.0,93.8,562,588
131201,LA LIBERTAD,VIRÚ,VIRU,100.0,93.7,580,572
131202,LA LIBERTAD,VIRÚ,CHAO,100.0,93.3,566,562
131203,LA LIBERTAD,VIRÚ,GUADALUPITO,100.0,91.9,540,513
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,100.0,95.1,615,594
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,100.0,90.1,574,556
140103,LAMBAYEQUE,CHICLAYO,ETEN,100.0,94.7,597,597
140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,100.0,100.0,613,589
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,100.0,94.1,596,568
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,100.0,92.9,582,535
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,100.0,95.4,561,534
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,100.0,93.1,580,565
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,100.0,91.7,554,546
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,100.0,94.7,570,520
140111,LAMBAYEQUE,CHICLAYO,PICSI,100.0,96.3,587,588
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,100.0,96.3,618,583
140113,LAMBAYEQUE,CHICLAYO,REQUE,100.0,98.4,579,565
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,100.0,91.1,566,528
140115,LAMBAYEQUE,CHICLAYO,SAÑA,100.0,98.0,568,548
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,100.0,91.8,569,529
140117,LAMBAYEQUE,CHICLAYO,PATAPO,100.0,92.8,556,537
140118,LAMBAYEQUE,CHICLAYO,POMALCA,100.0,94.4,577,541
140119,LAMBAYEQUE,CHICLAYO,PUCALA,100.0,96.9,599,559
140120,LAMBAYEQUE,CHICLAYO,TUMAN,100.0,91.0,572,536
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,92.9,88.9,619,609
140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,100.0,89.5,460,457
140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,100.0,95.0,532,483
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,100.0,95.2,573,594
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,100.0,94.3,570,561
140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,100.0,90.9,601,605
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100.0,94.0,612,612
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,100.0,94.7,505,477
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,100.0,93.9,573,578
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,100.0,91.2,558,532
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,100.0,93.3,587,586
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,100.0,96.1,544,552
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,100.0,95.3,574,560
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,100.0,93.6,543,541
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,100.0,95.7,598,605
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,100.0,87.1,517,502
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,100.0,93.5,587,578
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,100.0,93.1,574,577
150101,LIMA METROPOLITANA,LIMA,LIMA,100.0,94.5,617,589
150102,LIMA METROPOLITANA,LIMA,ANCON,100.0,90.2,586,559
150103,LIMA METROPOLITANA,LIMA,ATE,99.7,92.7,613,589
150104,LIMA METROPOLITANA,LIMA,BARRANCO,100.0,95.2,630,584
150105,LIMA METROPOLITANA,LIMA,BREÑA,100.0,95.9,637,600
150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,100.0,90.4,607,583
150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,100.0,94.6,631,618
150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,100.0,94.2,614,581
150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,100.0,89.7,630,623
150110,LIMA METROPOLITANA,LIMA,COMAS,100.0,91.4,616,593
150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,100.0,91.8,607,590
150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,100.0,90.3,598,576
150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,100.0,96.0,635,593
150114,LIMA METROPOLITANA,LIMA,LA MOLINA,100.0,95.4,662,632
150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,100.0,94.4,605,583
150116,LIMA METROPOLITANA,LIMA,LINCE,100.0,95.4,631,593
150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,100.0,92.7,619,587
150118,LIMA METROPOLITANA,LIMA,LURIGANCHO,100.0,92.1,620,608
150119,LIMA METROPOLITANA,LIMA,LURIN,100.0,91.4,617,597
150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,100.0,93.4,637,600
150121,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,100.0,97.7,647,613
150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,96.8,96.3,660,616
150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,100.0,92.4,612,594
150124,LIMA METROPOLITANA,LIMA,PUCUSANA,100.0,92.4,580,541
150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,100.0,92.5,610,590
150126,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,100.0,91.4,619,593
150127,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,100.0,91.9,586,560
150128,LIMA METROPOLITANA,LIMA,RIMAC,100.0,92.2,618,598
150129,LIMA METROPOLITANA,LIMA,SAN BARTOLO,100.0,97.4,616,587
150130,LIMA METROPOLITANA,LIMA,SAN BORJA,100.0,97.2,641,605
150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,100.0,96.2,668,623
150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,100.0,93.2,614,590
150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,100.0,90.0,606,576
150134,LIMA METROPOLITANA,LIMA,SAN LUIS,100.0,95.2,614,594
150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,99.7,89.6,607,569
150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,100.0,93.1,643,602
150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,100.0,91.9,621,603
150138,LIMA METROPOLITANA,LIMA,SANTA MARIA DEL MAR,100.0,100.0,567,489
150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,92.3,85.5,599,574
150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,100.0,94.5,655,619
150141,LIMA METROPOLITANA,LIMA,SURQUILLO,100.0,90.9,628,601
150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,100.0,89.7,598,567
150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,100.0,91.3,595,566
150201,LIMA PROVINCIA,BARRANCA,BARRANCA,100.0,96.2,616,610
150202,LIMA PROVINCIA,BARRANCA,PARAMONGA,100.0,94.6,611,599
150203,LIMA PROVINCIA,BARRANCA,PATIVILCA,100.0,94.7,617,625
150204,LIMA PROVINCIA,BARRANCA,SUPE,100.0,91.9,596,596
150205,LIMA PROVINCIA,BARRANCA,SUPE PUERTO,100.0,89.5,602,593
150301,LIMA PROVINCIA,CAJATAMBO,CAJATAMBO,100.0,77.8,-,-
150302,LIMA PROVINCIA,CAJATAMBO,COPA,100.0,92.3,632,705
150303,LIMA PROVINCIA,CAJATAMBO,GORGOR,100.0,100.0,624,637
150304,LIMA PROVINCIA,CAJATAMBO,HUANCAPON,100.0,92.3,613,674
150305,LIMA PROVINCIA,CAJATAMBO,MANAS,100.0,100.0,629,755
150401,LIMA PROVINCIA,CANTA,CANTA,100.0,94.6,632,684
150402,LIMA PROVINCIA,CANTA,ARAHUAY,100.0,100.0,513,484
150403,LIMA PROVINCIA,CANTA,HUAMANTANGA,100.0,100.0,567,591
150405,LIMA PROVINCIA,CANTA,LACHAQUI,100.0,100.0,563,571
150407,LIMA PROVINCIA,CANTA,SANTA ROSA DE QUIVES,100.0,87.3,638,665
150501,LIMA PROVINCIA,CAÑETE,SAN VICENTE DE CAÑETE,100.0,92.0,600,584
150502,LIMA PROVINCIA,CAÑETE,ASIA,100.0,91.4,604,597
150503,LIMA PROVINCIA,CAÑETE,CALANGO,100.0,100.0,632,600
150504,LIMA PROVINCIA,CAÑETE,CERRO AZUL,100.0,92.4,594,584
150505,LIMA PROVINCIA,CAÑETE,CHILCA,100.0,94.0,602,583
150506,LIMA PROVINCIA,CAÑETE,COAYLLO,100.0,81.8,527,446
150507,LIMA PROVINCIA,CAÑETE,IMPERIAL,100.0,93.4,606,611
150508,LIMA PROVINCIA,CAÑETE,LUNAHUANA,100.0,100.0,617,636
150509,LIMA PROVINCIA,CAÑETE,MALA,100.0,90.2,598,580
150510,LIMA PROVINCIA,CAÑETE,NUEVO IMPERIAL,100.0,96.1,600,605
150511,LIMA PROVINCIA,CAÑETE,PACARAN,100.0,71.1,-,-
150512,LIMA PROVINCIA,CAÑETE,QUILMANA,100.0,93.8,571,556
150513,LIMA PROVINCIA,CAÑETE,SAN ANTONIO,100.0,97.6,570,543
150514,LIMA PROVINCIA,CAÑETE,SAN LUIS,100.0,91.2,573,560
150515,LIMA PROVINCIA,CAÑETE,SANTA CRUZ DE FLORES,100.0,89.5,555,571
150516,LIMA PROVINCIA,CAÑETE,ZUÑIGA,100.0,94.4,601,608
150601,LIMA PROVINCIA,HUARAL,HUARAL,100.0,93.9,609,598
150602,LIMA PROVINCIA,HUARAL,ATAVILLOS ALTO,100.0,85.7,589,564
150604,LIMA PROVINCIA,HUARAL,AUCALLAMA,100.0,96.9,588,576
150605,LIMA PROVINCIA,HUARAL,CHANCAY,100.0,96.3,608,607
150606,LIMA PROVINCIA,HUARAL,IHUARI,100.0,89.3,509,477
150608,LIMA PROVINCIA,HUARAL,PACARAOS,100.0,92.9,571,657
150609,LIMA PROVINCIA,HUARAL,SAN MIGUEL DE ACOS,100.0,100.0,535,505
150701,LIMA PROVINCIA,HUAROCHIRÍ,MATUCANA,100.0,95.2,619,585
150702,LIMA PROVINCIA,HUAROCHIRÍ,ANTIOQUIA,100.0,100.0,525,475
150703,LIMA PROVINCIA,HUAROCHIRÍ,CALLAHUANCA,100.0,100.0,557,571
150704,LIMA PROVINCIA,HUAROCHIRÍ,CARAMPOMA,100.0,100.0,546,545
150705,LIMA PROVINCIA,HUAROCHIRÍ,CHICLA,100.0,92.5,594,588
150708,LIMA PROVINCIA,HUAROCHIRÍ,HUANZA,100.0,100.0,508,457
150709,LIMA PROVINCIA,HUAROCHIRÍ,HUAROCHIRI,100.0,100.0,548,533
150710,LIMA PROVINCIA,HUAROCHIRÍ,LAHUAYTAMBO,100.0,100.0,567,521
150711,LIMA PROVINCIA,HUAROCHIRÍ,LANGA,100.0,90.9,517,485
150713,LIMA PROVINCIA,HUAROCHIRÍ,MARIATANA,100.0,92.9,533,556
150714,LIMA PROVINCIA,HUAROCHIRÍ,RICARDO PALMA,100.0,85.1,617,623
150715,LIMA PROVINCIA,HUAROCHIRÍ,SAN ANDRES DE TUPICOCHA,100.0,96.2,511,501
150716,LIMA PROVINCIA,HUAROCHIRÍ,SAN ANTONIO,100.0,88.1,605,579
150717,LIMA PROVINCIA,HUAROCHIRÍ,SAN BARTOLOME,100.0,100.0,498,467
150718,LIMA PROVINCIA,HUAROCHIRÍ,SAN DAMIAN,100.0,80.8,568,596
150720,LIMA PROVINCIA,HUAROCHIRÍ,SAN JUAN DE TANTARANCHE,100.0,91.7,470,440
150721,LIMA PROVINCIA,HUAROCHIRÍ,SAN LORENZO DE QUINTI,100.0,100.0,527,501
150722,LIMA PROVINCIA,HUAROCHIRÍ,SAN MATEO,100.0,97.9,586,609
150723,LIMA PROVINCIA,HUAROCHIRÍ,SAN MATEO DE OTAO,100.0,75.0,-,-
150724,LIMA PROVINCIA,HUAROCHIRÍ,SAN PEDRO DE CASTA,100.0,84.6,570,539
150727,LIMA PROVINCIA,HUAROCHIRÍ,SANTA CRUZ DE COCACHACRA,100.0,90.0,593,583
150728,LIMA PROVINCIA,HUAROCHIRÍ,SANTA EULALIA,100.0,88.3,608,580
150729,LIMA PROVINCIA,HUAROCHIRÍ,SANTIAGO DE ANCHUCAYA,100.0,100.0,599,511
150730,LIMA PROVINCIA,HUAROCHIRÍ,SANTIAGO DE TUNA,100.0,100.0,540,531
150731,LIMA PROVINCIA,HUAROCHIRÍ,SANTO DOMINGO DE LOS OLLEROS,100.0,86.5,552,547
150732,LIMA PROVINCIA,HUAROCHIRÍ,SURCO,100.0,62.5,-,-
150801,LIMA PROVINCIA,HUAURA,HUACHO,100.0,93.4,617,586
150802,LIMA PROVINCIA,HUAURA,AMBAR,100.0,100.0,531,493
150803,LIMA PROVINCIA,HUAURA,CALETA DE CARQUIN,100.0,95.3,605,582
150805,LIMA PROVINCIA,HUAURA,HUALMAY,100.0,93.4,604,579
150806,LIMA PROVINCIA,HUAURA,HUAURA,100.0,93.8,572,544
150807,LIMA PROVINCIA,HUAURA,LEONCIO PRADO,100.0,100.0,541,541
150808,LIMA PROVINCIA,HUAURA,PACCHO,100.0,93.3,493,510
150809,LIMA PROVINCIA,HUAURA,SANTA LEONOR,100.0,100.0,552,574
150810,LIMA PROVINCIA,HUAURA,SANTA MARIA,100.0,89.5,606,596
150811,LIMA PROVINCIA,HUAURA,SAYAN,100.0,93.0,579,557
150812,LIMA PROVINCIA,HUAURA,VEGUETA,100.0,93.9,587,565
150901,LIMA PROVINCIA,OYÓN,OYON,100.0,97.1,623,648
150904,LIMA PROVINCIA,OYÓN,COCHAMARCA,100.0,90.0,517,481
150905,LIMA PROVINCIA,OYÓN,NAVAN,100.0,90.9,572,612
150906,LIMA PROVINCIA,OYÓN,PACHANGARA,100.0,96.4,615,625
151001,LIMA PROVINCIA,YAUYOS,YAUYOS,100.0,93.3,670,729
151002,LIMA PROVINCIA,YAUYOS,ALIS,100.0,83.3,573,663
151003,LIMA PROVINCIA,YAUYOS,AYAUCA,100.0,100.0,631,681
151004,LIMA PROVINCIA,YAUYOS,AYAVIRI,100.0,100.0,646,609
151005,LIMA PROVINCIA,YAUYOS,AZANGARO,100.0,100.0,504,494
151006,LIMA PROVINCIA,YAUYOS,CACRA,100.0,100.0,606,663
151008,LIMA PROVINCIA,YAUYOS,CATAHUASI,100.0,100.0,586,581
151009,LIMA PROVINCIA,YAUYOS,CHOCOS,100.0,100.0,633,615
151011,LIMA PROVINCIA,YAUYOS,COLONIA,100.0,100.0,571,586
151012,LIMA PROVINCIA,YAUYOS,HONGOS,100.0,100.0,615,708
151014,LIMA PROVINCIA,YAUYOS,HUANCAYA,100.0,100.0,610,686
151015,LIMA PROVINCIA,YAUYOS,HUANGASCAR,100.0,100.0,559,624
151016,LIMA PROVINCIA,YAUYOS,HUANTAN,100.0,94.1,617,673
151018,LIMA PROVINCIA,YAUYOS,LARAOS,100.0,100.0,650,758
151019,LIMA PROVINCIA,YAUYOS,LINCHA,100.0,100.0,637,728
151020,LIMA PROVINCIA,YAUYOS,MADEAN,100.0,92.3,603,624
151023,LIMA PROVINCIA,YAUYOS,PUTINZA,100.0,100.0,573,607
151024,LIMA PROVINCIA,YAUYOS,QUINCHES,100.0,100.0,635,664
151025,LIMA PROVINCIA,YAUYOS,QUINOCAY,100.0,100.0,564,510
151028,LIMA PROVINCIA,YAUYOS,TANTA,100.0,87.5,546,520
151029,LIMA PROVINCIA,YAUYOS,TAURIPAMPA,100.0,90.0,636,715
151030,LIMA PROVINCIA,YAUYOS,TOMAS,100.0,100.0,641,719
151031,LIMA PROVINCIA,YAUYOS,TUPE,100.0,94.1,628,703
151032,LIMA PROVINCIA,YAUYOS,VIÑAC,100.0,96.8,581,656
151033,LIMA PROVINCIA,YAUYOS,VITIS,100.0,100.0,650,678
160101,LORETO,MAYNAS,IQUITOS,100.0,93.5,567,528
160102,LORETO,MAYNAS,ALTO NANAY,100.0,83.3,476,458
160103,LORETO,MAYNAS,FERNANDO LORES,97.1,87.2,510,488
160104,LORETO,MAYNAS,INDIANA,96.2,81.5,470,450
160105,LORETO,MAYNAS,LAS AMAZONAS,100.0,88.2,451,422
160106,LORETO,MAYNAS,MAZAN,100.0,86.0,486,481
160107,LORETO,MAYNAS,NAPO,100.0,90.8,429,390
160108,LORETO,MAYNAS,PUNCHANA,100.0,90.7,521,491
160110,LORETO,MAYNAS,TORRES CAUSANA,100.0,80.0,408,394
160112,LORETO,MAYNAS,BELEN,97.1,91.2,510,468
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,100.0,91.1,526,490
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,100.0,95.7,531,498
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,100.0,97.9,418,370
160205,LORETO,ALTO AMAZONAS,JEBEROS,100.0,97.4,455,428
160206,LORETO,ALTO AMAZONAS,LAGUNAS,100.0,91.6,482,451
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,100.0,84.9,461,438
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,100.0,88.4,470,432
160301,LORETO,LORETO,NAUTA,100.0,93.4,532,524
160302,LORETO,LORETO,PARINARI,100.0,94.3,452,437
160303,LORETO,LORETO,TIGRE,95.0,86.8,457,445
160304,LORETO,LORETO,TROMPETEROS,100.0,90.0,441,411
160305,LORETO,LORETO,URARINAS,63.6,64.4,-,-
160401,LORETO,MARISCAL RAMÓN CASTILLA,RAMON CASTILLA,100.0,88.9,485,459
160402,LORETO,MARISCAL RAMÓN CASTILLA,PEBAS,100.0,88.1,484,455
160403,LORETO,MARISCAL RAMÓN CASTILLA,YAVARI,100.0,85.5,496,468
160404,LORETO,MARISCAL RAMÓN CASTILLA,SAN PABLO,100.0,83.4,468,444
160501,LORETO,REQUENA,REQUENA,100.0,90.5,499,464
160502,LORETO,REQUENA,ALTO TAPICHE,100.0,90.2,448,454
160503,LORETO,REQUENA,CAPELO,100.0,83.3,459,417
160504,LORETO,REQUENA,EMILIO SAN MARTIN,93.8,89.8,465,436
160505,LORETO,REQUENA,MAQUIA,100.0,91.9,476,460
160506,LORETO,REQUENA,PUINAHUA,91.7,82.6,486,470
160507,LORETO,REQUENA,SAQUENA,100.0,88.8,470,441
160508,LORETO,REQUENA,SOPLIN,100.0,75.0,-,-
160509,LORETO,REQUENA,TAPICHE,100.0,90.6,432,455
160510,LORETO,REQUENA,JENARO HERRERA,100.0,89.6,519,591
160511,LORETO,REQUENA,YAQUERANA,100.0,90.8,456,414
160601,LORETO,UCAYALI,CONTAMANA,100.0,85.0,520,493
160602,LORETO,UCAYALI,INAHUAYA,100.0,90.5,591,637
160603,LORETO,UCAYALI,PADRE MARQUEZ,100.0,90.9,481,479
160604,LORETO,UCAYALI,PAMPA HERMOSA,100.0,90.2,491,477
160605,LORETO,UCAYALI,SARAYACU,100.0,85.7,499,493
160606,LORETO,UCAYALI,VARGAS GUERRA,100.0,91.6,498,462
160701,LORETO,DATEM DEL MARAÑÓN,BARRANCA,90.6,91.4,502,473
160702,LORETO,DATEM DEL MARAÑÓN,CAHUAPANAS,100.0,100.0,437,439
160703,LORETO,DATEM DEL MARAÑÓN,MANSERICHE,100.0,94.1,501,485
160704,LORETO,DATEM DEL MARAÑÓN,MORONA,93.3,83.1,468,459
160705,LORETO,DATEM DEL MARAÑÓN,PASTAZA,85.7,79.3,-,-
160706,LORETO,DATEM DEL MARAÑÓN,ANDOAS,91.7,83.2,431,423
160801,LORETO,PUTUMAYO,PUTUMAYO,100.0,93.9,495,461
160802,LORETO,PUTUMAYO,ROSA PANDURO,100.0,91.7,477,475
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,80.0,57.4,-,-
160804,LORETO,PUTUMAYO,YAGUAS,100.0,95.7,426,381
