Marca temporal,Edad. Ingresar el valor en años cumplidos. Ejemplo: 19,Carrera,Ciclo,Respecto al último ciclo académico ¿Cuál fue tu promedio ponderado? Usar como separador decimal el punto ( . ). Redondear su respuesta a un decimal. Ejemplo: 15.5,Respecto al último ciclo académico (2022-1)  ¿Cuantos cursos llevaste?,Respecto al último ciclo académico ¿Reprobaste algún curso?,Laptop,Celular,Tablet,Tableta grafica,PC,De la siguiente lista de dispositivos electrónicos ¿Cuál utiliza con fines académicos?,Apple,Huawei,HP,Acer,ZTE,Xiaomi,Asus,Lenovo,MSI,Motorola,Omen,Wacom,Dell,LG,XP-Pen,Razer-Blade,HTC,Samsung,Marcas que dispone,Memoria RAM,Aspecto,Tarjeta de video,Otro,Camara,Duracion de bateria,Marca,Tarjeta grafica,Procesador,Precio,¿Cuál fue el principal factor que considero al momento de adquirir este dispositivo?,"¿Cuántas horas usas por lo menos 1 dispositivo con fines académicos? (Al día, poner solo números enteros. Ejemplo: 5)","¿Cuánto invirtió, en soles, para adquirir sus dispositivos? Usar números enteros (Ejemplo: 3000)",Notion,Otros,No utilizo ninguna,Evernote,Good Notes,OneNote,Anki,Google Calendar,¿Cuál/cuales de las siguientes herramientas/aplicaciones utilizas?,¿Qué tan satisfecho te encuentras con tus dispositivos electrónicos?,¿Consideras que tus dispositivos electrónicos influyen en tu desempeño académico? ,¿Qué tan satisfecho estás con el internet de la universidad?
9/26/2022 22:25:31,18,Ingeniería Mecatrónica,2,"14,00",7,No,Sí,No,No,No,No,Laptop,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HP,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica",5,3500,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",3,5,4
9/27/2022 13:01:57,18,Ingeniería Industrial,3,"15,00",6,No,No,Sí,No,No,No,Celular,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Xiaomi,No,No,No,No,No,No,Sí,No,No,No,Marca,5,600,No,No,No,No,No,Sí,No,No,OneNote,5,5,5
9/27/2022 16:44:47,18,Bioingeniería,3,"14,70",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,"Lenovo, Xiaomi",Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Marca, Duración de la batería, Cámara",8,3800,No,Sí,No,No,No,Sí,No,Sí,"Google Calendar, OneNote, Miro",4,5,4
9/27/2022 17:37:13,21,Ingeniería Civil,8,"13,40",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,"Samsung, Apple, Motorola",Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Duración de la batería, Cámara",5,5000,Sí,No,No,Sí,Sí,Sí,No,Sí,"Notion, Google Calendar, OneNote, Good Notes, Evernote",5,5,5
9/27/2022 17:48:34,20,Ingeniería Civil,8,"14,60",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,"Apple, Lenovo",Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Marca, Duración de la batería, Cámara",6,18000,No,Sí,No,No,No,No,No,Sí,"Google Calendar, Canvas, canva, camscanner, etc",4,5,2
9/27/2022 17:50:56,20,Ingeniería Ambiental,8,"17,80",7,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Apple, Lenovo",Sí,No,Sí,No,No,No,No,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica",15,5000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,5
9/27/2022 17:51:14,20,Ingeniería Mecatrónica,7,"16,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Asus,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica, Duración de la batería",10,6000,No,No,No,No,No,No,Sí,Sí,"Google Calendar, Anki",4,5,4
9/27/2022 17:52:16,25,Ingeniería Mecatrónica,7,"15,90",5,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,"Lenovo, Huawei, Wacom",Sí,No,No,No,No,No,No,Sí,No,Sí,"Precio, Memoria RAM, Tarjeta gráfica",12,5000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,5,4
9/27/2022 17:53:26,21,Ingeniería Industrial,5,"15,10",5,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Lenovo,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería",8,6200,Sí,No,No,Sí,No,Sí,No,Sí,"Notion, Google Calendar, OneNote, Evernote",4,4,3
9/27/2022 17:55:53,17,Ingeniería Civil,2,"15,40",5,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,"Lenovo, Xiaomi, Wacom",Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica, Duración de la batería",5,6500,No,No,No,Sí,No,No,No,Sí,"Google Calendar, Evernote",5,4,3
9/27/2022 17:58:47,17,Ingeniería Civil,2,"11,85",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,"Apple, MSI",Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica",3,15000,No,Sí,No,No,No,No,No,Sí,"Google Calendar, Canvas ",5,4,4
9/27/2022 18:04:09,19,Bioingeniería,3,"15,40",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,"HP, Xiaomi",Sí,Sí,No,No,No,No,No,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG)",12,5000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,4,4,4
9/27/2022 18:05:51,20,Bioingeniería,3,"15,22",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,No,No,No,Sí,No,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Duración de la batería",12,3200,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,2
9/27/2022 18:07:24,18,Ingeniería Ambiental,3,"14,61",5,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Samsung,No,Sí,No,No,No,No,No,No,No,Sí,"Precio, Aspecto (Tamaño, peso, color, luces RBG)",8,2500,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,3,3
9/27/2022 18:09:16,18,Ciencias de la computación,2,"13,50",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,"Xiaomi, Dell",Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica",3,2800,No,No,No,No,No,Sí,No,No,OneNote,5,4,5
9/27/2022 18:12:53,22,Ingeniería Civil,3,"13,00",6,Sí,Sí,No,No,No,No,Laptop,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Asus,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,8,3000,No,No,No,No,Sí,No,No,No,Good Notes,4,3,4
9/27/2022 18:15:49,21,Ingeniería Química,7,"18,60",3,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,Sí,Sí,No,No,No,No,No,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG)",4,7000,No,No,No,No,Sí,No,No,No,Good Notes,5,5,3
9/27/2022 18:20:30,19,Ingeniería Mecatrónica,4,"15,50",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",4,5000,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",4,5,4
9/27/2022 18:20:32,18,Ingeniería Mecatrónica,4,"17,00",6,No,Sí,No,No,No,No,Laptop,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Asus,Sí,Sí,No,No,No,No,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador",2,3000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,3,3
9/27/2022 18:21:35,18,Ingeniería Industrial,3,"14,96",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,"HP, Huawei, LG, Motorola",Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,6,4000,No,No,No,Sí,Sí,Sí,No,Sí,"Google Calendar, OneNote, Good Notes, Evernote",4,5,5
9/27/2022 18:23:37,18,Ciencias de la computación,4,"11,00",5,Sí,Sí,No,No,No,No,Laptop,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Motorola,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica",2,5000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,2,2
9/27/2022 18:24:30,20,Ingeniería Mecánica,4,"11,96",4,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,ASUS,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica",1,5000,No,No,No,No,No,Sí,No,No,OneNote,5,3,2
9/27/2022 18:36:31,18,Ingeniería Mecatrónica,2,"12,50",8,Sí,Sí,Sí,Sí,No,Sí,"Laptop, Tablet, Celular, PC",No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo, Xiaomi, Asus, MSI, Motorola",Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería",4,7000,No,No,No,No,Sí,Sí,No,Sí,"Google Calendar, OneNote, Good Notes",5,4,4
9/27/2022 18:41:09,19,Bioingeniería,2,"15,30",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,"Huawei, MSI",Sí,No,No,No,No,No,No,Sí,Sí,No,"Memoria RAM, Procesador, Tarjeta gráfica",15,5000,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",5,5,5
9/27/2022 19:17:42,18,Ingeniería Civil,3,"14,90",6,Sí,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"Apple, Asus",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",6,4400,Sí,No,No,No,No,No,No,No,Notion,5,5,5
9/28/2022 9:23:06,20,Ingeniería Mecatrónica,3,"14,50",6,No,Sí,No,No,No,No,Laptop,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Asus, Acer",Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Duración de la batería",8,4000,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",5,5,3
