Código modular,Código de local,Nombre de IE,Nivel / Modalidad,Forma,Gestión / Dependencia,Dirección de IE,Departamento,Provincia,Distrito,Alumnos (2015),Docentes (2015),Secciones (2015)
1696202,779392,35021,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA HUANCAVELICA S/N,Huancavelica,Tayacaja,Huaribamba,1,1,1
1696210,779405,35022,Educación Especial,Escolarizado,Pública - Sector Educación,PLAZA PRINCIPAL DE PAZOS S/N,Huancavelica,Tayacaja,Pazos,6,1,5
1696228,779410,35018,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA CAPITAN AGUIRRE S/N,Huancavelica,Tayacaja,Acostambo,10,1,2
1698687,000156,PRITE DAVID,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON SANTA ANA 1259,Amazonas,Chachapoyas,Chachapoyas,10,1,4
1701952,509885,PANETS,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON JULIO C. TELLO 450,Junin,Huancayo,El Tambo,,,
1702067,784874,ALEGRIA EN EL CORAZON II,Educación Especial,No escolarizado,Pública - Sector Educación,GRUPO 15 SECTOR 1,Lima,Lima,Villa El Salvador,,,
1702406,234768,PRITE SAN RAMON,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON UCAYALI 134,Junin,Chanchamayo,San Ramon,,,
1702828,247520,PRITE JUAN PABLO II,Educación Especial,No escolarizado,Pública - Sector Educación,ZONA MARCAVALLE S/N,Junin,Yauli,Santa Rosa de Sacco,,,
1703099,071337,CEBE YANQUE,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA SAN ANTONIO 300,Arequipa,Caylloma,Yanque,,,
1703941,786585,PRITE NIÑO JESUS,Educación Especial,No escolarizado,Pública - Sector Educación,CALLE JEREMIAS PASBHI S/N,Cusco,Chumbivilcas,Santo Tomas,,,
1704683,748174,PRITE ANTA,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA LOS ANDES S/N,Cusco,Anta,Anta,,,
1704766,155365,PRITE SAN MIGUEL,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA MANUEL PRADO AV ERNESTO MONTAGNE 135,Cusco,Canchis,Sicuani,,,
