Marca temporal,¿Qué edad tienes hasta la fecha?,¿Género?,Selecciona tu carrera,¿En que ciclo te encuentras actualmente?,¿Cuántas relaciones amorosas tuviste hasta el 2022-2?,¿Actualmente tienes una relación amorosa?,¿Tu pareja y tú estudian o estudiaban en la misma universidad?,¿Consideras que tu vida amorosa afectaría tu rendimiento académico? (En caso de no estar en una relación responder si crees que podría afectarte),¿Tu vida amorosa ha tenido un impacto negativo en tu motivación y actitud hacia tus estudios? (En caso de no estar en una relación responder si crees que podría afectarte),¿Cuáles crees que serían los principales desafíos que enfrenta tu vida amorosa y como esto repercute en lo académico? (En caso de no estar en una relación responder que crees que podría afectarte),¿Cuáles son las principales formas en que te gustaría recibir apoyo de la universidad para manejar problemas de tu vida amorosa en relación con tus estudios? Selecciona todas las opciones que apliquen.,"En la escala de 0 al 10, donde 0 es ""Extremadamente mal"" y 10 es ""Extremadamente bien"", ¿Cómo crees que te va en tu vida amorosa?","En la escala de 0 al 10, donde 0 es ""Extremadamente mal"" y 10 es ""Extremadamente bien"", ¿Cómo crees que te va académicamente?","En una escala del 0 al 10, donde 0 es “Extremadamente mal” y 10 es “Extremadamente bien”, ¿Cómo definirías la relación entre tu vida amorosa y académica en este momento?","¿Administras tu tiempo entre tus estudios y tu relación?  (En caso de no estar en una relación, ¿Crees que podrías administrar tu tiempo)",¿Cuántas horas dedicas al estudio al día?,"¿Cuántas horas pasas tiempo con tu pareja al día?  (En caso de no estar en una relación ,¿cuanto tiempo le dedicarías?)","¿Has faltado alguna vez a clases por salir con tu pareja? (En caso de no estar en una relación, ¿crees que de estarlo lo harías?)",¿Consideras que es un problema para ti manejar una relación a la par de la universidad?  (En caso de no estar en una relación crees que sería un problema para ti),¿Las discusiones o conflictos con tu pareja afectan tu capacidad para concentrarte en tus estudios?  (En caso de no estar en una relación crees que te afectaría),¿Sueles desconcentrarte en el móvil o en algún otro dispositivo esperando o respondiendo un mensaje de tu pareja mientras estás en clase? (En caso de no estar en una relación consideras que te desconcentrarías),¿Una ruptura con tu pareja afecta cuando tienes que dar un examen?  (En caso de no estar en una relación crees que te afectaría),¿Cúal fue tu promedio en el último ciclo cursado en la universidad UTEC?,¿Cuáles son las principales formas en que tu relación amorosa ha afectado tu rendimiento académico?,¿Cuáles son las principales sugerencias que tendrías para la universidad para mejorar el apoyo que brinda a los estudiantes que enfrentan problemas en su vida amorosa y académica?
05/04/2023 07:50,24,Femenino,Bioingeniería,4,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de comunicación con la pareja, Distracción y desconcentración",Talleres o grupos de discusión sobre relaciones saludables,3,4,5,No,4.5,3.4,Sí,Sí considero,Sí afecta,Sí,Sí,15.5,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases",Talleres
05/04/2023 07:55,22,Masculino,Ingeniería Mecatrónica,5,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,4,No,2.3,4.1,Sí,Sí considero,Sí afecta,Sí,Sí,16.5,"Menor tiempo de preparación para las evaluaciones, Baja participación en trabajos grupales",talleres
05/04/2023 07:57,22,Femenino,Ingeniería de la Energía,8,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración",Talleres o grupos de discusión sobre relaciones saludables,3,3,5,No,3.35,4.1,Sí,Sí considero,Sí afecta,Sí,Sí,16,"Falta de concentración en clases, Inasistencia a clases",charlas
05/04/2023 08:00,21,Femenino,Ingeniería Química,5,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja",Talleres o grupos de discusión sobre relaciones saludables,3,3,3,No,2.3,2.5,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,"Disminución del promedio de notas o obtención de notas desaprobatorias, Desaprobando cursos",taller
05/04/2023 08:02,23,Masculino,Ciencia de la Computación,6,5,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de confianza o celos en la relación",Talleres o grupos de discusión sobre relaciones saludables,2,5,4,No,5.3,3.4,Sí,Sí considero,Sí afecta,Sí,Sí,17,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases",taller
05/04/2023 08:05,22,Masculino,Ciencia de la Computación,7,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,3,3,Sí,4.5,2.6,Sí,Sí considero,Sí afecta,Sí,Sí,10.5,"Baja participación en trabajos grupales, Disminución del promedio de notas o obtención de notas desaprobatorias",charla
05/04/2023 08:12,23,Masculino,Ingeniería Ambiental,6,5,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de confianza o celos en la relación","Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,3.5,2.3,Sí,Sí considero,Sí afecta,Sí,Sí,17.5,"Menor tiempo de preparación para las evaluaciones, Inasistencia a clases",taller
05/04/2023 10:02,22,Masculino,Ingeniería Ambiental,6,5,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,Talleres o grupos de discusión sobre relaciones saludables,3,3,3,Sí,3.5,1.3,Sí,Sí considero,Sí afecta,Sí,Sí,11,Falta de concentración en clases,taller
05/04/2023 10:10,23,Masculino,Ciencia de la Computación,6,6,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",2,4,3,Sí,4.1,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,11.5,Disminución del promedio de notas o obtención de notas desaprobatorias,taller
05/04/2023 10:13,23,Masculino,Ciencia de la Computación,5,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Consejería o terapia de pareja,3,3,3,No,3.5,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13,"Menor tiempo de preparación para las evaluaciones, Baja participación en trabajos grupales",taller
05/04/2023 10:19,22,Masculino,Bioingeniería,7,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación",Talleres o grupos de discusión sobre relaciones saludables,2,3,3,No,2.2,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,11.5,Inasistencia a clases,taller
05/04/2023 11:47,23,Masculino,Ciencia de la Computación,6,6,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,3,3,3,No,5.2,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,11.5,Baja participación en trabajos grupales,taller
05/04/2023 11:50,22,Masculino,Ciencia de la Computación,4,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.2,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,11.55,Inasistencia a clases,charlas
05/04/2023 11:58,23,Masculino,Ciencia de la Computación,6,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,1,5,2,No,3.5,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,14.5,Falta de concentración en clases,taller
05/04/2023 12:02,23,Masculino,Ciencia de la Computación,5,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.2,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,12.5,Baja participación en trabajos grupales,charla
05/04/2023 12:04,22,Masculino,Ciencia de la Computación,5,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,3,4,3,No,5.2,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Disminución del promedio de notas o obtención de notas desaprobatorias,talleres
05/04/2023 12:07,23,Masculino,Ciencia de la Computación,5,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Menor tiempo de preparación para las evaluaciones,charla
05/04/2023 12:10,23,Masculino,Ingeniería Mecatrónica,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,3,4,3,No,3,4.1,Sí,Sí considero,Sí afecta,Sí,Sí,13,Disminución del promedio de notas o obtención de notas desaprobatorias,taller
05/04/2023 12:12,22,Masculino,Ingeniería de la Energía,7,5,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,3,4,3,No,6,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.55,Baja participación en trabajos grupales,talleres
05/04/2023 12:14,23,Femenino,Ingeniería de la Energía,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,Consejería o terapia de pareja,3,4,3,No,3.4,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.55,Falta de concentración en clases,taller
05/04/2023 12:17,23,Masculino,Ingeniería Mecatrónica,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,2,3.3,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Falta de concentración en clases,taller
05/04/2023 12:23,23,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,3,4,3,No,1.2,3.3,Sí,Sí considero,Sí afecta,Sí,Sí,13.55,"Inasistencia a clases, No tengo una relación amorosa",taller
05/04/2023 12:25,22,Masculino,Ingeniería Mecatrónica,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,"Consejería o terapia de pareja, Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,Sí,1.2,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.55,Disminución del promedio de notas o obtención de notas desaprobatorias,taller
05/04/2023 12:26,23,Masculino,Ingeniería Mecatrónica,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,1.2,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,14,No tengo una relación amorosa,taller
05/04/2023 12:28,23,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Talleres o grupos de discusión sobre relaciones saludables,3,4,3,No,1.2,4.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Menor tiempo de preparación para las evaluaciones,talleres
05/04/2023 12:29,23,Masculino,Ingeniería de la Energía,7,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,3,4,3,No,1.2,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,14,Falta de concentración en clases,taller
05/04/2023 12:30,22,Masculino,Ingeniería Ambiental,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.2,2.3,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Falta de concentración en clases,taller
05/04/2023 12:32,23,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.35,2.3,Sí,Sí considero,Sí afecta,Sí,Sí,13.55,Falta de concentración en clases,g
05/04/2023 12:34,23,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.35,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Falta de concentración en clases,hy
05/04/2023 12:36,23,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.35,2.3,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Falta de concentración en clases,taller
05/04/2023 12:37,23,Masculino,Ingeniería Mecatrónica,7,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.25,2.5,Sí,Sí considero,Sí afecta,Sí,Sí,13.55,Falta de concentración en clases,hjf
05/04/2023 12:39,22,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.25,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.55,Falta de concentración en clases,fshh
05/04/2023 12:41,22,Masculino,Ingeniería Mecatrónica,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.3,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.56,Falta de concentración en clases,tuied
05/04/2023 12:42,22,Masculino,Ingeniería Mecatrónica,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.3,1.3,Sí,Sí considero,Sí afecta,Sí,Sí,13.77,Falta de concentración en clases,gjdtj
05/04/2023 12:44,22,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,6.3,3.3,Sí,Sí considero,Sí afecta,Sí,Sí,13.78,Falta de concentración en clases,fsery
05/04/2023 12:45,22,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,4.4,2.2,Sí,Sí considero,Sí afecta,Sí,Sí,13.88,"Falta de concentración en clases, Disminución del promedio de notas o obtención de notas desaprobatorias",tfi
05/04/2023 15:52,17,Masculino,Ingeniería Civil,2,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,9,8,5,Sí,2.35,1.3,No,Sí considero,Sí afecta,Sí,Sí,16.65,Inasistencia a clases,Orientaciones
05/04/2023 19:34,22,Masculino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,3.4,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.5,Falta de concentración en clases,taller
05/04/2023 19:39,22,Femenino,Ciencia de la Computación,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,1.3,2.3,Sí,Sí considero,Sí afecta,Sí,Sí,14.58,Falta de concentración en clases,taller
05/04/2023 19:40,22,Masculino,Ingeniería Mecatrónica,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,2.3,2.3,Sí,Sí considero,Sí afecta,Sí,Sí,14,Falta de concentración en clases,taller
05/04/2023 19:42,22,Masculino,Ingeniería Mecatrónica,6,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,1.2,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.58,Falta de concentración en clases,charla
05/04/2023 19:44,22,Femenino,Ciencia de la Computación,5,5,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,5.2,2.2,Sí,Sí considero,Sí afecta,Sí,Sí,13.59,Falta de concentración en clases,taller
05/04/2023 19:47,22,Masculino,Ingeniería Mecatrónica,5,5,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,Sí,5.3,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.59,Falta de concentración en clases,taller
05/04/2023 19:48,22,Masculino,Ciencia de Datos,5,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,Sí,3.34,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.57,Falta de concentración en clases,talleres
05/04/2023 19:49,22,Masculino,Ingeniería de la Energía,7,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,3,No,3.35,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,14,Falta de concentración en clases,taller
05/04/2023 19:50,20,Femenino,Ingeniería Química,4,3,Sí,Sí,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",8,6,7,No,4.5,1.1,Sí,No considero,Sí afecta,Sí,Sí,15.77,"Falta de concentración en clases, Inasistencia a clases, Baja participación en trabajos grupales",talleres de relaciones sanas
05/04/2023 20:02,18,Femenino,Ingeniería Civil,6,4,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Distracción y desconcentración","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",7,8,4,Sí,3.4,2.1,No,No considero,Sí afecta,Sí,No,13.56,"Menor tiempo de preparación para las evaluaciones, Baja participación en trabajos grupales",charlas sobre como llevar una relación y la universidad a la par
