Year,Make,Model,Kilometres,Body_Type,Engine,Transmission,Drivetrain,Exterior_Colour,Interior_Colour,Passengers,Doors,Fuel_Type,City,Highway,Price
2019,Mercedes-Benz,C-Class,110080,Coupe,3,Automatic,AWD,Black,Black,5,2,Gas,"12,9","8,8",43888
2017,Mercedes-Benz,E-Class,28912,Coupe,3,Automatic,AWD,Black,Black,4,2,Gas,"11,8","8,4",44888
2018,Mercedes-Benz,C300,64850,Convertible,4,Automatic,AWD,Polar White,Black,4,2,Gas,"10,8",8,45655
2019,Mercedes-Benz,C-Class,78475,Convertible,4,Automatic,AWD,Polar White,Brown,5,2,Gas,"11,61529412","8,414117647",45800
2018,Mercedes-Benz,C43,65900,Coupe,6,9 Speed Automatic,AWD,Dark Grey,Black,4,2,Gas,"11,8","8,8",45999
2019,Mercedes-Benz,C-Class,114369,Coupe,6,Automatic,AWD,Polar White,Black,5,2,Gas,"12,9","8,8",46800
2018,Mercedes-Benz,C300,58570,Convertible,4,9 Speed Automatic,AWD,Black,Black,4,2,Gas,"10,8",8,46888
2022,Mercedes-Benz,SL-Class,90,Coupe,8,Automatic,AWD,MANUFAKTUR Opalite White MAGNO,Black,4,2,Gas,"17,1","11,3",249945
2020,Mercedes-Benz,C300,41000,Coupe,4,Automatic,AWD,Polar White,Red,4,2,Gas,"10,9","7,7",47800
2017,Mercedes-Benz,C-Class,31480,Coupe,6,Automatic,AWD,designo Diamond White Metallic,Red,5,2,Gas,"11,61529412","8,414117647",47800
2018,Mercedes-Benz,C43,67999,Coupe,6,9 Speed Automatic,AWD,Black,Black,4,2,Gas,"11,8","8,8",47888
2018,Mercedes-Benz,C-Class,57307,Coupe,3,Automatic,AWD,White,Black,5,2,Gas,"11,8","8,8",47888
2017,Mercedes-Benz,E-Class,29365,Convertible,6,Automatic,RWD,Dolomite Brown Metallic,Tan,4,2,Gas,"11,5","8,1",47998
2018,Mercedes-Benz,E-Class,83000,Coupe,6,9 Speed Automatic,AWD,White,Brown,4,2,Gas,"11,9",9,48800
2018,Mercedes-Benz,C-Class,48298,Coupe,6,Automatic,AWD,Lunar Blue Metallic,Black,5,2,Gas,"11,8","8,8",48800
2018,Mercedes-Benz,C-Class,51848,Coupe,6,Automatic,AWD,designo Cardinal Red Metallic,Black,5,2,Gas,"11,8","8,8",48800
2018,Mercedes-Benz,C-Class,79787,Convertible,4,9 Speed Automatic,AWD,White,Red,4,2,Gas,"10,8",8,47999
2019,Mercedes-Benz,C-Class,62000,Convertible,4,9 Speed Automatic,AWD,Blue,Beige,4,2,Gas,"11,3","8,1",48888
2009,Mercedes-Benz,SL-Class,6893,Convertible,4,Automatic,RWD,Black,Dark Grey,3,2,Gas,"18,5","11,2",799800
2018,Mercedes-Benz,C-Class,118639,Convertible,4,9 Speed Automatic,AWD,Black,Black,4,2,Gas,"10,8",8,41987
2018,Mercedes-Benz,E-Class,74000,Coupe,6,9 Speed Automatic,AWD,Black,Black,4,2,Gas,"11,9",9,51800
2019,Mercedes-Benz,C-Class,72948,Coupe,6,Automatic,AWD,Black,Black,5,2,Gas,"12,9","8,8",51800
2018,Mercedes-Benz,E-Class,59349,Coupe,6,Automatic,AWD,designo Diamond White Metallic,Black,5,2,Gas,"11,9",9,51800
2019,Mercedes-Benz,C43,71551,Coupe,6,Automatic,AWD,Polar White,Black,4,2,Gas,"12,9","8,8",52988
2019,Mercedes-Benz,C-Class,89099,Convertible,6,Automatic,AWD,Black,Brown,5,2,Gas,"12,7","9,2",54800
2019,Mercedes-Benz,C-Class,39500,Coupe,6,Automatic,AWD,designo Hyacinth Red Metallic,Black,5,2,Gas,"12,9","8,8",54999
2020,Mercedes-Benz,C43,32673,Coupe,6,Automatic,AWD,Polar White,Black,4,2,Gas,"12,9","8,8",57488
2014,Mercedes-Benz,SL-Class,44890,Roadster,8,7 Speed Automatic,RWD,White,Black,3,2,Gas,"16,3","10,43",89898
2020,Mercedes-Benz,C-Class,19982,Convertible,4,Automatic,AWD,Black,Tan,5,2,Gas,"11,3","8,1",59800
2018,Mercedes-Benz,C43,60296,Convertible,6,9 Speed Automatic,AWD,White,Red,4,2,Gas,"12,3","9,4",59888
2020,Mercedes-Benz,C43,47984,Coupe,6,Automatic,AWD,Obsidian Black Metallic,Beige,4,2,Gas,"12,9","8,8",59988
2018,Mercedes-Benz,E-Class,42074,Convertible,6,Automatic,AWD,Black,Black,4,2,Gas,12,"9,2",60395
2020,Mercedes-Benz,S-Class,44255,Sedan,8,9 Speed Automatic,AWD,Selenite Grey Metallic,Black,5,2,Gas,"13,5","8,6",97617
2017,Mercedes-Benz,C-Class,79501,Coupe,8,Automatic,RWD,Selenite Grey Metallic,Black,5,2,Gas,"13,8","10,1",65800
2015,Mercedes-Benz,SL-Class,54900,Coupe,8,Automatic,RWD,Black,Red,2,2,Gas,"16,3","10,43",65910
2019,Mercedes-Benz,SLC,28924,Convertible,6,Automatic,RWD,Gray,Black,2,2,Gas,"11,8","8,2",65954
2020,Mercedes-Benz,GLC300,61119,SUV,4,9 Speed Automatic,AWD,Black,Black,5,2,Gas,"11,2","8,5",44995
2019,Mercedes-Benz,E-Class,61501,Coupe,6,Automatic,AWD,Black,Black,5,2,Gas,"12,33584906","8,8",68800
2020,Mercedes-Benz,SLC300,18156,Convertible,4,Automatic,RWD,Graphite Grey Metallic,Black,2,2,Gas,10,"7,3",68988
2020,Mercedes-Benz,E-Class,84962,Convertible,6,Automatic,AWD,Black,Brown,5,2,Gas,"12,7","10,1",69800
2019,Mercedes-Benz,E-Class,65857,Coupe,6,Automatic,AWD,Black,Black,5,2,Gas,"12,33584906","8,8",69800
2017,Mercedes-Benz,C-Class,61277,Convertible,8,Automatic,RWD,designo Diamond White Metallic,Black,5,2,Gas,"11,61529412","8,414117647",69800
2017,Mercedes-Benz,C63,58141,Coupe,4,Automatic,RWD,Gray,Black,5,2,Gas,"13,8","10,1",69990
2017,Mercedes-Benz,C-Class,37869,Convertible,8,Automatic,RWD,designo Diamond White Metallic,Black,5,2,Gas,"11,61529412","8,414117647",74800
2017,Mercedes-Benz,C-Class,41469,Convertible,8,Automatic,RWD,Obsidian Black Metallic,Red,5,2,Gas,"11,61529412","8,414117647",75800
2019,Mercedes-Benz,E-Class,50001,Coupe,6,Automatic,AWD,Polar White,Black,5,2,Gas,"12,33584906","8,8",75800
2017,Mercedes-Benz,C-Class,26738,Convertible,8,Automatic,RWD,Obsidian Black Metallic,Black,5,2,Gas,14,"10,1",76800
2017,Mercedes-Benz,C-Class,22835,Convertible,8,Automatic,RWD,Obsidian Black Metallic,Red,5,2,Gas,"13,8","10,7",77800
2019,Mercedes-Benz,E-Class,20519,Coupe,6,Automatic,AWD,Obsidian Black Metallic,Black,5,2,Gas,"12,33584906","8,8",77800
2019,Mercedes-Benz,E-Class,57000,Convertible,6,9 Speed Automatic,AWD,Black,Black,4,2,Gasoline Hybrid,"12,33584906","8,8",77888
2019,Mercedes-Benz,E-Class,53000,Convertible,6,9 Speed Automatic,AWD,Black,Black,4,2,Gasoline Hybrid,"12,33584906","8,8",78888
2019,Mercedes-Benz,E-Class,57000,Convertible,6,9 Speed Automatic,AWD,White,Red,4,2,Gasoline Hybrid,"12,33584906","8,8",78888
2021,Mercedes-Benz,C-Class,36260,Coupe,4,9 Speed Automatic,AWD,White,Red,4,2,Gas,"10,2","7,4",52950
2021,Mercedes-Benz,E-Class,26688,Coupe,6,Automatic,AWD,Black,Black,5,2,Gas,"12,33584906","8,8",104800
2021,Mercedes-Benz,C-Class,7152,Coupe,8,Automatic,RWD,designo Diamond White Metallic,Black,4,2,Gas,"13,7","9,1",109800
2017,Mercedes-Benz,AMG,33545,Coupe,8,Automatic,RWD,designo Diamond White Metallic,Black,5,2,Gas,"14,5","10,8",119800
2013,Mercedes-Benz,C-Class,98157,Sedan,6,7 Speed Automatic,AWD,Black,Black,5,2,Gas,"10,5","7,2",13890
2006,Mercedes-Benz,CLK-Class,166314,Convertible,6,Automatic,RWD,Silver,Black,5,2,Gas,"12,8","8,2",14488
2018,Mercedes-Benz,C43,65900,Coupe,6,9 Speed Automatic,AWD,Dark Grey,Black,4,2,Gas,"11,8","8,8",45999
2018,Mercedes-Benz,C-Class,51848,Coupe,6,Automatic,AWD,designo Cardinal Red Metallic,Black,5,2,Gas,"11,8","8,8",48800
2017,Mercedes-Benz,C-Class,79501,Coupe,8,Automatic,RWD,Selenite Grey Metallic,Black,5,2,Gas,"13,8","10,1",65800
2006,Mercedes-Benz,CLK-Class,166314,Convertible,6,Automatic,RWD,Silver,Black,5,2,Gas,"12,8","8,2",14488
2021,Mercedes-Benz,AMG,7600,SUV,6,9 Speed Automatic,AWD,Black,Red,5,2,Gas,"13,1","9,6",72995
2015,Mercedes-Benz,C300,58212,Sedan,4,7 Speed Automatic,AWD,Black,Black,5,2,Gas,"10,8962963","7,533333333",27999
2020,Mercedes-Benz,C300,74500,Convertible,4,Automatic,AWD,Cavansite Blue Metallic,Beige,5,2,Gas,"11,3","8,1",53500
2018,Mercedes-Benz,C-Class,49474,Coupe,4,Automatic,AWD,Black,Black,5,2,Gas,"10,5","7,8",38800
2017,Mercedes-Benz,E-Class,53933,Sedan,4,9 Speed Automatic,AWD,Iridium Silver Metallic,Black,5,2,Gas,"10,8","8,1",38990
2017,Mercedes-Benz,C43,115486,Coupe,6,Automatic,AWD,White,Brown,4,2,Gas,"12,36111111","8,938888889",39995
2018,Mercedes-Benz,C-Class,39574,Coupe,4,9 Speed Automatic,AWD,White,Black,4,2,Gas,"10,5","7,8",41888
2017,Mercedes-Benz,C-Class,94109,Coupe,6,Automatic,AWD,Gray,Red,4,2,Gas,"11,61529412","8,414117647",41994
2020,Mercedes-Benz,GLE350,69046,SUV,4,9 Speed Automatic,AWD,Selenite Grey Metallic,Grey,5,2,Gas,"12,1","8,8",63894
2017,Mercedes-Benz,C-Class,86092,Coupe,6,Automatic,AWD,Black,Brown,5,2,Gas,"11,61529412","8,414117647",43800
2018,Mercedes-Benz,C-Class,48298,Coupe,6,Automatic,AWD,Lunar Blue Metallic,Black,5,2,Gas,"11,8","8,8",48800
2018,Mercedes-Benz,C-Class,49474,Coupe,4,Automatic,AWD,Black,Black,5,2,Gas,"10,5","7,8",38800
2018,Mercedes-Benz,G-Class,66940,SUV,8,7 Speed Automatic,AWD,Black,Black,5,2,Gas,"18,2","16,5",132354
2014,Mercedes-Benz,SL-Class,100224,Convertible,8,Automatic,RWD,Black,Beige,2,2,Gas,"13,1","9,4",55910
2018,Mercedes-Benz,C43,75499,Convertible,6,9 Speed Automatic,AWD,White,Brown,4,2,Gas,"12,3","9,4",56888
2021,Mercedes-Benz,C-Class,9800,Coupe,4,9 Speed Automatic,AWD,Black,Black,4,2,Gas,"10,2","7,4",56999
2009,Mercedes-Benz,SL-Class,20914,Roadster,8,Automatic,RWD,Black,Dark Grey,3,2,Gas,"17,9","10,6",68888
2017,Mercedes-Benz,C-Class,43336,Convertible,8,Automatic,RWD,Obsidian Black Metallic,Red,5,2,Gas,14,"10,1",76800
2018,Mercedes-Benz,C-Class,45216,Coupe,8,Automatic,RWD,Selenite Grey Metallic,Black,5,2,Gas,"11,61529412","8,414117647",79800
2017,Mercedes-Benz,S-Class,65688,Convertible,8,Automatic,AWD,designo Diamond White Metallic,Black,5,2,Gas,"16,4","10,6",104800
2016,Mercedes-Benz,SL-Class,55739,Convertible,8,Automatic,RWD,designo Diamond White Metallic,Black,3,2,Gas,"14,7","9,5",109800
2017,Mercedes-Benz,AMG,24459,Coupe,8,Automatic,RWD,AMG Solarbeam,Black,2,2,Gas,"14,5","10,8",121910
2010,Mercedes-Benz,E350,186100,Coupe,6,Automatic,RWD,Grey,Black,5,2,Gas,"11,9","7,6",11888
2010,Mercedes-Benz,E-Class,247845,Coupe,6,Automatic,RWD,Black,Brown,4,2,Gas,"11,9","7,6",11888
2011,Mercedes-Benz,E-Class,132000,Convertible,6,7 Speed Automatic,RWD,Blue,Black,5,2,Gas,"12,3","7,9",19500
2016,Mercedes-Benz,Metris,180342,Minivan,4,7 Speed Automatic,RWD,Arctic White,Black,8,2,Gas,"11,5","10,2",30795
2018,Mercedes-Benz,C43,65900,Coupe,6,9 Speed Automatic,AWD,Dark Grey,Black,4,2,Gas,"11,8","8,8",45999
2017,Mercedes-Benz,S-Class,71000,Cabriolet,8,Automatic,AWD,Burgundy,Red,4,2,Gas,"16,4","10,6",92888
2015,Mercedes-Benz,SL-Class,38112,Roadster,8,7 Speed Automatic,RWD,Polar White,White,2,2,Gas,"16,3","10,43",99900
2000,Mercedes-Benz,SLK-Class,90000,Convertible,4,5 Speed Automatic,RWD,Black,Black,2,2,Gas,"10,6","7,1",19878
2018,Mercedes-Benz,C43,62884,Convertible,6,9 Speed Automatic,AWD,WHITE,Beige,4,2,Gas,"12,3","9,4",67888
2004,Mercedes-Benz,SLK,127655,Coupe,6,Automatic,RWD,Black,Black,2,2,Gas,"13,8","9,6",16888
2000,Mercedes-Benz,CLK-Class,42000,Coupe,8,Automatic,RWD,Black,Black,5,2,Gas,"12,8","8,8",17800
2017,Mercedes-Benz,C-Class,144000,Coupe,4,Automatic,AWD,White,Black,4,2,Gas,"10,4",8,28950
2001,Mercedes-Benz,CL-Class,42645,Coupe,8,Automatic,RWD,Desert Silver Metallic,Tan,4,2,Gas,"14,5","9,4",28950
2001,Mercedes-Benz,SL-Class,97999,Convertible,8,Automatic,RWD,Brilliant Silver,Light Grey,3,2,Gas,"14,6","9,5",29800
2002,Mercedes-Benz,CLK-Class,47509,Convertible,8,Automatic,RWD,Quartz Blue Metallic,Black,5,2,Gas,"14,6","9,7",29800
2005,Mercedes-Benz,SL-Class,100385,Convertible,8,5 Speed Automatic,RWD,Grey,Black,2,2,Gas,"17,3","10,9",35910
2001,Mercedes-Benz,SL-Class,94999,Convertible,8,Automatic,RWD,Glacier White,Light Grey,3,2,Gas,"14,6","9,5",36800
2021,Mercedes-Benz,A220,42709,Sedan,4,Automatic,AWD,Night Black,Black,5,2,Gas,"9,6","6,9",40430
1998,Mercedes-Benz,SL-Class,90006,Convertible,4,Automatic,RWD,Brilliant Silver Metallic,Black,3,2,Gas,"16,3","10,43",44800
2006,Mercedes-Benz,CLK-Class,166314,Convertible,6,Automatic,RWD,Silver,Black,5,2,Gas,"12,8","8,2",14488
2019,Mercedes-Benz,C-Class,64500,Coupe,4,9 Speed Automatic,AWD,Black,Black,4,2,Gas,"10,9","7,7",45777
2017,Mercedes-Benz,C-Class,41645,Convertible,4,Automatic,AWD,designo Diamond White Metallic,Red,4,2,Gas,"10,7","8,1",46800
1998,Mercedes-Benz,SL-Class,58213,Convertible,4,Automatic,RWD,Black,Black,3,2,Gas,"16,3","10,43",79800
2018,Mercedes-Benz,C-Class,65500,Convertible,8,7 Speed Automatic,RWD,White,Red,4,2,Gas,14,"10,4",81777
1997,Mercedes-Benz,SL-Class,40000,Convertible,4,Automatic,RWD,Polar White,Tan,3,2,Gas,"16,3","10,43",84800
2015,Mercedes-Benz,S-Class,46000,Coupe,8,Automatic,AWD,Emerald Green Metallic,Brown,4,2,Gas,"15,7","10,1",94000
2006,Mercedes-Benz,SL-Class,66240,Convertible,4,Automatic,RWD,designo Graphite Metallic,Black,3,2,Gas,"18,1","11,1",99800
2022,Mercedes-Benz,SL-Class,90,Coupe,8,Automatic,AWD,MANUFAKTUR Opalite White MAGNO,Black,4,2,Gas,"17,1","11,3",249945
2018,Mercedes-Benz,S63,39250,Convertible,8,Automatic,AWD,Cavansite Blue Metallic,Black,4,2,Gas,"15,8","9,8",169955
2019,Mercedes-Benz,S63,42500,Convertible,8,Automatic,AWD,Black,Black,4,2,Gas,"15,8","9,8",172995
2020,MINI,3,28041,Hatchback,4,7 Speed Automatic with auto-shift,FWD,British Racing Green IV,Black,4,2,Gas,"8,9","6,6",30480
2022,MINI,Cooper,29331,Hatchback,3,Automatic,FWD,British Racing Green IV Metallic,Black,4,2,Gas,"8,8","6,4",30999
2015,MINI,Cooper,140300,Coupe,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,1","5,9",15998
2019,MINI,3,45043,Hatchback,3,Automatic,FWD,White,Black,4,2,Gas,"8,5","6,2",20999
2013,MINI,Cooper,177925,Hatchback,4,6 Speed Automatic,FWD,Dark Green,Black,4,2,Gas,"6,8","5,3",9888
2019,MINI,3,58500,Hatchback,3,Automatic,FWD,Chili Red,Black,4,2,Gas,"8,5","6,2",22949
2010,MINI,Cooper,93318,Convertible,4,6 Speed Manual,FWD,Dark Silver,Black,4,2,Gas,"7,8","5,7",15480
2013,MINI,Cooper,148125,Convertible,4,5 Speed Automatic with auto-shift,FWD,Dark Grey,Black,4,2,Gas,"7,4","5,7",16888
2017,MINI,3,97457,Hatchback,3,6 Speed Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,5","6,2",17495
2018,MINI,3,65103,Hatchback,3,Automatic,FWD,Moonwalk Grey Semi-Metallic,Black,4,2,Gas,"8,5","6,2",18471
2018,MINI,Cooper,67723,Hatchback,4,Automatic,FWD,Red,Black,5,2,Gas,"10,2","7,3",21890
2019,MINI,John,50000,Convertible,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"10,8","7,7",37998
2019,MINI,Cooper,49959,Hatchback,3,Automatic,FWD,White,Black,4,2,Gas,"8,5","6,2",25590
2019,MINI,3,19731,Coupe,3,Automatic,FWD,Melting Silver Metallic,Black,4,2,Gas,"8,5","6,2",25887
2020,MINI,Cooper,12936,Hatchback,3,Automatic,FWD,Starlight Blue Metallic,Black,4,2,Gas,"8,3","6,4",25988
2020,MINI,3,21500,Hatchback,3,7 Speed Automatic with auto-shift,FWD,White,Black,4,2,Gas,"8,904545455","6,490909091",29480
2020,MINI,3,28041,Hatchback,4,7 Speed Automatic with auto-shift,FWD,British Racing Green IV,Black,4,2,Gas,"8,9","6,6",30480
2019,MINI,Cooper,30968,Hatchback,4,Automatic,FWD,MINI YOURS Lapisluxury Blue,Black,4,2,Gas,"10,2","7,4",30888
2022,MINI,Cooper,29331,Hatchback,3,Automatic,FWD,British Racing Green IV Metallic,Black,4,2,Gas,"8,8","6,4",30999
2018,MINI,Cooper,40560,Convertible,4,Automatic,FWD,Blazing Red II Semi-Metallic,Black,5,2,Gas,"8,5","6,3",31488
2021,MINI,Cooper,23513,Hatchback,4,Manual,FWD,Chili Red,Black,4,2,Gas,"10,2","7,1",31988
2022,MINI,3,22062,Hatchback,4,7 Speed Automatic with auto-shift,FWD,Midnight Black Metallic,Black,4,2,Gas,"10,5","7,3",35780
2022,MINI,5,8247,Hatchback,3,6 Speed Manual,FWD,British Racing Green IV Metallic,Black,5,2,Gas,"8,7","6,3",38480
2023,MINI,Cooper,7722,Hatchback,E,Automatic,FWD,White Silver Metallic,Black,4,2,Electric,"8,584848485","6,357575758",41388
2023,MINI,3,9950,Hatchback,E,10 Speed Automatic,FWD,British Racing Green IV Metallic,Black,4,2,Electric,"8,904545455","6,490909091",48000
2016,MINI,3,104157,Hatchback,4,6 Speed Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"10,2","7,1",19888
2021,MINI,John,11006,Hatchback,4,8 Speed Automatic,FWD,Racing Grey Metallic,Black,2,2,Gas,"9,9","7,8",63990
2019,MINI,3,44016,Hatchback,3,6 Speed Automatic,FWD,Red,Black,4,2,Gas,"8,5","6,2",24980
2019,MINI,Cooper,12326,Hatchback,3,Automatic,FWD,Maroon,Black,4,2,Gas,"8,5","6,2",28990
2020,MINI,3,14376,Hatchback,3,7 Speed Automatic with auto-shift,FWD,Grey,Black,4,2,Gas,"8,3","6,4",29480
2013,MINI,Cooper,122676,Coupe,4,6 Speed Automatic,FWD,British Racing Green,Black,5,2,Gas,"6,8","5,3",10888
2012,MINI,Cooper,126756,Hatchback,4,Automatic,FWD,Midnight Black,Black,4,2,Gas,"7,6","5,6",12500
2013,MINI,Cooper,82000,Coupe,4,Automatic,FWD,White,Black,4,2,Gas,"6,8","5,3",12999
2015,MINI,Cooper,140300,Coupe,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,1","5,9",15998
2016,MINI,Cooper,131228,Coupe,4,Automatic,FWD,White,Black,5,2,Gas,"8,4",6,16488
2019,MINI,Cooper,24688,Hatchback,4,Automatic,FWD,Thunder Grey Metallic,Black,4,2,Gas,"10,2","7,4",27988
2022,MINI,Cooper,10636,Hatchback,E,Automatic,FWD,Moonwalk Grey Semi-Metallic,Black,4,2,Electric,"8,584848485","6,357575758",37988
2011,MINI,Cooper,181000,Coupe,4,Automatic,FWD,Tan,Black,4,2,Gas,"6,8","5,3",7995
2015,MINI,Cooper,17127,Hatchback,4,Manual,AWD,Absolute Black Metallic,Black,4,2,Gas,"9,5","7,7",18988
2019,MINI,Cabriolet,38000,Cabriolet,3,Manual,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,4","6,3",29949
2006,MINI,Cooper,184520,Hatchback,4,6 Speed Manual,FWD,Red,Black,4,2,Gas,"9,5","6,7",6950
2015,MINI,Cooper,126202,Convertible,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,4","6,4",14256
2015,MINI,Cooper,67650,Coupe,4,Automatic,FWD,Blaze Red II Semi Metallic,Black,4,2,Gas,"8,1","5,9",14995
2015,MINI,Cooper,88725,Hatchback,3,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,1","5,9",15690
2017,MINI,Cooper,70000,Hatchback,3,6 Speed Automatic,FWD,Volcanic Orange,Black,4,2,Gas,"8,5","6,2",18495
2019,MINI,3,45043,Hatchback,3,Automatic,FWD,White,Black,4,2,Gas,"8,5","6,2",20999
2018,MINI,3,57000,Hatchback,3,Automatic,FWD,Moonwalk Grey Semi-Metallic,Black,4,2,Gas,"8,5","6,2",21900
2022,MINI,Cooper,8226,Convertible,3,Automatic,FWD,British Racing Green IV Metallic,Black,4,2,Gas,"8,7","6,3",36993
2020,MINI,3,39900,Hatchback,3,Automatic,FWD,White,Black,4,2,Gas,"8,3","6,4",25878
2019,MINI,3,82000,Hatchback,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"10,2","7,3",29878
2021,MINI,3,23260,Hatchback,3,5 Speed Manual,FWD,White,Black,4,2,Gas,"8,8","6,4",29748
2019,MINI,3,45043,Hatchback,3,Automatic,FWD,White,Black,4,2,Gas,"8,5","6,2",20999
2021,MINI,John,11006,Hatchback,4,8 Speed Automatic,FWD,Racing Grey Metallic,Black,2,2,Gas,"9,9","7,8",63990
2011,MINI,Cooper,167539,Hatchback,4,Automatic,FWD,Not Specified,Black,4,2,Gas,"7,7","5,6",8699
2020,MINI,3,28041,Hatchback,4,7 Speed Automatic with auto-shift,FWD,British Racing Green IV,Black,4,2,Gas,"8,9","6,6",30480
2019,MINI,Cooper,12326,Hatchback,3,Automatic,FWD,Maroon,Black,4,2,Gas,"8,5","6,2",28990
2015,MINI,Cooper,140300,Coupe,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,1","5,9",15998
2019,MINI,3,45043,Hatchback,3,Automatic,FWD,White,Black,4,2,Gas,"8,5","6,2",20999
2022,MINI,Cooper,29331,Hatchback,3,Automatic,FWD,British Racing Green IV Metallic,Black,4,2,Gas,"8,8","6,4",30999
2018,MINI,Convertible,63852,Convertible,4,6 Speed Automatic,FWD,Black,Black,4,2,Gas,"8,5","6,3",27999
2021,MINI,John,2072,Hatchback,4,8 Speed Automatic,FWD,Racing Grey Metallic,Black,2,2,Gas,"9,9","7,8",67990
2013,MINI,Cooper,119000,Coupe,4,Manual,FWD,White,Black,4,2,Gas,"6,8","5,3",11900
2010,MINI,Cooper,136761,Coupe,4,6 Speed Automatic with auto-shift,FWD,White,Black,4,2,Gas,"7,8","5,7",11950
2016,MINI,Cooper,45000,Hatchback,3,Automatic,FWD,White,Black,4,2,Gas,"8,1","5,9",18950
2022,MINI,3,22062,Hatchback,4,7 Speed Automatic with auto-shift,FWD,Midnight Black Metallic,Black,4,2,Gas,"10,5","7,3",35780
2023,MINI,Convertible,90,Convertible,4,Automatic,FWD,Chili Red,Black,4,2,Gas,"10,1","7,1",51450
2023,MINI,Convertible,90,Convertible,4,Automatic,FWD,Zesty Yellow,Black,4,2,Gas,"10,1","7,1",55544
2023,MINI,Convertible,90,Convertible,4,Automatic,FWD,Rooftop Grey Metallic,Black,4,2,Gas,"9,7","7,2",61876
2003,MINI,Cooper,168342,Hatchback,4,5 Speed Manual,FWD,Blue,Black,4,2,Gas,"8,3","5,9",5999
2012,MINI,Cooper,103510,Coupe,4,Automatic,FWD,Chili Red,Black,4,2,Gas,"6,8","5,3",10995
2015,MINI,Cooper,161039,Hatchback,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"8,584848485","6,357575758",18995
2019,MINI,Countryman,93701,Sedan,4,8 Speed Automatic,AWD,Light White,Black,5,2,Gas,"10,6","7,8",31500
2017,MINI,Cooper,34375,Convertible,4,Automatic,FWD,Grey,Black,4,2,Gas,"10,2","7,3",33490
2009,MINI,Cooper,142300,Coupe,4,Manual,FWD,Red,Tan,4,2,Gas,"7,1","5,3",5995
2019,MINI,John,50000,Convertible,4,Automatic,FWD,Midnight Black Metallic,Black,4,2,Gas,"10,8","7,7",37998
2012,MINI,John,74121,Hatchback,4,6 Speed Manual,FWD,Midnight Black Metallic,Black,2,2,Gas,"7,6","5,6",22995
2012,MINI,Cooper,98000,Coupe,4,6 Speed Automatic,FWD,Midnight Black,Brown,4,2,Gas,"7,4","5,7",6000
2012,Mitsubishi,Eclipse,103697,Coupe,4,Manual,FWD,White,Charcoal,5,2,Gas,"10,6","7,3",11500
2022,Mitsubishi,RVR,2406,SUV,4,CVT,4x4,Red Diamond,Black,5,2,Gas,"10,3","8,3",28848
2008,Mitsubishi,Eclipse,242311,Convertible,6,Automatic,FWD,Not Specified,Black,4,2,Gas,"12,6","7,9",7990
2012,Mitsubishi,Eclipse,103697,Coupe,4,Manual,FWD,White,Charcoal,5,2,Gas,"10,6","7,3",11500
2022,Mitsubishi,RVR,2406,SUV,4,CVT,4x4,Red Diamond,Black,5,2,Gas,"10,3","8,3",28848
2011,Scion,tC,218675,Coupe,4,6 Speed Automatic,FWD,Gray,Grey,4,2,Gas,"8,9","6,3",9480
2015,Scion,tC,171416,Coupe,4,6 Speed Automatic,FWD,Dark Blue,Grey,4,2,Gas,"10,2","7,6",12480
2015,Scion,tC,114823,Coupe,4,Manual,FWD,Grey,Black,5,2,Gas,"10,2","7,6",14995
2015,Scion,FR-S,131000,Coupe,4,Manual,RWD,Raven,Black,4,2,Gas,"9,6",7,16900
2013,Scion,FR-S,94000,Coupe,4,Manual,RWD,Ultramarine,Black,4,2,Gas,"8,3","5,8",17900
2016,Scion,tC,89853,Hatchback,4,Automatic,FWD,Blizzard Pearl,Black,4,2,Gas,"10,2","7,6",18345
2014,Scion,FR-S,38451,Coupe,4,6 Speed Manual,RWD,Argento,Black,4,2,Gas,"8,3","5,8",18888
2013,Scion,FR-S,32316,Coupe,4,6 Speed Manual,RWD,Firestorm,Black,4,2,Gas,"8,3","5,8",21500
2022,Subaru,BRZ,6779,Coupe,4,6 Speed Manual,RWD,Crystal White Pearl,Black,4,2,Gas,12,"8,8",38585
2019,Subaru,Ascent,58935,SUV,4,Automatic,AWD,Cinnamon Brown Pearl,Black,7,2,Gas,"11,6",9,38848
2022,Subaru,BRZ,17000,Coupe,4,6 Speed Manual,RWD,Ignition Red,Black,4,2,Gas,12,"8,8",39995
2016,Subaru,BRZ,160047,Coupe,4,Automatic,RWD,World Rally Blue Pearl,Black,4,2,Gas,"9,6",7,17999
2020,Subaru,Crosstrek,32699,SUV,4,Automatic,AWD,Cool Grey Khaki,Grey,5,2,Gas,"8,5",7,31831
