ID,Hora de inicio,Hora de finalización,Correo electrónico,Nombre,¿Qué carrera estudias?,Actualmente ¿En qué ciclo te encuentras?,"En tu ciclo pasado, ¿Cuál fue tu promedio ponderado?",¿Cuántos años tienes?,¿Cuál es tu estatura? Digite en metros.,¿Cuál es tu peso? Digite en Kg.,¿A qué sexo perteneces?,¿Cuántas horas al día duermes?,¿En que esta basado mayormente tu alimentación diaria?,¿Consumes bebidas alcohólicas?,¿Qué cantidad de agua consumes al día?,¿Cuánto tiempo de distracción tienes diariamente? Considere el tiempo en horas.,Column,¿Practicas algún deporte?,"Si tu respuesta fue sí, ¿Qué deporte practicas con más frecuencia?",Semanalmente. ¿Cuánto tiempo dedicas en practicar este deporte?,¿Cuál fue tu promedio ponderado en el ultimo año de colegio?,¿Con que frecuencia consumes las bebidas alcohólicas?
374,,,anonymous,,Ingeniería Electrónica,3,14,18,1.7,73,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,6,Poco estresado(a),No,,,,Poco (Una vez al mes)
375,,,anonymous,,Ingeniería Electrónica,1,,17,1.68,69,Masculino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,2,Estoy estresado(a),Si,Otros,Menos de una hora,17,
376,,,anonymous,,Ingeniería de la Energía,4,17,20,1.6,62,Femenino,6,frutas y verduras,No,2 Lt.,5,Poco estresado(a),Si,Karate,3 horas,,
377,,,anonymous,,Ingeniería Electrónica,4,15.63,19,1.55,56,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,4,Poco estresado(a),Si,Ciclismo,Menos de una hora,,Poco (Una vez al mes)
378,,,anonymous,,Ingeniería Electrónica,3,8,21,1.73,69,Masculino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,3,Estoy estresado(a),No,,,,
379,,,anonymous,,Ingeniería Electrónica,7,14.5,21,1.63,65,Femenino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,3,Estoy estresado(a),Si,Ciclismo,Menos de una hora,,Poco (Una vez al mes)
380,,,anonymous,,Ingeniería Electrónica,3,15,18,1.68,70,Masculino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,4,Estoy estresado(a),No,,,,
381,,,anonymous,,Ingeniería Civil,6,14,20,1.74,76,Masculino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,3,Estoy estresado(a),Si,Fútbol,Menos de una hora,,
382,,,anonymous,,Ingeniería de la Energía,3,17,20,1.75,70,Masculino,5,frutas y verduras,No,3 Lt.,4,Estoy estresado(a),Si,Natación,3 horas,,
383,,,anonymous,,Ingeniería Mecánica,5,15.5,19,1.57,56,Femenino,5,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1/2 Lt,1,Estoy estresado(a),No,,,,
384,,,anonymous,,Ingeniería de la Energía,4,14,17,1.67,72,Masculino,7,frutas y verduras,No,3 Lt.,4,Poco estresado(a),No,,,,
385,,,anonymous,,Ingeniería Mecánica,5,16.23,20,1.55,54,Femenino,7,frutas y verduras,Si,1/2 Lt,1,Poco estresado(a),Si,Voleibol,Menos de una hora,,Muy poco ( Una vez en 2 meses)
386,,,anonymous,,Ingeniería Química,4,17,21,1.67,65,Femenino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,2,Poco estresado(a),No,,,,
387,,,anonymous,,Ingeniería Mecánica,10,16,26,1.57,55,Femenino,4,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,3, Nada estresado(a),Si,Tenis,1 a 2 horas,,
388,,,anonymous,,Ingeniería Mecánica,8,16.7,22,1.69,59,Masculino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,3,Poco estresado(a),Si,Otros,1 a 2 horas,,
389,,,anonymous,,Ingeniería Química,7,16,23,1.68,65,Femenino,5,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",No,2 Lt.,3,Poco estresado(a),No,,,,
390,,,anonymous,,Ingeniería Mecánica,10,18.2,23,1.59,71,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,3 Lt.,3,Poco estresado(a),Si,Karate,Menos de una hora,,Muy poco ( Una vez en 2 meses)
391,,,anonymous,,Ingeniería Mecánica,4,13.8,18,1.64,57,Masculino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,2, Nada estresado(a),Si,Fútbol,3 horas,,
392,,,anonymous,,Ingeniería Química,5,16,21,1.67,64,Femenino,7,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",No,3 Lt.,4,Poco estresado(a),No,,,,
393,,,anonymous,,Ingeniería Mecánica,6,13,19,1.6,54,Femenino,6,"Golosinas(Galletas, dulces, gaseosas, snacks, etc.",No,3 Lt.,1,Estoy muy estresado(a),No,,,,
394,,,anonymous,,Ingeniería Mecánica,8,13.8,20,1.67,66,Masculino,8,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1/2 Lt,3,Estoy estresado(a),Si,Surf,3 horas,,Muy poco ( Una vez en 2 meses)
395,,,anonymous,,Ingeniería Mecánica,4,11,18,1.63,63,Masculino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,1,Poco estresado(a),Si,Fútbol,1 a 2 horas,,
396,,,anonymous,,Ingeniería Química,6,18,21,1.7,60,Masculino,7,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",No,2 Lt.,2,Poco estresado(a),No,,,,
397,,,anonymous,,Ingeniería Mecánica,10,16,26,1.81,69,Masculino,8,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,1 Lt.,5,Poco estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
398,,,anonymous,,Ingeniería Mecánica,8,12.2,20,1.54,60,Femenino,7,leche y otros productos lácteos,No,1 Lt.,2,Poco estresado(a),Si,Surf,Más de 3 horas,,
399,,,anonymous,,Ingeniería Química,7,16,20,1.65,65,Femenino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,2,Poco estresado(a),No,,,,
400,,,anonymous,,Ingeniería Mecánica,10,11.3,24,1.66,62,Prefiero no decirlo,4,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,3 Lt.,2,Estoy estresado(a),Si,Tenis,1 a 2 horas,,Poco (Una vez al mes)
401,,,anonymous,,Ingeniería Química,10,16.8,22,1,69,Masculino,5,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,1 Lt.,2,Estoy estresado(a),Si,Billar,Menos de una hora,,Reguladamente (Dos veces al mes)
402,,,anonymous,,Ingeniería Mecánica,5,15.4,20,1.55,54,Femenino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1/2 Lt,1,Estoy estresado(a),No,,,,
403,,,anonymous,,Ingeniería Química,8,12,24,1.72,74,Masculino,6,leche y otros productos lácteos,Si,4 Lt.,1,Estoy estresado(a),Si,Karate,1 a 2 horas,,Reguladamente (Dos veces al mes)
404,,,anonymous,,Ingeniería Química,2,16,18,1.67,64,Femenino,7,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",No,1 Lt.,1,Poco estresado(a),No,,,,
405,,,anonymous,,Ingeniería Mecánica,2,14,18,1,70,Masculino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1/2 Lt,3,Estoy estresado(a),Si,Fútbol,1 a 2 horas,,
