"Latitud","Longitud","Profundidad","Magnitud","Año","Mes","Día","Hora","Minuto","Segundo"
-5.5394,-81.2041,43,4.8,2018,"10","10","02","47","50"
-15.1205,-73.6197,92,5.1,2010,"07","11","08","36","26"
-13.8,-75.93,31,4.6,1993,"05","14","06","42","00"
-17.2224,-71.6916,27,4.9,2001,"05","21","12","40","07"
-12.65,-76.38,49,4.6,1991,"01","18","17","22","21"
-9.9371,-76.4386,100,4.6,2005,"12","08","05","11","48"
-15.0251,-71.9288,144,4.7,2012,"02","06","22","32","30"
-5.7996,-78.8152,24,4.5,1998,"06","20","07","34","32"
-11.8049,-77.2209,38,4.5,2008,"04","16","11","03","17"
-18.0879,-70.0685,126,4,2019,"12","02","02","51","04"
-11.0215,-74.6127,119,4.1,2021,"10","22","18","06","26"
-8.8917,-80.2677,50,4.5,1998,"01","09","17","03","23"
-8.62,-71.94,206,4.8,1991,"03","21","09","01","32"
-9.3,-75.87,137,4.6,1991,"12","10","12","02","47"
-10.05,-78.895,37,4.7,1964,"03","07","20","53","28"
-8.447,-79.863,43,5.1,1976,"03","21","09","18","40"
-9.844,-75.56,39,5.2,1966,"02","20","15","25","44"
-14.4031,-74.4036,96,5.2,2018,"04","24","02","44","32"
-15.568,-70.5152,226,4.9,2007,"04","08","12","24","30"
-14.7661,-76.1888,15,5.2,2021,"08","09","21","03","23"
-12.5068,-77.3472,34,4.9,2015,"02","28","04","42","54"
-16.4117,-71.6277,139,4.6,2011,"11","03","23","38","28"
-14.6779,-75.4314,45,3.8,2021,"12","15","17","25","29"
-8.8524,-74.8908,66,4.7,1998,"01","06","12","41","40"
-11.1174,-74.5393,121,4.6,2018,"02","21","03","19","58"
-17.0856,-72.9545,45,5.1,2001,"06","25","19","43","47"
-16.7815,-74.2932,10,4.5,2001,"09","10","17","54","15"
-7.68,-77.2,157,4.7,1984,"06","01","04","09","24"
-13.81,-75.82,35,5.8,1993,"10","07","16","35","43"
-9.6061,-75.4995,142,4.8,2011,"01","28","22","15","16"
-8.4426,-74.9008,153,4.8,2011,"06","02","20","51","56"
-12.0075,-77.2029,61,5,2012,"07","29","17","35","50"
-15.702,-75.025,51,6.1,1975,"08","03","11","59","27"
-2.849,-77.7073,52,4.6,1996,"01","09","23","45","05"
-11.2115,-76.0944,138,4.5,2013,"07","25","04","10","31"
-12.35,-74.84,91,4.6,1993,"01","14","10","58","32"
-11.7928,-75.5932,14,3.8,2021,"07","09","09","26","01"
-8.9151,-79.0407,42,4.5,2014,"05","16","23","03","22"
-8.7427,-71.5048,638,5.3,2010,"12","17","22","14","15"
-5.9688,-81.1633,31,4.7,2010,"10","10","04","07","51"
-16.7783,-72.7279,43,4.5,2010,"12","26","19","25","24"
-16.93,-72.36,86,4.5,1969,"09","15","04","11","35"
-12.6859,-76.1543,98,4.5,2013,"05","03","15","59","49"
-3.4586,-81.0633,29,4.6,2003,"10","02","06","11","53"
-5.86,-77.52,24,5.3,1991,"04","06","14","48","36"
-16.791,-72.694,80,4.9,1979,"05","02","17","15","26"
-8.0425,-74.5551,160,4.5,2018,"03","19","01","12","38"
-17.4217,-69.591,171,5,1999,"06","08","05","23","17"
-15.32,-72.84,153,4.5,1987,"07","27","23","19","05"
-15.9788,-71.9338,126,4.7,2013,"04","02","00","43","53"
-16.41,-70.14,97,4.9,1992,"02","03","19","11","51"
-7.8884,-74.0847,60,4.5,2012,"11","14","20","41","56"
-13.5937,-74.6435,123,4.6,1997,"09","27","11","26","13"
-5.8,-76.72,124,5.1,1989,"05","11","09","26","04"
-18.4063,-70.1132,144,5.2,2012,"02","14","02","15","38"
-16.93,-69.52,40,4.9,1994,"01","07","05","03","58"
-15.7159,-71.7564,11,4.6,2016,"02","24","18","01","49"
-16.7747,-73.7382,27,4.6,2001,"06","24","03","41","47"
-2.7542,-77.2858,263,4.5,2017,"10","21","04","00","45"
-15.3112,-71.7313,158,4.8,2017,"04","12","00","45","27"
-13.74,-74.19,36,4.6,1993,"06","16","22","27","34"
-16.038,-75.065,24,5.4,1979,"01","05","09","29","40"
-14.7736,-72.628,88,4,2013,"10","28","17","26","32"
-7.1,-80.5,33,4.9,1963,"12","06","18","14","32"
-10.9924,-74.8891,11,4.5,2018,"04","13","06","15","07"
-13.1711,-77.0976,31,4.8,2016,"07","28","04","38","35"
-14.8545,-75.5593,40,4.7,1997,"01","13","21","04","11"
-9.0082,-74.8176,161,4.9,2013,"12","15","15","17","39"
-9.974,-76.1394,139,4.5,1999,"02","19","17","14","51"
-16.503,-75.851,98,4.9,1996,"11","12","17","26","12"
-12,-77.04,25,4.9,1982,"12","03","00","08","06"
-10.1739,-78.933,46,4.6,2017,"06","16","19","16","58"
-8.9296,-74.3809,150,5.6,2007,"09","17","10","57","41"
-12.16,-77.6,43,4.7,1995,"12","27","00","06","42"
-14.9657,-72.0384,136,4.7,2002,"05","21","02","59","01"
-6.8616,-80.5458,51,4.6,1997,"02","18","03","55","06"
-14.4421,-76.3156,43,4.5,2011,"09","21","22","32","54"
-15.7975,-71.8472,12,4.9,2019,"05","21","13","37","37"
-11.6039,-73.0129,34,4.9,2001,"09","29","16","41","14"
-5.4293,-80.4143,47,4,2019,"04","18","04","36","11"
-11.7067,-76.9645,96,5.1,2012,"06","21","22","17","10"
-10.6824,-74.1806,144,4.8,2003,"07","11","13","59","23"
-14.6993,-75.2301,54,5,2000,"04","15","07","14","20"
-17.698,-72.626,33,4.5,2001,"07","07","10","39","14"
-10.78,-78.83,40,5.9,1995,"07","31","08","48","28"
-15.9007,-71.717,16,3.5,2020,"05","05","11","48","20"
-11.92,-76.6,27,4.9,1986,"12","20","06","46","35"
-17.7528,-71.8415,46,5.6,2001,"06","26","17","27","50"
-14.4628,-76.3914,16,4.7,2017,"07","13","05","12","52"
-7.8475,-74.5985,210,5,2014,"10","25","07","23","58"
-17.6202,-69.8171,26,4.5,2007,"08","10","15","20","31"
-7.7964,-76.2201,188,4.9,2015,"11","19","02","40","23"
-13.7203,-75.8171,73,4.6,2007,"09","07","09","58","48"
-15.8362,-72.8549,86,5,2007,"04","10","17","05","21"
-11.2797,-77.1782,84,4.5,1998,"01","03","17","10","00"
-14.6005,-76.5439,28,5,1997,"02","15","03","32","39"
-15.6529,-71.8151,7,3.3,2020,"01","26","22","22","39"
-12.2865,-77.5631,31,4.9,2003,"12","08","22","27","16"
-6.936,-80.438,30,6.5,1968,"07","30","20","38","43"
-13.003,-77.128,0,4.6,1974,"10","09","02","12","08"
-11.29,-77.7,66,4.9,1987,"06","17","03","15","04"
-14.13,-77.01,43,4.6,1994,"05","06","10","14","19"
-8.9117,-80.2321,29,4.6,2008,"04","04","15","22","02"
-4.1476,-81.6905,29,4.8,2005,"11","16","05","27","15"
-6.85,-74.55,145,4.6,1992,"06","08","04","29","29"
-15.83,-73.02,119,4.9,1969,"02","05","01","50","37"
-14.6676,-74.4834,151,4.5,2016,"03","11","04","49","09"
-14.5205,-76.102,22,4.8,2017,"05","08","01","59","05"
-9.0191,-78.8384,54,5.1,2002,"08","29","19","47","41"
-10.9548,-74.5833,13,4.7,1998,"05","26","20","05","31"
-15.6913,-73.6381,55,4.5,2010,"07","12","11","57","50"
-10.569,-75.0932,33,5,2013,"05","17","16","29","49"
-16.31,-72.3,110,4.9,1970,"07","24","23","10","07"
-17.4729,-70.0555,171,4.5,2017,"01","05","03","05","40"
-8.3544,-81.2138,25,4.6,2008,"09","23","01","49","49"
-14.977,-75.959,25,5,1969,"06","21","15","52","09"
-10.4337,-78.815,35,5.8,1996,"01","19","19","01","57"
-4.98,-81.4,46,4.8,1967,"08","18","19","05","09"
-7.8351,-81.577,51,4.5,2012,"08","28","07","39","58"
-4.6804,-78.1146,27,4.9,2018,"03","08","09","52","50"
-3.5408,-80.8539,51,4.8,2011,"09","14","17","06","05"
-13.381,-77.194,23,4.5,2007,"08","16","05","33","04"
-16.7788,-70.5415,16,5.4,2005,"10","02","03","15","42"
-16.034,-74.2203,24,5.3,2016,"06","05","04","07","04"
-10.216,-80.092,33,4.7,1996,"03","05","17","10","09"
-13.83,-76.08,40,4.5,1986,"12","29","04","47","21"
-8.8125,-74.9363,157,4.9,2000,"12","04","17","52","17"
-17.727,-71.311,55,6,1972,"02","15","21","18","20"
-4.3218,-77.6792,60,4.5,2005,"12","18","20","08","23"
-16.9109,-70.4596,26,5.3,2005,"08","03","01","23","15"
-13.5958,-76.2096,34,4.5,2017,"11","26","22","19","02"
-9.8848,-78.7531,45,4.9,2013,"10","10","02","15","41"
-14.4588,-76.2316,23,4.9,2011,"10","29","01","36","28"
-5.4541,-77.2688,56,4.5,2011,"10","17","15","40","05"
-13.4867,-74.9395,109,4.3,2021,"01","29","04","58","02"
-13.56,-76.0066,60,4.5,1996,"07","11","10","26","41"
-17.456,-69.239,169,4.2,2008,"12","24","03","54","23"
-4.114,-76.72,113,5.3,1970,"08","27","08","22","52"
-17.997,-69.288,154,4.2,2006,"01","06","10","01","50"
-18.5179,-69.8417,96,4.2,2020,"09","21","20","18","48"
-10.3558,-79.1049,9,4.6,2000,"10","24","10","10","01"
-16.4056,-71.6806,22,3.6,2021,"05","08","03","28","14"
-16.4888,-70.1618,208,4,2017,"06","16","13","27","42"
-13.69,-77.05,35,5.2,1986,"11","14","03","47","17"
-15.5763,-75.2538,36,4.9,2007,"06","28","09","04","16"
-16.7229,-72.3627,31,3.8,2020,"04","24","21","51","41"
-15.0296,-74.7144,39,4.8,1998,"04","06","22","34","08"
-7.083,-74.3281,151,4.5,2000,"08","17","23","53","38"
-12.565,-76.8807,51,4,2019,"12","25","22","53","32"
-18.1159,-70.7489,34,5,2020,"03","02","23","07","51"
-8.7783,-79.333,19,4.5,2007,"06","02","00","59","03"
-13.29,-76.55,45,4.7,1987,"03","06","23","52","42"
-9.4035,-79.222,47,4.8,2013,"08","16","20","52","59"
-12.9,-76.7,50,5.1,1986,"10","04","21","25","05"
-13.162,-74.464,46,5.3,1981,"02","16","13","59","33"
-9.6602,-79.1603,33,4.7,2018,"04","09","00","29","31"
-18.427,-71.292,26,4.9,1965,"11","30","09","44","40"
-17.5257,-69.8576,13,3.7,2021,"12","12","10","51","38"
-13.6714,-76.773,22,4.6,2007,"11","08","09","18","59"
-8.5008,-79.4603,56,4.5,2001,"07","09","21","01","03"
-15.036,-70.951,198,4.6,1984,"09","22","00","21","50"
-5.1763,-76.8773,112,4.6,2013,"09","14","02","20","17"
-17.5304,-72.3274,29,4.9,2001,"07","01","10","13","04"
-5.1502,-78.8796,45,4.5,2011,"08","29","05","23","17"
-3.5411,-80.125,121,4.5,2007,"05","27","06","11","01"
-7.26,-80.61,32,4.7,1990,"08","30","06","45","06"
-9.9445,-78.8183,75,4.6,2011,"03","21","06","11","50"
-4.9436,-80.7562,32,3.8,2021,"07","31","09","07","38"
-17.34,-70.66,122,4.9,1983,"04","10","11","29","52"
-9.788,-78.1315,73,4.5,2015,"02","05","08","03","39"
-8.71,-79.7806,17,4.6,1998,"12","12","13","08","31"
-8.72,-80.39,22,4.9,1995,"06","20","08","04","36"
-15.0551,-75.7118,44,4.5,2014,"10","20","09","02","43"
-8.0014,-80.3742,45,4.5,2013,"08","14","07","07","54"
-8.85,-73.94,76,5.1,1995,"05","18","23","48","38"
-11.931,-75.122,42,4.9,1969,"07","24","08","00","45"
-7.33,-75,156,5.7,1989,"01","18","17","32","19"
-4.096,-80.921,43,5,1968,"10","18","19","59","21"
-16.177,-76.928,15,4.9,1996,"11","12","20","09","29"
-9.3488,-79.3025,30,5.8,2017,"01","28","06","42","28"
-15.6807,-71.8369,13,3.6,2021,"11","22","14","29","59"
-9.276,-79.184,59,5.6,1976,"10","18","18","36","38"
-11.777,-79.247,44,4.9,1966,"10","19","06","05","57"
-10.5455,-75.1705,35,4.9,2013,"10","15","07","11","01"
-5.0333,-80.9014,49,4.6,2004,"10","10","03","01","38"
-17.02,-73.81,42,4.6,1992,"04","15","08","58","13"
-4.1088,-81.8567,6,4.5,2011,"06","01","14","16","52"
-13.41,-75.81,69,4.5,1989,"12","29","16","22","28"
-14.97,-75.97,9,4.7,1995,"06","05","12","27","29"
-11.033,-75.2602,16,4,2020,"01","07","02","05","37"
-9.8631,-79.9997,44,5.3,1996,"02","21","14","47","22"
-8.5531,-80.5018,31,4.5,2005,"08","15","00","01","54"
-11.98,-76.64,56,4.5,1991,"10","15","22","19","56"
-3.5072,-80.0702,85,4.6,2014,"03","06","18","57","39"
-14.9466,-74.6623,67,4.5,2007,"11","21","15","11","42"
-16.2619,-74.078,34,4.5,2012,"03","16","13","43","13"
-8.8167,-80.0986,21,4.7,2017,"06","05","18","28","23"
-7.91,-81.21,21,4.7,1993,"01","18","09","02","02"
-14.7622,-76.0255,42,4.8,2013,"10","16","18","58","37"
-14.6819,-76.0694,39,4.8,2011,"10","29","02","45","18"
-11.38,-78.46,27,4.9,1985,"01","25","00","53","13"
-3.4813,-77.6433,78,4.8,2012,"09","15","09","44","57"
-6.1709,-81.8197,25,4.6,2015,"03","28","20","13","40"
-14.1089,-75.8629,60,4.5,1997,"01","26","08","43","19"
-14.8812,-74.4696,106,4.6,2013,"12","27","08","04","24"
-4.0792,-80.9618,34,5.8,2014,"08","03","21","02","42"
-17.581,-76.611,33,4.7,1986,"06","29","02","38","18"
-16.235,-72.9976,73,4.6,2014,"09","24","03","31","29"
-12.41,-77.13,23,4.8,1992,"02","14","01","49","34"
-12.0842,-77.4113,53,4.8,2005,"07","25","06","51","15"
-15.667,-71.9237,12,3.9,2021,"10","10","00","39","43"
-17.4799,-69.6668,165,5.6,2015,"11","08","08","13","38"
-17.066,-73.676,33,4.5,2001,"06","23","21","53","29"
-8.358,-74.368,179,5,1973,"11","05","05","41","35"
-5.847,-78.5649,18,4.5,1997,"01","10","08","18","41"
-7.594,-74.6536,179,5.2,1996,"11","22","15","38","32"
-8.6563,-74.4934,136,4,2019,"02","14","10","25","07"
-9.4343,-78.6131,55,4.5,2003,"06","13","09","11","57"
-8.6923,-79.981,38,4.9,2017,"06","05","22","17","26"
-17.3254,-70.875,21,4.5,2017,"01","30","12","02","18"
-8.4589,-76.1817,137,4.3,2019,"08","23","03","55","37"
-16.5643,-72.7986,76,4.6,2017,"03","12","21","19","02"
-4.87,-78.031,47,5.2,1978,"03","14","17","20","46"
-8.7086,-79.2605,43,4.6,2013,"06","18","15","57","53"
-15.1491,-72.6668,122,5.3,2008,"10","15","00","17","53"
-15.0427,-76.1538,30,4.6,1996,"11","17","03","22","32"
-15.7849,-70.8126,211,4.5,2016,"11","22","09","54","24"
-3.3896,-80.8986,49,4.5,2005,"01","15","13","38","50"
-13.5475,-75.1043,121,4.5,2006,"04","03","21","15","22"
-3.6293,-77.7642,33,4.5,2014,"09","11","05","22","48"
-15.6848,-72.0093,9,3.3,2020,"03","17","19","55","47"
-11,-77.33,12,4.6,1993,"10","14","10","14","27"
-14.6657,-76.1882,46,4.6,2011,"10","30","07","11","13"
-13.779,-75.8522,61,4.6,2007,"04","12","20","34","52"
-11.776,-75.15,30,5.3,1969,"10","06","00","38","01"
-11.3863,-75.2365,177,4.5,2012,"09","01","05","13","27"
-6.3304,-76.1322,15,4.7,2004,"12","13","20","16","21"
-9.9072,-76.3849,13,4.9,2015,"12","13","19","11","07"
-13.5156,-76.2579,48,4.3,2020,"09","29","07","22","37"
-14.8462,-72.1725,132,4.6,2006,"05","25","02","48","27"
-16.7645,-70.2248,195,4.6,2013,"02","18","22","27","51"
-15.8042,-71.7178,10,3.9,2021,"04","19","22","47","01"
-7.4159,-75.8224,38,4.6,2013,"01","12","14","24","29"
-15.3931,-75.7609,39,4.5,1998,"09","28","01","15","29"
-12.37,-77.48,10,4.5,1991,"02","02","13","30","32"
-17.68,-69.64,141,4.7,1966,"04","12","01","31","07"
-14.64,-75.4,63,4.9,1987,"04","30","01","49","44"
-6.75,-76.16,128,4.7,1994,"11","16","21","12","49"
-12.23,-73.37,11,4.6,1995,"05","06","10","46","28"
-5.4854,-76.3876,79,4.6,2016,"01","09","05","10","58"
-14.41,-76.07,36,4.7,1991,"08","13","09","07","09"
-12.8126,-76.8488,54,3.7,2020,"04","02","10","05","22"
-11.7065,-76.9194,97,4.5,2017,"04","09","13","39","47"
-16.88,-70.81,42,5,1990,"05","03","08","05","17"
-15.2451,-72.9979,85,4.6,1996,"03","05","21","53","26"
-16.5927,-73.7359,10,4.5,2013,"04","09","04","40","45"
-11.322,-73.3829,30,4.2,2019,"06","19","02","07","22"
-5.7602,-76.9784,135,4.7,2015,"04","17","04","27","30"
-16.5776,-71.0566,128,4.6,2015,"11","20","05","29","45"
-13.2106,-75.211,102,4.6,2018,"08","08","07","28","31"
-16.5005,-70.987,134,4.8,2020,"10","12","21","02","57"
-15.7476,-75.2126,22,4.9,2015,"12","16","05","34","25"
-9.54,-79.74,29,5.2,1986,"12","13","15","51","27"
-16.8442,-70.5433,14,4.5,2016,"06","02","23","58","26"
-13.5122,-77.0071,46,5.1,2007,"08","17","15","31","21"
-7.7585,-80.8421,35,4.8,2005,"12","21","08","43","51"
-6.2471,-79.9372,76,5,2000,"06","10","14","09","17"
-10.86,-75.02,7,4.6,1986,"03","02","10","46","31"
-15.7956,-72.0888,120,4.5,2013,"09","18","03","56","36"
-7.929,-75.8452,9,4.5,1997,"10","14","03","52","43"
-11.1248,-77.2045,126,4.5,2003,"02","14","10","40","54"
-9.1177,-79.2042,23,4.5,2013,"05","23","23","46","54"
-7.1673,-80.9363,32,4.5,2014,"05","09","05","38","12"
-11.91,-74.23,12,4.9,1985,"05","25","01","47","04"
-5.8189,-76.8795,154,4.5,1997,"10","11","10","21","58"
-6.608,-75.709,33,4.6,1990,"03","16","04","51","29"
-17.1587,-73.1067,23,5.7,2007,"03","26","02","46","58"
-15.0497,-76.1056,32,4.8,2010,"09","30","02","08","18"
-4.9799,-80.7668,33,4,2021,"08","01","06","42","00"
-5.4918,-76.4674,122,5.3,2001,"03","15","08","10","50"
-9.617,-80.023,17,4.6,1968,"01","01","01","03","16"
-2.835,-77.811,33,4.5,1995,"10","04","06","18","57"
-5.2655,-77.377,37,4.9,2005,"12","23","09","17","11"
-17.7329,-72.7067,36,4.5,2017,"04","15","23","24","06"
-10.756,-77.584,2,5.1,1970,"01","24","12","53","40"
-17.1324,-71.0446,108,4,2020,"02","11","05","20","19"
-18.2831,-69.7948,123,4.4,2021,"01","30","08","22","05"
-8.9423,-78.6509,83,4,2021,"11","23","20","05","17"
-5.8366,-77.1729,127,4.7,2001,"03","29","20","22","09"
-15.6835,-71.8537,10,3.7,2020,"06","12","17","10","46"
-5.1087,-76.8848,115,4.5,2016,"10","27","15","36","31"
-10.49,-79.46,33,4.6,1991,"12","05","09","57","58"
-14.4501,-72.8265,46,6,2001,"08","09","02","07","00"
-15.8878,-75.2439,22,4.5,2017,"03","19","08","17","40"
-16.0131,-74.4348,47,4.5,2001,"11","21","07","16","45"
-6.721,-76.7487,132,4.6,2016,"07","18","08","51","24"
-9.9413,-76.4893,175,4.5,2012,"04","07","04","59","26"
-8.7122,-79.675,27,4.5,2005,"04","11","22","37","53"
-14.8243,-75.9662,46,5.2,2013,"06","30","02","32","55"
-11.85,-77.88,31,5,1986,"02","14","01","27","06"
-17.4163,-72.2789,17,4.7,2016,"05","24","03","27","02"
-9.0893,-78.9367,73,5.1,2013,"07","23","09","48","50"
-13.4367,-77.3753,44,4.9,2007,"08","17","01","15","05"
-8.338,-74.043,160,5.1,1966,"01","13","14","17","10"
-14.41,-72.04,42,4.6,1994,"06","26","09","27","13"
-8.045,-74.45,163,4.5,2002,"11","09","03","07","44"
-14.29,-76.38,19,4.6,1989,"02","19","16","45","45"
-16.9915,-73.2619,21,4.7,2001,"07","28","14","16","57"
-14.7697,-73.6067,110,4.6,2013,"06","06","11","21","24"
-15.1064,-73.1704,113,4.5,2017,"11","17","21","10","52"
-15.26,-72.19,81,5.4,1984,"09","03","17","14","40"
-17.4117,-73.4945,20,5.7,2001,"07","01","11","06","29"
-7.9509,-74.4443,136,4.5,2015,"08","23","14","27","34"
-12.956,-77.241,15,4.6,1974,"10","11","17","47","56"
-15.9463,-73.2619,55,4.9,2011,"11","29","23","15","13"
-7.7774,-81.1076,26,4.5,2012,"11","08","01","25","16"
-15.4041,-70.5902,213,5.1,2019,"11","13","00","09","17"
-4.3885,-80.5954,38,4.5,2001,"10","24","07","52","01"
-15.5877,-73.3283,104,4.5,2015,"06","10","09","32","40"
-17.32,-72.37,33,5.6,1988,"04","13","00","37","22"
-3.7751,-81.0227,50,4.5,2005,"12","06","16","21","59"
-14.594,-71.616,124,5.5,1979,"12","19","06","40","25"
-16.3594,-75.0975,18,4.9,2001,"06","25","01","44","40"
-12.0958,-77.5006,46,4.6,2016,"09","26","17","17","52"
-15.828,-71.8493,10,5.4,2015,"08","28","04","11","49"
-15.5152,-74.4597,14,4.6,2000,"05","06","01","47","46"
-18.638,-70.693,41,5.3,1969,"01","06","20","18","29"
-15.6525,-71.8977,9,3.8,2021,"10","08","17","05","27"
-9.3192,-79.136,28,4.6,2014,"07","26","00","33","48"
-13.29,-75.17,119,4.5,1986,"02","18","02","51","49"
-5.9058,-78.8416,18,4.8,2005,"10","31","11","47","55"
-13.5973,-76.8544,41,4.7,2007,"09","17","08","43","31"
-8.2423,-75.5935,162,4.9,2013,"11","02","13","33","30"
-7.7323,-74.4391,154,4.8,1999,"03","26","09","28","58"
-14.37,-74.88,103,4.7,1989,"11","15","17","14","57"
-5.5946,-76.9734,43,4.5,1998,"01","19","02","07","41"
-10.9089,-78.1203,65,4.6,1998,"10","10","13","36","02"
-15.6605,-71.8184,8,3.5,2020,"02","11","12","01","56"
-17.4006,-69.9617,154,4.9,2018,"10","07","01","04","53"
-14.481,-76.2908,38,4.5,2011,"09","21","22","28","47"
-7.0408,-75.8603,20,4,2019,"11","28","08","08","01"
-5.308,-80.909,33,4.7,1987,"03","08","22","41","56"
-7.1573,-76.6896,144,5.3,2016,"01","03","18","45","53"
-9.3054,-79.23,58,4.6,1996,"05","25","04","05","42"
-16.2318,-73.3171,53,4.5,2015,"12","10","23","01","40"
-3.718,-80.412,33,4.5,1978,"07","28","10","32","34"
-16.852,-72.226,67,4.8,1981,"06","08","11","44","44"
-16.959,-70.96,99,5.4,1972,"09","06","22","49","03"
-13.3735,-72.3595,49,4.5,2015,"12","24","03","26","42"
-4.6062,-76.0392,206,4.5,2011,"12","15","11","04","47"
-15.6358,-75.011,25,4.8,2016,"12","16","05","54","57"
-12.7277,-77.012,38,3.7,2020,"04","27","01","17","27"
-7.8072,-79.92,50,4.6,2017,"02","25","12","49","06"
-4.0938,-81.1453,28,4.9,2013,"06","14","09","59","27"
-10.3049,-80.2408,17,4.5,1996,"02","23","23","53","52"
-18.07,-70.03,80,4.8,1990,"02","14","20","33","32"
-18.3796,-71.4992,27,4.5,2014,"09","09","02","50","45"
-9.896,-75.76,49,5.3,1971,"04","16","23","59","42"
-17.9476,-69.9505,95,5.5,1996,"08","01","21","51","39"
-14.5721,-73.7833,107,4.8,2015,"09","16","00","46","46"
-8.3404,-80.3279,21,4.5,2010,"10","22","15","18","05"
-3.9979,-81.1309,41,4.9,2017,"03","24","10","37","20"
-9.0263,-76.8882,84,4.7,2005,"11","18","12","57","13"
-3.3918,-77.6796,88,4,2019,"07","24","05","54","04"
-18.1,-71.6,47,4.7,1966,"07","27","23","10","57"
-15.4262,-75.7021,9,4.5,2015,"01","30","06","29","21"
-9.6415,-79.9131,22,4.7,2012,"10","09","05","12","37"
-10.13,-79.32,63,4.9,1994,"07","09","03","54","21"
-17.4507,-69.8764,11,3.7,2021,"02","15","13","44","16"
-14.1355,-73.655,105,5,2017,"07","20","16","56","28"
-12,-76.86,47,5.5,1990,"03","13","19","42","27"
-17.2701,-69.9867,9,3.6,2021,"04","28","23","46","07"
-9.0903,-76.825,10,4.6,1996,"06","21","02","19","14"
-10.1701,-78.7662,26,4.6,2014,"01","31","16","16","10"
-18.4935,-71.4076,32,4.6,2010,"05","06","14","51","23"
-12.0563,-77.5417,64,5.2,2021,"11","28","06","32","30"
-8.7,-79.1,57,5.8,1961,"07","03","14","49","30"
-15.6011,-72.754,15,4.5,2001,"12","10","22","04","26"
-12.31,-77.36,34,4.9,1990,"08","09","14","58","23"
-11.23,-78.43,23,4.9,1987,"11","17","03","16","02"
-15.3199,-75.5983,9,5.1,2016,"11","22","18","50","53"
-17.3,-70.5,127,4.9,1965,"09","20","06","37","42"
-6.085,-81.6962,41,5.1,2020,"06","22","13","08","57"
-7.4629,-74.4121,170,4.7,2011,"10","20","15","37","36"
-10.5107,-78.2803,58,4.6,2001,"08","29","16","40","31"
-14.37,-76.53,25,4.9,1987,"05","18","22","50","32"
-16.645,-74.24,34,4.5,1971,"06","27","07","40","40"
-5.3217,-77.7335,2,4.5,1997,"03","02","21","45","02"
-15.6836,-71.7634,11,3.8,2020,"01","28","14","55","32"
-9.865,-78.577,28,4.9,1966,"12","09","13","32","40"
-9.1676,-79.1836,36,4.7,2013,"01","21","12","25","49"
-5.478,-77.4,20,5.3,1981,"04","11","10","22","09"
-9.097,-76.8099,13,4.8,2008,"06","01","15","16","58"
-17.8732,-71.1543,35,4.5,2018,"09","12","09","43","49"
-15.7021,-75.5058,49,5.3,2006,"11","15","21","05","26"
-18.0707,-69.5863,144,4.4,2015,"11","28","19","10","22"
-11.384,-78.352,59,4.8,1970,"09","17","12","08","04"
-11.4324,-73.1665,26,5.1,2017,"01","28","12","22","12"
-9.0112,-79.1918,57,4.5,2011,"05","21","18","24","30"
-15.6983,-72.0032,15,3.5,2020,"11","28","17","44","48"
-9.13,-78.88,46,6.4,1985,"08","21","11","26","28"
-9.3023,-79.3993,55,4.6,2013,"01","22","17","02","26"
-8.5788,-74.9609,130,4.7,2015,"09","27","12","58","04"
-12.446,-77.069,4,5,1974,"10","03","17","51","10"
-18.426,-70.885,36,5.4,1994,"02","11","00","48","43"
-10.52,-75.04,30,5,1987,"11","29","06","11","03"
-5.2777,-80.0139,86,4,2020,"04","23","06","52","28"
-18.1719,-71.4709,26,4.9,2013,"02","25","05","02","28"
-16.67,-72.11,19,4.9,1991,"05","05","19","31","10"
-8.7661,-80.1222,13,4.5,2012,"10","02","01","38","07"
-13.712,-76.3958,43,4.5,2007,"09","20","01","30","41"
-8.1219,-74.6349,141,4.4,2021,"04","06","00","15","29"
-5.1677,-77.6749,76,4.5,2013,"12","16","02","14","10"
-17.4732,-72.7775,15,4.5,2015,"05","22","10","39","30"
-7.87,-76.55,12,4.8,1995,"11","22","09","30","14"
-16.5525,-73.7828,11,4.8,2001,"06","26","02","33","28"
-15.0332,-74.0146,116,4.5,2013,"01","03","14","31","35"
-8.2319,-74.2656,151,5,2000,"09","18","21","45","17"
-8.0993,-74.4129,155,4.9,2014,"05","24","03","16","18"
-6.0622,-77.2674,144,4.8,2006,"11","04","07","51","48"
-11.4024,-74.3232,98,4.5,2014,"06","25","03","41","58"
-8.4303,-74.3023,175,5.1,2012,"05","31","04","57","23"
-10.92,-74.726,13,5.2,1968,"12","04","11","44","02"
-4.9674,-80.7738,30,3.7,2021,"08","03","11","03","24"
-5.6481,-79.4808,73,4.6,2002,"02","17","05","58","27"
-12.94,-76.86,53,4.7,1987,"06","24","16","34","44"
-11.9483,-75.0937,15,4.6,1998,"02","08","17","45","32"
-15.936,-69.426,247,5.1,1979,"03","19","12","39","33"
-6.4493,-79.2481,91,5,1996,"08","15","09","10","25"
-17.2839,-72.5582,26,4.1,2020,"04","30","16","46","19"
-10.19,-75.54,6,5.2,1985,"11","16","02","02","24"
-6.202,-79.4863,94,4.5,2007,"01","20","07","36","31"
-12.9822,-75.7548,96,4.6,1996,"07","24","01","45","09"
-8.5,-74.5,136,5.3,1960,"02","08","19","06","16"
