"LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","AÑO_UTC","MES_UTC","DIA_UTC","HORA_UTC","MINUTO_UTC","SEGUNDO_UTC"
-16.1581,-69.7438,265,5,2016,"03","23","04","09","26"
-7.5682,-74.6925,155,4.9,2016,"03","24","03","14","09"
-8.7078,-79.3959,42,4.5,2016,"03","24","05","54","39"
-9.1262,-75.2053,123,4.7,2016,"03","24","06","04","58"
-7.5976,-81.1543,20,4.5,2016,"03","24","15","44","36"
-14.8441,-75.3971,28,4.6,2016,"03","25","01","58","37"
-11.7864,-77.58,52,4.5,2016,"03","25","06","11","52"
-2.7706,-77.8576,170,5,2016,"03","26","08","27","07"
-9.993,-78.7945,20,4.7,2016,"03","26","13","20","00"
-13.0774,-75.0906,91,4.9,2016,"03","27","00","00","24"
-3.6721,-80.8198,19,4.9,2016,"03","27","02","08","48"
-12.0893,-77.3181,56,4.7,2016,"03","27","02","42","58"
-14.4442,-75.7727,52,5,2016,"03","27","08","56","58"
-10.3915,-78.5927,24,4.8,2016,"03","29","02","45","34"
-9.6946,-80.0028,13,5,2016,"03","29","06","17","25"
-7.5025,-75.6287,142,4.6,2016,"03","29","08","42","31"
-8.9673,-74.9116,32,4.5,2016,"03","29","09","55","27"
-16.9381,-71.7268,21,4.5,2016,"03","29","11","58","19"
-16.7675,-70.5807,13,4.7,2016,"03","30","13","47","01"
-14.5542,-73.3986,114,4.8,2016,"04","01","02","42","41"
-16.4251,-72.1415,40,4.9,2016,"04","01","15","28","49"
-17.406,-69.9044,178,4.5,2016,"04","01","17","27","53"
-17.0154,-69.5965,195,5.4,2016,"04","03","05","41","42"
-16.6531,-72.4829,70,4.5,2016,"04","03","12","28","26"
-17.5004,-69.7583,187,4.8,2016,"04","03","20","34","43"
-4.6194,-76.3881,90,4.8,2016,"04","04","17","31","48"
-9.7987,-79.9638,19,4.8,2016,"04","04","21","35","43"
-14.4579,-73.003,128,4.7,2016,"04","05","08","48","43"
-15.0036,-74.1102,108,4.6,2016,"04","05","11","02","15"
-16.4551,-72.745,95,4.7,2016,"04","05","11","55","04"
-17.7571,-69.6812,188,4.5,2016,"04","06","08","31","53"
-15.112,-75.1098,48,4.8,2016,"04","06","11","23","34"
-15.204,-74.2025,111,4.8,2016,"04","06","12","29","57"
-7.6275,-74.316,173,4.7,2016,"04","06","19","01","14"
-15.5344,-71.7021,158,4.5,2016,"04","06","23","39","15"
-15.9025,-69.4387,287,4.9,2016,"04","07","01","35","52"
-17.7155,-71.6526,31,4.7,2016,"04","07","04","40","03"
-8.7544,-75.4634,161,4.8,2016,"04","07","11","54","48"
-14.6158,-76.2952,19,5,2016,"04","07","15","26","31"
-9.7763,-75.7076,36,4.6,2016,"04","07","20","32","11"
-15.7381,-71.7436,13,4.5,2016,"04","07","23","21","04"
-18.3278,-69.5944,164,4.6,2016,"04","08","08","44","27"
-10.1293,-78.8226,42,4.6,2016,"04","08","14","49","52"
-4.2027,-78.3815,19,5.3,2016,"04","09","07","15","08"
-5.2358,-80.0928,57,4.8,2016,"04","09","22","28","56"
-15.5042,-73.9368,99,4.7,2016,"04","11","02","43","26"
-8.5292,-74.9826,153,4.5,2016,"04","11","15","22","38"
-8.7466,-75.6948,41,4.6,2016,"04","12","01","45","50"
-5.6383,-76.9924,112,4.6,2016,"04","12","07","00","02"
-15.8886,-71.7406,159,4.8,2016,"04","13","02","48","44"
-7.8668,-74.6746,165,4.5,2016,"04","13","12","18","44"
-5.3823,-81.8007,36,4.8,2016,"04","13","20","16","48"
-15.6585,-75.3314,33,4.8,2016,"04","13","23","30","40"
-6.3827,-72.9674,211,4.9,2016,"04","14","05","04","50"
-17.1048,-70.7575,16,4.5,2016,"04","14","18","35","45"
-8.867,-75.6945,171,4.7,2016,"04","14","22","39","56"
-12.4918,-76.5419,99,4.9,2016,"04","14","22","50","45"
-9.6519,-78.071,124,4.5,2016,"04","15","03","11","53"
-11.7411,-77.0311,98,4.7,2016,"04","15","22","34","11"
-5.7098,-81.8531,35,4.5,2016,"04","16","01","49","27"
-17.7042,-70.0239,170,4.7,2016,"04","18","21","36","02"
-18.0332,-70.4169,102,4.6,2016,"04","19","10","41","35"
-4.3673,-81.5865,27,4.5,2016,"04","21","06","47","37"
-2.6055,-77.3275,141,4.7,2016,"04","22","20","22","33"
-8.811,-74.7322,149,4.7,2016,"04","22","23","16","46"
-10.558,-75.4788,9,4.5,2016,"04","23","05","30","34"
-17.9897,-70.3816,112,4.5,2016,"04","24","00","20","55"
-4.5751,-77.9146,98,4.9,2016,"04","24","19","33","15"
-5.5029,-75.5,37,4.7,2016,"04","25","10","19","53"
-10.0571,-78.854,44,5,2016,"04","26","02","08","01"
-17.0676,-72.8856,34,4.8,2016,"04","26","11","44","40"
-16.7829,-69.7817,220,4.8,2016,"04","27","10","34","46"
-13.2571,-76.7833,64,4.7,2016,"04","28","04","04","16"
-8.5532,-79.5841,43,4.8,2016,"04","28","07","00","42"
-3.1887,-77.7987,39,4.7,2016,"04","29","04","09","38"
-15.4907,-73.1993,127,5.1,2016,"04","29","06","33","19"
-7.8394,-74.7109,175,5.1,2016,"04","30","21","06","34"
-11.7575,-77.8409,58,4.5,2016,"05","02","01","20","14"
-17.8297,-70.4608,33,4.7,2016,"05","02","06","02","52"
-15.0154,-73.0565,114,4.6,2016,"05","02","22","14","30"
-13.9522,-74.5945,109,4.5,2016,"05","02","22","59","08"
-4.0939,-77.8464,30,4.6,2016,"05","02","22","59","15"
-18.4317,-70.2758,54,4.5,2016,"05","03","07","51","13"
-15.4619,-71.6368,156,4.8,2016,"05","03","08","15","42"
-17.4361,-69.9187,12,4.8,2016,"05","03","09","17","18"
-8.8234,-74.98,157,4.6,2016,"05","04","02","25","17"
-8.7328,-79.9224,11,4.8,2016,"05","04","03","29","31"
-17.5295,-73.6165,32,4.9,2016,"05","04","10","28","05"
-15.8062,-71.5783,163,4.7,2016,"05","04","22","39","33"
-17.7254,-72.9713,11,4.5,2016,"05","05","05","42","24"
-8.8332,-77.573,116,4.8,2016,"05","05","20","54","07"
-2.7701,-77.6767,30,4.9,2016,"05","06","00","48","17"
-11.4621,-78.0221,38,4.6,2016,"05","06","03","12","15"
-2.808,-77.8796,157,4.7,2016,"05","06","05","21","42"
-3.83,-77.8071,20,4.6,2016,"05","06","07","23","06"
-16.7409,-71.1068,131,4.6,2016,"05","06","10","50","13"
-11.8017,-77.763,46,5.2,2016,"05","06","14","52","23"
-6.3581,-76.4766,43,4.5,2016,"05","06","14","56","03"
-10.9803,-78.2878,58,4.5,2016,"05","06","21","16","54"
-8.7959,-74.5941,163,5.6,2016,"05","06","23","10","54"
-2.8394,-80.4996,72,4.6,2016,"05","07","04","37","58"
-13.0782,-73.2316,5,4.6,2016,"05","07","16","29","20"
-14.4397,-76.2903,18,4.7,2016,"05","07","19","14","32"
-15.9881,-72.1172,138,4.7,2016,"05","08","02","57","48"
-13.761,-74.6991,92,4.7,2016,"05","08","07","17","12"
-8.0994,-78.479,128,4.6,2016,"05","08","10","31","04"
-3.3192,-80.7653,28,4.5,2016,"05","08","18","02","51"
-3.4691,-80.8034,17,4.5,2016,"05","08","18","34","48"
-7.2171,-75.0613,167,5.1,2016,"05","09","01","22","43"
-17.0024,-69.8167,197,4.9,2016,"05","09","09","04","34"
-3.9689,-77.8396,22,4.6,2016,"05","09","17","32","31"
-11.9398,-75.6823,109,4.6,2016,"05","09","19","38","17"
-11.6997,-76.3369,119,4.6,2016,"05","09","22","47","58"
-2.7562,-80.4571,87,4.5,2016,"05","10","00","12","58"
-9.0541,-80.1492,19,4.8,2016,"05","10","02","23","06"
-7.3229,-80.3142,28,4.5,2016,"05","10","19","13","20"
-16.6089,-72.5392,74,4.8,2016,"05","11","03","13","40"
-15.049,-75.6249,36,4.5,2016,"05","11","04","43","05"
-10.2032,-74.8433,153,4.6,2016,"05","11","06","54","00"
-6.2346,-75.3634,41,4.6,2016,"05","11","10","11","12"
-8.001,-74.6955,170,5.4,2016,"05","11","21","01","43"
-8.4556,-79.8137,0,4.6,2016,"05","12","22","52","15"
-15.8723,-75.0261,20,5.4,2016,"05","12","23","09","27"
-15.526,-72.597,132,4.7,2016,"05","14","03","06","49"
-16.2235,-69.6678,228,4.8,2016,"05","14","05","00","13"
-7.592,-75.9008,42,4.5,2016,"05","14","11","59","01"
-16.7522,-70.8762,147,4.7,2016,"05","15","00","19","03"
-9.3175,-79.092,49,4.7,2016,"05","15","02","55","24"
-8.4626,-74.7606,138,4.9,2016,"05","15","06","38","08"
-17.8687,-69.6427,186,4.5,2016,"05","15","10","04","38"
-13.711,-73.1024,16,4.9,2016,"05","16","00","51","08"
-8.4878,-80.1046,19,4.5,2016,"05","16","02","35","39"
-16.1756,-74.4462,28,4.7,2016,"05","16","05","45","36"
-8.2344,-76.0435,15,4.5,2016,"05","19","07","29","33"
-13.6108,-76.2815,40,4.6,2016,"05","20","07","03","03"
-15.0774,-71.9694,139,4.6,2016,"05","20","08","03","53"
-2.546,-77.4297,165,4.7,2016,"05","21","01","22","42"
-13.5431,-76.025,61,4.8,2016,"05","21","13","41","50"
-16.4094,-74.2332,29,4.5,2016,"05","22","08","36","42"
-7.5541,-76.2339,51,4.5,2016,"05","23","15","07","19"
-18.6267,-69.7803,127,5.3,2016,"05","24","00","29","37"
-17.4163,-72.2789,17,4.7,2016,"05","24","03","27","02"
-14.4111,-76.367,20,4.5,2016,"05","24","05","36","01"
-15.1706,-72.3769,125,4.9,2016,"05","24","06","43","11"
-16.4315,-72.4586,104,4.5,2016,"05","24","07","39","48"
-8.046,-74.7541,137,4.7,2016,"05","26","09","14","40"
-15.8313,-71.5259,155,4.7,2016,"05","26","12","42","41"
-10.9173,-75.543,137,4.6,2016,"05","26","16","58","40"
-8.4482,-75.1331,156,5.4,2016,"05","27","10","00","45"
-5.2492,-81.1225,34,4.6,2016,"05","27","13","27","29"
-9.1684,-80.0648,3,4.5,2016,"05","28","01","49","09"
-15.5828,-74.0798,117,4.5,2016,"05","28","02","09","41"
-14.8808,-72.8622,114,4.6,2016,"05","28","10","47","12"
-17.854,-69.7012,18,4.5,2016,"05","28","11","57","06"
-14.2469,-73.3568,114,4.7,2016,"05","29","10","11","49"
-12.6663,-76.9174,24,4.5,2016,"05","29","10","56","02"
-16.992,-72.1964,61,4.6,2016,"05","29","14","16","21"
-6.1841,-76.3057,30,4.7,2016,"05","30","07","16","45"
-16.1861,-73.0155,29,4.7,2016,"05","30","10","01","49"
-10.6685,-78.4139,55,4.7,2016,"05","30","18","09","50"
-6.0072,-75.4755,42,4.6,2016,"05","31","02","17","18"
-6.7669,-76.803,116,4.5,2016,"05","31","10","28","23"
-8.4476,-80.8811,25,4.5,2016,"05","31","12","35","58"
-8.3426,-75.0053,56,4.7,2016,"05","31","13","05","29"
-3.7907,-81.0956,20,4.5,2016,"05","31","15","31","12"
-14.6819,-76.092,15,4.7,2016,"05","31","18","42","48"
-15.9596,-69.5049,284,4.9,2016,"06","01","00","51","08"
-8.6648,-74.5127,165,4.7,2016,"06","01","02","31","45"
-15.6684,-72.63,132,4.6,2016,"06","01","17","47","48"
-16.7965,-70.6998,13,4.8,2016,"06","01","21","26","32"
-13.6188,-75.2801,71,5.6,2016,"06","01","21","31","01"
-16.8079,-70.6242,16,5,2016,"06","02","00","01","25"
-15.2959,-74.4203,98,4.6,2016,"06","02","05","38","10"
-16.8335,-70.5251,16,4.9,2016,"06","02","11","16","53"
-16.8442,-70.5433,14,4.5,2016,"06","02","23","58","26"
-16.842,-70.6055,9,4.9,2016,"06","03","04","12","19"
-15.074,-72.2384,137,4.8,2016,"06","03","07","53","25"
-2.5097,-77.4515,151,5,2016,"06","03","13","45","20"
-9.8967,-74.931,13,4.6,2016,"06","04","02","40","43"
-8.3394,-75.2081,122,4.7,2016,"06","04","15","50","43"
-8.1643,-79.8554,34,4.5,2016,"06","05","02","54","02"
-16.034,-74.2203,24,5.3,2016,"06","05","04","07","04"
-15.4087,-71.2388,175,4.7,2016,"06","05","04","52","54"
-11.0078,-74.0887,144,5.1,2016,"06","06","00","51","14"
-16.7995,-70.5677,13,4.6,2016,"06","06","05","39","14"
-14.5523,-74.1325,106,4.5,2016,"06","06","08","55","04"
-18.3976,-71.1664,29,4.6,2016,"06","06","14","26","12"
-12.045,-76.6462,96,4.5,2016,"06","07","06","47","24"
-14.2866,-73.1118,134,4.8,2016,"06","07","13","28","11"
-4.312,-76.9225,132,5.3,2016,"06","08","20","18","27"
-16.8885,-70.108,176,4.5,2016,"06","09","01","36","37"
-11.6005,-74.2114,138,4.7,2016,"06","10","00","54","06"
-8.5063,-74.5787,182,5,2016,"06","10","02","18","56"
-9.8547,-75.8945,140,4.8,2016,"06","10","05","54","36"
-4.8727,-80.8557,32,4.6,2016,"06","10","12","53","02"
-15.7894,-75.2525,30,4.7,2016,"06","10","19","40","43"
-4.2837,-80.8054,35,4.5,2016,"06","11","06","44","19"
-6.0586,-80.139,56,4.7,2016,"06","11","14","05","04"
-16.3532,-69.8929,217,4.5,2016,"06","13","07","31","45"
-8.5079,-76.198,11,4.5,2016,"06","13","08","05","22"
-8.3535,-74.3576,152,4.8,2016,"06","13","19","14","19"
-10.3574,-74.7803,19,4.8,2016,"06","13","19","37","24"
-5.7145,-76.776,14,4.5,2016,"06","13","21","21","14"
-7.2642,-79.757,45,5,2016,"06","14","12","53","49"
-8.0114,-80.5734,29,4.5,2016,"06","14","15","14","03"
-3.8624,-80.6218,33,4.5,2016,"06","15","11","41","45"
-8.5655,-74.221,195,5.1,2016,"06","15","18","23","10"
-7.8006,-75.107,18,4.5,2016,"06","16","08","16","14"
-8.246,-74.4679,159,4.6,2016,"06","16","10","54","44"
-15.6731,-70.4735,238,5,2016,"06","16","18","32","23"
-17.9459,-69.7641,188,4.8,2016,"06","16","23","32","18"
-7.6153,-74.843,150,4.6,2016,"06","17","02","40","38"
-16.0588,-72.3603,122,4.5,2016,"06","17","23","02","25"
-18.1152,-70.0515,143,4.8,2016,"06","18","00","05","12"
-14.753,-70.8046,210,4.9,2016,"06","18","15","06","59"
-16.9299,-69.8443,207,5,2016,"06","19","06","33","13"
-16.9256,-69.885,200,4.9,2016,"06","19","06","36","43"
-3.3983,-80.2184,66,4.6,2016,"06","20","03","56","43"
-12.7044,-76.9297,23,4.5,2016,"06","20","10","44","47"
-13.6322,-74.4403,114,4.5,2016,"06","20","11","33","57"
-16.2234,-71.7103,133,4.5,2016,"06","20","13","55","24"
-17.5476,-71.4138,39,4.9,2016,"06","21","10","25","51"
-11.6455,-77.8703,71,4.5,2016,"06","21","18","01","01"
-15.0193,-71.0008,179,5.3,2016,"06","22","17","41","56"
-14.9893,-72.9229,123,4.9,2016,"06","24","12","20","04"
-4.8216,-79.0997,116,4.5,2016,"06","24","22","13","35"
-8.7743,-75.687,49,4.5,2016,"06","25","12","34","16"
-11.0609,-74.0971,128,4.8,2016,"06","26","02","17","50"
-10.6344,-78.1101,66,4.8,2016,"06","26","04","02","34"
-17.8644,-69.9748,178,4.5,2016,"06","26","07","36","15"
-3.2686,-80.0133,88,4.8,2016,"06","27","04","15","42"
-5.1105,-76.3905,50,4.5,2016,"06","28","07","06","33"
-8.3743,-74.5605,164,4.6,2016,"06","28","22","37","02"
-7.7273,-76.7662,18,4.6,2016,"06","30","06","01","59"
-12.7332,-77.0354,60,4.6,2016,"07","01","05","33","20"
-4.9308,-81.0222,44,5.1,2016,"07","02","06","34","56"
-10.5681,-79.8764,31,4.7,2016,"07","02","12","52","27"
-10.4256,-78.6756,28,4.6,2016,"07","02","20","16","13"
-11.3427,-76.8091,119,4.5,2016,"07","03","11","45","54"
-16.6926,-72.2299,83,4.5,2016,"07","04","05","42","28"
-16.4747,-72.3869,86,4.9,2016,"07","04","19","03","26"
-10.6471,-74.546,137,4.6,2016,"07","05","04","36","08"
-8.4696,-80.3499,31,4.7,2016,"07","05","17","19","04"
-7.8603,-79.784,25,4.5,2016,"07","06","01","25","42"
-10.0127,-74.9414,20,4.9,2016,"07","06","09","39","19"
-15.9425,-74.6593,52,4.9,2016,"07","06","10","18","51"
-8.1145,-74.4593,161,4.5,2016,"07","06","15","56","23"
-9.2672,-75.504,125,4.5,2016,"07","09","01","52","19"
-8.1443,-74.5033,164,4.8,2016,"07","09","08","07","22"
-10.7715,-76.3521,128,5,2016,"07","09","13","44","51"
-8.3652,-80.1149,20,4.8,2016,"07","10","02","46","23"
-10.947,-76.7504,116,4.8,2016,"07","11","17","29","14"
-8.749,-74.7149,144,4.6,2016,"07","13","02","12","49"
-18.6741,-71.2171,6,4.5,2016,"07","13","06","05","16"
-14.8664,-75.5158,67,4.5,2016,"07","13","07","52","39"
-3.0013,-77.7208,146,4.6,2016,"07","14","20","58","05"
-9.5771,-72.529,10,4.9,2016,"07","14","22","30","01"
-7.9995,-74.5869,166,5.3,2016,"07","15","01","27","01"
-8.227,-75.3046,170,4.8,2016,"07","15","09","18","32"
-14.2329,-73.6759,101,4.5,2016,"07","16","01","16","43"
-18.0208,-69.8488,137,4.5,2016,"07","16","05","19","39"
-14.8443,-73.7689,98,4.8,2016,"07","16","06","53","45"
-6.2506,-76.1338,50,4.9,2016,"07","16","13","15","21"
-6.5983,-77.1088,42,4.6,2016,"07","17","05","10","14"
-3.0695,-80.4402,59,4.5,2016,"07","17","11","57","26"
-11.3501,-78.1795,59,5.7,2016,"07","18","01","35","49"
-14.8804,-71.8295,136,5.1,2016,"07","18","05","55","17"
-6.721,-76.7487,132,4.6,2016,"07","18","08","51","24"
-12.1142,-77.4208,44,4.5,2016,"07","19","15","44","44"
-8.4522,-78.9148,98,5.3,2016,"07","20","16","49","54"
-10.727,-78.6506,38,4.5,2016,"07","20","19","30","34"
-17.7344,-69.5423,163,4.9,2016,"07","21","12","04","41"
-18.3307,-69.7902,124,4.6,2016,"07","21","12","57","52"
-4.9958,-76.6007,116,4.7,2016,"07","21","22","08","55"
-17.4095,-70.0978,147,4.7,2016,"07","25","08","39","25"
-15.0098,-73.6657,115,4.7,2016,"07","26","01","55","39"
-6.2785,-76.0595,42,5,2016,"07","26","08","50","08"
-14.3092,-74.0186,98,4.6,2016,"07","26","19","40","19"
-7.1944,-76.3398,65,4.9,2016,"07","27","14","06","31"
-14.9578,-75.8037,44,4.7,2016,"07","27","19","23","00"
-13.1711,-77.0976,31,4.8,2016,"07","28","04","38","35"
-8.5056,-75.9617,128,4.5,2016,"07","28","14","42","08"
-14.9798,-75.7368,45,4.5,2016,"07","28","18","39","12"
-14.1989,-76.0276,74,4.7,2016,"07","28","20","49","43"
-15.3053,-72.2301,138,4.7,2016,"07","29","16","54","47"
-13.5811,-76.3108,51,4.7,2016,"07","29","18","21","22"
-16.418,-71.5687,117,4.9,2016,"07","29","19","00","33"
-16.7047,-72.3833,78,4.7,2016,"07","30","13","54","36"
-7.981,-79.7086,106,4.6,2016,"07","30","20","51","42"
-5.3867,-76.5465,96,4.8,2016,"07","30","22","37","06"
-5.5582,-75.4318,32,4.7,2016,"08","01","01","23","00"
-16.3139,-72.618,110,4.9,2016,"08","01","07","24","38"
-8.9775,-76.4897,137,5.1,2016,"08","01","07","32","47"
-12.6769,-76.7702,49,4.5,2016,"08","01","12","08","52"
-9.9492,-78.8775,45,4.9,2016,"08","01","15","43","33"
-14.6123,-72.7271,122,4.6,2016,"08","02","03","07","04"
-9.5923,-75.9797,137,4.5,2016,"08","02","13","24","29"
-15.313,-73.2942,118,4.7,2016,"08","02","22","41","12"
-13.318,-74.8264,112,5.2,2016,"08","03","22","35","41"
-6.6014,-76.038,11,4.5,2016,"08","04","00","04","09"
-9.4894,-78.3995,88,4.5,2016,"08","04","06","35","23"
-17.7412,-70.6686,80,4.5,2016,"08","04","10","50","01"
-8.3852,-80.3203,28,4.5,2016,"08","04","11","11","29"
-18.5585,-69.6136,147,4.8,2016,"08","05","19","34","04"
-15.3598,-73.5181,119,4.5,2016,"08","06","01","20","43"
-16.996,-69.7778,215,4.7,2016,"08","06","14","19","49"
-18.0805,-70.4203,30,4.7,2016,"08","07","06","06","35"
-15.2413,-72.1475,135,4.8,2016,"08","08","06","26","10"
-18.1638,-71.2757,12,4.5,2016,"08","08","15","09","39"
-14.7029,-76.7251,6,5.5,2016,"08","08","19","03","17"
-14.5258,-76.3401,11,5.3,2016,"08","08","20","22","55"
-14.5231,-76.2765,16,5.1,2016,"08","08","21","45","01"
-5.893,-78.8799,14,4.9,2016,"08","09","10","45","20"
-2.6235,-80.4933,101,4.6,2016,"08","09","21","13","48"
-7.944,-74.1526,182,4.9,2016,"08","09","23","09","06"
-7.228,-80.796,13,4.6,2016,"08","11","05","46","21"
-4.8684,-77.579,18,4.6,2016,"08","11","08","38","57"
-13.2327,-76.715,43,4.8,2016,"08","11","09","29","23"
-16.7128,-73.253,35,4.5,2016,"08","11","17","39","37"
-15.2223,-73.6945,118,4.6,2016,"08","12","06","24","33"
-11.1004,-73.3361,28,4.5,2016,"08","12","07","01","36"
-14.1702,-75.8084,68,5,2016,"08","12","09","20","05"
-14.559,-76.3037,10,4.9,2016,"08","12","21","05","29"
-15.0313,-72.5262,125,4.8,2016,"08","13","02","24","45"
-7.6449,-74.5551,164,4.9,2016,"08","13","04","34","58"
-2.9252,-77.0373,164,5.3,2016,"08","13","08","22","58"
-16.9529,-71.6829,81,4.7,2016,"08","14","01","32","48"
-9.9218,-78.9361,30,4.6,2016,"08","14","03","17","29"
-7.1301,-80.8531,35,4.9,2016,"08","15","01","45","42"
-15.6457,-71.672,10,5.6,2016,"08","15","02","58","57"
-7.0441,-80.9764,36,4.9,2016,"08","15","03","23","30"
-5.1794,-79.1814,23,4.8,2016,"08","15","11","16","24"
-8.6356,-74.5777,197,4.8,2016,"08","15","21","31","46"
-15.3402,-73.0253,109,4.5,2016,"08","16","19","55","40"
-16.5284,-71.7337,20,4.9,2016,"08","17","12","36","01"
-11.604,-76.9316,108,5.1,2016,"08","17","12","36","23"
-12.8285,-77.0144,48,4.7,2016,"08","18","01","10","10"
-14.5651,-75.6397,51,4.6,2016,"08","18","07","48","02"
-17.0856,-72.3632,54,5.5,2016,"08","19","09","49","12"
-16.2097,-73.8652,37,5.2,2016,"08","21","07","14","02"
-4.3777,-76.9599,106,4.5,2016,"08","21","10","12","32"
-13.2661,-76.1663,96,4.8,2016,"08","21","18","37","59"
-9.9964,-78.8438,33,4.5,2016,"08","22","22","39","02"
-6.5459,-80.9578,19,4.8,2016,"08","23","05","46","56"
-6.7624,-76.3348,139,5,2016,"08","23","16","17","54"
-15.6165,-71.0387,192,4.5,2016,"08","23","21","10","12"
-8.7779,-79.9477,10,4.8,2016,"08","23","22","48","46"
-16.1281,-72.233,129,4.6,2016,"08","24","06","11","03"
-15.2039,-74.1708,102,4.7,2016,"08","26","01","14","41"
-13.8064,-74.6957,95,4.9,2016,"08","26","07","53","29"
-10.7872,-73.7083,138,5.5,2016,"08","26","11","01","10"
-14.5252,-76.3467,15,4.8,2016,"08","26","17","07","15"
-15.0779,-73.591,126,4.5,2016,"08","26","17","49","24"
-8.228,-76.2777,160,5.2,2016,"08","27","20","19","14"
-18.4759,-70.0754,125,5,2016,"08","29","01","27","21"
-4.0182,-81.6833,7,4.6,2016,"08","29","07","53","20"
-16.4827,-72.5534,92,5.1,2016,"08","29","10","36","49"
-5.1434,-80.5624,72,4.7,2016,"08","29","16","54","10"
-15.96,-74.142,33,5.1,2016,"08","29","19","53","18"
-8.7785,-76.1045,139,4.9,2016,"08","30","08","14","43"
-7.6037,-74.7762,156,4.7,2016,"08","30","17","19","15"
-3.4391,-80.8503,29,4.5,2016,"09","01","08","02","45"
-16.5573,-72.307,74,5.3,2016,"09","01","08","04","12"
-14.9222,-76.0856,18,4.5,2016,"09","02","10","49","12"
-6.5366,-80.954,21,4.7,2016,"09","02","15","45","33"
-15.6686,-71.7055,9,4.6,2016,"09","03","01","44","40"
-7.1165,-75.7904,15,4.6,2016,"09","03","01","57","27"
-14.8157,-74.0102,98,4.6,2016,"09","03","15","11","05"
-9.6725,-79.954,9,4.6,2016,"09","03","16","47","48"
-12.6916,-76.5208,96,4.5,2016,"09","03","18","04","40"
-17.8976,-69.5853,177,4.9,2016,"09","03","23","13","08"
-6.136,-79.801,78,4.5,2016,"09","04","23","39","28"
-3.1924,-80.7117,30,4.6,2016,"09","06","13","23","45"
-6.6807,-77.025,47,4.5,2016,"09","07","03","34","14"
-18.1561,-70.7727,64,4.5,2016,"09","07","03","52","35"
-15.4458,-73.2591,112,4.5,2016,"09","07","19","27","25"
-4.2806,-79.7504,96,4.6,2016,"09","08","04","00","09"
-15.6544,-70.6598,215,5,2016,"09","08","09","38","44"
-15.8835,-74.015,79,4.7,2016,"09","09","03","28","49"
-15.7364,-71.7549,5,4.6,2016,"09","09","04","15","57"
-15.7374,-71.7282,12,4.6,2016,"09","09","05","52","29"
-8.9035,-79.5004,13,5.1,2016,"09","09","15","34","38"
-5.5456,-77.0987,119,6.2,2016,"09","10","10","08","18"
-15.5366,-74.3293,87,4.7,2016,"09","11","02","29","56"
-16.0442,-72.5039,28,4.5,2016,"09","11","05","08","54"
-4.829,-76.3079,36,4.5,2016,"09","11","09","49","41"
-2.6513,-77.5836,104,4.5,2016,"09","11","19","59","07"
-14.6409,-75.1881,77,4.5,2016,"09","12","03","56","31"
-14.6714,-76.1227,22,4.7,2016,"09","12","04","48","57"
-14.6847,-76.0929,18,4.6,2016,"09","12","07","20","57"
-11.2208,-75.8997,4,4.8,2016,"09","12","09","46","06"
-13.3017,-75.0545,85,4.7,2016,"09","12","14","29","23"
-14.3723,-71.8287,8,4.5,2016,"09","13","06","43","49"
-10.0105,-78.7838,28,4.9,2016,"09","13","09","22","24"
-10.4474,-76.1916,140,4.9,2016,"09","14","15","01","43"
-6.3559,-76.7386,33,4.9,2016,"09","15","06","42","21"
-3.5099,-80.8664,30,4.7,2016,"09","15","11","41","10"
-11.0034,-79.1896,23,4.5,2016,"09","15","14","16","14"
-17.7335,-69.8108,160,4.7,2016,"09","16","05","19","26"
-11.2776,-76.6063,121,4.6,2016,"09","17","12","55","52"
-11.2181,-75.0935,11,4.8,2016,"09","17","18","06","24"
-16.057,-73.7169,38,5,2016,"09","18","06","48","22"
-10.4685,-75.1249,28,4.9,2016,"09","18","08","32","36"
-8.6272,-74.9245,22,4.9,2016,"09","18","11","10","31"
-14.5752,-76.4698,8,4.5,2016,"09","18","12","05","27"
-13.9101,-75.9249,67,4.6,2016,"09","19","17","22","30"
-16.9204,-71.26,116,4.8,2016,"09","19","18","46","31"
-18.2124,-69.9357,140,4.6,2016,"09","19","18","51","26"
-17.6058,-70.7108,106,5.3,2016,"09","20","05","05","21"
-8.7541,-76.5382,143,4.5,2016,"09","20","16","59","00"
-14.5925,-74.2797,113,4.6,2016,"09","21","00","06","42"
-12.9793,-75.0246,96,4.6,2016,"09","22","09","38","06"
-7.7094,-74.7741,170,4.7,2016,"09","22","22","07","55"
-15.9139,-75.3078,13,4.7,2016,"09","23","19","00","50"
-16.6174,-72.115,97,4.5,2016,"09","24","09","41","08"
-16.5748,-71.9466,128,4.5,2016,"09","24","21","13","13"
-5.9971,-81.8044,25,4.7,2016,"09","25","00","51","52"
-5.5549,-81.2185,41,4.7,2016,"09","25","05","09","02"
-8.3771,-75.139,135,5.2,2016,"09","25","12","10","41"
-3.4328,-80.9593,29,5.3,2016,"09","25","18","23","58"
-5.6677,-77.1766,110,4.5,2016,"09","26","04","06","59"
-14.7583,-73.9476,108,4.6,2016,"09","26","09","38","07"
-14.7811,-73.9524,105,4.7,2016,"09","26","10","06","35"
-12.0958,-77.5006,46,4.6,2016,"09","26","17","17","52"
-3.554,-80.9308,15,4.5,2016,"09","27","07","05","30"
