"PANO,C,4","PMES,C,2","CONGLOME,C,6","SUBMUESTRA,C,3","VIVIENDA,C,4","HOGAR,C,2","CODPERSO,C,2","DOMINIO,N,1,0","ESTRATO,N,1,0","CODPANEL,C,8","P103,N,1,0","P104,N,1,0","P105,N,1,0","P106,N,1,0","P107,N,1,0","P108,N,2,0","P109A,N,2,0","P109B,N,2,0","P109C,N,1,0","P200N,N,2,0","P200I,N,2,0","P200A,N,2,0","P200B,N,2,0","P200BB,N,4,0","P200C,N,2,0","P200D,N,2,0","P200DD,N,4,0","P200E,N,2,0","P200F,N,2,0","P200G,N,4,0","P201,N,1,0","P202,N,1,0","P203,N,1,0","P204,N,1,0","P2041,N,1,0","P2042,N,1,0","P2043,N,1,0","P2044,N,1,0","P2045,N,1,0","P2046,N,1,0","P2047,N,1,0","P2048,N,1,0","P2049,N,1,0","P20410,N,1,0","P204A,N,3,0","P205A,N,4,0","P206,N,1,0","P206AA,N,1,0","P207A,N,1,0","P207B,N,4,0","P208B1,N,2,0","P208B2,N,2,0","P208B3,N,4,0","P209A,N,2,0","P209B,N,2,0","P209C,N,2,0","P209D,N,2,0","P209E,N,2,0","P209F,N,2,0","P209G,N,2,0","P209T,N,3,0","P209BB,N,1,0","P209CC,N,3,0","P209H,N,1,0","P209EE,N,1,0","P210,N,1,0","P211A,N,6,0","P211B,N,6,0","P212A,N,6,0","P212B,N,6,0","P212C,N,6,0","P212D,N,6,0","P212E,N,1,0","P213,N,1,0","P214,N,2,0","P215,N,1,0","P216,N,1,0","P217,N,2,0","P218,N,1,0","P219,N,3,0","P220,N,1,0","P222,N,1,0","P223A1,N,1,0","P223A2,N,1,0","P223A3,N,1,0","P223A4,N,1,0","P223A5,N,1,0","P223A6,N,1,0","P223A7,N,1,0","P224,N,1,0","P225,N,1,0","OCU200,N,1,0","I211A,N,6,0","I211B,N,6,0","I212A,N,6,0","I212B,N,6,0","I212C,N,6,0","I212D,N,6,0","INGTOT,N,8,0","INGPRIN,N,8,0","RESIDENT,N,1,0","FA_MAM20,N,8,2"
2020,05,028594,004,0106,11,01,0,4,19051101,1,1,2,0,1,45,6,5,0,1,1,10,5,2020,16,5,2020,5,2,1975,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,4,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1,651.85
2020,05,028594,004,0106,11,02,0,4,19051102,2,1,2,0,2,38,6,5,0,2,2,0,0,0,0,0,0,9,5,1982,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,979.77
2020,05,028594,004,0106,11,03,0,4,19051103,3,1,2,0,2,19,9,1,0,3,3,0,0,0,0,0,0,16,1,2001,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,2,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,1038.65
2020,05,028594,004,0106,11,04,0,4,19051104,3,1,2,0,1,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028594,004,0106,11,05,0,4,19051105,3,1,2,0,1,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028594,004,0106,11,06,0,4,19051106,3,1,2,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028594,004,0106,11,07,0,4,19051107,3,1,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028594,004,0109,11,01,0,4,19051101,1,1,2,0,1,78,4,5,0,1,2,0,0,0,0,0,0,12,3,1942,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,1,1,1,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,0,1,651.85
2020,05,028594,004,0109,11,02,0,4,19051102,3,1,2,0,2,51,8,3,0,2,2,10,5,2020,16,5,2020,22,11,1968,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,1,0,0,0,0,0,0,1,5,4,4,0,0,0,0,0,0,0,0,1,670.59
2020,05,028637,001,0002,11,01,0,3,18051101,1,1,2,0,2,50,6,5,0,1,1,17,5,2020,23,5,2020,99,99,1970,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,1,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,875.55
2020,05,028637,001,0002,11,02,0,3,18051102,3,1,2,0,2,30,9,4,0,2,0,17,5,2020,23,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028637,001,0002,11,03,0,3,18051103,3,1,2,0,1,25,6,5,0,3,0,17,5,2020,23,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028637,001,0002,11,04,0,3,18051104,3,1,2,0,2,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028637,001,0005,11,01,0,3,18051101,1,1,2,0,1,56,4,5,0,1,1,24,5,2020,30,5,2020,3,3,1964,2,1,0,0,0,0,0,0,0,0,0,0,0,0,523,5610,4,5,1,40,99,99,1996,0,0,0,0,0,0,0,0,2,60,1,2,4,800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,800,0,0,0,0,0,800,800,1,851.08
2020,05,028637,001,0005,11,02,0,3,18051102,2,1,2,0,2,54,4,5,0,2,2,0,0,0,0,0,0,19,4,1966,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,1,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,875.55
2020,05,028637,001,0005,11,03,0,3,18051103,3,1,2,0,1,33,8,3,0,3,3,24,5,2020,30,5,2020,23,3,1987,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,1,1,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,1438.06
2020,05,028637,001,0005,11,04,0,3,18051104,3,1,2,0,2,22,8,3,0,4,4,24,5,2020,30,5,2020,21,9,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,455,8220,3,5,2,0,15,10,2019,0,8,8,8,0,8,8,40,1,0,2,2,4,900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,900,0,0,0,0,0,900,900,1,1356.10
2020,05,028762,001,0012,11,01,0,5,18051101,1,1,2,0,1,58,6,5,0,1,3,17,5,2020,23,5,2020,11,1,1962,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,712.09
2020,05,028762,001,0012,11,02,0,5,18051102,2,1,2,0,2,57,6,5,0,2,2,0,0,0,0,0,0,24,7,1962,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,2,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,732.56
2020,05,028762,001,0012,11,03,0,5,18051103,3,1,2,0,1,25,8,3,0,3,3,17,5,2020,23,5,2020,8,2,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,319,6202,3,5,1,20,10,1,2020,0,8,0,8,0,8,0,24,2,48,1,2,4,930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,930,0,0,0,0,0,930,930,1,1203.21
2020,05,028762,001,0012,11,04,0,5,18051104,3,1,2,0,2,21,7,1,0,4,3,0,0,0,0,0,0,14,1,1999,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,2,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,1134.63
2020,05,028762,001,0014,11,01,0,5,18051101,1,1,2,0,1,54,6,5,0,1,5,0,0,0,0,0,0,12,7,1965,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,712.09
2020,05,028762,001,0014,11,02,0,5,18051102,2,1,2,0,2,52,6,5,0,2,2,0,0,0,0,0,0,17,1,1968,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,2,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,732.56
2020,05,028762,001,0014,11,03,0,5,18051103,3,1,2,0,2,22,6,5,0,3,5,24,5,2020,30,5,2020,16,1,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,572,4719,3,5,2,0,11,5,2020,0,8,8,8,8,8,8,48,1,0,1,2,4,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6,4,1,1000,0,0,0,0,0,1000,1000,1,1134.63
2020,05,028762,001,0014,11,04,0,5,18051105,0,1,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028762,001,0014,11,05,0,5,18051106,3,1,2,0,2,29,6,5,0,5,5,24,5,2020,30,5,2020,13,11,1990,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,1070.31
2020,05,028762,001,0014,11,06,0,5,18051107,4,1,2,0,1,34,6,5,0,6,6,24,5,2020,30,5,2020,26,11,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,952,4771,3,5,1,15,15,2,2020,0,12,12,12,12,12,0,60,2,70,2,2,4,1350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,1350,0,0,0,0,0,1350,1350,1,1203.21
2020,05,028762,001,0014,11,07,0,5,18051108,0,1,2,0,2,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028762,001,0014,11,08,0,5,18051109,0,1,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028841,004,0088,11,01,0,4,19051101,1,1,2,0,1,44,6,5,0,1,0,17,5,2020,23,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028841,004,0088,11,02,0,4,19051102,2,1,2,0,2,42,6,5,0,2,0,17,5,2020,23,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028841,004,0088,11,03,0,4,19051103,3,1,2,0,1,10,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028841,004,0088,11,04,0,4,19051104,3,1,2,0,2,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028841,004,0088,11,05,0,4,19051105,3,1,2,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028841,004,0088,11,06,0,4,19051106,5,1,2,0,1,83,3,1,0,6,6,0,0,0,0,0,0,6,6,1936,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,1,1,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,851.08
2020,05,028841,004,0091,11,01,0,4,19051101,1,1,2,0,2,22,6,5,0,1,1,0,0,0,0,0,0,17,12,1997,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,4,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,1,1356.10
2020,05,028841,004,0091,11,02,0,4,20051102,2,1,2,0,1,22,6,5,0,2,2,17,5,2020,23,5,2020,25,7,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,564,8010,3,4,2,0,26,1,2020,12,12,12,0,12,12,12,72,1,0,1,2,4,1500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,1500,0,0,0,0,0,1500,1500,1,1265.02
2020,05,028855,004,0100,11,01,0,4,19051101,1,1,2,0,2,81,5,3,0,1,1,0,0,0,0,0,0,7,8,1938,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,4,0,0,0,0,0,0,1,5,4,4,0,0,0,0,0,0,0,0,1,447.06
2020,05,028855,004,0102,11,01,0,4,19051101,1,1,2,0,2,40,6,5,0,1,1,0,0,0,0,0,0,18,9,1979,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,653.18
2020,05,028855,004,0102,11,02,0,4,19051102,3,1,2,0,1,13,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028855,004,0102,11,03,0,4,19051103,3,1,2,0,1,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028855,004,0103,11,01,0,4,19051101,1,1,2,0,1,34,7,2,0,1,1,3,5,2020,9,5,2020,11,5,1986,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,734.28
2020,05,028855,004,0103,11,02,0,4,19051102,2,1,2,0,2,33,6,5,0,2,2,3,5,2020,9,5,2020,23,8,1986,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,5,0,0,0,0,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,653.18
2020,05,028855,004,0103,11,03,0,4,19051103,3,1,2,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028872,002,0027,11,01,0,4,20051101,1,1,2,0,1,47,4,0,6,1,1,3,5,2020,9,5,2020,1,7,1972,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,1,5,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,425.54
2020,05,028872,002,0027,11,02,0,4,20051102,2,1,2,0,2,46,3,0,3,2,2,3,5,2020,9,5,2020,8,11,1973,2,1,0,0,0,0,0,0,0,0,0,0,0,0,942,8121,4,4,2,0,99,99,2015,0,0,0,0,0,0,0,0,2,48,2,2,4,550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,550,0,0,0,0,0,550,550,1,437.78
2020,05,028872,002,0027,11,03,0,4,20051103,3,1,2,0,1,22,6,5,0,3,3,0,0,0,0,0,0,3,8,1997,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,1,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,632.51
2020,05,028872,002,0027,11,04,0,4,20051104,3,1,2,0,1,17,5,3,0,4,4,0,0,0,0,0,0,23,10,2002,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,1,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,632.51
2020,05,028872,002,0027,11,05,0,4,20051105,3,1,2,0,2,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028872,002,0027,11,06,0,4,20051106,3,1,2,0,1,27,7,2,0,6,6,0,0,0,0,0,0,3,11,1992,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,1,5,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,1,719.03
2020,05,028872,002,0027,11,07,0,4,20051107,4,1,2,0,2,18,6,5,0,7,7,0,0,0,0,0,0,13,11,2001,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,1,4,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,1,678.05
2020,05,028872,002,0027,11,08,0,4,20051108,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,05,028872,002,0027,11,09,0,4,20051109,3,1,2,0,2,20,6,5,0,9,9,0,0,0,0,0,0,14,12,1999,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,5,0,0,0,0,0,0,1,6,5,4,0,0,0,0,0,0,0,0,1,678.05
2020,05,028872,002,0027,11,10,0,4,20051110,4,1,2,0,1,24,6,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,632.51
2020,05,028872,002,0029,11,01,0,4,20051101,1,1,2,0,1,46,6,5,0,1,1,3,5,2020,9,5,2020,23,10,1973,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,1,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,425.54
2020,05,028872,002,0029,11,02,0,4,20051102,2,1,2,0,2,47,6,5,0,2,1,0,0,0,0,0,0,10,2,1973,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,437.78
2020,05,028872,002,0029,11,03,0,4,20051103,3,1,2,0,1,18,6,5,0,3,3,0,0,0,0,0,0,2,6,2001,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,1,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,632.51
2020,05,028872,002,0029,11,04,0,4,20051104,3,1,2,0,2,15,5,3,0,4,4,0,0,0,0,0,0,7,7,2004,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,4,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,678.05
2020,05,028872,002,0031,11,01,0,4,20051101,1,1,2,0,1,44,8,3,0,1,1,10,5,2020,16,5,2020,2,7,1975,2,1,0,0,0,0,0,0,0,0,0,0,0,0,423,2220,3,5,2,0,99,99,2011,0,0,0,0,0,0,0,0,2,48,2,2,4,1800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1,1800,0,0,0,0,0,1800,1800,1,719.03
2020,05,028872,002,0031,11,02,0,4,20051102,2,1,2,0,2,42,3,0,4,2,2,0,0,0,0,0,0,9,3,1978,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,639.61
