Player ID,Name,Total Earning,Team
Mittow,Luan Henrique Gomes,"$15,400.00",Spacestation Gaming
RECHAO,Guilherme Recher,"$15,400.00",Spacestation Gaming
Frexs,Joseph Sanchez,"$13,428.00",Spacestation Gaming
Xenial,Angello Cadenas,"$13,428.00",Spacestation Gaming
Claraphi,Jay Stanley,"$12,428.00",Spacestation Gaming
ASPEXY,- -,"$11,300.00",Spacestation Gaming
Angry,Justus Wilson,"$9,698.00",Spacestation Gaming
Juicy,Kent Masang Jr,"$9,698.00",Spacestation Gaming
Sixless,Brandon Cole Patterson,"$9,698.00",Spacestation Gaming
tom60229,"Chen, Wei Lin","$422,381.20",Flash Wolves
SwordArt,"Hu, Shuo Jie","$225,809.83",Flash Wolves
Maple,"Huang, Yi Tang","$222,342.79",Flash Wolves
Betty,"Lu, Yu Hung","$160,705.63",Flash Wolves
Karsa,"Hung, Hau Hsuan","$147,225.43",Flash Wolves
MMD,"Yau, Li Hung","$141,158.90",Flash Wolves
PartinG,"Won, Lee Sak","$94,664.87",Flash Wolves
Hanabi,"Su, Chia Hsiang","$80,876.35",Flash Wolves
san,"Kang, Cho-Won","$79,579.37",Flash Wolves
NL,"Hsiung, Wen An","$76,569.92",Flash Wolves
MooJin,"Kim, Moo Jin","$69,410.64",Flash Wolves
Has,"Ke, Yu Feng","$58,149.14",Flash Wolves
Heroes,"Lu, Hsing Cheng","$40,742.57",Flash Wolves
XiXi,"Chuang, Chi Kang","$40,742.57",Flash Wolves
Steak,"Chou, Lu Hsi","$36,675.67",Flash Wolves
Wayn,"Hsieh, Sung Lin","$33,892.33",Flash Wolves
GaDuo,"Su, Yu-Yan","$33,516.91",Flash Wolves
Gua,"Chen, En Hao","$33,516.91",Flash Wolves
KMoMo,"Syu, Maojyun","$32,279.71",Flash Wolves
Baconjack,"Luo, Zihuan","$31,380.28",Flash Wolves
Kato,"Chun, Tseng-Yung","$29,336.11",Flash Wolves
Jongie,"Cheng, Ji","$26,180.28",Flash Wolves
realment,Po-Hsun Huang,"$26,180.28",Flash Wolves
S1nkler,"Li, Jiahao","$26,180.28",Flash Wolves
Zonda,"Lyu, Jhong Da","$26,180.28",Flash Wolves
ninjaboogie,Michael Ross,"$400,125.00",Mineski
Moon,Kam Boon Seng,"$398,518.85",Mineski
Mushi,"Chai, Yee Fung","$242,104.60",Mineski
Jabz,Anucha Jirawong,"$237,304.60",Mineski
iceiceice,"Koh, Daryl Pei Xiang","$231,396.60",Mineski
Bimbo,Ryan Jay Qui,"$177,774.82",Mineski
kpii,Damien Chok,"$175,214.25",Mineski
Nikobaby,Nikolay Nikolov,"$137,320.40",Mineski
Julz,Julius Deleon,"$33,510.58",Mineski
Amraan,Amraan Gani,"$33,333.33",Mineski
Fardhino,Fardeen Bin Hussain,"$33,333.33",Mineski
Mun,"Mun, Kiat Gan","$33,333.33",Mineski
Febby,"Kim, Yong Min","$31,893.85",Mineski
JT-,"Jun Wen, Thiay","$26,493.85",Mineski
Ahjit,Lai Jay Son,"$25,400.00",Mineski
Vash,Jessie Cuyco,"$18,699.29",Mineski
KuKU,Kuku Palad,"$15,759.03",Mineski
Exo,Eric Del Puerto Gubatan,"$15,330.33",Mineski
Tgee,Gerald Gianne Gelacio,"$14,130.33",Mineski
Ryo,Ryo Hasegawa,"$13,459.03",Mineski
Kaigu,Lance Hernandez,"$12,894.71",Mineski
Yume,Danyll Balisi,"$10,627.51",Mineski
Bok,Jun Kanehara,"$9,911.29",Mineski
pieliedie,Johan Åström,"$9,016.75",Mineski
Cast,Mark Pillar,"$8,971.29",Mineski
Adou,"Jiang, Tao","$484,965.73",Turnso Gaming
NuanYang,"Lin, Heng","$484,965.73",Turnso Gaming
QianShi,"Zhou, Kuan","$484,965.73",Turnso Gaming
ShenRen,"Ma, Tengfei","$484,965.73",Turnso Gaming
ShiJiu,"Chen, Runzhi","$484,965.73",Turnso Gaming
iLLeY,Indervir Dhaliwal,"$514,000.00",Dallas Empire
Shotzzy,Anthony Cuevas-Castro,"$514,000.00",Dallas Empire
C6,Ian Porter,"$511,500.00",Dallas Empire
Huke,Cuyler Garland,"$395,250.00",Dallas Empire
Clayster,James Eubanks,"$360,500.00",Dallas Empire
Vivid,Reece Drost,"$115,000.00",Dallas Empire
Tommey,Thomas Trewren,"$6,500.00",Dallas Empire
FeLo,Tyler Johnson,"$2,500.00",Dallas Empire
GodV,"Wei, Zhen","$256,552.87",Four Angry Men
33Svan,"Wu, Hongsen","$255,092.32",Four Angry Men
Hasaki,"Wu, Chunjian","$255,092.32",Four Angry Men
Su,"Feng, Shujie","$255,092.32",Four Angry Men
Xinhe,"Li, He","$255,092.32",Four Angry Men
Forever,"Wu, Zheng","$219,401.03",Four Angry Men
xxxLu,"Wei, Daying","$205,775.55",Four Angry Men
QingChen,"Zhang, Youquan","$187,962.32",Four Angry Men
ZGGO1,"Wang, Xin","$108,136.65",Four Angry Men
PigNan,"Liu, Jinnan","$100,840.22",Four Angry Men
CRAZY112,"-, -","$93,459.80",Four Angry Men
CPT,"Sun, Yu-Ze","$70,016.44",Four Angry Men
Aluka,"Peng, Zhen Ming","$42,573.29",Four Angry Men
GuCun,"Ma, Shi Heng","$37,099.37",Four Angry Men
Neid,"-, -","$17,130.00",Four Angry Men
Long,"Long, Zhong Quan","$13,809.05",Four Angry Men
NB211,"Zhou, Lin Li","$9,110.00",Four Angry Men
Sword57,"-, -","$9,110.00",Four Angry Men
fy,"Xu, Linsen","$4,490.10",Four Angry Men
Paparazi,"Zhang, Chengjun","$4,490.10",Four Angry Men
RedPanda,"Ru, Zhihao","$4,490.10",Four Angry Men
Somnus丶M,Lu Yao,"$4,490.10",Four Angry Men
Yang,"Zhou, Haiyang","$4,490.10",Four Angry Men
2xing,"He, Yong","$1,412.00",Four Angry Men
Tide,"-, -","$1,412.00",Four Angry Men
Potwasher,Masaki Takeuchi,"$200,000.00",Tempo Storm
Meluke,Luke Laing,"$137,239.58",Tempo Storm
Zanpah,Logan Heckman,"$125,989.58",Tempo Storm
JustSaiyan,David Shan,"$120,750.00",Tempo Storm
Sharky,Mike Gariti,"$108,062.50",Tempo Storm
YaBoiDre,Diondre Bond,"$103,739.58",Tempo Storm
Cattlepillar,Ben Bunk,"$69,571.20",Tempo Storm
Jun,"Jang, Jun","$69,571.20",Tempo Storm
Axe,Jeffrey Williamson,"$61,092.28",Tempo Storm
psalm,Harrison Chang,"$53,071.20",Tempo Storm
Gaara,Petar Stevanovic,"$51,434.59",Tempo Storm
Brush,Craig Hechmer,"$50,000.00",Tempo Storm
CizLucky,Chris Perez,"$50,000.00",Tempo Storm
Liereyy,Kai Kallinger,"$47,582.50",Tempo Storm
Sharpshothd,Daniel Hernandez,"$46,000.00",Tempo Storm
Spec,David Guzman,"$44,026.75",Tempo Storm
Tidesoftime,Drew Biessener,"$41,424.60",Tempo Storm
Rain,Martin Duran,"$41,296.75",Tempo Storm
Hera,Hamzah El-Baher,"$39,237.50",Tempo Storm
Glaurung,Mike Fisk,"$36,916.20",Tempo Storm
Fan,Fan Yang,"$36,071.20",Tempo Storm
HH24,Brayan Melamed,"$34,908.00",Tempo Storm
CauthonLuck,Rori Bryant-Raible,"$33,500.00",Tempo Storm
Fury,Manny Medina,"$33,500.00",Tempo Storm
J7,Jonathan Galavis,"$30,268.00",Tempo Storm
FalleN,Gabriel Toledo,"$285,976.42",MIBR
fer,Fernando Alvarenga,"$282,976.42",MIBR
TACO,Epitácio de Melo,"$170,476.42",MIBR
coldzera,Marcelo David,"$166,708.04",MIBR
kNg,Vito Giuseppe,"$120,018.38",MIBR
Stewie2k,Jakey Yip,"$116,700.00",MIBR
tarik,Tarik Celik,"$114,000.00",MIBR
Lucas,Lucas Teles,"$58,658.04",MIBR
meyern,Ignacio Meyer,"$57,100.00",MIBR
Faallz,Kaique Moreira,"$48,000.00",MIBR
FelipoX,Felipe De Lucia,"$48,000.00",MIBR
LuKid,Luca Sereno,"$48,000.00",MIBR
Rappz,Enzo Aziz,"$48,000.00",MIBR
Reduct,Tassus Issi,"$48,000.00",MIBR
felps,João Vasconcellos,"$45,800.00",MIBR
cogu,Raphael Camargo,"$36,595.73",MIBR
trk,Alencar Rossato,"$36,418.38",MIBR
Bullet1,José Victor,"$35,000.00",MIBR
Cyb3r,Jaime Ramos,"$35,000.00",MIBR
MKing,Lucca Coser,"$35,000.00",MIBR
Novys,Daniel Novy,"$33,000.00",MIBR
fnx,Lincoln Lau,"$31,940.18",MIBR
nak,Renato Nakano,"$30,421.69",MIBR
Hugzord,Vitor Hugo,"$27,700.00",MIBR
bit,Bruno Lima,"$25,613.73",MIBR
MSdossary7,Aldossary Mossad,"$423,250.00",Rogue
Nraseck,Niklas Raseck,"$90,250.00",Rogue
Firstkiller,Jason Corral,"$79,015.79",Rogue
Turinturo,Leonardo Wilson,"$69,350.00",Rogue
Dropped,Mark Thees,"$58,529.00",Rogue
Sweetdreams,Chris Sexton,"$58,529.00",Rogue
Kronovi,Cameron Bills,"$57,019.95",Rogue
Taroco,Alexandre Reis Pedrogam,"$52,666.67",Rogue
hiko,Spencer Martin,"$50,573.46",Rogue
Ecl9pse,Tyler McMullin,"$48,650.00",Rogue
Slashug,Spencer Oliver,"$48,650.00",Rogue
Easilyy,Kevin Skokowski,"$42,850.00",Rogue
HusKerrs,Jordan Thomas,"$42,229.00",Rogue
Wonder,Nicholas Blackerby,"$40,386.62",Rogue
aKm,Dylan Bignet,"$38,858.87",Rogue
unKOE,Benjamin Chevasson,"$38,858.87",Rogue
winz,Michaël Bignet,"$38,858.87",Rogue
KnOxXx,Jean-Louis Boyer,"$38,303.91",Rogue
Inspired,Kacper Słoma,"$34,561.92",Rogue
Larssen,Emil Larsson,"$34,561.92",Rogue
AceeZ,Maurice Erkelenz,"$33,986.71",Rogue
Korey,Lukas Zwingmann,"$33,986.71",Rogue
ripz,Jan Hucke,"$33,986.71",Rogue
AyyJayy,Austin Aebi,"$30,839.83",Rogue
Shuttle,Aaron Dugger,"$30,700.00",Rogue
Andinster,Andrew Woodward,"$272,089.98",COGnitive Gaming
BaRRaCCuDDa,John Salter,"$272,089.98",COGnitive Gaming
MLCst3alth,Brett Felley,"$272,089.98",COGnitive Gaming
Omegatron,Ryan Johnson,"$272,089.98",COGnitive Gaming
JeffHindla,Rosario Villardi,"$264,426.00",COGnitive Gaming
DaGarz,Peter Gary,"$88,367.80",COGnitive Gaming
Divios,Nicklaus Neumeyer,"$88,367.80",COGnitive Gaming
Eonic,Sinjin Thorpe,"$88,367.80",COGnitive Gaming
Snoopy,Evan Jones,"$88,367.80",COGnitive Gaming
TheBoosh,Nich Lewis,"$88,367.80",COGnitive Gaming
Mew2King,Jason Zimmerman,"$47,877.65",COGnitive Gaming
Wizzrobe,Justin Hallett,"$12,975.10",COGnitive Gaming
iakona,Jeffrey Dolan,"$10,000.00",COGnitive Gaming
Glaurung,Mike Fisk,"$9,920.00",COGnitive Gaming
Freya,Justin Grella,"$9,500.00",COGnitive Gaming
GustavY,Benjamin Lyubarskiy,"$9,500.00",COGnitive Gaming
Paul,Paul Berger,"$9,500.00",COGnitive Gaming
Shing,Alex Rosa,"$9,500.00",COGnitive Gaming
SoupsKitchen,Brad Rogge,"$9,500.00",COGnitive Gaming
Meerkat,Tyler Jensen,"$7,750.00",COGnitive Gaming
DaretoCare,Brendan Daniels,"$6,101.48",COGnitive Gaming
Cattlepillar,Ben Bunk,"$6,080.00",COGnitive Gaming
CauthonLuck,Rori Bryant-Raible,"$6,000.00",COGnitive Gaming
Faye,Kayla Murray,"$6,000.00",COGnitive Gaming
Aror,Max Jackson,"$4,800.00",COGnitive Gaming
BurNIng,"Xu, Zhilei","$325,582.35",Team DK
MMY!,"Lei, Zengrong","$290,179.75",Team DK
iceiceice,"Koh, Daryl Pei Xiang","$254,634.94",Team DK
LaNm,"Zhang, Zhicheng","$254,634.94",Team DK
Mushi,"Chai, Yee Fung","$254,634.94",Team DK
Lyn,"Park, Joon","$104,376.53",Team DK
rOtK,"Bai, Fan","$70,947.41",Team DK
Super,"Xie, Junhao","$70,792.74",Team DK
QQQ,"Yao, Yi","$35,544.81",Team DK
LongDD,"Huang, Xiang","$35,247.93",Team DK
ZippO,"Zhou, Xiong","$35,247.93",Team DK
CrazymoviNG,"Han, Ki Soo","$25,588.92",Team DK
JaeHyun,"Park, Jae Hyun","$25,588.92",Team DK
Noblesse,"Chae, Do Joon","$25,588.92",Team DK
sCsC,"Kim, Seung Chul","$25,588.92",Team DK
Sniper,"Kwon, Tae Hoon","$25,588.92",Team DK
black.z,"Zhao, Shungeng","$1,620.02",Team DK
Cty,"Chen, Tianyu",$975.54,Team DK
dreamyu,"Xue, Zhuo Rui",$975.54,Team DK
Hanci,"Huang, Hanci",$975.54,Team DK
XBG,"Gu, Jun",$975.54,Team DK
290,"Zeng, Chen",$644.48,Team DK
HaN,- -,$644.48,Team DK
ZeroPerfect,Yichuan Feng,$644.48,Team DK
杀神AK,- -,$644.48,Team DK
Pavel,Pavel Beltiukov,"$263,690.51",Millenium
Stephano,Ilyes Satouri,"$173,103.49",Millenium
fOrGG,"Park, Ji Soo","$142,066.67",Millenium
Teeqzy,Klaivert Dervishi,"$121,658.90",Millenium
ShoWTimE,Tobias Sieber,"$84,949.83",Millenium
Lilbow,David Moschetto,"$72,941.67",Millenium
MarineLorD,Alexis Eusebio,"$61,491.54",Millenium
MadCat,Dylan Dally,"$43,728.46",Millenium
Tommey,Thomas Trewren,"$42,848.81",Millenium
Jurd,Jordan Crowley,"$40,723.81",Millenium
Dayshi,Antoine Stievenart,"$34,696.75",Millenium
Swanny,Callum Swan,"$33,223.81",Millenium
Adelscott,Benoît Strypsteen,"$25,630.17",Millenium
Liven,Gaël Gruyere,"$23,200.89",Millenium
Renshiro,Olivier Vandroux,"$23,200.89",Millenium
Maniika,Johan Simon,"$22,640.39",Millenium
Djoko,Charly Guillard,"$22,366.82",Millenium
Kaze,Quentin Gourbeix,"$22,366.82",Millenium
Pretty,Prodromos Kevezitidis,"$21,907.36",Millenium
masterwork,Casper van Kampen,"$18,512.28",Millenium
Hicks,Théophile Dupont,"$16,184.41",Millenium
risze,Valentin Liradelfo,"$16,184.41",Millenium
Joghurtzz,Nolan Crouzery,"$16,069.25",Millenium
Hans,Steven Liv,"$12,986.73",Millenium
Feast,Jérémy Vansnick,"$12,977.96",Millenium
lionkk,"Yao, Hao","$182,459.99",OMG
silentBT_,"Wang, Yan","$181,549.66",OMG
xiaohaixxxx,"Zhang, Jinhai","$179,906.29",OMG
xiaorong,"Liao, Liangguang","$163,976.97",OMG
Gogoing,"Gao, Di Ping","$113,570.08",OMG
LoveLing,"Yin, Le","$110,071.90",OMG
san,"Guo, Jun Liang","$108,594.21",OMG
Cool,"Yu, Jia Jun","$105,239.85",OMG
bigpomelo,"Ouyang, Wei Qi","$56,682.07",OMG
SunnGoo,"Fang, Hong Ri","$44,941.29",OMG
xiyang,"Hu, Bin","$36,055.83",OMG
Cherrymo,Luo Qiang,"$31,491.35",OMG
一梦丶二三年,Liu Di,"$31,491.35",OMG
嘟嘟丨,Shen Chao,"$31,491.35",OMG
大奇葩,Fang Zhihao,"$31,491.35",OMG
星仔传说,Zhou Jingxin,"$31,491.35",OMG
Cloud,"Hu, Zhen Wei","$28,500.06",OMG
5,"Liu, Shi Yu","$21,655.84",OMG
Clouds,"-, -","$20,617.00",OMG
icon,"Xie, Tian Yu","$16,263.52",OMG
Smlz,"Han, Jin","$16,263.52",OMG
Maker,"Huang, Sheng","$14,074.60",OMG
World6,"Chen, Yu Tian","$12,263.52",OMG
BlueWhale,"Wu, Guo Yong","$10,926.00",OMG
Santorsk1,"Fan, Mo Chen","$10,000.00",OMG
emilitoo,Emil Stärnman,"$114,000.00",Epsilon eSports
Adapting,Kennet Ros,"$113,900.00",Epsilon eSports
iRaffer,Craig Rathbone,"$113,900.00",Epsilon eSports
Yammyn,André Brännvall,"$113,900.00",Epsilon eSports
NinjaDimi,Peter Dimitrov,"$113,600.00",Epsilon eSports
freddieb,Fredrik Buö,"$57,385.30",Epsilon eSports
draken,William Sundin,"$46,302.53",Epsilon eSports
BARBARR,Andre Möller,"$42,756.64",Epsilon eSports
REZ,Fredrik Sterner,"$41,463.25",Epsilon eSports
Dqvee,David Davies,"$38,050.00",Epsilon eSports
Hawqehh,Billy Harris,"$38,050.00",Epsilon eSports
Vortex,Stephen Allen,"$38,050.00",Epsilon eSports
Joshh,Joshua-Lee Shephard,"$28,800.00",Epsilon eSports
disco,Joakim Gidetun,"$28,241.53",Epsilon eSports
Snip3drone,Michael Juchau,"$27,459.18",Epsilon eSports
Reedy,Jordan Reed,"$27,055.73",Epsilon eSports
BUK,Alex Buck,"$25,709.18",Epsilon eSports
BUK,Will Buck,"$25,709.18",Epsilon eSports
Jimbo,James Bradbrook,"$24,945.43",Epsilon eSports
smooya,Owen Butterfield,"$23,157.80",Epsilon eSports
kalle,Karl William Haraldsen,"$21,652.58",Epsilon eSports
Moose,Thomas Handley,"$17,180.03",Epsilon eSports
Jurd,Jordan Crowley,"$16,250.00",Epsilon eSports
broky,Helvijs Saukants,"$15,066.26",Epsilon eSports
CRUC1AL,Joey Steusel,"$14,754.56",Epsilon eSports
hwinn,Hunter Winn,"$389,319.44",Susquehanna Soniqs
M1ME,Austin Scherff,"$389,319.44",Susquehanna Soniqs
Shrimzy,Tristan Nowicky,"$389,319.44",Susquehanna Soniqs
TGLTN,James Giezen,"$381,522.25",Susquehanna Soniqs
Shock,Nathan Frommelt,"$23,349.12",Susquehanna Soniqs
supr,Seth Hoffman,"$18,650.00",Susquehanna Soniqs
Satthew,Matthew Ackermann,"$14,149.12",Susquehanna Soniqs
Pr0phie,Magno Ramos,"$13,147.19",Susquehanna Soniqs
tcorrell,Tristian Correll,"$10,166.67",Susquehanna Soniqs
Dappur,Chris Mendoza,"$10,132.45",Susquehanna Soniqs
Gryxr,Pablo Rebeil,"$10,050.00",Susquehanna Soniqs
Kanzen,Evan Bushore,"$10,050.00",Susquehanna Soniqs
Rexen,Richie Coronado,"$10,050.00",Susquehanna Soniqs
Yeti,Alexander Lawson,"$10,050.00",Susquehanna Soniqs
Roll,Raul Diaz,"$8,633.33",Susquehanna Soniqs
Gomfi,Santino Meulenaere,"$7,200.00",Susquehanna Soniqs
SlebbeN,Alex Nordlund,"$7,200.00",Susquehanna Soniqs
Goddess,Lauren Williams,"$6,600.00",Susquehanna Soniqs
Neptunez,Scott Webber,"$6,600.00",Susquehanna Soniqs
JRuss,Jacob Clarkson,"$6,516.67",Susquehanna Soniqs
Keenan,Jeremy Traverse,"$5,350.00",Susquehanna Soniqs
TonyV,Tony Vargas,"$4,900.00",Susquehanna Soniqs
Woo1y,Seth Little,"$4,650.00",Susquehanna Soniqs
Easilyy,Kevin Skokowski,"$2,000.00",Susquehanna Soniqs
Iconic,David Ifidon,"$2,000.00",Susquehanna Soniqs
Tokido,"Hajime, Taniguchi","$347,598.00",Echo Fox
SonicFox,Dominique Mclean,"$327,077.31",Echo Fox
MKLeo,Leonardo Perez,"$197,110.37",Echo Fox
Mew2King,Jason Zimmerman,"$76,577.64",Echo Fox
JDCR,"Kim, Hyun Jin","$66,586.10",Echo Fox
Kyle,Kyle Mason,"$42,800.00",Echo Fox
Radek,Radek Pozler,"$40,086.60",Echo Fox
JWong,Justin Wong,"$39,290.31",Echo Fox
Momochi,"Momochi, Yusuke","$36,050.00",Echo Fox
Saint,"Choi, Jin Woo","$34,625.77",Echo Fox
FraNChiS,Jose Mavo,"$32,300.00",Echo Fox
Theo,Jivan Karapetian,"$26,045.87",Echo Fox
ShahZaM,Shahzeb Khan,"$24,494.44",Echo Fox
ryx,Ronnie Bylicki,"$22,744.44",Echo Fox
Faccento,Brice Faccento,"$20,875.00",Echo Fox
roca,Daniel Gustaferri,"$20,744.44",Echo Fox
seangares,Sean Gares,"$20,594.44",Echo Fox
fREAKAZOiD,Ryan Abadir,"$20,394.44",Echo Fox
Saints,Renato Forza,"$19,875.00",Echo Fox
Aqua,Ulysses Silva,"$18,875.00",Echo Fox
Praized,Arody Dipre,"$17,300.00",Echo Fox
SoLuRs,Brian Valenzuela,"$17,300.00",Echo Fox
ToySxldier,Jamie Rivera,"$17,300.00",Echo Fox
Kenny,Justin Kenny,"$15,000.00",Echo Fox
Red,Nicholas Cope,"$15,000.00",Echo Fox
jks,Justin Savage,"$169,002.27",Renegades
AZR,Aaron Ward,"$168,002.27",Renegades
USTILO,Karlo Pivac,"$103,366.67",Renegades
jkaem,Joakim Myrbostad,"$77,733.33",Renegades
Nifty,Noah Francis,"$73,250.00",Renegades
liazz,Jay Tregillgas,"$56,133.33",Renegades
Jordan,Jordan Eckley,"$55,950.00",Renegades
Gratisfaction,Sean Kaiwai,"$54,650.00",Renegades
Kamii,Cameron Ingram,"$46,640.00",Renegades
Yam,Yaman Ergenekon,"$41,668.93",Renegades
NAF,Keith Markovic,"$37,750.00",Renegades
INS,Joshua Potter,"$32,346.08",Renegades
malta,Liam Schembri,"$32,346.08",Renegades
Sico,Simon Williams,"$32,346.08",Renegades
Siki,Christopher Magee,"$32,266.67",Renegades
CJCJ,Cameron Johns,"$29,890.00",Renegades
Hatz,Jordan Bajic,"$29,346.08",Renegades
dexter,Chris Nong,"$25,546.08",Renegades
Rickeh,Rick Mulholland,"$25,166.67",Renegades
Spunj,Chad Burchill,"$22,168.93",Renegades
APG,Bradley Laws,"$22,000.00",Renegades
Dabuz,Samuel Buzby,"$21,946.30",Renegades
Ninja,Tyler Blevins,"$21,875.00",Renegades
Victory,Cameron Thorlakson,"$21,875.00",Renegades
Neptune,Travis McCloud,"$21,250.00",Renegades
somebody,"Xu, HaoWen","$260,754.50",TyLoo
Mo,"Ke, Liu","$201,168.93",TyLoo
DD,"Hui, Wu","$195,506.24",TyLoo
Summer,"Cai, Yulun","$162,350.31",TyLoo
AttackeR,"Sheng, Yuanzhang","$158,607.01",TyLoo
BnTeT,Hansel Ferdinand,"$135,924.71",TyLoo
xccurate,Kevin Susanto,"$62,978.27",TyLoo
Danking,"Lv, Zhenghao","$44,338.89",TyLoo
SLOWLY,"Sun, Kelun","$44,338.89",TyLoo
HZ,"Huang, Zhen","$39,761.01",TyLoo
Freeman,"Cheung, Winghei","$35,643.46",TyLoo
KingZ,"Luo, Likan","$32,898.11",TyLoo
Infi,"Wang, Xu Wen","$32,269.03",TyLoo
xf,"Lai, Xue Feng","$29,846.20",TyLoo
tb,"Li, Bing Yuan","$29,046.20",TyLoo
Rita,"Huang, Biao Hong","$21,895.55",TyLoo
TH000,"Huang, Xiang","$19,649.56",TyLoo
savage,"Liu, Bin","$18,752.99",TyLoo
wx[Karl],"Wang, Xi","$18,546.34",TyLoo
bondik,Vladyslav Nechyporchuk,"$16,360.00",TyLoo
GoodRifle,"Xue, Chao","$15,947.34",TyLoo
alex,"Bian, Zheng Wei","$15,147.34",TyLoo
Angelo,"Xiang, Tao","$9,420.00",TyLoo
GuYueXin,"Hu, Xin","$9,420.00",TyLoo
MaxPower,"Jiang, Yu Hui","$9,420.00",TyLoo
ANGE1,Kirill Karasiow,"$158,483.97",HellRaisers
DeadFox,Bence Böröcz,"$105,047.40",HellRaisers
ISSAA,Issa Murad,"$88,149.08",HellRaisers
bondik,Vladyslav Nechyporchuk,"$84,757.40",HellRaisers
woxic,Özgür Eker,"$80,347.40",HellRaisers
lolwo,Andrey Dzenisenka,"$65,504.88",HellRaisers
Near_You,Aliaksei Kuchkin,"$65,504.88",HellRaisers
Neskwi,Vladislav Kanaev,"$65,504.88",HellRaisers
Zero,Patrik Žúdel,"$50,986.44",HellRaisers
STYKO,Martin Styk,"$47,461.44",HellRaisers
apllewOw,Yuri Ilyin,"$40,728.09",HellRaisers
Nuclear,Aleksei Morozov,"$40,728.09",HellRaisers
Montiablo,Maxim Mikheev,"$38,942.38",HellRaisers
oskar,Tomáš Šťastný,"$38,563.12",HellRaisers
_YR_,Yuriy Buharov,"$32,142.86",HellRaisers
_Grifon_,Yevhenii Voitenko,"$30,013.81",HellRaisers
kUcheR,Emil Akhundov,"$28,519.98",HellRaisers
DYADOR,Vladimir Drutskiy,"$28,348.21",HellRaisers
Nix,Alexander Levin,"$26,616.67",HellRaisers
Kamaek,Dmytro Hrankin,"$24,776.79",HellRaisers
Luciquell,Ruslan Iermakov,"$24,776.79",HellRaisers
Dread,Andrey Golubev,"$23,272.44",HellRaisers
goddam,Dilat Seidimomyn,"$23,160.84",HellRaisers
Miposhka,Yaroslav Naydenov,"$21,600.00",HellRaisers
Afoninje,Andrey Afonin,"$21,056.13",HellRaisers
tabseN,Johannes Wodarz,"$264,993.95",BIG
tiziaN,Tizian Feldbusch,"$217,508.33",BIG
XANTARES,Can Dörtkardes,"$182,808.33",BIG
k1to,Nils Gruhne,"$156,258.33",BIG
syrsoN,Florian Rische,"$156,258.33",BIG
gob,Fatih Dayik,"$95,412.15",BIG
nex,Johannes Maget,"$90,135.62",BIG
k1llsen,Marcel Paul,"$66,675.71",BIG
smooya,Owen Butterfield,"$45,200.00",BIG
LEGIJA,Nikola Ninić,"$43,385.62",BIG
keev,Kevin Bartholomäus,"$38,585.62",BIG
Don,Finn-Lukas Salomon,"$35,887.45",BIG
ShoWTimE,Tobias Sieber,"$33,616.99",BIG
WhiteKnight108,Matti Sormunen,"$31,011.77",BIG
zazee,Dirk Mallner,"$30,301.68",BIG
Carzzy,Matyáš Orság,"$29,752.83",BIG
Labrov,Labros Papoutsakis,"$23,170.20",BIG
Reeker,Steven Chen,"$12,116.90",BIG
Keduii,Tim Willers,"$11,406.81",BIG
Seaz,Daniel Binderhofer,"$11,406.81",BIG
av3k,Maciej Krzykowski,"$7,635.00",BIG
SirNukesAlot,Risto Luuri,"$7,131.48",BIG
Karimkt,Karim Aubineau,"$6,701.41",BIG
SLT,Enzo Gonzalez,"$6,701.41",BIG
prosus,David Hesse,"$6,114.95",BIG
Crisp,"Liu, Qing Song","$263,292.73",FunPlus Phoenix
Lwx,"Lin, Wei Xiang","$263,292.73",FunPlus Phoenix
doinb,"Kim, Tae Sang","$262,276.67",FunPlus Phoenix
Tian,"Gao, Tian Liang","$262,276.67",FunPlus Phoenix
GimGoon,"Kim, Han Saem","$238,276.67",FunPlus Phoenix
EvilMare,- -,"$50,000.00",FunPlus Phoenix
Khan,"Kim, Dong Ha","$35,821.67",FunPlus Phoenix
ANGE1,Kirill Karasiow,"$18,753.60",FunPlus Phoenix
Shadow,Tobias Flodström,"$18,753.60",FunPlus Phoenix
Shao,Andrey Kiprsky,"$18,753.60",FunPlus Phoenix
Zyppaan,Pontus Eek,"$18,753.60",FunPlus Phoenix
Farlig,Asger Jensen,"$17,000.00",FunPlus Phoenix
Maden,Pavle Bošković,"$17,000.00",FunPlus Phoenix
STYKO,Martin Styk,"$17,000.00",FunPlus Phoenix
zehN,Jesse Linjala,"$17,000.00",FunPlus Phoenix
dimasick,Dmitry Matviyenko,"$12,487.38",FunPlus Phoenix
chrisJ,Chris de Jong,"$11,000.00",FunPlus Phoenix
x1aoTu,"-, -","$6,922.70",FunPlus Phoenix
XiaoA,"-, -","$6,559.28",FunPlus Phoenix
Meddo,Johan Lundborg,"$6,266.23",FunPlus Phoenix
meRcy,"-, -","$5,616.20",FunPlus Phoenix
mingz1,"-, -","$5,616.20",FunPlus Phoenix
MinMie,"-, -","$5,616.20",FunPlus Phoenix
suNny,Miikka Kemppi,"$5,000.00",FunPlus Phoenix
Xiao7,"Li, Zhong Qi","$4,197.01",FunPlus Phoenix
Bdosin,"Choi, Seung Tae","$185,281.39",London Spitfire
birdring,"Kim, Ji Hyuk","$185,281.39",London Spitfire
Fury,"Kim, Jun Ho","$185,281.39",London Spitfire
