Fecha UTC,Fecha,profundidad (km),magnitud (M)
03/08/2006,ago-06,99,4.9
05/08/2006,ago-06,43,4.5
05/08/2006,ago-06,54,4.5
05/08/2006,ago-06,57,4.9
05/08/2006,ago-06,53,4.5
05/08/2006,ago-06,20,4.9
06/08/2006,ago-06,62,4.6
06/08/2006,ago-06,57,5.1
06/08/2006,ago-06,31,4.7
09/08/2006,ago-06,19,4.5
09/08/2006,ago-06,15,5.8
17/08/2006,ago-06,158,4.9
18/08/2006,ago-06,14,4.9
20/08/2006,ago-06,41,5.1
20/08/2006,ago-06,41,5.3
22/08/2006,ago-06,70,4.8
22/08/2006,ago-06,189,4.2
24/08/2006,ago-06,50,4.6
27/08/2006,ago-06,42,4.5
27/08/2006,ago-06,30,4.5
27/08/2006,ago-06,2,4.6
27/08/2006,ago-06,42,4.9
28/08/2006,ago-06,11,5.1
28/08/2006,ago-06,69,4.5
02/09/2006,Set-06,43,4.6
05/09/2006,Set-06,43,4.1
05/09/2006,Set-06,56,5.3
06/09/2006,Set-06,19,4.5
07/09/2006,Set-06,10,4.5
09/09/2006,Set-06,6,4.9
09/09/2006,Set-06,143,4.1
11/09/2006,Set-06,40,4.9
11/09/2006,Set-06,52,5.2
12/09/2006,Set-06,33,5.3
12/09/2006,Set-06,57,5.1
13/09/2006,Set-06,100,4.2
13/09/2006,Set-06,50,4.2
14/09/2006,Set-06,62,4.5
18/09/2006,Set-06,41,4.5
18/09/2006,Set-06,152,5.3
20/09/2006,Set-06,180,4
22/09/2006,Set-06,35,4.8
22/09/2006,Set-06,19,4.6
24/09/2006,Set-06,129,5.6
24/09/2006,Set-06,101,4.9
25/09/2006,Set-06,53,4.5
26/09/2006,Set-06,94,4.9
26/09/2006,Set-06,148,4.5
27/09/2006,Set-06,27,4.6
29/09/2006,Set-06,39,4.8
30/09/2006,Set-06,90,6.2
03/10/2006,oct-06,12,4.7
04/10/2006,oct-06,73,4.3
04/10/2006,oct-06,34,4.4
06/10/2006,oct-06,45,4.6
06/10/2006,oct-06,223,4.5
08/10/2006,oct-06,86,4.6
08/10/2006,oct-06,28,4.9
09/10/2006,oct-06,72,4.5
12/10/2006,oct-06,78,5
12/10/2006,oct-06,53,4.7
13/10/2006,oct-06,110,5.6
14/10/2006,oct-06,26,5
15/10/2006,oct-06,64,5.3
15/10/2006,oct-06,10,4
18/10/2006,oct-06,30,4.7
20/10/2006,oct-06,22,5.1
20/10/2006,oct-06,28,6.7
20/10/2006,oct-06,29,4.6
20/10/2006,oct-06,172,5.6
22/10/2006,oct-06,40,4.5
22/10/2006,oct-06,66,4.6
23/10/2006,oct-06,32,4.8
23/10/2006,oct-06,47,4.5
25/10/2006,oct-06,22,5.1
25/10/2006,oct-06,27,5.3
26/10/2006,oct-06,43,4.5
26/10/2006,oct-06,45,6.2
30/10/2006,oct-06,186,5.8
30/10/2006,oct-06,43,4.6
30/10/2006,oct-06,15,4.6
03/11/2006,nov-06,59,4.6
04/11/2006,nov-06,144,4.8
04/11/2006,nov-06,75,5.3
06/11/2006,nov-06,64,4.7
07/11/2006,nov-06,20,5
09/11/2006,nov-06,26,5.5
11/11/2006,nov-06,123,4.7
13/11/2006,nov-06,33,4.5
13/11/2006,nov-06,9,4.6
13/11/2006,nov-06,16,4.8
15/11/2006,nov-06,119,4.7
15/11/2006,nov-06,49,5.3
16/11/2006,nov-06,47,4
16/11/2006,nov-06,147,4.8
17/11/2006,nov-06,33,5.3
17/11/2006,nov-06,25,4.7
18/11/2006,nov-06,13,4.6
18/11/2006,nov-06,12,4.8
20/11/2006,nov-06,35,5.8
20/11/2006,nov-06,127,4.7
22/11/2006,nov-06,145,4.1
23/11/2006,nov-06,91,4.5
27/11/2006,nov-06,116,5.9
28/11/2006,nov-06,59,5.2
30/11/2006,nov-06,68,4.5
01/12/2006,dic-06,135,4.8
03/12/2006,dic-06,57,4.5
07/12/2006,dic-06,55,4.6
09/12/2006,dic-06,61,5.2
09/12/2006,dic-06,186,4.3
11/12/2006,dic-06,61,4.5
11/12/2006,dic-06,38,4.7
15/12/2006,dic-06,48,4.5
17/12/2006,dic-06,60,4.6
18/12/2006,dic-06,263,4.4
18/12/2006,dic-06,158,4.1
20/12/2006,dic-06,169,5.2
21/12/2006,dic-06,11,4.5
21/12/2006,dic-06,37,4.6
22/12/2006,dic-06,33,4.5
24/12/2006,dic-06,29,4.5
24/12/2006,dic-06,154,4.9
24/12/2006,dic-06,66,5.3
30/12/2006,dic-06,184,4.8
02/01/2007,ene-07,14,5.1
02/01/2007,ene-07,31,5.3
04/01/2007,ene-07,106,5.3
05/01/2007,ene-07,50,5.1
06/01/2007,ene-07,80,4.8
08/01/2007,ene-07,33,4.6
09/01/2007,ene-07,52,4.6
11/01/2007,ene-07,33,4.9
12/01/2007,ene-07,180,4.2
14/01/2007,ene-07,47,4.5
15/01/2007,ene-07,117,4.8
17/01/2007,ene-07,35,5.4
20/01/2007,ene-07,94,4.5
20/01/2007,ene-07,25,4.5
20/01/2007,ene-07,28,5.3
21/01/2007,ene-07,24,4.7
22/01/2007,ene-07,25,4.5
22/01/2007,ene-07,111,4.8
23/01/2007,ene-07,20,5.3
24/01/2007,ene-07,114,4.9
26/01/2007,ene-07,71,4.9
27/01/2007,ene-07,146,4.8
27/01/2007,ene-07,62,5
27/01/2007,ene-07,65,4.6
28/01/2007,ene-07,35,5
01/02/2007,feb-07,73,4.5
03/02/2007,feb-07,119,4.7
03/02/2007,feb-07,556,4.3
04/02/2007,feb-07,43,4.8
04/02/2007,feb-07,42,5.1
04/02/2007,feb-07,30,4.7
04/02/2007,feb-07,109,5.4
05/02/2007,feb-07,147,4.5
07/02/2007,feb-07,23,5.8
08/02/2007,feb-07,17,5.3
09/02/2007,feb-07,41,4.8
09/02/2007,feb-07,47,4.8
09/02/2007,feb-07,36,4.7
14/02/2007,feb-07,124,4.5
14/02/2007,feb-07,141,5.3
15/02/2007,feb-07,24,5.2
16/02/2007,feb-07,159,4.2
16/02/2007,feb-07,47,5.3
17/02/2007,feb-07,19,4.5
17/02/2007,feb-07,52,4.9
18/02/2007,feb-07,47,4.5
19/02/2007,feb-07,85,5.3
20/02/2007,feb-07,35,4.1
21/02/2007,feb-07,35,4.5
22/02/2007,feb-07,49,4.7
24/02/2007,feb-07,44,4.8
24/02/2007,feb-07,19,6.4
24/02/2007,feb-07,78,4.7
24/02/2007,feb-07,71,4.6
24/02/2007,feb-07,176,4.5
25/02/2007,feb-07,33,5.1
25/02/2007,feb-07,105,4.7
25/02/2007,feb-07,57,4.7
26/02/2007,feb-07,43,5.6
26/02/2007,feb-07,40,5
28/02/2007,feb-07,9,4.3
04/03/2007,mar-07,55,4.6
04/03/2007,mar-07,15,4.9
06/03/2007,mar-07,42,4.5
06/03/2007,mar-07,111,5.6
07/03/2007,mar-07,82,4.3
07/03/2007,mar-07,160,4
08/03/2007,mar-07,35,4.6
09/03/2007,mar-07,90,4.9
10/03/2007,mar-07,48,4.5
11/03/2007,mar-07,75,5
12/03/2007,mar-07,56,4.5
13/03/2007,mar-07,77,5.3
15/03/2007,mar-07,19,4.5
16/03/2007,mar-07,120,5.2
19/03/2007,mar-07,76,5
26/03/2007,mar-07,23,5.7
26/03/2007,mar-07,49,4.7
26/03/2007,mar-07,35,4.4
26/03/2007,mar-07,49,4.7
27/03/2007,mar-07,34,5.3
27/03/2007,mar-07,26,4.5
27/03/2007,mar-07,607,4.2
28/03/2007,mar-07,36,4.9
28/03/2007,mar-07,58,5.6
29/03/2007,mar-07,172,4
02/04/2007,abr-07,126,4.5
03/04/2007,abr-07,90,4.5
05/04/2007,abr-07,45,4.6
06/04/2007,abr-07,70,4.9
06/04/2007,abr-07,40,4.5
06/04/2007,abr-07,68,5.5
06/04/2007,abr-07,68,4.9
06/04/2007,abr-07,132,4.1
07/04/2007,abr-07,16,5
07/04/2007,abr-07,69,5
08/04/2007,abr-07,13,5.4
08/04/2007,abr-07,226,4.9
08/04/2007,abr-07,84,4.2
08/04/2007,abr-07,33,4.8
08/04/2007,abr-07,30,5.1
08/04/2007,abr-07,64,4.2
08/04/2007,abr-07,68,4.2
09/04/2007,abr-07,44,4.5
09/04/2007,abr-07,30,4.8
09/04/2007,abr-07,48,4.5
09/04/2007,abr-07,71,4.5
10/04/2007,abr-07,86,5
11/04/2007,abr-07,160,4.5
12/04/2007,abr-07,55,5.5
12/04/2007,abr-07,61,4.6
14/04/2007,abr-07,78,4.8
15/04/2007,abr-07,13,4.5
15/04/2007,abr-07,177,4.8
21/04/2007,abr-07,52,5.3
22/04/2007,abr-07,40,5.7
24/04/2007,abr-07,39,4.5
24/04/2007,abr-07,56,4.7
26/04/2007,abr-07,4,4.6
28/04/2007,abr-07,84,4.6
02/05/2007,may-07,96,5.1
04/05/2007,may-07,35,4.3
05/05/2007,may-07,141,5
06/05/2007,may-07,177,4.5
08/05/2007,may-07,55,4.6
08/05/2007,may-07,488,4
10/05/2007,may-07,30,5
12/05/2007,may-07,25,4.9
13/05/2007,may-07,186,4.7
13/05/2007,may-07,16,4.5
15/05/2007,may-07,35,4.7
16/05/2007,may-07,59,4.8
17/05/2007,may-07,36,5
17/05/2007,may-07,55,4.6
20/05/2007,may-07,49,4.6
23/05/2007,may-07,125,4
24/05/2007,may-07,58,5.3
25/05/2007,may-07,35,4.5
26/05/2007,may-07,47,4.5
27/05/2007,may-07,25,4.5
27/05/2007,may-07,20,4.9
27/05/2007,may-07,121,4.5
28/05/2007,may-07,26,4.6
28/05/2007,may-07,229,4
30/05/2007,may-07,122,4.6
02/06/2007,jun-07,19,4.5
04/06/2007,jun-07,126,4.8
05/06/2007,jun-07,39,4.8
05/06/2007,jun-07,96,4.8
09/06/2007,jun-07,33,4.5
09/06/2007,jun-07,50,5
09/06/2007,jun-07,55,4.8
11/06/2007,jun-07,76,5.4
14/06/2007,jun-07,35,4.6
14/06/2007,jun-07,35,4.8
14/06/2007,jun-07,10,4.5
25/06/2007,jun-07,53,4.9
25/06/2007,jun-07,16,4.6
26/06/2007,jun-07,160,4.5
27/06/2007,jun-07,37,5.1
27/06/2007,jun-07,14,4.6
27/06/2007,jun-07,21,5
28/06/2007,jun-07,30,6
28/06/2007,jun-07,36,4.9
28/06/2007,jun-07,45,4.8
28/06/2007,jun-07,47,5.1
28/06/2007,jun-07,49,5.5
28/06/2007,jun-07,22,5.3
28/06/2007,jun-07,47,4.8
29/06/2007,jun-07,51,6
29/06/2007,jun-07,40,4.8
29/06/2007,jun-07,38,4.5
29/06/2007,jun-07,107,4.5
30/06/2007,jun-07,88,4.6
03/07/2007,jul-07,40,4.5
04/07/2007,jul-07,14,4.5
04/07/2007,jul-07,32,4.6
06/07/2007,jul-07,70,4.5
07/07/2007,jul-07,32,5.3
08/07/2007,jul-07,45,5
08/07/2007,jul-07,10,4.5
08/07/2007,jul-07,38,4.5
12/07/2007,jul-07,178,6.2
13/07/2007,jul-07,23,4.9
14/07/2007,jul-07,34,4.5
16/07/2007,jul-07,141,4.8
16/07/2007,jul-07,55,5.2
17/07/2007,jul-07,24,4.5
21/07/2007,jul-07,645,6.3
21/07/2007,jul-07,73,4.5
23/07/2007,jul-07,68,5
24/07/2007,jul-07,63,4.6
26/07/2007,jul-07,48,4.9
26/07/2007,jul-07,44,4.5
26/07/2007,jul-07,70,4.4
27/07/2007,jul-07,36,4.6
28/07/2007,jul-07,49,5.3
28/07/2007,jul-07,166,4.5
30/07/2007,jul-07,18,5.3
01/08/2007,ago-07,10,4.9
02/08/2007,ago-07,27,5.2
02/08/2007,ago-07,30,4.8
03/08/2007,ago-07,83,5
05/08/2007,ago-07,13,5.1
05/08/2007,ago-07,141,4.2
10/08/2007,ago-07,26,4.5
10/08/2007,ago-07,78,4.5
11/08/2007,ago-07,47,4.7
11/08/2007,ago-07,36,4.5
13/08/2007,ago-07,24,5.1
14/08/2007,ago-07,42,4.4
15/08/2007,ago-07,46,4.7
15/08/2007,ago-07,48,5.1
15/08/2007,ago-07,81,4.6
15/08/2007,ago-07,40,8
15/08/2007,ago-07,35,5.2
15/08/2007,ago-07,32,5
16/08/2007,ago-07,50,5.3
16/08/2007,ago-07,35,5
16/08/2007,ago-07,35,5
16/08/2007,ago-07,35,5.9
16/08/2007,ago-07,37,5
16/08/2007,ago-07,42,5.4
16/08/2007,ago-07,28,4.6
16/08/2007,ago-07,37,4.6
16/08/2007,ago-07,48,4.9
16/08/2007,ago-07,38,4.2
16/08/2007,ago-07,37,4.7
16/08/2007,ago-07,29,6
16/08/2007,ago-07,0,5.5
16/08/2007,ago-07,23,4.5
16/08/2007,ago-07,42,4.2
16/08/2007,ago-07,32,4.5
16/08/2007,ago-07,11,4.9
16/08/2007,ago-07,30,5.8
16/08/2007,ago-07,25,4.7
16/08/2007,ago-07,36,4.3
16/08/2007,ago-07,35,4
16/08/2007,ago-07,42,5.1
16/08/2007,ago-07,27,4.2
16/08/2007,ago-07,25,4.2
16/08/2007,ago-07,20,5.3
16/08/2007,ago-07,30,4.2
16/08/2007,ago-07,22,4.4
16/08/2007,ago-07,0,5.1
16/08/2007,ago-07,29,4.5
16/08/2007,ago-07,29,4.5
16/08/2007,ago-07,36,5.7
16/08/2007,ago-07,25,5.3
16/08/2007,ago-07,25,5.5
16/08/2007,ago-07,40,5.8
16/08/2007,ago-07,35,4.4
16/08/2007,ago-07,35,4
16/08/2007,ago-07,30,6.5
16/08/2007,ago-07,23,4.5
16/08/2007,ago-07,24,4.1
16/08/2007,ago-07,28,4.7
16/08/2007,ago-07,42,4.9
16/08/2007,ago-07,26,5.3
16/08/2007,ago-07,82,4.7
16/08/2007,ago-07,23,4.9
16/08/2007,ago-07,57,4.9
16/08/2007,ago-07,45,4.9
16/08/2007,ago-07,21,4.9
16/08/2007,ago-07,49,4.6
16/08/2007,ago-07,25,4.6
16/08/2007,ago-07,51,4.6
16/08/2007,ago-07,45,5.3
16/08/2007,ago-07,28,4.8
16/08/2007,ago-07,21,4.5
16/08/2007,ago-07,50,4.8
16/08/2007,ago-07,50,5
16/08/2007,ago-07,32,4.9
16/08/2007,ago-07,45,4.7
16/08/2007,ago-07,48,5.3
16/08/2007,ago-07,39,5.3
16/08/2007,ago-07,17,4.5
16/08/2007,ago-07,25,5.6
16/08/2007,ago-07,44,5.7
16/08/2007,ago-07,32,4.6
16/08/2007,ago-07,23,4.7
16/08/2007,ago-07,36,4.6
16/08/2007,ago-07,19,4.9
16/08/2007,ago-07,47,4.5
16/08/2007,ago-07,36,4.5
16/08/2007,ago-07,21,5.3
16/08/2007,ago-07,40,6.2
16/08/2007,ago-07,52,4.7
16/08/2007,ago-07,23,4.9
16/08/2007,ago-07,20,4.9
16/08/2007,ago-07,43,4.5
16/08/2007,ago-07,13,4.9
16/08/2007,ago-07,48,5
16/08/2007,ago-07,37,4.8
16/08/2007,ago-07,49,4.8
16/08/2007,ago-07,41,4.5
16/08/2007,ago-07,54,5.1
16/08/2007,ago-07,39,4.9
16/08/2007,ago-07,6,5.6
16/08/2007,ago-07,35,5.5
16/08/2007,ago-07,22,5.3
16/08/2007,ago-07,44,5.3
17/08/2007,ago-07,46,5.8
17/08/2007,ago-07,44,5.7
17/08/2007,ago-07,44,4.9
17/08/2007,ago-07,51,4.9
17/08/2007,ago-07,28,4.5
17/08/2007,ago-07,46,4.7
17/08/2007,ago-07,36,4.9
17/08/2007,ago-07,16,4.6
17/08/2007,ago-07,21,4.9
17/08/2007,ago-07,32,4.5
17/08/2007,ago-07,50,5.4
17/08/2007,ago-07,41,5.5
17/08/2007,ago-07,32,4.9
17/08/2007,ago-07,38,4.9
17/08/2007,ago-07,20,4.9
17/08/2007,ago-07,51,5.8
17/08/2007,ago-07,28,5.8
17/08/2007,ago-07,36,5.8
17/08/2007,ago-07,14,4.7
17/08/2007,ago-07,20,5
17/08/2007,ago-07,25,5
17/08/2007,ago-07,19,4.7
17/08/2007,ago-07,48,4.7
17/08/2007,ago-07,59,5.1
17/08/2007,ago-07,33,5
17/08/2007,ago-07,58,4.9
17/08/2007,ago-07,25,4.9
17/08/2007,ago-07,24,6.1
17/08/2007,ago-07,46,5.1
17/08/2007,ago-07,42,4.6
17/08/2007,ago-07,47,5.2
17/08/2007,ago-07,44,4.2
17/08/2007,ago-07,47,4.7
17/08/2007,ago-07,39,4.5
17/08/2007,ago-07,35,4.8
17/08/2007,ago-07,46,5.1
17/08/2007,ago-07,23,5
17/08/2007,ago-07,44,4.4
17/08/2007,ago-07,47,4.5
18/08/2007,ago-07,25,4.8
18/08/2007,ago-07,16,4.8
18/08/2007,ago-07,46,4.8
18/08/2007,ago-07,39,4.4
18/08/2007,ago-07,30,6.2
18/08/2007,ago-07,43,4.6
18/08/2007,ago-07,25,4.6
18/08/2007,ago-07,61,4.7
18/08/2007,ago-07,47,4.6
18/08/2007,ago-07,49,4.5
18/08/2007,ago-07,46,5.4
18/08/2007,ago-07,55,5.1
18/08/2007,ago-07,37,4.9
18/08/2007,ago-07,35,4.1
18/08/2007,ago-07,35,4.1
18/08/2007,ago-07,39,4.9
18/08/2007,ago-07,43,4.9
19/08/2007,ago-07,16,5.4
19/08/2007,ago-07,18,5.4
19/08/2007,ago-07,23,6.1
19/08/2007,ago-07,15,5.4
19/08/2007,ago-07,25,4.6
19/08/2007,ago-07,39,4.8
19/08/2007,ago-07,0,4.6
19/08/2007,ago-07,33,5
19/08/2007,ago-07,27,5
19/08/2007,ago-07,56,4.9
19/08/2007,ago-07,34,4.5
19/08/2007,ago-07,36,5.1
19/08/2007,ago-07,51,4
19/08/2007,ago-07,22,4.7
19/08/2007,ago-07,42,5.9
19/08/2007,ago-07,43,5
19/08/2007,ago-07,35,4.1
20/08/2007,ago-07,67,4.7
20/08/2007,ago-07,34,4.9
20/08/2007,ago-07,48,4.2
20/08/2007,ago-07,23,4.8
20/08/2007,ago-07,35,4.2
20/08/2007,ago-07,155,4.7
20/08/2007,ago-07,35,4.7
20/08/2007,ago-07,39,5.5
21/08/2007,ago-07,42,4.9
21/08/2007,ago-07,46,4.6
21/08/2007,ago-07,48,4.5
21/08/2007,ago-07,35,4.8
21/08/2007,ago-07,32,4.9
21/08/2007,ago-07,40,4.9
21/08/2007,ago-07,49,5.6
21/08/2007,ago-07,53,4.6
21/08/2007,ago-07,16,5.6
21/08/2007,ago-07,43,5.3
22/08/2007,ago-07,23,4.6
22/08/2007,ago-07,44,4.9
22/08/2007,ago-07,43,4.9
22/08/2007,ago-07,41,5.1
22/08/2007,ago-07,24,5.1
22/08/2007,ago-07,19,4.5
23/08/2007,ago-07,49,4.8
23/08/2007,ago-07,39,5.1
23/08/2007,ago-07,27,4.7
24/08/2007,ago-07,51,4.9
24/08/2007,ago-07,21,4.5
24/08/2007,ago-07,173,4.9
24/08/2007,ago-07,25,4.5
25/08/2007,ago-07,171,4
25/08/2007,ago-07,16,5.1
26/08/2007,ago-07,52,4.6
26/08/2007,ago-07,25,4.9
26/08/2007,ago-07,179,5.3
26/08/2007,ago-07,20,4.6
26/08/2007,ago-07,17,4.8
27/08/2007,ago-07,50,5
27/08/2007,ago-07,35,4.6
27/08/2007,ago-07,116,4.3
28/08/2007,ago-07,53,4.9
29/08/2007,ago-07,191,5.1
29/08/2007,ago-07,21,4.7
30/08/2007,ago-07,33,4.9
30/08/2007,ago-07,39,4.9
30/08/2007,ago-07,33,4.6
31/08/2007,ago-07,35,4.6
31/08/2007,ago-07,81,4.7
31/08/2007,ago-07,36,4.6
01/09/2007,Set-07,48,4.9
01/09/2007,Set-07,37,5
01/09/2007,Set-07,30,4.8
03/09/2007,Set-07,44,4.6
03/09/2007,Set-07,36,4.9
04/09/2007,Set-07,34,4.5
04/09/2007,Set-07,38,4.9
05/09/2007,Set-07,38,4.5
05/09/2007,Set-07,11,5.4
05/09/2007,Set-07,28,5
06/09/2007,Set-07,56,4.6
07/09/2007,Set-07,73,4.6
07/09/2007,Set-07,159,4.2
09/09/2007,Set-07,40,4.5
09/09/2007,Set-07,44,4.6
09/09/2007,Set-07,25,5.3
10/09/2007,Set-07,20,5.5
10/09/2007,Set-07,12,4.9
10/09/2007,Set-07,35,4.5
12/09/2007,Set-07,37,4.6
13/09/2007,Set-07,33,4.8
13/09/2007,Set-07,62,4.9
14/09/2007,Set-07,17,4.6
14/09/2007,Set-07,58,4.9
15/09/2007,Set-07,44,4.7
15/09/2007,Set-07,40,4.7
17/09/2007,Set-07,41,4.7
17/09/2007,Set-07,150,5.6
17/09/2007,Set-07,35,4.9
18/09/2007,Set-07,29,5.1
20/09/2007,Set-07,19,4.5
20/09/2007,Set-07,43,4.5
20/09/2007,Set-07,154,4.3
20/09/2007,Set-07,31,4.6
20/09/2007,Set-07,46,5.4
21/09/2007,Set-07,62,4.9
21/09/2007,Set-07,117,4.8
21/09/2007,Set-07,28,5.3
22/09/2007,Set-07,30,4.9
23/09/2007,Set-07,21,4.8
24/09/2007,Set-07,40,5.4
24/09/2007,Set-07,9,4.9
24/09/2007,Set-07,43,5.3
26/09/2007,Set-07,60,4.6
27/09/2007,Set-07,203,4
28/09/2007,Set-07,29,5.2
30/09/2007,Set-07,82,4.5
01/10/2007,oct-07,44,4.7
01/10/2007,oct-07,47,5
01/10/2007,oct-07,45,4.4
02/10/2007,oct-07,52,4.7
03/10/2007,oct-07,103,4.9
05/10/2007,oct-07,25,4.5
05/10/2007,oct-07,149,4.7
05/10/2007,oct-07,39,5.4
05/10/2007,oct-07,20,5.3
06/10/2007,oct-07,47,4.5
06/10/2007,oct-07,37,4.8
06/10/2007,oct-07,42,4.8
06/10/2007,oct-07,21,4.8
06/10/2007,oct-07,6,4.8
08/10/2007,oct-07,50,4.5
09/10/2007,oct-07,58,5.3
09/10/2007,oct-07,31,4.5
09/10/2007,oct-07,187,4
09/10/2007,oct-07,49,4
09/10/2007,oct-07,24,4.5
10/10/2007,oct-07,28,4.7
13/10/2007,oct-07,75,5
13/10/2007,oct-07,42,4.9
16/10/2007,oct-07,61,4.5
16/10/2007,oct-07,66,4.7
18/10/2007,oct-07,76,5.3
19/10/2007,oct-07,47,4.5
20/10/2007,oct-07,86,5.1
21/10/2007,oct-07,68,4.6
22/10/2007,oct-07,160,4.5
23/10/2007,oct-07,13,4.5
24/10/2007,oct-07,89,5.4
24/10/2007,oct-07,10,4.5
25/10/2007,oct-07,18,4.6
25/10/2007,oct-07,46,5.3
28/10/2007,oct-07,70,4.8
29/10/2007,oct-07,20,5.1
29/10/2007,oct-07,43,4.8
30/10/2007,oct-07,33,4.9
30/10/2007,oct-07,26,4.5
30/10/2007,oct-07,42,4.6
31/10/2007,oct-07,97,4.5
31/10/2007,oct-07,17,4.5
02/11/2007,nov-07,9,4.5
02/11/2007,nov-07,50,4.8
03/11/2007,nov-07,31,4.7
04/11/2007,nov-07,67,4.6
06/11/2007,nov-07,34,4.5
07/11/2007,nov-07,60,4.6
08/11/2007,nov-07,22,4.6
09/11/2007,nov-07,60,4.5
09/11/2007,nov-07,128,4.5
09/11/2007,nov-07,31,4.5
09/11/2007,nov-07,135,5.2
10/11/2007,nov-07,12,4.5
12/11/2007,nov-07,40,4.5
13/11/2007,nov-07,18,4.5
13/11/2007,nov-07,15,4.6
14/11/2007,nov-07,115,4.6
14/11/2007,nov-07,82,4.5
15/11/2007,nov-07,85,4.7
16/11/2007,nov-07,41,4.8
17/11/2007,nov-07,51,4.6
18/11/2007,nov-07,33,5.6
18/11/2007,nov-07,18,4.9
18/11/2007,nov-07,145,4.9
19/11/2007,nov-07,75,4.6
20/11/2007,nov-07,14,4.9
21/11/2007,nov-07,112,4.7
21/11/2007,nov-07,24,4.9
21/11/2007,nov-07,67,4.5
24/11/2007,nov-07,15,4.6
26/11/2007,nov-07,55,4.5
27/11/2007,nov-07,28,4.6
27/11/2007,nov-07,25,4.5
27/11/2007,nov-07,53,4.6
28/11/2007,nov-07,31,4.5
28/11/2007,nov-07,16,4.5
28/11/2007,nov-07,54,4.5
28/11/2007,nov-07,22,4.5
29/11/2007,nov-07,83,4.9
29/11/2007,nov-07,61,4.5
29/11/2007,nov-07,19,4.6
30/11/2007,nov-07,40,4.5
30/11/2007,nov-07,50,4.5
02/12/2007,dic-07,31,4.8
04/12/2007,dic-07,42,4.9
04/12/2007,dic-07,19,4.9
04/12/2007,dic-07,25,4.1
04/12/2007,dic-07,143,5.4
05/12/2007,dic-07,75,4.6
05/12/2007,dic-07,111,4.5
07/12/2007,dic-07,18,5.8
09/12/2007,dic-07,48,4.5
09/12/2007,dic-07,45,4.7
09/12/2007,dic-07,13,4.7
10/12/2007,dic-07,66,5.1
10/12/2007,dic-07,165,5.3
12/12/2007,dic-07,28,5
18/12/2007,dic-07,48,4.5
19/12/2007,dic-07,48,5
20/12/2007,dic-07,75,5.3
20/12/2007,dic-07,76,4.7
20/12/2007,dic-07,81,4.5
22/12/2007,dic-07,49,4.9
22/12/2007,dic-07,23,4.9
25/12/2007,dic-07,60,4.8
25/12/2007,dic-07,58,4.9
27/12/2007,dic-07,39,4.5
31/12/2007,dic-07,26,4.5
31/12/2007,dic-07,53,4.5
31/12/2007,dic-07,23,4.7
31/12/2007,dic-07,27,5.5
31/12/2007,dic-07,14,5.3
31/12/2007,dic-07,40,4.5
02/01/2008,ene-08,84,4.7
02/01/2008,ene-08,105,5.2
03/01/2008,ene-08,57,4.9
04/01/2008,ene-08,77,4.9
06/01/2008,ene-08,21,4.6
08/01/2008,ene-08,61,4.5
08/01/2008,ene-08,15,4.5
09/01/2008,ene-08,51,4.6
10/01/2008,ene-08,170,4.5
12/01/2008,ene-08,71,5.2
12/01/2008,ene-08,560,4.8
14/01/2008,ene-08,58,4.5
15/01/2008,ene-08,79,4.5
16/01/2008,ene-08,81,4.4
17/01/2008,ene-08,48,4.7
17/01/2008,ene-08,10,4.5
18/01/2008,ene-08,27,4.6
18/01/2008,ene-08,72,5.3
19/01/2008,ene-08,43,4.5
19/01/2008,ene-08,76,4.6
19/01/2008,ene-08,68,4.5
20/01/2008,ene-08,20,4.6
23/01/2008,ene-08,50,4.8
24/01/2008,ene-08,0,4.5
25/01/2008,ene-08,25,4.7
25/01/2008,ene-08,40,4.8
26/01/2008,ene-08,156,4.5
26/01/2008,ene-08,64,5.2
27/01/2008,ene-08,138,4.7
31/01/2008,ene-08,115,5
31/01/2008,ene-08,98,4.8
01/02/2008,feb-08,59,4.5
02/02/2008,feb-08,38,4.9
02/02/2008,feb-08,111,4.8
02/02/2008,feb-08,90,4.5
03/02/2008,feb-08,58,4.5
06/02/2008,feb-08,65,4.8
07/02/2008,feb-08,167,4.6
08/02/2008,feb-08,35,5.3
09/02/2008,feb-08,171,5.2
10/02/2008,feb-08,24,4.6
11/02/2008,feb-08,44,4.5
13/02/2008,feb-08,124,5.5
13/02/2008,feb-08,28,4.8
16/02/2008,feb-08,40,4.5
17/02/2008,feb-08,47,5.2
17/02/2008,feb-08,195,4.9
20/02/2008,feb-08,77,4.9
21/02/2008,feb-08,37,4.5
24/02/2008,feb-08,112,4.6
25/02/2008,feb-08,10,4.7
26/02/2008,feb-08,25,5
27/02/2008,feb-08,91,4.5
28/02/2008,feb-08,90,4.7
28/02/2008,feb-08,28,4.8
28/02/2008,feb-08,57,4.5
01/03/2008,mar-08,11,5
01/03/2008,mar-08,61,4.5
03/03/2008,mar-08,26,4.9
04/03/2008,mar-08,117,4.9
07/03/2008,mar-08,42,4.9
07/03/2008,mar-08,22,4.5
07/03/2008,mar-08,110,5.5
08/03/2008,mar-08,29,5.2
11/03/2008,mar-08,10,4.8
12/03/2008,mar-08,41,4.5
12/03/2008,mar-08,24,4.5
13/03/2008,mar-08,35,4.5
16/03/2008,mar-08,132,5
16/03/2008,mar-08,71,5
20/03/2008,mar-08,22,5.2
20/03/2008,mar-08,168,4.2
