dpt_cdc,prov_cdc,dist_cdc,altitud
PIURA,MORROPON,SALITRAL,159
PIURA,MORROPON,SAN JUAN DE BIGOTE,184
PIURA,MORROPON,SANTA CATALINA DE MOSSA,796
PIURA,MORROPON,SANTO DOMINGO,1480
PIURA,MORROPON,YAMANGO,1138
PIURA,PAITA,PAITA,36
PIURA,PAITA,AMOTAPE,15
PIURA,PAITA,ARENAL,39
PIURA,PAITA,COLAN,11
PIURA,PAITA,LA HUACA,24
PIURA,PAITA,TAMARINDO,24
PIURA,PAITA,VICHAYAL,16
PIURA,SULLANA,SULLANA,64
PIURA,SULLANA,BELLAVISTA,58
PIURA,SULLANA,IGNACIO ESCUDERO,39
PIURA,SULLANA,LANCONES,104
PIURA,SULLANA,MARCAVELICA,53
PIURA,SULLANA,MIGUEL CHECA,45
PIURA,SULLANA,QUERECOTILLO,54
PIURA,SULLANA,SALITRAL,52
PIURA,TALARA,PARIÑAS,5
PIURA,TALARA,EL ALTO,273
PIURA,TALARA,LA BREA,3
PIURA,TALARA,LOBITOS,7
PIURA,TALARA,LOS ORGANOS,15
PIURA,TALARA,MANCORA,23
PIURA,SECHURA,SECHURA,15
PIURA,SECHURA,BELLAVISTA DE LA UNION,13
PIURA,SECHURA,BERNAL,16
PIURA,SECHURA,CRISTO NOS VALGA,13
PIURA,SECHURA,VICE,16
PIURA,SECHURA,RINCONADA LLICUAR,12
PUNO,PUNO,PUNO,3848
PUNO,PUNO,ACORA,3847
PUNO,PUNO,AMANTANI,3854
PUNO,PUNO,ATUNCOLLA,3831
PUNO,PUNO,CAPACHICA,3863
PUNO,PUNO,CHUCUITO,3875
PUNO,PUNO,COATA,3821
PUNO,PUNO,HUATA,3842
PUNO,PUNO,MAÑAZO,3935
PUNO,PUNO,PAUCARCOLLA,3845
PUNO,PUNO,PICHACANI,3957
PUNO,PUNO,PLATERIA,3826
PUNO,PUNO,SAN ANTONIO,4329
PUNO,PUNO,TIQUILLACA,3885
PUNO,PUNO,VILQUE,3873
PUNO,AZANGARO,AZANGARO,3865
PUNO,AZANGARO,ACHAYA,3846
PUNO,AZANGARO,ARAPA,3829
PUNO,AZANGARO,ASILLO,3913
PUNO,AZANGARO,CAMINACA,3835
PUNO,AZANGARO,CHUPA,3823
PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,3888
PUNO,AZANGARO,MUÑANI,3916
PUNO,AZANGARO,POTONI,4172
PUNO,AZANGARO,SAMAN,3829
PUNO,AZANGARO,SAN ANTON,3971
PUNO,AZANGARO,SAN JOSE,4082
PUNO,AZANGARO,SAN JUAN DE SALINAS,3841
PUNO,AZANGARO,SANTIAGO DE PUPUJA,3926
PUNO,AZANGARO,TIRAPATA,3886
PUNO,CARABAYA,MACUSANI,4321
PUNO,CARABAYA,AJOYANI,4255
PUNO,CARABAYA,AYAPATA,3501
PUNO,CARABAYA,COASA,3745
PUNO,CARABAYA,CORANI,4017
PUNO,CARABAYA,CRUCERO,4131
PUNO,CARABAYA,ITUATA,3915
PUNO,CARABAYA,OLLACHEA,2774
PUNO,CARABAYA,SAN GABAN,610
PUNO,CARABAYA,USICAYOS,3750
PUNO,CHUCUITO,JULI,3868
PUNO,CHUCUITO,DESAGUADERO,3832
PUNO,CHUCUITO,HUACULLANI,3937
PUNO,CHUCUITO,KELLUYO,3859
PUNO,CHUCUITO,PISACOMA,3972
PUNO,CHUCUITO,POMATA,3876
PUNO,CHUCUITO,ZEPITA,3831
PUNO,EL COLLAO,ILAVE,3862
PUNO,EL COLLAO,CAPAZO,4398
PUNO,EL COLLAO,PILCUYO,3833
PUNO,EL COLLAO,SANTA ROSA,3977
PUNO,EL COLLAO,CONDURIRI,3962
PUNO,HUANCANE,HUANCANE,3848
PUNO,HUANCANE,COJATA,4364
PUNO,HUANCANE,HUATASANI,3852
PUNO,HUANCANE,INCHUPALLA,3915
PUNO,HUANCANE,PUSI,3838
PUNO,HUANCANE,ROSASPATA,3879
PUNO,HUANCANE,TARACO,3829
PUNO,HUANCANE,VILQUE CHICO,3839
PUNO,LAMPA,LAMPA,3873
PUNO,LAMPA,CABANILLA,3882
PUNO,LAMPA,CALAPUJA,3841
PUNO,LAMPA,NICASIO,3856
PUNO,LAMPA,OCUVIRI,4258
PUNO,LAMPA,PALCA,4068
PUNO,LAMPA,PARATIA,4371
PUNO,LAMPA,PUCARA,3887
PUNO,LAMPA,SANTA LUCIA,4045
PUNO,LAMPA,VILAVILA,4312
PUNO,MELGAR,AYAVIRI,3918
PUNO,MELGAR,ANTAUTA,4200
PUNO,MELGAR,CUPI,3995
PUNO,MELGAR,LLALLI,4016
PUNO,MELGAR,MACARI,3969
PUNO,MELGAR,NUÑOA,4023
PUNO,MELGAR,ORURILLO,3898
PUNO,MELGAR,SANTA ROSA,4000
PUNO,MELGAR,UMACHIRI,3921
PUNO,MOHO,MOHO,3889
PUNO,MOHO,CONIMA,3848
PUNO,MOHO,HUAYRAPATA,3896
PUNO,MOHO,TILALI,3825
PUNO,SAN ANTONIO DE PUTINA,PUTINA,3861
PUNO,SAN ANTONIO DE PUTINA,ANANEA,4660
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,3856
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,3905
PUNO,SAN ANTONIO DE PUTINA,SINA,3229
PUNO,SAN ROMAN,JULIACA,3832
PUNO,SAN ROMAN,CABANA,3901
PUNO,SAN ROMAN,CABANILLAS,3887
PUNO,SAN ROMAN,CARACOTO,3830
PUNO,SANDIA,SANDIA,2249
PUNO,SANDIA,CUYOCUYO,3542
PUNO,SANDIA,LIMBANI,3300
PUNO,SANDIA,PATAMBUCO,3473
PUNO,SANDIA,PHARA,3469
PUNO,SANDIA,QUIACA,2978
PUNO,SANDIA,SAN JUAN DEL ORO,1310
PUNO,SANDIA,YANAHUAYA,1666
PUNO,SANDIA,ALTO INAMBARI,1359
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,947
PUNO,YUNGUYO,YUNGUYO,3839
PUNO,YUNGUYO,ANAPIA,3856
PUNO,YUNGUYO,COPANI,3854
PUNO,YUNGUYO,CUTURAPI,3855
PUNO,YUNGUYO,OLLARAYA,3862
PUNO,YUNGUYO,TINICACHI,3852
PUNO,YUNGUYO,UNICACHI,3841
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,878
SAN MARTIN,MOYOBAMBA,CALZADA,848
SAN MARTIN,MOYOBAMBA,HABANA,842
SAN MARTIN,MOYOBAMBA,JEPELACIO,1056
SAN MARTIN,MOYOBAMBA,SORITOR,884
SAN MARTIN,MOYOBAMBA,YANTALO,843
SAN MARTIN,BELLAVISTA,BELLAVISTA,285
SAN MARTIN,BELLAVISTA,ALTO BIAVO,288
SAN MARTIN,BELLAVISTA,BAJO BIAVO,241
SAN MARTIN,BELLAVISTA,HUALLAGA,262
SAN MARTIN,BELLAVISTA,SAN PABLO,270
SAN MARTIN,BELLAVISTA,SAN RAFAEL,238
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,346
SAN MARTIN,EL DORADO,AGUA BLANCA,308
SAN MARTIN,EL DORADO,SAN MARTIN,417
SAN MARTIN,EL DORADO,SANTA ROSA,282
SAN MARTIN,EL DORADO,SHATOJA,397
SAN MARTIN,HUALLAGA,SAPOSOA,303
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,412
SAN MARTIN,HUALLAGA,EL ESLABON,288
SAN MARTIN,HUALLAGA,PISCOYACU,298
SAN MARTIN,HUALLAGA,SACANCHE,276
SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,266
SAN MARTIN,LAMAS,LAMAS,791
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,1103
SAN MARTIN,LAMAS,BARRANQUITA,158
SAN MARTIN,LAMAS,CAYNARACHI,189
SAN MARTIN,LAMAS,CUÑUMBUQUI,233
SAN MARTIN,LAMAS,PINTO RECODO,290
SAN MARTIN,LAMAS,RUMISAPA,329
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,599
SAN MARTIN,LAMAS,SHANAO,276
SAN MARTIN,LAMAS,TABALOSOS,559
SAN MARTIN,LAMAS,ZAPATERO,289
SAN MARTIN,MARISCAL CACERES,JUANJUI,282
SAN MARTIN,MARISCAL CACERES,CAMPANILLA,315
SAN MARTIN,MARISCAL CACERES,HUICUNGO,307
SAN MARTIN,MARISCAL CACERES,PACHIZA,288
SAN MARTIN,MARISCAL CACERES,PAJARILLO,271
SAN MARTIN,PICOTA,PICOTA,223
SAN MARTIN,PICOTA,BUENOS AIRES,209
SAN MARTIN,PICOTA,CASPISAPA,229
SAN MARTIN,PICOTA,PILLUANA,208
SAN MARTIN,PICOTA,PUCACACA,219
SAN MARTIN,PICOTA,SAN CRISTOBAL,231
SAN MARTIN,PICOTA,SAN HILARION,230
SAN MARTIN,PICOTA,SHAMBOYACU,240
SAN MARTIN,PICOTA,TINGO DE PONASA,240
SAN MARTIN,PICOTA,TRES UNIDOS,244
SAN MARTIN,RIOJA,RIOJA,841
SAN MARTIN,RIOJA,AWAJUN,878
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,831
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,869
SAN MARTIN,RIOJA,PARDO MIGUEL,954
SAN MARTIN,RIOJA,POSIC,824
SAN MARTIN,RIOJA,SAN FERNANDO,825
SAN MARTIN,RIOJA,YORONGOS,868
SAN MARTIN,RIOJA,YURACYACU,815
SAN MARTIN,SAN MARTIN,TARAPOTO,280
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,173
SAN MARTIN,SAN MARTIN,CACATACHI,206
SAN MARTIN,SAN MARTIN,CHAZUTA,296
SAN MARTIN,SAN MARTIN,CHIPURANA,181
SAN MARTIN,SAN MARTIN,EL PORVENIR,150
SAN MARTIN,SAN MARTIN,HUIMBAYOC,140
SAN MARTIN,SAN MARTIN,JUAN GUERRA,205
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,294
SAN MARTIN,SAN MARTIN,MORALES,282
SAN MARTIN,SAN MARTIN,PAPAPLAYA,149
SAN MARTIN,SAN MARTIN,SAN ANTONIO,402
SAN MARTIN,SAN MARTIN,SAUCE,614
SAN MARTIN,SAN MARTIN,SHAPAJA,207
SAN MARTIN,TOCACHE,TOCACHE,502
SAN MARTIN,TOCACHE,NUEVO PROGRESO,505
SAN MARTIN,TOCACHE,POLVORA,533
SAN MARTIN,TOCACHE,SHUNTE,1144
SAN MARTIN,TOCACHE,UCHIZA,545
TACNA,TACNA,TACNA,585
TACNA,TACNA,ALTO DE LA ALIANZA,620
TACNA,TACNA,CALANA,904
TACNA,TACNA,CIUDAD NUEVA,669
TACNA,TACNA,INCLAN,516
TACNA,TACNA,PACHIA,1100
TACNA,TACNA,PALCA,3021
TACNA,TACNA,POCOLLAY,678
TACNA,TACNA,SAMA,404
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,520
TACNA,CANDARAVE,CANDARAVE,3460
TACNA,CANDARAVE,CAIRANI,3394
TACNA,CANDARAVE,CAMILACA,3518
TACNA,CANDARAVE,CURIBAYA,2401
TACNA,CANDARAVE,HUANUARA,3223
TACNA,CANDARAVE,QUILAHUANI,3218
TACNA,JORGE BASADRE,LOCUMBA,596
TACNA,JORGE BASADRE,ILABAYA,1384
TACNA,JORGE BASADRE,ITE,174
TACNA,TARATA,TARATA,3084
TACNA,TARATA,HEROES ALBARRACIN,2347
TACNA,TARATA,ESTIQUE,3168
TACNA,TARATA,ESTIQUE-PAMPA,3066
TACNA,TARATA,SITAJARA,3156
TACNA,TARATA,SUSAPAYA,3399
TACNA,TARATA,TARUCACHI,3094
TACNA,TARATA,TICACO,3255
TUMBES,TUMBES,TUMBES,23
TUMBES,TUMBES,CORRALES,15
TUMBES,TUMBES,LA CRUZ,8
TUMBES,TUMBES,PAMPAS DE HOSPITAL,23
TUMBES,TUMBES,SAN JACINTO,36
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,15
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,5
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,129
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,6
TUMBES,ZARUMILLA,ZARUMILLA,14
TUMBES,ZARUMILLA,AGUAS VERDES,8
TUMBES,ZARUMILLA,MATAPALO,65
TUMBES,ZARUMILLA,PAPAYAL,43
UCAYALI,CORONEL PORTILLO,CALLERIA,157
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,193
UCAYALI,CORONEL PORTILLO,IPARIA,169
UCAYALI,CORONEL PORTILLO,MASISEA,156
UCAYALI,CORONEL PORTILLO,YARINACOCHA,153
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,153
UCAYALI,CORONEL PORTILLO,MANANTAY,150
UCAYALI,ATALAYA,RAYMONDI,228
UCAYALI,ATALAYA,SEPAHUA,280
UCAYALI,ATALAYA,TAHUANIA,200
UCAYALI,ATALAYA,YURUA,249
UCAYALI,PADRE ABAD,PADRE ABAD,300
UCAYALI,PADRE ABAD,IRAZOLA,220
UCAYALI,PADRE ABAD,CURIMANA,172
UCAYALI,PURUS,PURUS,232
