COMPOSICION NUTRICIONAL DE SEGUNDOS (100g),,,,,,,,,,,,,,
Estrato,Código de Segundo,Nombre de Segundo,"Energía
<ENERC>","Proteínas
<PROCNT>","Grasa total
<FAT>","Carbohidratos disponibles
<CHOAVL>","Zinc
<ZN>","Hierro
<FE>","b caroteno
equivalentes totales
<CARTBQ>",Retinol,"Vitamina A
equivalentes totales
<VITA>","Sodio
<NA>",Plato,Orden
E,S0901,POLLO AL HORNO CON MENESTRA CON ARROZ,"169,20","10,73","3,34","19,61","1,26","1,43","0,00","1,56","5,37","47,11",2,67
E,S0907,POLLO AL JUGO CON MENESTRA CON ARROZ,"122,62","7,70","1,85","18,30","0,89","1,36","70,12","48,77","25,49","347,38",1,68
E,S0908,POLLO AL MANI CON ARROZ,"141,97","6,43","1,67","24,27","0,77","0,70","0,00","16,08","7,85","83,13",1,69
E,S0909,POLLO AL MANI CON ENSALADA CON ARROZ,"164,12","3,25","7,65","19,69","0,51","0,56","0,00","4,55","5,24","245,55",1,70
E,S0921,POLLO BROASTER CON PAPAS FRITAS CON ARROZ,"142,74","7,88","3,95","12,45","0,77","0,77","0,00","1,60","7,31","111,95",1,71
E,S0923,POLLO CON ARROZ,"137,34","9,16","1,99","15,79","0,88","0,82","0,00","0,74","5,38","112,29",1,72
E,S0936,POLLO FRITO CON ARROZ,"174,32","6,24","5,61","24,20","0,78","0,59","0,00","0,00","3,10","382,33",1,73
E,S0937,POLLO FRITO CON ENSALADA CON ARROZ,"152,42","3,52","5,29","21,48","0,50","0,50","0,00","2,42","3,49","309,60",1,74
E,S0939,POLLO FRITO CON MENESTRA CON ARROZ,"157,43","6,46","2,33","23,53","1,05","0,98","0,00","1,13","2,65","345,43",3,75
E,S0941,POLLO FRITO CON PAPAS FRITAS CON ARROZ,"213,58","7,28","11,65","18,57","0,72","0,82","0,00","105,12","34,96","397,67",1,76
E,S0953,PURE CON PAVITA CON ARROZ,"132,65","4,84","3,71","19,48","0,65","0,85","231,01","41,73","49,01","491,09",1,77
E,S0955,PURE CON POLLO CON ARROZ,"140,33","7,88","3,31","17,14","0,61","1,19","0,00","23,16","13,49","1378,55",2,78
E,S0976,SECO A LA NORTEÑA CON ARROZ,"148,14","5,29","1,21","27,92","1,06","1,18","33,56","11,67","6,04","310,12",1,79
E,S0978,SECO A LA NORTEÑA CON MENESTRA CON ARROZ,"129,85","5,46","1,80","20,67","0,95","1,19","54,90","15,91","11,45","253,33",10,80
E,S0982,SECO A LA NORTEÑA CON SARSA CRIOLLA CON ARROZ,"127,53","4,44","1,92","22,18","0,86","1,07","17,22","7,52","4,19","684,58",1,81
E,S0984,SECO A LA NORTEÑA DE POLLO CON MENESTRA CON ARROZ,"70,29","4,00","1,52","8,53","0,43","0,76","3,00","6,55","2,03","503,20",1,82
E,S0986,SECO A LA NORTEÑA DE RES CON MENESTRA CON ARROZ,"117,21","6,00","1,46","17,53","0,99","1,24","4,74","2,11","0,97","218,45",3,83
E,S0990,SECO DE CABRITO CON ARROZ,"124,21","6,44","1,74","19,95","1,31","1,22","26,18","5,37","4,40","259,61",2,84
E,S0991,SECO DE CABRITO CON MENESTRA CON ARROZ,"165,35","7,96","2,59","23,81","1,38","1,74","5,01","1,87","1,05","481,62",1,85
E,S0994,SECO DE CORDERO CON MENESTRA CON ARROZ,"154,42","7,75","4,13","20,26","0,62","1,40","18,71","11,92","6,81","364,32",3,86
E,S0995,SECO DE CORDERO CON MENESTRA CON SARSA CRIOLLA CON,"187,04","7,95","2,06","29,31","0,98","1,83","1,97","0,96","1,74","152,71",1,87
,,ARROZ,,,,,,,,,,,,
E,S1002,SECO DE POLLO CON ARROZ,"132,15","6,99","2,13","20,25","0,80","0,95","90,37","39,14","31,43","878,23",2,88
E,S1004,SECO DE POLLO CON MENESTRA CON ARROZ,"140,25","9,15","2,20","17,88","1,00","1,47","111,28","24,01","26,55","260,37",13,89
E,S1006,SECO DE RES A LA HUACHANA CON MENESTRA CON ARROZ,"123,59","7,33","1,95","17,01","1,34","1,53","11,91","3,88","2,40","34,10",1,90
E,S1008,SECO DE RES A LA NORTEÑA CON MENESTRA CON ARROZ,"112,21","4,91","2,06","16,14","0,80","1,15","10,00","4,24","2,25","221,94",2,91
E,S1009,SECO DE RES CON MENESTRA CON ARROZ,"142,19","6,16","2,03","21,85","1,05","1,46","84,43","17,39","15,47","255,72",13,92
E,S1010,SECO DE RES CON MENESTRA CON ENSALADA CON ARROZ,"125,34","5,72","2,17","18,10","0,98","1,38","163,04","39,29","36,25","208,82",1,93
E,S1011,SECO DE RES CON MENESTRA CON SARSA CRIOLLA CON ARROZ,"120,98","5,68","1,11","19,85","1,05","1,30","35,40","11,85","6,63","139,44",3,94
E,S1020,SUDADO DE PESCADO CON ARROZ,"127,16","6,25","0,75","23,22","0,49","0,96","2,79","5,09","7,17","199,42",2,95
E,S1032,TACU TACU CON LOMITO,"162,58","7,02","6,27","15,98","1,17","1,83","2,34","7,84","5,29","147,62",2,96
E,S1055,TALLARINES ROJOS CON POLLO,"130,71","7,76","2,35","18,75","0,71","1,75","405,24","81,62","80,34","137,70",11,97
E,S1069,TALLARINES VERDES CON POLLO,"171,15","9,29","6,85","17,82","0,83","1,89","0,00","13,47","21,72","390,93",2,98
E,S1070,TALLARINES VERDES CON POLLO CON CREMA A LA HUANCAINA,"151,64","9,30","2,71","17,57","0,84","2,15","0,21","29,66","40,07","66,82",1,99
E,S1072,TALLARINES VERDES CON RES,"169,46","8,85","2,71","26,94","1,48","3,50","0,00","63,31","71,22","326,59",4,100
E,S1076,TERNERA A LA CHICLAYANA CON ARROZ,"96,14","3,88","0,72","18,12","0,36","0,57","2,63","1,36","0,76","52,82",1,101
E,S1102,CEBICHE DE PESCADO,"149,17","9,65","6,28","13,12","0,54","1,36","2,29","13,84","14,17","40,48",1,102
E,S1111,FREJOLES CON SECO ENSALADA CON ARROZ,"177,52","10,59","3,80","24,86","1,40","1,88","0,00","38,13","8,75","678,54",1,103
E,S1125,MILANESA CON ENSALADA CON ARROZ,"157,11","5,22","5,03","22,26","0,61","0,52","0,00","2,72","10,87","83,62",1,104
E,S1127,OLLUQUITO CON ARROZ INTEGRAL,"126,37","5,10","2,37","20,37","0,35","1,19","0,00","5,94","6,17","138,97",1,105
E,S1141,POLLO AL VINO CON ENSALADA CON ARROZ,"131,35","6,24","1,10","21,01","0,71","0,68","0,00","1,65","3,54","100,03",1,106
E,S1142,POLLO BROASTER,"192,22","5,45","10,15","16,33","0,58","0,79","323,00","54,94","58,72","278,55",1,107
E,S1145,PURE CON ASADO CON ARROZ,"113,43","3,90","2,50","18,29","0,71","0,72","262,26","47,99","53,89","220,82",1,108
E,S1156,TACU TACU CON FILETE DE POLLO,"145,32","8,61","1,55","18,92","1,02","1,86","99,68","29,83","20,43","475,62",1,109
E,S1337,ADOBO DE POLLO CON ENSALADA CON ARROZ,"144,61","4,93","2,18","25,51","0,66","0,70","219,56","46,57","41,48","315,92",2,110
E,S1344,ALITA BROASTER CON PAPAS FRITAS CON ARROZ,"272,21","5,73","18,71","19,67","0,64","0,74","0,00","6,83","15,68","588,01",1,111
E,S1361,ASADO DE CERDO CON ALVERJITA VERDE CON ARROZ,"151,88","7,21","2,01","22,56","0,96","0,69","0,00","2,13","1,33","88,01",1,112
E,S1387,ESTOFADO DE PAVITA CON ARROZ CON ENSALADA,"139,04","5,84","2,32","22,43","0,81","1,12","206,95","44,47","37,63","167,80",1,113
E,S1394,GUISO DE CAIGUA CON ARROZ,"135,77","6,73","1,96","18,25","0,49","0,70","0,00","6,16","2,14","101,85",1,114
E,S1402,POLLO AL HORNO CON PURE CON ARROZ,"140,33","7,27","3,19","19,72","0,74","0,72","0,00","6,55","21,79","271,80",3,115
E,S1412,ANTICUCHO CON PAPA CON ARROZ,"109,05","9,83","3,33","9,21","0,99","1,87","0,00","47,32","1,69","243,57",1,116
E,S1437,PURE CON POLLO AL SILLAO CON ARROZ,"146,78","5,38","1,91","28,15","0,67","0,65","83,73","15,05","27,84","217,30",1,117
E,S1507,GUISO DE TRIGO CON LOMO DE SOCONA CON ARROZ,"78,21","2,49","0,95","13,90","0,49","0,36","125,20","24,78","26,19","227,54",1,118
E,S1809,CHICHARRON DE PESCADO CON YUCA FRITA CON ARROZ,"199,23","6,49","8,00","24,64","0,49","1,17","0,57","17,68","33,72","240,97",5,119
E,S1820,CHICHARRON MIXTO CON YUCA FRITA,"168,31","10,53","8,76","12,59","0,81","1,55","106,95","23,03","30,19","89,59",1,120
E,S1907,ARROZ CON FRIJOL Y SECO DE RES,"133,92","6,86","2,15","19,30","1,02","1,41","84,79","19,23","17,51","289,72",9,121
E,S1908,ARROZ CON FRIJOLES Y SECO DE POLLO,"115,52","7,67","1,40","15,43","0,80","1,16","162,00","29,43","30,70","83,53",5,122
E,S1910,LOCRO CON HIGADO FRITO Y ARROZ,"133,54","3,10","5,62","17,35","0,48","0,84","0,00","267,14","160,06","1238,63",1,123
E,S1911,LOMITO DE ATUN CON ARROZ,"165,16","4,87","4,89","24,03","0,46","0,50","0,00","5,52","3,70","83,85",1,124
"Las fuentes de Información de datos de composición química de alimentos empleadas fueron las siguientes:
Tablas Peruanas de Composición de alimentos. Octava edición. Lima - 2009. Tabla de composición de alimentos industrializados. Lima- 2002.
Tabla de Composición de Alimentos de Centroamérica. Instituto de Nutrición de Centroamérica y Panamá/OPS. Segunda edición. Tercera reimpresión- Febrero 2012. Tabla Boliviana de composición de alimentos. Noviembre- 2005.
Tabla de composición de alimentos de Uruguay - 2002.
Análisis de alimentos y/o preparaciones realizados por el CENAN. Análisis realizados por el laboratorio CESMEC.
Industria de alimentos : Rotulado de alimentos Para el caso de Valores estimados se realizó:
-  Estimaciones de alimentos similares
-  Promedio de alimentos para aquellas preparaciones en la cual se han considerado más de un alimento (pimienta y comino, verduras, mistura de mariscos).
-  Esto es cero: Se consideró este dato para aquellos alimentos cuya composición nutricional es cero y solo se usan como saborizantes.
-  Alimentos que no se actualizaron datos: Leche de tigre, torta de chocolate",,,,,,,,,,,,,,
