Marca temporal,Edad,Sexo,Peso,Estatura,Carrera,Procedencia,Residencia,Beca,Independiente,Motivo,Ciclo,Edad_ingreso,Org_est,Voluntariado,Promedio,Promedio_acumulado,Cursos_jalados,Autoeval,Causas,Horas_est,Horas_sue,Alim_menor,Alim_nut,Extra,Amigos,Expres_pub,Horas_fam,Prob_acad,Prob_emo,Prob_eco,Ingreso,Gastos,din_gasto,din_ahorro,,,,,,
9/22/2022 10:21:41,19,Masculino,55,165,Ingeniería Electrónica,Ica,Chorrillos,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,No,No,14,13,0,4,Excesiva carga académica;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente,2,8,Cena,3,4,3,Sí,0,2,1,2,1260,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1100,50,,,,,,
9/22/2022 11:22:32,19,Masculino,75,168,Ingeniería Civil,Cuzco,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,I,19,NA,NA,NA,NA,NA,3,Excesiva carga académica;Actividades extracurriculares demandantes;Quehaceres del hogar demandantes;Procrastinación;Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente;El cambio a modo presencialidad,2,5,Desayuno,3,3,1,No,1,1,1,3,1000,Alimentación;Alquiler,800,50,,,,,,
9/23/2022 18:43:58,18,Masculino,65,168,Ingeniería Civil,Cuzco,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,I,19,NA,NA,NA,NA,NA,2,Excesiva carga académica;Actividades extracurriculares demandantes;Quehaceres del hogar demandantes;Procrastinación;Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente;El cambio a modo presencialidad,2,5,Desayuno,3,3,1,No,1,1,1,3,1000,Alimentación;Alquiler,800,50,,,,,,
10/10/2022 10:59:26,18,Femenino,65,163,Ingeniería Industrial,Lima Metropolitana o Provincia Constitucional del Callao,San Martín de Porres,Beca 18,Sí,"Problemas familiares, Para continuar mis estudios superiores., Otro Motivo",I,18,No,No,,,,3,"Excesiva carga académica, Sentimientos de soledad, Depresión, Ansiedad, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente, El cambio a modo presencialidad",2,5,Desayuno,3,7,3,Sí,6,1,1,1,920,"Alimentación, Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",885,35,,,,,,
9/22/2022 10:04:02,18,Femenino,63,147,Ingeniería Ambiental,Cuzco,Barranco,Beca 18,Sí,Soy de Provincia,III,17,No,No,11.8,13,2,2,Excesiva carga académica;Procrastinación;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente;Problemas de salud,2,5,Desayuno,2,1,1,No,1,1,1,1,900,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",960,5,,,,,,
9/23/2022 16:24:26,18,Femenino,50,147,Ingeniería Ambiental,Cuzco,Barranco,Beca 18,Sí,Soy de Provincia,III,17,No,No,11.8,13,2,4,Excesiva carga académica;Procrastinación;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente;Problemas de salud,2,5,Desayuno,2,1,1,No,1,1,1,1,900,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",960,5,,,,,,
9/22/2022 19:59:24,20,Masculino,78,175,Ciencias de la Computación,Arequipa,Miraflores,No cuento con ningún tipo de Beca,Sí,Soy de Provincia,VI,17,Sí,No,14,14,6,3,Excesiva carga académica;Procrastinación;Pocas horas de sueño;Estrés,2,7,Desayuno,3,12,3,No,7,1,1,1,1000,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi)",998,2,,,,,,
9/26/2022 16:18:56,20,Masculino,50,160,Ciencias de la Computación,Arequipa,Miraflores,No cuento con ningún tipo de Beca,Sí,Soy de Provincia,VI,17,No,No,14,14,6,3,Excesiva carga académica;Procrastinación;Pocas horas de sueño;Estrés,2,7,Desayuno,3,12,3,No,6,1,1,1,1000,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi)",998,2,,,,,,
11/9/2022 5:54:54,17,Masculino,65,173,Ingeniería Mecatrónica,Lima Provincias,Santiago de Surco,No cuento con ningún tipo de Beca,No,,II,16,Sí,No,12,13,2,2,Actividades extracurriculares demandantes,2,7,Cena,2,5,4,Sí,5,3,2,2,0,"Alimentación, Transporte",300,0,,,,,,
11/9/2022 5:54:54,17,Masculino,65,173,Ingeniería Mecatrónica,Lima Provincias,Santiago de Surco,No cuento con ningún tipo de Beca,No,,II,16,No,No,12,13,2,2,Actividades extracurriculares demandantes,2,7,Cena,2,5,4,Sí,7,3,2,2,0,"Alimentación, Transporte",300,0,,,,,,
11/9/2022 5:54:54,18,Masculino,60,173,Ingeniería Mecatrónica,Lima Provincias,Santiago de Surco,No cuento con ningún tipo de Beca,No,,II,16,Sí,No,12,13,2,2,Actividades extracurriculares demandantes,2,7,Cena,2,5,4,Sí,7,3,2,2,0,"Alimentación, Transporte",300,0,,,,,,
11/9/2022 5:54:54,18,Masculino,57,173,Ingeniería Mecatrónica,Lima Provincias,Santiago de Surco,No cuento con ningún tipo de Beca,No,,II,16,No,No,12,13,2,4,Actividades extracurriculares demandantes,2,7,Cena,2,5,4,Sí,8,3,2,2,0,"Alimentación, Transporte",300,0,,,,,,
11/7/2022 7:19:57,17,Femenino,54,153,Ingeniería Civil,Ucayali,Barranco,Beca 18,Sí,Soy de Provincia,III,16,No,No,13.3,13.3,0,3,"Excesiva carga académica, Pocas horas de sueño, Estrés, El cambio a modo presencialidad, Problemas de salud",2,6,Desayuno,3,3,1,No,2,3,3,3,1200,"Alimentación, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio, Alquiler",1200,0,,,,,,
11/4/2022 19:24:59,23,Femenino,70,150,Bioingeniería,Junín,Villa María del Triunfo,Beca Inclusión,No,,IV,21,Sí,No,14,13,1,3,"Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Depresión, Ansiedad",2,6,Desayuno,4,3,3,Sí,5,1,1,1,1120,"Alimentación, Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Gastos médicos",1120,0,,,,,,
11/4/2022 19:24:59,23,Femenino,70,150,Bioingeniería,Junín,Villa María del Triunfo,Beca Inclusión,No,,IV,21,Sí,No,14,13,1,3,"Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Depresión, Ansiedad",2,6,Desayuno,4,3,3,Sí,5,1,1,1,1120,"Alimentación, Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Gastos médicos",1120,0,,,,,,
9/22/2022 11:18:13,18,Masculino,70,173,Bioingeniería,San Martín,Chorrillos,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,Sí,No,11,12.47,4,3,Ansiedad;Estrés,1,6,Desayuno,3,10,2,Sí,1,1,1,1,1260,Alimentación;Transporte;Entretenimiento;Alquiler,1120,100,,,,,,
9/23/2022 17:34:59,20,Masculino,65,173,Bioingeniería,San Martín,Chorrillos,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,Sí,No,11,12.47,4,3,Ansiedad;Estrés,1,6,Desayuno,3,10,2,Sí,1,1,1,1,1260,Alimentación;Transporte;Entretenimiento;Alquiler,1120,100,,,,,,
9/23/2022 11:43:47,18,Masculino,62,167,Ingeniería Civil,Cajamarca,Barranco,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Soy de Provincia;Para continuar mis estudios superiores.,IV,17,No,Sí,11.6,13.68,4,3,Actividades extracurriculares demandantes;Quehaceres del hogar demandantes;Procrastinación;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente;Problemas de salud,1,7,Desayuno,2,6,2,Sí,1,1,1,2,1650,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos;Alquiler",1600,50,,,,,,
9/22/2022 7:43:38,18,Masculino,55,167,Ingeniería Civil,Cajamarca,Barranco,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Soy de Provincia;Para continuar mis estudios superiores.,IV,17,No,Sí,11.6,13.68,4,3,Actividades extracurriculares demandantes;Quehaceres del hogar demandantes;Procrastinación;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente;Problemas de salud,1,7,Desayuno,2,6,2,Sí,1,1,1,2,1650,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos;Alquiler",1600,50,,,,,,
9/23/2022 17:27:43,20,Femenino,55,160,Bioingeniería,Ayacucho,Barranco,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad,I,17,NA,NA,NA,NA,NA,3,Procrastinación;Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad;Estrés,1,5,Desayuno,2,0,2,No,1,1,1,1,900,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",800,50,,,,,,
9/22/2022 11:13:05,18,Femenino,51,160,Bioingeniería,Ayacucho,Barranco,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad,I,17,NA,NA,NA,NA,NA,3,Procrastinación;Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad;Estrés,1,5,Desayuno,2,0,2,No,1,1,1,1,900,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",800,50,,,,,,
10/8/2022 16:25:27,18,Femenino,54,163,Administración y Negocios Digitales,Junín,Cercado de Lima,No cuento con ningún tipo de Beca,No,,II,16,No,No,13,13,1,3,"Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Depresión, Ansiedad, Estrés, El cambio a modo presencialidad",1,7,Almuerzo,4,8,4,No,4,2,2,3,400,Alimentación,397,3,,,,,,
10/8/2022 16:25:27,18,Femenino,54,163,Administración y Negocios Digitales,Junín,Cercado de Lima,No cuento con ningún tipo de Beca,No,,II,16,No,No,13.1,13,1,3,"Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Depresión, Ansiedad, Estrés, El cambio a modo presencialidad",1,7,Almuerzo,4,8,4,No,4,2,2,3,400,Alimentación,397,3,,,,,,
