Precio,Dormitorios,Antiguedad,Luminosidad,Tipo,Area_total_m2,Area_constr_m2,NroBanios,Estado de Inmueble,Distrito,Cocheras,Uso_profesional,Uso_comercial,Nro_pisos,Piscina,Amoblado
34,3,2,NoEspecifica,Casa,160,250,2,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
61,3,9,NoEspecifica,Casa en condominio,360,218,4,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
18,3,3,NoEspecifica,Casa de Playa,140,120,3,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,1
105,4,2,NoEspecifica,Casa,890,348,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
45.6,4,1,NoEspecifica,Casa en condominio,300,270,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
180,4,9,NoEspecifica,Casa en condominio,1250,550,4,NoEspecifica,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,1,0
72,3,1,NoEspecifica,Casa,574,265,3,Muy bueno,Chorrillos,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
72,4,4,NoEspecifica,Casa,250,320,3,Remodelado,Miraflores,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
78,3,3,NoEspecifica,Casa,391,341,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,1,0
21.5,4,3,NoEspecifica,Casa,130,195,3,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,1
200,4,1,NoEspecifica,Casa,1015,480,5,Muy bueno,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,1,0
39,4,3,NoEspecifica,Casa,225,245,4,Muy bueno,SantiagoDeSurco,0,NoEspecifica,NoEspecifica,3,0,NoEspecifica
76,4,1,NoEspecifica,Casa en condominio,527,362,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
90,4,1,NoEspecifica,Casa en condominio,700,350,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
82,4,4,NoEspecifica,Casa,375,400,4,NoEspecifica,Miraflores,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
110,5+,2,NoEspecifica,Casa,324,600,5,NoEspecifica,Miraflores,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
180,3,1,NoEspecifica,Casa,1050,400,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
52,3,5,NoEspecifica,Casa,153,236,3,Bueno,Miraflores,2,NoEspecifica,NoEspecifica,3,0,0
39.5,3,4,NoEspecifica,Casa,201,350,2,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
29.9,3,6,NoEspecifica,Casa,638,350,2,Bueno,Chaclacayo,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
67,4,5,NoEspecifica,Casa,374,374,3,Muy bueno,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,0,0
65,3,3,NoEspecifica,Casa,348,220,3,Remodelado,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,1,0
99,3,4,NoEspecifica,Casa en condominio,553,355,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,1,1,0
92,3,1,NoEspecifica,Casa en condominio,550,320,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
69,4,3,NoEspecifica,Casa de Playa,330,300,2,Muy bueno,Asia,4,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
53,4,3,NoEspecifica,Casa de Playa,330,300,5,Bueno,Asia,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
55,4,1,NoEspecifica,Casa de Playa,144,144,5,Muy bueno,Asia,0,NoEspecifica,NoEspecifica,3,1,0
55,4,1,NoEspecifica,Casa de Playa,144,250,4,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,3,1,1
92,3,1,NoEspecifica,Casa en condominio,550,320,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
45,4,1,NoEspecifica,Casa,180,323,3,NoEspecifica,LaMolina,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
58,4,3,NoEspecifica,Casa,600,289,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
137,4,2,NoEspecifica,Casa en condominio,600,475,2,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
125,4,1,NoEspecifica,Casa,1000,450,5,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,1,0,0
130,4,3,NoEspecifica,Casa,1200,400,3,Remodelado,Chorrillos,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
39.5,4,4,NoEspecifica,Casa en condominio,313,250,4,Muy bueno,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,0
64,5+,1,NoEspecifica,Casa,670,350,5,Bueno,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
42,3,9,NoEspecifica,Casa en condominio,210,190,3,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,0
58,3,1,NoEspecifica,Casa en condominio,308,216,3,Bueno,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
75,4,2,NoEspecifica,Casa,1176,250,4,NoEspecifica,Chorrillos,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
38.5,5+,8,NoEspecifica,Casa de Playa,300,250,5,NoEspecifica,Mala,2,NoEspecifica,NoEspecifica,2,1,1
75,4,3,NoEspecifica,Casa,1178,429,4,Bueno,Chorrillos,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
42,3,2,NoEspecifica,Casa en condominio,322,201,2,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,2,1,0
65,3,3,NoEspecifica,Casa,300,300,3,Bueno,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
49.5,4,1,NoEspecifica,Casa en condominio,259,201,5,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
49.5,4,1,NoEspecifica,Casa,259,201,5,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
72,4,4,NoEspecifica,Casa,320,400,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,3,0,0
74.9,3,3,NoEspecifica,Casa,364,270,2,Remodelado,Miraflores,2,NoEspecifica,NoEspecifica,2,0,0
30,3,2,NoEspecifica,Casa de Playa,156,125,2,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
51.5,3,3,NoEspecifica,Casa,250,220,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
137,4,2,NoEspecifica,Casa en condominio,600,475,2,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
33,4,8,NoEspecifica,Casa de Playa,200,240,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
62,3,7,NoEspecifica,Casa en condominio,423,368,4,Muy bueno,Chorrillos,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
130,4,1,NoEspecifica,Casa,1300,500,5,Remodelado,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
120,4,2,NoEspecifica,Casa,1075,468,4,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
59.5,4,6,NoEspecifica,Casa en condominio,309,258,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
150,4,2,NoEspecifica,Casa de Playa,290,229,3,NoEspecifica,Pucusana,2,NoEspecifica,NoEspecifica,1,1,1
49.9,4,3,NoEspecifica,Casa de Playa,300,280,3,Muy bueno,Mala,2,NoEspecifica,NoEspecifica,2,1,1
150,4,3,NoEspecifica,Casa en condominio,937,440,5,Muy bueno,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
145,4,2,NoEspecifica,Casa,1100,450,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
193,5+,3,NoEspecifica,Casa de Playa,489,578,5,NoEspecifica,Pucusana,4,NoEspecifica,NoEspecifica,3,1,1
85,5+,6,NoEspecifica,Casa de Playa,559,540,5,NoEspecifica,Pucusana,5,NoEspecifica,NoEspecifica,3,1,1
69,5+,3,NoEspecifica,Casa de Playa,453,350,5,NoEspecifica,Pucusana,4,NoEspecifica,NoEspecifica,2,1,1
160,5+,3,NoEspecifica,Casa de Playa,465,600,4,NoEspecifica,Pucusana,4,NoEspecifica,NoEspecifica,3,1,1
99,5+,3,NoEspecifica,Casa de Playa,375,434,5,NoEspecifica,Pucusana,4,NoEspecifica,NoEspecifica,2,1,0
24,3,2,NoEspecifica,Casa de Playa,180,160,3,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,1
65,5+,4,NoEspecifica,Casa de Playa,506,340,5,Bueno,Pucusana,4,NoEspecifica,NoEspecifica,2,1,1
95,4,3,NoEspecifica,Casa de Playa,459,417,4,NoEspecifica,Pucusana,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
97.5,3,1,NoEspecifica,Casa de campo,1060,376,3,Muy bueno,SantaCruzDeFlores,4,NoEspecifica,NoEspecifica,2,1,1
130,5+,1,NoEspecifica,Casa de Playa,400,300,5,NoEspecifica,Asia,3,NoEspecifica,NoEspecifica,2,1,1
130,5+,1,NoEspecifica,Casa de Playa,400,400,5,NoEspecifica,Asia,3,NoEspecifica,NoEspecifica,2,1,0
54.5,5+,6,NoEspecifica,Casa de Playa,144,270,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,4,1,1
75,5+,1,NoEspecifica,Casa de Playa,310,295,5,NoEspecifica,Lurin,2,NoEspecifica,NoEspecifica,2,1,1
60,4,5,NoEspecifica,Casa de Playa,144,232,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,1
80,5+,4,NoEspecifica,Casa de Playa,400,700,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,1
75,4,3,NoEspecifica,Casa de Playa en condominio,170,235,4,NoEspecifica,Asia,1,NoEspecifica,NoEspecifica,3,1,NoEspecifica
60,4,3,NoEspecifica,Casa de Playa,300,300,5,NoEspecifica,Asia,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
149.5,3,3,NoEspecifica,Casa,739,308,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
69,4,1,NoEspecifica,Casa de Playa,330,160,3,Bueno,Asia,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
70,5+,4,NoEspecifica,Casa de Playa,175,350,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,1
85,5+,3,NoEspecifica,Casa de Playa,1000,400,5,Bueno,Asia,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
130,5+,3,NoEspecifica,Casa de Playa,330,420,5,NoEspecifica,Asia,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
22,3,1,NoEspecifica,Casa de Playa,120,170,3,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,1,1
60,4,3,NoEspecifica,Casa de Playa en condominio,150,243,4,NoEspecifica,Asia,1,NoEspecifica,NoEspecifica,3,1,NoEspecifica
180,4,1,NoEspecifica,Casa,528,500,4,Remodelado,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,0
170,3,4,NoEspecifica,Casa,330,360,4,NoEspecifica,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
45,5+,5,NoEspecifica,Casa de Playa,144,300,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,1
110,3,5,NoEspecifica,Casa,357,380,4,Bueno,Miraflores,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
65,3,1,NoEspecifica,Casa,500,220,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,1,1,NoEspecifica
165,3,3,NoEspecifica,Casa,233,331,3,Muy bueno,Miraflores,2,NoEspecifica,NoEspecifica,3,1,0
120,3,2,NoEspecifica,Casa,350,318,2,Remodelado,SanIsidro,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
28,5+,1,NoEspecifica,Casa de Playa,210,185,5,Muy bueno,Mala,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
170,5+,4,NoEspecifica,Casa en condominio,758,1200,5,NoEspecifica,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,3,1,0
119,5+,8,NoEspecifica,Casa,1000,516,5,Remodelado,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
140,4,6,NoEspecifica,Casa,1200,400,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
78,4,2,NoEspecifica,Casa,300,370,5,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
105,5+,9,NoEspecifica,Casa,630,543,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,4,1,0
49.8,3,8,NoEspecifica,Casa,180,285,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
48,4,4,NoEspecifica,Casa en condominio,301,228,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
49,4,3,NoEspecifica,Casa,300,247,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
49,4,9,NoEspecifica,Casa,321,280,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
64,4,3,NoEspecifica,Casa en condominio,320,250,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,1
50.8,4,2,NoEspecifica,Casa en condominio,300,251,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,0,0
85,4,3,NoEspecifica,Casa en condominio,170,235,4,NoEspecifica,Asia,0,NoEspecifica,NoEspecifica,3,1,0
36,3,3,NoEspecifica,Casa,160,196,3,Remodelado,LaMolina,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
55,4,1,NoEspecifica,Casa,325,350,4,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,1,0
59,5+,6,NoEspecifica,Casa,190,391,4,Bueno,Miraflores,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
75,4,1,NoEspecifica,Casa,495,366,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
57,3,1,NoEspecifica,Casa,258,246,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
82.5,5+,2,NoEspecifica,Casa de Playa,238,441,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,4,1,0
45,5+,1,NoEspecifica,Casa de Playa en condominio,315,315,5,NoEspecifica,CerroAzul,2,NoEspecifica,NoEspecifica,2,1,1
68,4,4,NoEspecifica,Casa,380,400,3,NoEspecifica,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
84,3,2,NoEspecifica,Casa,322,277,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
59,4,4,NoEspecifica,Casa,270,300,3,Bueno,Miraflores,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
28,3,4,NoEspecifica,Casa,155,105,2,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
72,4,1,NoEspecifica,Casa,300,250,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
175,4,1,NoEspecifica,Casa,906,469,4,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
147,4,3,NoEspecifica,Casa en condominio,600,518,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
147,4,3,NoEspecifica,Casa en condominio,600,518,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
160,4,1,NoEspecifica,Casa,1000,500,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
180,4,3,NoEspecifica,Casa,1092,390,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,1,1,0
120,5+,1,NoEspecifica,Casa de Playa en condominio,300,243,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,1,0
18.0123,4,1,NoEspecifica,Casa de Playa en condominio,243,150,4,NoEspecifica,Asia,0,NoEspecifica,NoEspecifica,2,1,0
147,5+,3,NoEspecifica,Casa,420,350,3,A Remodelar,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
58,4,2,NoEspecifica,Casa,475,433,3,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,2,0,0
15.5,4,9,NoEspecifica,Casa de Playa en condominio,174,125,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,0
38,4,1,NoEspecifica,Casa de Playa,259,285,3,A Remodelar,CerroAzul,2,NoEspecifica,NoEspecifica,2,0,1
85,3,5,NoEspecifica,Casa,353,350,3,A Remodelar,Miraflores,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
127,4,1,NoEspecifica,Casa en condominio,688,554,5,NoEspecifica,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,0
140,3,9,NoEspecifica,Casa,1346,584,4,Remodelado,LaMolina,0,NoEspecifica,NoEspecifica,2,1,NoEspecifica
70,5+,3,NoEspecifica,Casa,373,393,5,Bueno,Miraflores,2,NoEspecifica,NoEspecifica,3,0,0
98,4,1,NoEspecifica,Casa,1011,390,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
70,4,4,NoEspecifica,Casa,391,354,4,A Remodelar,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
75.8,4,1,NoEspecifica,Casa,450,370,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
100,3,7,NoEspecifica,Casa,400,340,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
139.5,5+,4,NoEspecifica,Casa,465,616,5,Muy bueno,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
115,4,9,NoEspecifica,Casa,463,484,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
44,4,2,NoEspecifica,Casa,250,200,2,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
92,4,2,NoEspecifica,Casa,457,330,4,Remodelado,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,1,0
135,3,5,NoEspecifica,Casa,588,417,4,Bueno,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
200,3,4,NoEspecifica,Casa,608,331,3,Bueno,SanIsidro,4,NoEspecifica,NoEspecifica,1,0,NoEspecifica
54,5+,7,NoEspecifica,Casa,255,255,3,NoEspecifica,MagdalenaDelMar,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
83,5+,1,NoEspecifica,Casa,509,473,4,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,3,1,0
126.5,4,4,NoEspecifica,Casa,1265,495,5,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
12,2,2,NoEspecifica,Casa,340,170,2,A Remodelar,Cieneguilla,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
92,2,1,NoEspecifica,Casa,550,320,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
60,5+,3,NoEspecifica,Casa de Playa,320,500,5,NoEspecifica,PuntaHermosa,4,NoEspecifica,NoEspecifica,3,1,NoEspecifica
132,4,3,NoEspecifica,Casa,420,350,3,A Remodelar,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,0
49,5+,1,NoEspecifica,Casa en condominio,150,300,4,Bueno,Barranco,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
58,3,1,NoEspecifica,Casa,280,399,2,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
32,5+,3,NoEspecifica,Casa de Playa,200,200,5,Bueno,CerroAzul,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
18,4,3,NoEspecifica,Casa de Playa,156,300,4,NoEspecifica,Lurin,3,NoEspecifica,NoEspecifica,3,0,NoEspecifica
120,4,2,NoEspecifica,Casa,728,334,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
18.5,3,2,NoEspecifica,Casa de Playa,240,150,3,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,1
42,5+,4,NoEspecifica,Casa,300,300,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
115,5+,4,NoEspecifica,Casa de campo,1040,600,5,NoEspecifica,Asia,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
138,5+,1,NoEspecifica,Casa,1000,554,5,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
65,3,3,NoEspecifica,Casa en condominio,1300,500,5,NoEspecifica,Lurin,5,NoEspecifica,NoEspecifica,1,0,0
110,4,1,NoEspecifica,Casa,625,406,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
110,3,2,NoEspecifica,Casa en condominio,847,600,4,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
155,4,3,NoEspecifica,Casa,1002,510,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
75,5+,4,NoEspecifica,Casa de Playa,510,360,5,Bueno,Lurin,5,NoEspecifica,NoEspecifica,3,1,1
49.5,4,1,NoEspecifica,Casa,500,870,5,Bueno,Chaclacayo,3,NoEspecifica,NoEspecifica,2,1,0
95,4,2,NoEspecifica,Casa,576,300,5,A Remodelar,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
74,4,1,NoEspecifica,Casa,463,357,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
75,4,2,NoEspecifica,Casa de Playa,200,249,5,Bueno,PuntaHermosa,4,NoEspecifica,NoEspecifica,2,1,1
35,4,1,NoEspecifica,Casa,160,270,2,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,4,0,0
36,3,5,NoEspecifica,Casa en condominio,183,195,4,Remodelado,Miraflores,0,NoEspecifica,NoEspecifica,2,0,NoEspecifica
160,5+,2,NoEspecifica,Casa,1024,417,4,Bueno,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,1,0
149,3,9,NoEspecifica,Casa,1250,400,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,1,1,1
68,5+,1,NoEspecifica,Casa,259,259,2,Bueno,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,3,0,NoEspecifica
180,3,4,NoEspecifica,Casa,1252,550,4,Remodelado,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
75,4,1,NoEspecifica,Casa,290,300,5,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,0
45,4,2,NoEspecifica,Casa,168,222,4,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,3,0,0
74,3,3,NoEspecifica,Casa,566,388,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
146.51,4,4,NoEspecifica,Casa,637,400,4,NoEspecifica,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
160,4,2,NoEspecifica,Casa,1100,500,5,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
46.5,4,2,NoEspecifica,Casa,380,400,5,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,1,0
21,3,3,NoEspecifica,Casa de campo,192,192,2,Muy bueno,Lurigancho,3,NoEspecifica,NoEspecifica,2,1,1
84,4,1,NoEspecifica,Casa en condominio,530,362,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
43.5,5+,3,NoEspecifica,Casa,182,350,3,NA,Lince,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
20,3,4,NoEspecifica,Casa de Playa,145,120,2,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,0,1
18,3,4,NoEspecifica,Casa de Playa,145,120,3,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,0,1
50,5+,1,NoEspecifica,Casa de Playa,130,227,4,Remodelado,PuntaHermosa,4,NoEspecifica,NoEspecifica,3,1,NoEspecifica
16,3,1,NoEspecifica,Casa de Playa,120,120,2,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
39.5,1,2,NoEspecifica,Casa,300,230,2,NoEspecifica,SanLuis,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
67,4,3,NoEspecifica,Casa,316,270,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,1,0,NoEspecifica
210,4,6,NoEspecifica,Casa,1139,735,4,NoEspecifica,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,3,1,0
78,4,7,NoEspecifica,Casa en condominio,386,261,3,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
112.5,4,1,NoEspecifica,Casa,1135,430,4,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
30,4,5,NoEspecifica,Casa,200,200,3,NoEspecifica,JesusMaria,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
26,5+,3,NoEspecifica,Casa,330,330,3,NoEspecifica,SanJuanDeMiraflores,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
150,5+,2,NoEspecifica,Casa en condominio,940,440,5,Remodelado,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,1,0
84,4,3,NoEspecifica,Casa,313,485,5,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
59,4,1,NoEspecifica,Casa,345,345,3,NoEspecifica,SanIsidro,0,NoEspecifica,NoEspecifica,2,NoEspecifica,1
130,5+,3,NoEspecifica,Casa,1064,711,5,A Remodelar,LaMolina,4,NoEspecifica,NoEspecifica,2,0,0
85.9,5+,1,NoEspecifica,Casa,413,446,5,Remodelado,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,1,0
85.9,5+,1,NoEspecifica,Casa en condominio,413,446,5,Muy bueno,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,1,0
120,3,2,NoEspecifica,Casa,628,452,5,Muy bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,1,0
140,4,3,NoEspecifica,Casa,428,400,3,A Remodelar,SanIsidro,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
58,4,3,NoEspecifica,Casa,300,240,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
89,5+,3,NoEspecifica,Casa en condominio,600,363,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
68,4,1,NoEspecifica,Casa,500,345,4,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,0
45,4,1,NoEspecifica,Casa de Playa,200,150,4,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
63,4,1,NoEspecifica,Casa de Playa,180,270,4,Bueno,Asia,0,NoEspecifica,NoEspecifica,3,1,1
70,5+,9,NoEspecifica,Casa de Playa,278,365,5,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,1,1
150,3,9,NoEspecifica,Casa,365,389,3,NoEspecifica,SanIsidro,4,NoEspecifica,NoEspecifica,2,1,0
98,4,1,NoEspecifica,Casa de Playa,500,350,5,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,1,1
