C9_CARRERA,SELECT,C9P901_ORD,C9P901,C9P902,C9P903,C9P904,C9P905,C9P906,C9P907,C9P908,C9P909,C9P910,C9P911,C9P912,C9P913,C9P914,C9P915,C9P916,C9P917,C9P918,C9P919,C9P920,C9P921,C9P922,C9P923,C9P924,C9P925,C9P926
652,U0032,10,EDUCACION INICIAL,10,4,62,123,20,44,92,14,3,10,1,0,6,17,22,2,2,0,0,0,0,0,110,0,5
653,U0032,11,EDUCACION PRIMARIA,10,4,71,395,67,97,258,31,4,15,2,1,18,45,77,2,2,0,0,0,0,0,110,0,5
654,U0032,12,EDUCACION SECUNDARIA,10,4,66,929,222,337,588,59,10,15,2,7,39,176,85,2,2,0,0,0,0,0,110,0,5
656,U0032,13,CIENCIAS DE LA COMUNICACION,10,4,75,95,38,69,188,14,5,6,3,0,29,5,10,2,2,0,0,0,0,0,110,0,5
667,U0032,14,DERECHO Y CIENCIAS POLITICAS,12,4,88,61,417,54,296,14,5,2,4,1,28,50,0,2,2,0,0,0,0,0,110,0,5
668,U0032,15,INGENIERIA DE MINAS,10,4,67,109,912,90,376,24,8,3,5,1,1,32,70,2,2,0,0,0,0,0,110,0,5
669,U0032,16,INGENIERIA AMBIENTAL,10,4,69,178,1206,156,536,21,7,3,2,5,17,25,16,2,2,0,0,0,0,0,110,0,5
670,U0032,17,INGENIERIA METALURGICA,10,4,73,75,296,69,336,20,2,4,1,5,7,30,20,2,2,0,0,0,0,0,110,0,5
671,U0032,18,INGENIERIA GEOLOGICA,10,4,60,59,512,56,348,17,5,1,5,1,7,26,17,2,2,0,0,0,0,0,110,0,5
672,U0032,19,INGENIERIA CIVIL,10,4,69,76,799,73,351,14,8,1,2,0,3,7,0,2,2,0,0,0,0,0,110,0,5
673,U0032,20,INGENIERIA DE SISTEMA Y COMPUTACION,10,4,87,77,254,68,262,17,4,1,3,1,5,14,9,2,2,0,0,0,0,0,110,0,5
674,U0032,21,MEDICINA HUMANA,14,4,78,30,257,27,27,5,0,5,0,0,0,0,0,2,2,0,0,0,0,0,110,0,5
1135,U0033,1,ADMINISTRACION,10,4,1,1,1,1,2,1,1,0,0,0,3,17,49,2,1,5,76,236,998,998,0,0,1
1136,U0033,2,ANTROPOLOGIA,10,4,1,1,44,18,217,1,1,0,0,0,15,31,14,2,1,5,76,236,998,998,0,0,1
1137,U0033,3,ARQUEOLOGIA,10,4,1,1,13,4,41,1,1,0,0,0,4,7,43,2,1,5,76,236,998,998,0,0,1
1138,U0033,4,ARQUITECTURA,10,4,1,1,486,82,790,1,1,0,0,0,23,43,0,2,1,5,76,236,998,998,0,0,1
1139,U0033,5,ARTES ESCENICAS,10,4,1,1,1,1,124,1,1,0,0,0,6,11,10,2,1,5,76,236,998,998,0,0,1
1140,U0033,6,CIENCIA POLITICA Y GOBIERNO,10,4,1,1,106,44,279,1,1,0,0,0,32,59,50,2,1,5,76,236,998,998,0,0,1
1141,U0033,7,CIENCIAS DE LA INFORMACION,10,4,1,1,12,3,19,1,1,0,0,0,1,3,3,2,1,5,76,236,998,998,0,0,1
1142,U0033,8,COMUNICACION AUDIOVISUAL,10,4,1,1,224,83,643,1,1,0,0,0,32,65,14,2,1,5,76,236,998,998,0,0,1
1143,U0033,9,COMUNICACION PARA EL DESARROLLO,10,4,1,1,86,36,330,1,1,0,0,0,24,59,16,2,1,5,76,236,998,998,0,0,1
1144,U0033,10,CONTABILIDAD,10,4,1,1,225,50,358,1,1,0,0,0,19,49,62,2,1,5,76,236,998,998,0,0,1
1145,U0033,11,DANZA,10,4,1,1,51,26,51,1,1,0,0,0,1,1,1,2,1,5,76,236,998,998,0,0,1
1146,U0033,12,DERECHO,12,4,1,1,820,255,2513,1,1,0,0,0,137,322,297,2,1,5,76,236,998,998,0,0,1
1148,U0033,14,DISEO INDUSTRIAL,10,4,1,1,169,21,192,1,1,0,0,0,5,21,0,2,1,5,76,236,998,998,0,0,1
1149,U0033,15,ECONOMIA,10,4,1,1,371,120,794,1,1,0,0,0,53,95,30,2,1,5,76,236,998,998,0,0,1
1151,U0033,17,EDUCACION INICIAL,10,4,1,1,24,16,117,1,1,0,0,0,4,22,18,1,1,5,76,236,998,998,0,0,1
1152,U0033,18,EDUCACION PARA EL DESARROLLO,10,4,1,1,13,1,1,1,1,0,0,0,0,0,0,2,1,5,76,236,998,998,0,0,1
1153,U0033,19,ESCULTURA,10,4,1,1,11,1,63,1,1,0,0,0,1,5,2,2,1,5,76,236,998,998,0,0,1
1155,U0033,21,FILOSOFIA,10,4,1,1,19,7,102,1,1,0,0,0,1,11,16,2,1,5,76,236,998,998,0,0,1
1157,U0033,23,GEOGRAFIA Y MEDIO AMBIENTE,10,4,1,1,56,14,131,1,1,0,0,0,2,9,10,2,1,5,76,236,998,998,0,0,1
1159,U0033,25,GRABADO,10,4,1,1,8,3,25,1,1,0,0,0,5,8,1,2,1,5,76,236,998,998,0,0,1
1161,U0033,27,DISEO GRAFICO,10,4,1,1,183,21,250,1,1,0,0,0,11,25,7,2,1,5,76,236,998,998,0,0,1
1162,U0033,28,EDUCACION ARTISTICA,10,4,1,1,9,1,1,1,1,0,0,0,0,0,0,2,1,5,76,236,998,998,0,0,1
1164,U0033,30,FISICA,10,4,1,1,34,9,62,1,1,0,0,0,1,11,16,2,1,5,76,236,998,998,0,0,1
1167,U0033,33,HUMANIDADES,10,4,1,1,12,5,25,1,1,0,0,0,1,0,0,2,1,5,76,236,998,998,0,0,1
1168,U0033,34,INGIENERIA CIVIL,10,4,1,1,1466,351,1739,1,1,0,0,0,41,101,95,1,1,5,76,236,998,998,0,0,1
1169,U0033,35,INGIENERIA DE TELECOMUNICACIONES,10,4,1,1,71,13,178,1,1,0,0,0,14,39,30,2,1,5,76,236,998,998,0,0,1
1170,U0033,36,INGIENERIA EN MINAS,10,4,1,1,376,66,403,1,1,0,0,0,20,39,23,2,1,5,76,236,998,998,0,0,1
1171,U0033,37,INGIENERIA ELECTRONICA,10,4,1,1,199,1,1,1,1,0,0,0,46,102,113,1,1,5,76,236,998,998,0,0,1
1172,U0033,38,INGIENERIA GEOLOGICA,10,4,1,1,1508,393,2455,1,1,0,0,0,95,260,227,2,1,5,76,236,998,998,0,0,1
1173,U0033,39,INGIENERIA INDUSTRIAL,10,4,1,1,365,79,691,1,1,0,0,0,28,83,165,1,1,5,76,236,998,998,0,0,1
1174,U0033,40,INGIENERIA INFORMATICA,10,4,1,1,297,61,639,1,1,0,0,0,36,74,78,1,1,5,76,236,998,998,0,0,1
1175,U0033,41,INGIENERIA MECANICA,10,4,1,1,403,125,648,1,1,0,0,0,7,15,15,1,1,5,76,236,998,998,0,0,1
1176,U0033,42,INGIENERIA MECATRONICA,10,4,1,1,41,22,207,1,1,0,0,0,8,18,17,2,1,5,76,236,998,998,0,0,1
1178,U0033,44,MATEMATICA,10,4,1,1,132,51,275,1,1,0,0,0,0,0,0,2,1,5,76,236,998,998,0,0,1
1180,U0033,46,PERIODISMO,10,4,1,1,71,11,137,1,1,0,0,0,4,13,4,2,1,5,76,236,998,998,0,0,1
1181,U0033,47,PINTURA,10,4,1,1,315,115,957,1,1,0,0,0,41,104,88,2,1,5,76,236,998,998,0,0,1
1183,U0033,49,PUBLICIDAD,10,4,1,1,34,11,67,1,1,0,0,0,0,17,16,2,1,5,76,236,998,998,0,0,1
1185,U0033,51,SOCIOLOGIA,10,4,1,1,48,23,231,1,1,0,0,0,0,0,0,2,1,5,76,236,998,998,0,0,1
1258,U0034,1,INGENIERIA DE SISTEMAS E INFORMATICA,10,5,68,73,148,56,325,29,0,2,0,2,54,23,22,2,2,0,0,0,0,0,240,1395,1
1259,U0034,2,AGRONOMIA,10,5,79,170,154,41,328,25,0,21,0,4,73,62,61,2,2,0,0,0,0,0,240,1395,1
1260,U0034,3,MEDICINA VETERINARIA Y ZOOTECNIA,10,5,74,86,60,23,140,13,0,2,0,0,0,0,0,2,2,0,0,0,0,0,240,1395,1
1261,U0034,4,INGENIERIA AGROINDUSTRIAL,10,5,71,163,87,49,359,33,0,12,0,7,58,36,16,2,2,0,0,0,0,0,240,1395,1
1262,U0034,5,INGENIERIA CIVIL,10,5,72,70,490,65,391,27,0,7,0,2,46,39,18,2,2,0,0,0,0,0,240,1395,1
1263,U0034,6,ARQUITECTURA Y URBANISMO,10,5,66,72,234,64,286,15,0,4,0,0,24,0,0,2,2,0,0,0,0,0,240,1395,1
1264,U0034,7,OBSTETRICIA,10,5,62,78,102,38,256,36,0,13,0,7,27,43,38,2,2,0,0,0,0,0,240,1395,1
1265,U0034,8,ENFERMERIA,10,5,50,77,92,34,221,19,0,3,0,2,28,58,26,2,2,0,0,0,0,0,240,1395,1
1266,U0034,9,MEDICINA HUMANA,13,5,54,38,228,58,135,21,0,11,0,3,0,0,0,2,2,0,0,0,0,0,240,1395,1
1267,U0034,10,INGENIERIA AMBIENTAL,10,5,78,75,190,48,283,33,0,9,0,0,53,56,39,2,2,0,0,0,0,0,240,1395,1
1268,U0034,11,INGENIERIA SANITARIA,10,5,78,73,127,32,242,3,1,0,0,0,14,0,0,2,2,0,0,0,0,0,240,1395,1
1269,U0034,12,CONTABILIDAD,10,5,73,148,449,114,444,19,0,10,0,1,62,63,27,2,2,0,0,0,0,0,240,1395,1
1270,U0034,13,IDIOMAS,10,5,73,80,63,24,184,15,0,5,0,0,25,17,4,2,2,0,0,0,0,0,240,1395,1
1271,U0034,14,ADMINISTRACION,10,5,74,70,327,64,299,14,0,5,0,0,48,79,0,2,2,0,0,0,0,0,240,1395,1
1272,U0034,15,ECONOMIA,10,5,73,76,204,60,301,15,0,5,0,1,55,34,1,2,2,0,0,0,0,0,240,1395,1
1273,U0034,16,ADMINISTRACION EN TURISMO,10,5,78,82,113,28,201,12,0,2,0,0,59,0,5,2,2,0,0,0,0,0,240,1395,1
1274,U0034,17,DERECHO,12,5,87,75,249,44,79,7,0,2,0,0,0,0,0,2,2,0,0,0,0,0,240,1395,1
147,U0035,1,AGRONOMIA,10,4,1,1,500,1,1,1,1,0,0,0,0,68,20,2,2,0,0,0,0,0,50,1,4
148,U0035,2,BIOLOGIA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
149,U0035,3,CIENCIAS DE LA NUTRICION,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
150,U0035,4,INGENIERIA PESQUERA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
151,U0035,5,ENFERMERIA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
152,U0035,6,MEDICINA,14,6,1,1,500,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,50,1,4
153,U0035,7,ARQUITECTURA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
154,U0035,8,FISICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
155,U0035,9,MATEMATICAS,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
156,U0035,10,QUIMICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
157,U0035,11,INGENIERIA GEOFISICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
158,U0035,12,INGENIERIA GEOLOGICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
159,U0035,13,INGENIERIA DE MINAS,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
160,U0035,14,INGENIERIA ELECTRONICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
161,U0035,15,INGENIERIA INDUSTRIAL,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
162,U0035,16,INGENIERIA DE SISTEMAS,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
163,U0035,17,INGENIERIA ELECTRICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
164,U0035,18,INGENIERIA MECANICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
165,U0035,19,CIENCIAS DE LA COMPUTACION,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
166,U0035,20,INGENIERIA EN TELECOMUNICACIONES,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
167,U0035,21,INGENIERIA CIVIL,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
168,U0035,22,INGENIERIA METALURGICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
169,U0035,23,INGENIERIA QUIMICA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
170,U0035,24,INGENIERIA INDUSTRIAS ALIMENTARIAS,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
171,U0035,25,INGENIERIA DE MATERIALES,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
172,U0035,26,INGENIERIA AMBIENTAL,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
173,U0035,27,INGENIERIA SANITARIA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
174,U0035,28,EDUCACION,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
175,U0035,29,ECONOMIA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
176,U0035,30,DERECHO,12,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
177,U0035,31,TURISMO Y HOTELERIA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
178,U0035,32,HISTORIA,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
179,U0035,33,SOCIOLOGIA,10,4,1,1,300,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
180,U0035,34,TRABAJO SOCIAL,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
181,U0035,35,ANTROPOLOGIA,10,4,1,1,300,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
182,U0035,36,FILOSOFIA,10,6,1,1,300,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
183,U0035,37,LITERATURA,10,4,1,1,300,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
184,U0035,38,ARTES,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
185,U0035,39,ADMINISTRACION,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
186,U0035,40,MARKETING,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
188,U0035,42,GESTION,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
189,U0035,43,CONTABILIDAD,10,6,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
190,U0035,44,FINANZAS,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
191,U0035,45,RELACIONES INDUSTRIALES,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
192,U0035,46,PSICOLOGIA,12,6,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
193,U0035,47,CIENCIAS DE LA COMUNICACION,10,4,1,1,500,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,50,1,4
993,U0036,1,ADMINISTRACION,10,4,51,1527,1596,800,9190,866,25,199,0,4,589,124,446,2,1,12,300,350,1,600,0,0,1
994,U0036,2,ADMINISTRACION EN TURISMO Y HOTELERIA,10,4,51,376,352,263,2721,371,9,69,1,0,221,46,63,2,1,10,300,350,1,600,0,0,1
995,U0036,3,ARQUITECTURA,10,4,49,645,648,480,3177,499,9,73,1,2,108,64,77,2,1,9,300,350,1,600,0,0,1
996,U0036,4,ARTE Y DISEO GRAFICO EMPRESARIAL,10,4,45,157,157,109,748,108,2,23,0,0,0,0,0,2,1,9,350,350,1,600,0,0,1
997,U0036,5,CIENCIAS DE LA COMUNICACION,10,4,51,546,525,426,2647,304,8,67,0,0,153,105,116,2,1,9,350,300,1,600,0,0,1
998,U0036,6,CIENCIAS DEL DEPORTE,10,4,51,30,16,13,44,9,1,1,0,0,0,0,0,2,1,4,100,100,1,320,0,0,1
999,U0036,7,CONTABILIDAD,10,4,51,1035,1000,724,5843,646,14,137,1,2,466,139,384,2,1,10,300,350,1,600,0,0,1
1000,U0036,8,DERECHO,12,4,61,903,844,651,6761,757,21,130,1,1,531,441,386,2,1,12,300,350,1,600,0,0,1
1001,U0036,9,ECONOMIA,10,4,45,84,65,49,265,93,2,32,0,0,0,0,0,2,1,9,320,350,1,600,0,0,1
1002,U0036,10,EDUCACION EN IDIOMAS,10,4,47,50,15,14,60,23,1,12,0,0,42,0,52,2,1,4,100,320,1,320,0,0,1
1003,U0036,11,EDUCACION INICIAL,10,4,51,278,248,175,1360,231,12,102,0,1,140,0,144,2,1,9,100,350,1,600,0,0,1
1004,U0036,12,EDUCACION PRIMARIA,10,4,51,84,46,27,586,145,11,73,0,0,134,0,211,1,1,9,100,350,1,600,0,0,1
1005,U0036,13,ENFERMERIA,10,4,50,240,240,192,1914,502,19,87,0,0,143,145,115,2,1,11,350,350,1,600,0,0,1
1006,U0036,14,ESTOMATOLOGIA,10,4,51,18,18,16,318,38,1,0,0,0,28,25,26,2,1,3,350,350,1,700,0,0,1
1007,U0036,15,INGENIERIA AGROINDUSTRIAL,10,4,51,50,1,1,1,19,0,11,0,0,0,46,29,2,1,5,350,350,1,450,0,0,1
1008,U0036,16,INGENIERIA AGROINDUTRIAL Y COMERCIO EXTERIOR,10,1,1,1,1,1,308,75,0,19,0,0,36,0,0,2,1,5,350,350,1,450,0,0,1
1009,U0036,17,INGENIERIA AGRONOMA,10,4,25,30,10,8,48,38,3,11,0,0,0,0,0,2,1,5,320,350,1,450,0,0,1
1010,U0036,18,INGENIERIA AMBIENTAL,10,4,51,504,442,317,2379,337,11,71,0,1,97,58,49,2,1,12,300,350,1,600,0,0,1
1011,U0036,19,INGENIERIA CIVIL,10,4,51,1335,1278,800,5093,619,14,115,1,2,48,130,98,2,1,11,300,350,1,600,0,0,1
1012,U0036,20,INGENIERIA DE SISTEMAS,10,4,51,656,737,525,4467,517,12,98,1,2,251,291,310,2,1,10,300,350,1,600,0,0,1
1013,U0036,21,INGENIERIA EMPRESARIAL,10,4,51,90,7,51,509,134,0,36,0,0,0,0,0,2,1,9,320,350,1,600,0,0,1
1014,U0036,22,INGENIERIA INDUSTRIAL,10,4,51,959,961,800,5360,647,10,131,1,1,120,181,135,2,1,11,350,350,1,600,0,0,1
1015,U0036,23,INGENIERIA MECANICA ELECTRICA,10,4,51,60,32,22,373,46,1,13,0,1,0,0,0,2,1,4,350,350,1,450,0,0,1
1016,U0036,24,INGENIERIA DE MINAS,10,4,51,50,50,46,136,21,0,9,0,0,0,0,0,2,1,5,320,350,1,400,0,0,1
1017,U0036,25,MARKETING Y DIRECCION DE EMPRESAS,10,4,51,331,257,157,1175,315,15,62,0,0,64,0,23,2,1,9,300,350,1,600,0,0,1
1018,U0036,26,MEIDICINA,14,4,71,50,109,83,1237,351,81,73,0,0,138,86,84,2,1,5,350,350,1,1250,0,0,1
1019,U0036,27,NEGOCIOS INTERNACIONALES,10,4,51,492,452,391,3172,407,7,90,0,1,182,0,0,2,1,11,320,350,1,600,0,0,1
1020,U0036,28,NUTRICION,10,4,51,57,49,34,328,82,8,26,0,0,21,23,17,2,1,6,100,100,1,400,0,0,1
1021,U0036,29,PSICOLOGIA,11,4,56,759,761,630,5338,616,47,131,1,0,462,450,435,1,1,11,300,350,1,600,0,0,1
1022,U0036,30,OBSTETRICIA,10,4,1,1,1,1,156,44,9,16,0,0,35,28,26,2,1,4,350,350,1,400,0,0,1
1023,U0036,31,PSICOLOGIA ORGANIZACIONAL,11,4,48,21,21,21,68,18,0,0,6,1,0,0,0,2,1,5,320,350,1,380,0,0,1
1024,U0036,32,TRADUCCION E INTERPRETACION,10,4,47,175,152,99,859,188,6,54,2,1,34,27,37,2,1,9,100,350,1,600,0,0,1
9,U0037,1,AGRONOMIA,10,4,63,60,201,60,60,19,0,12,0,5,44,53,17,2,2,0,0,0,0,0,30,1,3
10,U0037,2,DERECHO Y CIENCIAS POLITICAS,12,4,70,65,277,65,65,34,0,10,0,2,35,117,35,2,2,0,0,0,0,0,30,1,3
11,U0037,3,ADMINISTRACION,10,4,70,80,409,80,80,19,0,14,0,3,39,43,8,2,2,0,0,0,0,0,30,1,3
12,U0037,4,TURISMO,10,4,70,70,136,70,70,7,0,4,0,0,10,27,10,2,2,0,0,0,0,0,30,1,3
13,U0037,5,ARQUEOLOGIA,10,4,69,55,39,27,27,8,0,0,0,1,10,0,0,2,2,0,0,0,0,0,30,1,3
14,U0037,6,CIENCIAS DE LA COMUNICACION,10,4,67,55,84,55,55,2,1,0,0,0,4,0,0,2,2,0,0,0,0,0,30,1,3
15,U0037,7,LENGUA EXTRANJERA INGLES,10,4,62,55,41,32,32,14,1,0,0,0,0,0,0,2,2,0,0,0,0,0,30,1,3
16,U0037,8,COMUNICACION LINGUISTICA Y LITERATURA,10,4,64,55,62,45,45,24,0,18,0,6,148,176,31,2,2,0,0,0,0,0,30,1,3
17,U0037,9,PRIMARIA Y EDUCACION BILINGUE INTERCULTURAL,10,4,64,55,50,29,29,15,1,0,0,0,0,0,0,2,2,0,0,0,0,0,30,1,3
18,U0037,10,MATEMATICA E INFORMATICA,10,4,60,55,36,30,30,15,0,1,0,0,0,0,0,2,2,0,0,0,0,0,30,1,3
19,U0037,11,CONTABILIDAD,10,4,63,70,386,70,70,21,0,12,0,9,54,63,32,2,2,0,0,0,0,0,30,1,3
20,U0037,12,ECONOMIA,10,4,61,70,218,70,70,25,0,17,0,4,20,46,16,2,2,0,0,0,0,0,30,1,3
21,U0037,13,ENFERMERIA,10,4,51,20,88,20,20,27,0,9,0,1,47,41,12,2,2,0,0,0,0,0,30,1,3
22,U0037,14,OBSTETRICIA,10,4,60,20,90,20,20,25,0,11,0,6,33,43,17,2,2,0,0,0,0,0,30,1,3
23,U0037,15,ESTADISTICA E INFORMATICA,10,4,64,60,55,43,43,14,1,0,0,0,6,6,6,2,2,0,0,0,0,0,30,1,3
24,U0037,16,INDUSTRIAS ALIMENTARIAS,10,4,70,55,99,54,54,20,0,11,0,0,10,12,10,2,2,0,0,0,0,0,30,1,3
25,U0037,17,INGENIERIA INDUSTRIAL,10,4,60,60,192,59,59,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,30,1,3
26,U0037,18,INGENIERIA AGRICOLA,10,4,58,60,204,60,60,21,0,12,0,3,18,30,18,2,2,0,0,0,0,0,30,1,3
27,U0037,19,INGENIERIA AMBIENTAL,10,4,70,45,224,45,45,18,0,8,0,6,25,29,3,2,2,0,0,0,0,0,30,1,3
28,U0037,20,INGENIERIA SANITARIA,10,4,70,40,91,40,40,10,0,1,0,0,13,9,1,2,2,0,0,0,0,0,30,1,3
29,U0037,21,INGENIERIA CIVIL,10,4,70,80,500,80,80,34,0,13,0,0,37,74,17,2,2,0,0,0,0,0,30,1,3
30,U0037,22,INGENIERIA DE MINAS,10,4,70,60,261,57,57,19,0,10,0,2,22,27,0,2,2,0,0,0,0,0,30,1,3
31,U0037,23,INGENIERIA DE SISTEMAS E INFORMATICA,10,4,70,70,215,68,68,12,1,0,0,0,16,7,0,2,2,0,0,0,0,0,30,1,3
32,U0037,24,MATEMATICA,10,4,55,60,79,59,59,77,0,44,0,6,2,13,0,2,2,0,0,0,0,0,30,1,3
36,U0038,2,OBSTETRICIA,12,4,59,132,170,76,76,28,5,5,2,1,26,21,26,2,2,0,0,0,0,0,80,80,3
38,U0038,4,ECONOMIA,10,5,59,45,210,45,45,7,1,1,1,1,0,0,0,2,2,0,0,0,0,0,80,80,3
45,U0038,6,CIVIL HUANCAVELICA,10,4,70,81,500,81,81,7,5,0,0,0,15,10,15,2,2,0,0,0,0,0,80,80,3
46,U0038,7,AMBIENTAL Y SANITARIA,10,5,64,81,500,81,81,8,2,6,0,0,0,0,0,2,2,0,0,0,0,0,80,80,3
47,U0038,8,ZOOTECNIA,10,5,54,31,185,27,27,15,1,6,0,4,52,59,47,2,2,0,0,0,0,0,80,80,3
48,U0038,9,ADMINISTRACION,10,4,70,42,220,42,42,27,7,4,0,2,75,49,37,2,2,0,0,0,0,0,80,80,3
49,U0038,10,CIVIL LIRCAY,10,3,50,141,280,141,106,12,1,1,1,1,17,11,11,2,2,0,0,0,0,0,80,80,3
55,U0038,11,EDUCACION ESPECIAL,10,4,65,50,12,5,5,7,4,2,0,1,9,25,9,2,2,0,0,0,0,0,80,80,3
56,U0038,12,EDUCACION INICIAL,10,6,63,36,117,36,36,13,8,2,2,1,16,11,0,2,2,0,0,0,0,0,80,80,3
247,U0038,13,EDUCACION SECUNDARIA ESPECIALIDAD CIENCIAS SOCIALES Y DESARROLLO RURAL,10,4,59,129,115,98,53,25,7,8,4,2,12,9,6,2,2,0,0,0,0,0,80,80,3
248,U0038,14,EDUCACION SECUNDARIA ESPECIALIDAD MATEMATICA COMPUTACION  E INFORMATICA,10,4,59,129,63,45,28,19,5,5,3,5,4,2,3,2,2,0,0,0,0,0,80,80,3
249,U0038,15,INGENIERIA DE MINAS,10,5,69,133,300,120,96,18,1,7,1,4,6,19,18,2,2,0,0,0,0,0,80,80,3
250,U0038,16,INGENIERIA ELECTRONICA,10,4,63,120,69,67,51,18,15,1,0,1,22,31,1,2,2,0,0,0,0,0,80,80,3
251,U0038,17,INGENIERIA DE SISTEMAS,10,4,64,130,123,68,40,14,6,4,1,0,28,9,8,2,2,0,0,0,0,0,80,80,3
313,U0038,18,INGENIERIA AGRO INDUSTRIAL,10,4,82,149,41,41,40,15,5,1,1,1,34,21,27,2,2,0,0,0,0,0,80,80,3
685,U0038,19,DERECHO Y CIENCIAS POLITICAS,12,4,84,115,250,137,122,24,4,6,1,1,86,34,7,2,2,0,0,0,0,0,80,80,3
687,U0038,20,ENFERMERIA,10,4,53,103,470,103,94,34,3,4,5,9,46,44,44,2,2,0,0,0,0,0,80,80,3
688,U0038,21,CONTABILIDAD,10,4,71,71,444,71,71,11,1,5,1,1,81,15,10,2,2,0,0,0,0,0,80,80,3
803,U0039,1,ARQUITECTURA,10,4,50,47,376,47,47,154,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,5
804,U0039,2,INGENIERIA CIVIL,10,4,62,112,896,112,112,184,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,5
805,U0039,3,INGENIERIA ECONOMICA ESTADISTICA Y CIENCIAS SOCIALES,10,4,73,73,584,73,73,119,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
