C9P901,C9P902,C9P903,C9P904,C9P908,C9P914,C9P917,C9P918,C9P920,C9P921,C9P922,C9P923,C9P924,C9P925,C9P926
MEDICINA VETERINARIA,10,4,70,46,34,No,No,0,0,0,0,120,50,Anual
MEDICINA HUMANA,12,4,55,322,41,No,No,0,0,0,0,120,50,Anual
ENFERMERIA,10,4,46,180,9,No,No,0,0,0,0,120,50,Anual
HISTORIA Y GEOGRAFIA,10,4,75,221,7,No,No,0,0,0,0,120,50,Anual
LENGUA Y LITERATURA,10,4,76,231,15,No,No,0,0,0,0,120,50,Anual
EDUCACION INICIAL,10,4,75,231,8,No,No,0,0,0,0,120,50,Anual
EDUCACION PRIMARIA,10,4,76,226,15,No,No,0,0,0,0,120,50,Anual
CIENCIAS Y TECNOLOGIA DE LA COMUNICACION,10,2,69,580,55,No,No,0,0,0,0,120,50,Anual
DERECHO Y CIENCIAS POLITICAS,12,4,86,458,93,No,No,0,0,0,0,120,50,Anual
MATEMATICA,10,4,54,192,8,No,No,0,0,0,0,120,50,Anual
FISICA,10,4,55,77,1,No,No,0,0,0,0,120,50,Anual
BIOLOGIA,10,4,75,395,18,No,No,0,0,0,0,220,50,Anual
INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,10,4,66,473,32,No,No,0,0,0,0,120,50,Anual
ESTADISTICA,10,4,74,188,18,No,No,0,0,0,0,120,50,Anual
INGENIERIA CIVIL,10,4,81,493,51,No,No,0,0,0,0,120,50,Anual
ARQUITECTURA,10,4,74,372,31,No,No,0,0,0,0,120,50,Anual
INGENIERIA INDUSTRIAL Y DE SISTEMAS  PIURA,10,4,52,123,35,No,Sí,515,515,750,2810,0,0,Mensual
ADMINISTRACION DE SERVICIOS,10,4,60,43,30,No,Sí,515,515,998,3100,0,0,Mensual
ADMINISTRACION DE EMPRESAS LIMA,10,4,53,145,38,No,Sí,437,437,998,3100,0,0,Mensual
ADMINISTRACION DE EMPRESAS PIURA,10,4,53,192,38,No,Sí,515,515,750,2810,0,0,Mensual
ARQUITECTURA,10,4,57,2,0,No,Sí,515,515,750,2810,0,0,Mensual
COMUNICACION,10,4,68,139,40,No,Sí,515,515,750,2810,0,0,Mensual
CONTABILIDAD Y AUDITORIA,10,4,59,44,26,No,Sí,515,515,750,2810,0,0,Mensual
DERECHO LIMA,12,4,79,32,0,No,Sí,437,437,998,3100,0,0,Mensual
DERECHO PIURA,12,4,79,101,49,No,Sí,515,515,750,2810,0,0,Mensual
ECONOMIA PIURA,10,4,54,56,19,No,Sí,515,515,750,2810,0,0,Mensual
ECONOMIA LIMA,10,4,54,73,25,No,Sí,437,437,998,3100,0,0,Mensual
EDUCACION PRIMARIA,10,4,57,10,4,Sí,Sí,417,417,422,2810,0,0,Mensual
EDUCACION SECUNDARIA  ESPECIALIDAD HISTORIA Y CIENCIAS SOCIALES,10,4,56,1,2,No,Sí,417,417,422,2810,0,0,Mensual
EDUCACION SECUNDARIA ESPECIALIDAD LENGUA Y LITERATURA,10,4,61,3,2,No,Sí,417,417,422,2810,0,0,Mensual
EDUCACION SECUNDARIA ESPECIALIDAD LENGUA INGLESA,10,4,59,3,1,No,Sí,417,417,422,2810,0,0,Mensual
EDUCACION SECUNDARIA ESPECIALIDAD MATEMATICA Y FISICA,10,4,54,2,5,No,Sí,417,417,422,2810,0,0,Mensual
EDUCACION INICIAL,10,4,53,18,0,No,Sí,417,417,422,2810,0,0,Mensual
HISTORIA Y GESTION CULTURAL,10,4,68,10,5,No,Sí,515,515,750,2810,0,0,Mensual
INGENIERIA CIVIL,10,4,55,150,29,No,Sí,515,515,750,2810,0,0,Mensual
INGENIERIA MECANICO ELECTRICA,10,4,52,66,33,No,Sí,515,515,750,2810,0,0,Mensual
EDUCACIO INICIAL NIEZ TEMPRANA,10,4,33,335,100,No,No,0,0,0,0,105,0,No aplica
EDUCACION INICIAL RETARDO MENTAL,10,4,33,64,0,No,No,0,0,0,0,105,0,No aplica
EDUCACION BASICA ALTERNATIVA EDUCACION PRIMARIA,10,4,33,47,0,No,No,0,0,0,0,105,0,No aplica
EDUCACION PRIMARIA BASICA ALTERNATIVA,10,4,34,261,121,No,No,0,0,0,0,105,0,No aplica
EDUCACION FISICA,10,4,36,255,3,No,No,0,0,0,0,105,0,No aplica
EDUCACION ARTISTICA ARTES PLASTICAS TEATRO MUSICA,10,4,33,79,15,No,No,0,0,0,0,105,0,No aplica
EDUCACION ARTISTICA TEATRO ARTES PLASTICAS MUSICA,10,4,33,70,9,No,No,0,0,0,0,105,0,No aplica
EDUCACION ARTISTICA MUSICA TEATRO ARTES PLASTICAS,10,4,33,97,12,No,No,0,0,0,0,105,0,No aplica
CIENCIAS SOCIALES PSICOLOGIA,10,4,30,189,35,No,No,0,0,0,0,105,0,No aplica
CIENCIAS SOCIALES FILOSOFIA,10,4,30,60,8,No,No,0,0,0,0,105,0,No aplica
CIENCIAS SOCIALES GEOGRAFIA,10,4,32,96,0,No,No,0,0,0,0,105,0,No aplica
CIENCIAS SOCIALES HISTORIA,10,4,32,167,17,No,No,0,0,0,0,105,0,No aplica
LENGUA ESPAOLA LITERATURA,10,4,31,182,23,No,No,0,0,0,0,105,0,No aplica
LITERATURA LENGUA ESPAOLA,10,4,30,140,27,No,No,0,0,0,0,105,0,No aplica
LENGUA ESPAOLA INGLES,10,4,30,103,10,No,No,0,0,0,0,105,0,No aplica
EDUCACION INTERCULTURAL BILINGUE LENGUA ESPAOLA,10,4,30,44,13,No,No,0,0,0,0,105,0,No aplica
EDUCACION INTERCULTURAL BILINGUE LITERATURA,10,4,30,14,4,No,No,0,0,0,0,105,0,No aplica
INGLES FRANCES,10,4,28,237,55,No,No,0,0,0,0,105,0,No aplica
INGLES ITALIANO,10,4,28,118,26,No,No,0,0,0,0,105,0,No aplica
INGLES ESPAOLA COMO LENGUA ESPAOLA,10,4,28,112,26,No,No,0,0,0,0,105,0,No aplica
FRANCES INGLES,10,4,28,24,0,No,No,0,0,0,0,105,0,No aplica
INGLES ALEMAN,10,4,28,20,0,No,No,0,0,0,0,105,0,No aplica
BIOLOGI_A CIENCIAS NATURALES,10,4,31,75,15,No,No,0,0,0,0,105,0,No aplica
BIOLOGIA MATEMATICA O INFORMATICA,10,4,31,9,9,No,No,0,0,0,0,105,0,No aplica
INFORMATICA,10,4,30,136,28,No,No,0,0,0,0,105,0,No aplica
MATEMATICA E INFORMATICA,10,4,27,268,60,No,No,0,0,0,0,105,0,No aplica
FISICA MATEMATICA INFORMATICA,10,4,33,24,22,No,No,0,0,0,0,105,0,No aplica
QUIMICA CIENCIAS NATURALES,10,4,32,21,6,No,No,0,0,0,0,105,0,No aplica
QUIMICA MATEMATICA E INFORMATICA,10,4,32,15,14,No,No,0,0,0,0,105,0,No aplica
AGROPECUARIA,10,4,32,143,26,No,No,0,0,0,0,105,0,No aplica
DESARROLLO AMBIENTAL,10,4,33,111,15,No,No,0,0,0,0,105,0,No aplica
INDUSTRIA ALIMENTARIA Y NUTRICION,10,4,30,228,44,No,No,0,0,0,0,105,0,No aplica
NUTRICION HUMANA,10,4,33,112,0,No,No,0,0,0,0,105,0,No aplica
EBANISTERIA Y DECORACION,10,4,29,38,6,No,No,0,0,0,0,105,0,No aplica
ELECTRICIDAD,10,4,32,59,9,No,No,0,0,0,0,105,0,No aplica
AUTOMATIZACION INDUSTRIAL,10,4,27,59,11,No,No,0,0,0,0,105,0,No aplica
CONSTRUCCION CIVIL,10,4,28,84,12,No,No,0,0,0,0,105,0,No aplica
DISEO INDUSTRIAL Y ARQUITECTONICO,10,4,38,110,8,No,No,0,0,0,0,105,0,No aplica
METALURGIA JOYERIA,10,4,34,29,0,No,No,0,0,0,0,105,0,No aplica
FUERZA MOTRIZ,10,4,26,90,16,No,No,0,0,0,0,105,0,No aplica
MECANICA DE PRODUCCION,10,4,27,71,9,No,No,0,0,0,0,105,0,No aplica
TECNOLOGI_A TEXTIL,10,4,32,83,16,No,No,0,0,0,0,105,0,No aplica
TECNOLOGI_A DEL VESTIDO,10,4,32,245,32,No,No,0,0,0,0,105,0,No aplica
ADMINISTRACION DE EMPRESAS,10,4,31,429,89,No,No,0,0,0,0,105,0,No aplica
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,10,4,31,250,0,No,No,0,0,0,0,105,0,No aplica
GASTRONOMIA,10,4,34,151,0,No,No,0,0,0,0,105,0,No aplica
TURISMO Y HOTELERIA,10,4,34,306,88,No,No,0,0,0,0,105,0,No aplica
QUIMICA FISICA BIOLOGIA,10,4,30,47,9,No,No,0,0,0,0,105,0,No aplica
ARTES INDUSTRIALES,10,4,30,74,5,No,No,0,0,0,0,105,0,No aplica
CONSTRUCION METALICAS SOLDADURA INDUSTRIAL,10,4,30,30,4,No,No,0,0,0,0,105,0,No aplica
ELECTRONICA E INFORMATICA,10,4,32,107,22,No,No,0,0,0,0,105,0,No aplica
TELECOMUNICACIONES E INFORMATICA,10,4,32,178,25,No,No,0,0,0,0,105,0,No aplica
ADMINISTRACION,10,4,57,1137,209,No,Sí,250,401,289,564,0,0,Mensual
CONTABILIDAD,10,4,53,1249,220,No,Sí,250,401,289,564,0,0,Mensual
ECONOMIA,10,4,55,715,25,No,Sí,250,401,289,564,0,0,Mensual
DERECHO,12,4,72,1361,249,No,Sí,250,401,256,564,0,0,Mensual
EDUCACION,10,4,56,61,35,No,Sí,238,347,130,286,0,0,Mensual
ENFERMERIA,10,4,49,283,43,No,Sí,238,347,170,437,0,0,Mensual
ESTOMATOLOGIA,10,4,55,634,65,No,Sí,250,401,441,726,0,0,Mensual
INGENIERIA CIVIL,10,4,61,1137,129,No,Sí,250,401,380,666,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,56,468,52,No,Sí,250,401,344,666,0,0,Mensual
INGENIERIA  INDUSTRIAL,10,4,59,565,87,No,Sí,250,401,308,666,0,0,Mensual
MEDICINA HUMANA,12,4,64,470,0,No,Sí,277,401,850,1131,0,0,Mensual
OBSTETRICIA,10,4,59,260,25,No,Sí,250,401,342,536,0,0,Mensual
PSICOLOGIA,10,4,64,572,39,No,Sí,250,401,268,564,0,0,Mensual
TURISMO,10,4,56,565,147,No,Sí,250,401,292,545,0,0,Mensual
INGENIERIA FORESTAL Y MEDIO AMBIENTE,10,4,61,390,20,No,No,0,0,0,0,85,170,Semestral
MEDICINA VETERINARIA Y ZOOTECNIA,10,4,64,217,0,No,No,0,0,0,0,85,170,Semestral
AGROINDUSTRIAS,10,4,60,272,0,No,No,0,0,0,0,85,170,Semestral
INGENIERIA AGRICOLA,10,4,64,200,0,No,No,0,0,0,0,85,170,Semestral
OBSTETRICIA,10,4,61,545,29,No,No,0,0,0,0,85,170,Semestral
ENFERMERIA,10,4,47,565,34,No,No,0,0,0,0,85,170,Semestral
CONTABILIDAD,10,4,58,630,50,No,No,0,0,0,0,85,170,Semestral
ADMINISTRACION,10,4,71,678,31,No,No,0,0,0,0,85,170,Semestral
ECONOMIA,10,4,61,147,0,No,No,0,0,0,0,85,170,Semestral
EDUCACION INICIAL,10,4,67,12,0,No,No,0,0,0,0,85,170,Semestral
GESTION EN HOTELERIA Y TURISMO,10,4,71,486,33,No,No,0,0,0,0,85,170,Semestral
AGRONOMIA,10,4,235,348,31,Sí,No,0,0,0,0,130,0,Semestral
GESTION AMBIENTAL,10,4,220,309,14,Sí,No,0,0,0,0,130,0,Semestral
CIENCIAS BIOLOGICAS,10,4,225,240,35,Sí,No,0,0,0,0,130,0,Semestral
ACUICULTURA,10,4,227,195,25,Sí,No,0,0,0,0,130,0,Semestral
EDUCACION INICIAL,10,4,206,147,23,Sí,No,0,0,0,0,130,0,Semestral
EDUCACION FISICA,10,4,205,25,2,Sí,No,0,0,0,0,130,0,Semestral
EDUCACION PRIMARIA,10,4,205,33,21,Sí,No,0,0,0,0,130,0,Semestral
ANTROPOLOGIA SOCIAL,10,4,205,84,5,Sí,No,0,0,0,0,130,0,Semestral
CIENCIAS NATURALES,10,4,205,50,7,Sí,No,0,0,0,0,130,0,Semestral
CIENCIAS SOCIALES,10,4,205,100,24,Sí,No,0,0,0,0,130,0,Semestral
FILOSIFIA Y PSICOPEDAGOGIA,10,4,205,43,2,Sí,No,0,0,0,0,130,0,Semestral
LENGUA LITERATURA,10,4,205,74,18,Sí,No,0,0,0,0,130,0,Semestral
IDIOMAS EXTRANJEROS,10,4,205,241,34,Sí,No,0,0,0,0,130,0,Semestral
MATEMATICA E INFORMATICA,10,4,205,51,2,Sí,No,0,0,0,0,130,0,Semestral
ADMINISTRACION,10,4,215,600,68,Sí,No,0,0,0,0,130,0,Semestral
CONTABILIDAD,10,4,215,902,175,Sí,No,0,0,0,0,130,0,Semestral
ECONOMIA,10,4,218,319,34,Sí,No,0,0,0,0,130,0,Semestral
NEGOCIOS INTERNACIONALES Y TURISMO,10,4,212,483,39,Sí,No,0,0,0,0,130,0,Semestral
INGENIERIA FORESTAL,10,4,230,348,9,Sí,No,0,0,0,0,130,0,Semestral
INGENIERIA EN ECOLOGIA DE BOSQUES TROPICALES,10,4,238,366,24,Sí,No,0,0,0,0,130,0,Semestral
DERECHO Y CIENCIAS POLITICAS,12,4,243,221,23,Sí,No,0,0,0,0,130,0,Semestral
ENFERMERIA,10,4,210,278,36,Sí,No,0,0,0,0,130,0,Semestral
FARMACIA Y BIOQUIMICA,12,4,256,355,46,Sí,No,0,0,0,0,130,0,Semestral
INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,4,218,214,65,Sí,No,0,0,0,0,130,0,Semestral
BROMATOLOGIA Y NUTRICION HUMANA,10,4,218,290,3,Sí,No,0,0,0,0,130,0,Semestral
INGENIERIA DE SISTEMAS E INFORMATICA,10,4,220,371,20,Sí,No,0,0,0,0,130,0,Semestral
INGENIERIA QUIMICA,10,4,235,164,13,Sí,No,0,0,0,0,130,0,Semestral
MEDICINA HUMANA,14,4,358,355,27,Sí,No,0,0,0,0,130,0,Semestral
ODONTOLOGIA,12,4,249,181,0,Sí,No,0,0,0,0,130,0,Semestral
ZOOTECNIA,10,4,217,92,6,Sí,No,0,0,0,0,130,0,Semestral
DERECHO,12,4,73,4462,355,No,Sí,82,106,210,250,0,0,Mensual
EDUCACION,10,4,60,206,62,No,Sí,92,116,186,220,0,0,Mensual
ADMINISTRACION Y MARKETING,10,4,66,2921,311,No,Sí,88,112,185,220,0,0,Mensual
ADMINISTRACION EN TURISMO HOTELERIA  Y GASTRONOMÖA,10,4,67,790,104,No,Sí,88,112,209,240,0,0,Mensual
ADMINISTRACION Y NEGOCIOS INTERNACIONALES,10,4,65,307,0,No,Sí,88,112,209,240,0,0,Mensual
CONTABILIDAD,10,4,61,4689,425,No,Sí,88,112,185,220,0,0,Mensual
ECONOMIA Y NEGOCIOS INTERNACIONALES,10,4,60,301,0,No,Sí,88,112,185,220,0,0,Mensual
OBSTETRICIA,10,4,55,700,137,No,Sí,82,106,275,310,0,0,Mensual
ENFERMERIA,10,4,51,1122,211,No,Sí,82,106,275,310,0,0,Mensual
FARMACIA Y BIOQUIMICA,11,4,51,571,53,No,Sí,82,106,310,350,0,0,Mensual
MEDICINA HUMANA,12,4,71,516,0,No,Sí,82,106,590,630,0,0,Mensual
ODONTOLOGIA,10,4,56,1208,175,No,Sí,82,106,365,400,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,70,632,99,No,Sí,93,117,284,320,0,0,Mensual
INGENIERIA CIVIL,10,4,67,3238,227,No,Sí,93,117,284,320,0,0,Mensual
INGENIERIA MECANICA ELECTRICA,10,4,69,541,69,No,Sí,93,118,284,320,0,0,Mensual
INGENIERIA INDUSTRIAL,10,4,76,353,37,No,Sí,93,117,284,320,0,0,Mensual
INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,10,4,70,166,20,No,Sí,93,117,284,320,0,0,Mensual
INGENIERIA AMBIENTAL Y SANITARIA,10,4,65,754,14,No,Sí,93,117,284,320,0,0,Mensual
ARQUITECTURA Y URBANISMO,10,4,65,573,15,No,Sí,93,117,284,320,0,0,Mensual
INGENIERIA MECATRONICA,10,4,70,202,35,No,Sí,93,117,284,320,0,0,Mensual
CONTABILIDAD,10,4,65,1150,157,No,No,0,0,0,0,360,2320,Semestral
INGENIERIA COMERCIAL,10,4,82,1221,99,No,No,0,0,0,0,360,2320,Semestral
ENFERMERIA,10,4,46,441,36,No,No,0,0,0,0,360,2320,Semestral
OBSTETRICIA,10,4,59,163,23,No,No,0,0,0,0,360,2320,Semestral
ODONTOLOGÇ_A,12,4,73,355,0,No,No,0,0,0,0,360,4640,Semestral
PSICOLOGIA,10,4,52,141,6,No,No,0,0,0,0,360,2320,Semestral
INGENIERIA CIVIL,10,4,59,1522,116,No,No,0,0,0,0,360,2400,Semestral
INGENIERÇ_A AGROINDUSTRIAL,10,4,57,81,11,No,No,0,0,0,0,360,2320,Semestral
INGENIERIA AMBIENTAL,10,4,84,869,18,No,No,0,0,0,0,360,2320,Semestral
INGENIERIA DE SISTEMAS E INFORMATICA,10,4,67,385,64,No,No,0,0,0,0,360,2320,Semestral
INGENIERIA MECANICA ELECTRICA,10,4,67,856,47,No,No,0,0,0,0,360,2400,Semestral
INGENIERIA AGRONOMA,10,4,65,111,86,No,No,0,0,0,0,360,2320,Semestral
DERECHO,12,4,71,1166,263,No,No,0,0,0,0,360,2320,Semestral
CIENCIAS ADMINISTRATIVAS Y MARKETING ESTRATÇ%GICO,10,4,67,476,28,No,No,0,0,0,0,360,2320,Semestral
ADMINISTRACION Y FINANZAS,10,4,73,404,21,No,Sí,240,240,130,320,0,0,Mensual
CONTABILIDAD Y TRIBUTACION,10,4,75,506,29,No,Sí,240,240,130,320,0,0,Mensual
MARKETING Y NEGOCIOS INTERNACIONALES,10,4,72,17,0,No,Sí,240,240,130,320,0,0,Mensual
ARQUITECTURA Y URBANISMO,10,4,57,221,19,No,Sí,240,240,130,320,0,0,Mensual
INGENIERIA CIVIL,10,4,56,356,6,No,Sí,240,240,130,320,0,0,Mensual
DERECHO,12,4,98,697,94,No,Sí,240,240,130,320,0,0,Mensual
ENFERMERIA,10,4,48,326,23,No,Sí,240,240,130,303,0,0,Mensual
OBSTETRICIA,10,4,53,279,32,No,Sí,240,240,130,330,0,0,Mensual
PSICOLOGIA,10,4,81,300,22,No,Sí,240,240,130,300,0,0,Mensual
TECNOLOGIA MEDICA,10,4,59,429,28,No,Sí,240,240,130,330,0,0,Mensual
NUTRICION,10,4,60,1,0,No,Sí,240,240,130,300,0,0,Mensual
MEDICINA HUMANA,14,4,60,582,26,No,Sí,240,240,300,1000,0,0,Mensual
ODONTOLOGIA,10,4,49,17,0,No,Sí,240,240,300,500,0,0,Mensual
COMUNICACION,10,4,64,21,0,No,Sí,240,240,130,230,0,0,Mensual
PERIODISMO,10,4,68,18,10,No,Sí,240,240,130,230,0,0,Mensual
EDUCACION ESPECIAL,10,4,76,1,0,No,Sí,240,240,180,230,0,0,Mensual
EDUCACION SECUNDARIA LENGUAJE Y LITERATURA,10,4,76,1,0,No,Sí,240,240,180,230,0,0,Mensual
EDUCACION FISICA,10,4,64,31,2,No,Sí,240,240,180,230,0,0,Mensual
EDUCACION INICIAL,10,4,64,32,0,No,Sí,240,240,180,230,0,0,Mensual
EDUCACION PRIMARIA,10,4,64,9,2,No,Sí,240,240,180,230,0,0,Mensual
INGENIERIA INFORMATICA Y SISTEMAS,10,4,65,158,26,No,Sí,240,240,130,320,0,0,Mensual
ADMINISTRACION,10,5,50,1753,124,No,Sí,295,295,998,2523,0,0,Mensual
ADMINISTRACION DE EMPRESAS,10,5,40,3121,242,No,Sí,100,100,850,850,0,0,Mensual
ADMINISTRACION EN TURISMO,10,5,54,362,28,No,Sí,295,295,998,2523,0,0,Mensual
ADMINISTRACION HOTELERA,10,5,51,1285,107,Sí,Sí,295,295,998,3023,0,0,Mensual
ADMINISTRACION Y EMPRENDIMIENTO,10,5,50,222,0,No,Sí,295,295,998,2523,0,0,Mensual
ARQUITECTURA URBANISMO Y TERRITORIO,10,5,50,575,13,No,Sí,295,295,998,2523,0,0,Mensual
ARTE CULINARIO,10,5,54,280,0,No,Sí,295,295,998,3023,0,0,Mensual
ARTE Y DISEO EMPRESARIAL,10,5,58,662,38,No,Sí,295,295,998,2523,0,0,Mensual
BACHILLERATO Y LICENCIATURA EN EDUCACION,10,5,50,17,0,No,Sí,250,250,400,400,0,0,Mensual
COMUNICACIONES,10,5,50,791,42,No,Sí,295,295,998,2523,0,0,Mensual
CONTABILIDAD EMPRESARIAL,10,5,40,152,0,No,Sí,100,100,850,850,0,0,Mensual
DERECHO,10,5,60,352,27,No,Sí,295,295,998,2523,0,0,Mensual
DISEO Y GESTION DE MARCA,10,5,57,17,0,No,Sí,295,295,998,2523,0,0,Mensual
ECONOMIA,10,5,50,115,9,No,Sí,295,295,998,2523,0,0,Mensual
ECONOMIA Y FINANZAS,10,5,50,125,7,No,Sí,295,295,998,2523,0,0,Mensual
ECONOMI_A Y NEGOCIOS INTERNACIONALES,10,5,50,273,12,No,Sí,295,295,998,2523,0,0,Mensual
ECONOMIA,10,5,72,42,0,No,Sí,295,295,998,2523,0,0,Mensual
GASTRONOMI_A Y GESTION DE RESTAURANTES,10,5,54,433,5,No,Sí,295,295,998,3023,0,0,Mensual
GESTION AMBIENTAL EMPRESARIAL,10,5,51,69,0,No,Sí,295,295,998,3023,0,0,Mensual
INGENIERI_A AGROINDUSTRIAL Y AGRONEGOCIOS,10,5,50,166,19,No,Sí,295,295,998,2985,0,0,Mensual
INGENIERIA CIVIL,10,5,55,433,0,No,Sí,295,295,998,2985,0,0,Mensual
INGENIERI_A EMPRESARIAL,10,5,51,233,0,No,Sí,295,295,998,2523,0,0,Mensual
INGENIERI_A EMPRESARIAL Y DE SISTEMAS,10,5,40,689,110,No,Sí,100,100,850,850,0,0,Mensual
INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,5,50,79,0,No,Sí,295,295,998,2985,0,0,Mensual
INGENIERI_A INDUSTRIAL,10,5,40,341,0,No,Sí,100,100,850,850,0,0,Mensual
INGENIERI_A INDUSTRIAL Y COMERCIAL,10,5,50,765,36,No,Sí,295,295,998,2523,0,0,Mensual
INGENIERIA INFORMA_TICA Y DE SISTEMAS,10,5,60,520,28,No,Sí,295,295,998,2523,0,0,Mensual
INTERNATIONAL BUSINESS,10,5,50,1254,31,No,Sí,295,295,998,3023,0,0,Mensual
MARKETING,10,5,52,846,66,No,Sí,295,295,998,2523,0,0,Mensual
MARKETING Y GESTION COMERCIAL,10,5,40,760,53,No,Sí,100,100,850,850,0,0,Mensual
MULTIMEDIA Y FOTOGRAFI_A PUBLICITARIA,10,5,56,31,0,No,Sí,295,295,998,2523,0,0,Mensual
NEGOCIOS INTERNACIONALES,10,5,40,424,19,No,Sí,100,100,850,850,0,0,Mensual
PSICOLOGIA,10,5,57,363,24,No,Sí,295,295,998,2523,0,0,Mensual
RELACIONES INTERNACIONALES,10,5,57,143,0,No,Sí,295,295,998,3023,0,0,Mensual
ADMINISTRACION,10,5,66,1,740,No,Sí,335,700,170,495,0,0,Mensual
ADMINISTRACION Y NEGOCIOS INTERNACIONALES,10,5,68,1824,17,No,Sí,305,725,140,520,0,0,Mensual
ARQUITECTURA,10,5,63,333,97,No,Sí,435,875,270,670,0,0,Mensual
CIENCIAS CONTABLES Y FINANCIERAS,10,5,78,1087,216,No,Sí,305,705,140,500,0,0,Mensual
CIENCIAS DE LA COMUNICACION,10,5,71,149,127,No,Sí,405,775,240,570,0,0,Mensual
CIENCIAS DEL DEPORTE,10,5,70,53,28,No,Sí,440,525,235,320,0,0,Mensual
DERECHO,12,5,82,1222,834,No,Sí,355,775,190,570,0,0,Mensual
ECONOMIA,10,5,76,27,16,No,Sí,565,675,360,470,0,0,Mensual
ECONOMIA,10,5,79,96,62,No,Sí,385,525,210,320,0,0,Mensual
ENFERMERIA,10,5,57,196,578,No,Sí,375,695,210,490,0,0,Mensual
ESTOMOTOLOGIA,10,5,55,446,507,No,Sí,455,895,290,690,0,0,Mensual
FARMACIA Y BIOQUIMICA,10,5,61,225,79,No,Sí,415,775,250,570,0,0,Mensual
GERONTOLOGIA,10,5,59,1,18,No,Sí,495,575,290,370,0,0,Mensual
INGENIERI_A AERONAUTICA,10,5,68,1,0,No,Sí,675,875,470,670,0,0,Mensual
INGENIERIA AMBIENTAL,10,5,75,919,391,No,Sí,395,775,230,570,0,0,Mensual
INGENIERI_A CIVIL,10,5,53,1352,200,No,Sí,385,875,220,670,0,0,Mensual
INGENIERIA DE AGRONEGOCIOS,10,5,71,1,9,No,Sí,565,775,360,570,0,0,Mensual
INGENIERI_A DE MINAS,10,5,77,96,78,No,Sí,440,535,275,545,0,0,Mensual
INGENIERIA DE RECURSOS NATURALES Y DE ENERGIAS RENOVABLES,10,5,78,1,0,No,Sí,1,1,1,1,0,0,Mensual
INGENIERI_A DE SISTEMAS E INFORMATICA,10,5,77,302,276,No,Sí,405,775,240,570,0,0,Mensual
INGENIERI_A DE ELECTRONICA Y TELECOMUNICACIONES,10,5,77,152,40,No,Sí,415,775,250,570,0,0,Mensual
INGENIERIA ELECTRONICA,10,5,61,1,0,No,Sí,1,1,1,1,0,0,Mensual
INGENIERIA GEOGRA_FICA Y ECOLOGICA,10,5,80,1,0,No,Sí,1,1,1,1,0,0,Mensual
INGENIERIA INDUSTRIAL,10,5,75,606,82,No,Sí,455,775,290,570,0,0,Mensual
INGENIERI_A MECANICA,10,5,77,64,50,No,Sí,440,535,275,545,0,0,Mensual
INGENIERI_A MECATRONICA,10,5,71,1,8,No,Sí,505,535,340,535,0,0,Mensual
INGENIERI_A ZOOTECNICA,10,5,70,16,0,No,Sí,565,775,360,570,0,0,Mensual
MEDICINA HUMANA,10,5,62,1,0,No,Sí,1405,1705,1200,1500,0,0,Mensual
MEDICINA VETERINARIA,10,5,81,96,142,No,Sí,465,825,280,620,0,0,Mensual
NUTRICION HUMANA,10,5,61,26,15,No,Sí,570,705,365,500,0,0,Mensual
OBSTETRICIA,11,5,60,109,179,No,Sí,400,755,235,550,0,0,Mensual
PSICOLOGI_A HUMANA,10,5,66,810,454,No,Sí,375,725,210,520,0,0,Mensual
TECNOLOGIA MEDICA,10,5,50,390,222,No,Sí,375,725,210,520,0,0,Mensual
TURISMO HOTELERI_A Y GASTRONOMI_A,10,5,76,187,331,No,Sí,355,775,190,570,0,0,Mensual
ODONTOLOGIA,10,5,61,80,0,No,Sí,250,250,525,675,0,0,Mensual
ECONOMIA,10,4,206,108,9,No,Sí,200,200,350,450,0,0,Mensual
ARQUITECTURA,10,4,60,234,15,Sí,Sí,200,200,400,500,0,0,Mensual
DERECHO,12,4,72,398,39,No,Sí,200,200,400,500,0,0,Mensual
MEDICINA HUMANA,14,4,63,138,0,No,Sí,250,250,998,1500,0,0,Mensual
INGENIERIA INDUSTRIAL,10,4,62,703,29,Sí,Sí,200,200,400,500,0,0,Mensual
INGENIERIA CIVIL,10,4,62,663,20,No,Sí,200,200,400,500,0,0,Mensual
INGENIERIA AMBIENTAL,10,4,62,363,58,Sí,Sí,200,200,400,500,0,0,Mensual
INGENIERIA MECANICA,10,4,64,663,20,No,Sí,200,200,350,450,0,0,Mensual
INGENIERIA MECATRONICA,10,4,62,151,0,No,Sí,200,200,400,500,0,0,Mensual
INGENIERIA DE MINAS,10,4,62,349,0,No,Sí,200,200,400,500,0,0,Mensual
INGENIERIA DE SISTEMAS E INFORMATICA,10,4,62,291,85,No,Sí,200,200,350,450,0,0,Mensual
INGENIERIA ELECTRONICA,10,4,62,267,49,No,Sí,200,200,350,450,0,0,Mensual
INGENIERIA ELECTRONICA,10,4,62,48,0,No,Sí,200,200,350,450,0,0,Mensual
