,Identificador,Nombre,Equipos,Saldo,Provincia,Distrito,Latitud,Longitud,Tipo,Giro,Clasificación,Trimestre1,Trimestre2,Trimestre3,Trimestre4
603,943858938,E000000020475,U,2640,HUAURA,HUACHO,-11.1073804,-77.6099826,MINORISTAS,BODEGA,C,224,175,174,174
604,956432820,E000000052309,V,2453,HUAURA,HUACHO,-11.124874,-77.617017,MINORISTAS,BODEGA,C,160,38,226,291
605,955896190,E000000047930,U,2068,HUAURA,SAYAN,-11.10814,-77.3554077,MINORISTAS,BODEGA,C,94,125,175,159
606,948157649,E000000029901,U,1793,HUAURA,HUAURA,-11.106075,-77.614267,MINORISTAS,BODEGA,C,80,73,89,83
607,990044173,E000000136127,V,627,HUAURA,HUACHO,-11.09967,-77.60956,MINORISTAS,BODEGA,D,91,58,96,48
608,985352495,E000000127869,U,638,HUAURA,SANTA MARIA,-11.1349,-77.19214,MINORISTAS,BODEGA,D,56,63,91,95
609,w004010007,E000000164057,U,2860,HUAURA,HUACHO,-11.10452,-77.60917,MINORISTAS,CABINA DE INTERNET,C,137,187,123,210
610,w004010191,E000000164180,U,74866,HUAURA,HUACHO,-11.10525,-77.6153,MINORISTAS,BOTICA,B,363,648,498,736
611,969961670,E000000087702,U,451,HUAURA,HUAURA,-11.8845692,-76.6514648,MINORISTAS,BODEGA,D,42,37,53,87
612,932836923,E000000004762,U,1078,HUAURA,SANTA MARIA,-11.11409,-77.5885315,MINORISTAS,BODEGA,C,82,52,103,90
613,971381543,E000000094244,V,2937,HUAURA,HUACHO,-11.108017,-77.605627,MINORISTAS,BODEGA,C,134,180,252,163
614,985825109,E000000130190,U,5544,HUAURA,SAYAN,-11.1349,-77.19214,MINORISTAS,CABINA DE INTERNET,C,201,670,587,546
615,988228559,E000000132107,U,2761,HUAURA,HUAURA,-11.1349,-77.19214,MINORISTAS,BODEGA,C,117,237,132,52
616,979245327,E000000115661,U,14608,HUAURA,SANTA LEONOR,-10.9498,-76.74424,MINORISTAS,BODEGA,B,363,450,476,355
617,971528588,E000000094973,U,2662,HUAURA,HUACHO,-11.1063555,-77.601036,MINORISTAS,BODEGA,C,157,147,211,100
618,966094730,E000000075700,U,1397,HUAURA,HUACHO,-11.1185503,-77.6090469,MINORISTAS,BODEGA,C,68,119,79,80
619,950547261,E000000035763,U,1254,HUAURA,HUACHO,-11.103282,-77.608433,MINORISTAS,CONSUMO FINAL,C,58,80,73,86
620,5146130021,E000000156680,U,803,HUAURA,CALETA DE CARQUIN,-11.09542,-77.62634,MINORISTAS,CABINA DE INTERNET,D,86,77,43,97
621,w004010190,E000000164179,U,61358,HUAURA,HUACHO,-11.10525,-77.6153,MINORISTAS,BOTICA,B,716,794,637,537
622,996679943,E000000148674,U,319,HUAURA,HUACHO,-11.10542,-77.61316,MINORISTAS,BODEGA,D,24,104,87,63
623,5115731211,E000000156633,U,44,HUAURA,HUAURA,-11.0692,-77.60218,MINORISTAS,KIOSKO,E,40,7,33,47
624,w004010047,E000000164085,U,22,HUAURA,VEGUETA,-11.01758,-77.63494,MINORISTAS,CABINA DE INTERNET,E,9,36,32,26
625,5141807014,E000000156670,V,1947,HUAURA,HUALMAY,-11.10293,-77.60314,MINORISTAS,BODEGA,C,175,97,151,118
626,990028047,E000000136070,U,2288,HUAURA,HUACHO,-11.12612,-77.61597,MINORISTAS,BODEGA,C,231,175,255,149
627,w004010192,E000000164181,U,2860,HUAURA,SAYAN,-11.1349,-77.19214,MINORISTAS,BODEGA,C,155,125,130,147
628,970971776,E000000090264,U,2068,HUAURA,PACCHO,-10.9564318,-76.9333126,MINORISTAS,BODEGA,C,164,265,148,145
629,942691173,E000000017085,U,1617,HUAURA,VEGUETA,-11.0216018,-77.6407213,MINORISTAS,BODEGA,C,52,110,94,22
630,954888420,E000000046489,U,495,HUAURA,SANTA MARIA,-11.110385,-77.587954,MINORISTAS,BODEGA,D,38,25,75,42
631,990763442,E000000139469,U,396,HUAURA,VEGUETA,-10.98889,-77.64072,MINORISTAS,BODEGA,D,75,24,83,71
632,958822733,E000000058975,U,1408,HUAURA,HUACHO,-11.10704,-77.6099847,MINORISTAS,CENTRO COMERCIAL,C,19,38,120,98
633,985863846,E000000130344,U,110,HUAURA,HUACHO,-11.10444,-77.60001,MINORISTAS,BODEGA,D,26,33,33,52
634,947588793,E000000028041,V,2145,HUAURA,HUACHO,-11.066825,-77.603213,MINORISTAS,BODEGA,C,165,253,184,122
635,942692842,E000000017093,U,33,HUAURA,SANTA MARIA,-11.10736,-77.590333,MINORISTAS,BODEGA,E,27,25,12,21
636,w004010014,E000000164060,V,66,HUAURA,HUAURA,-11.06772,-77.60015,MINORISTAS,BODEGA,E,35,22,48,43
637,975249455,E000000103340,V,2629,HUAURA,HUACHO,-11.11335,-77.60933,MINORISTAS,BODEGA,C,297,147,183,262
638,984511736,E000000124085,U,99,HUAURA,HUACHO,-11.09841,-77.59719,MINORISTAS,BODEGA,E,18,19,29,6
639,995749410,E000000144878,U,7942,HUAURA,HUACHO,-11.12562,-77.61453,MINORISTAS,BODEGA,C,270,662,512,718
640,950547244,E000000035762,U,605,HUAURA,HUALMAY,-11.0980681,-77.59909,MINORISTAS,BODEGA,D,45,77,67,117
641,945301472,E000000023795,U,1540,HUAURA,HUACHO,-11.101515,-77.607658,MINORISTAS,BODEGA,C,135,108,69,76
642,980253705,E000000119898,U,1617,HUAURA,HUAURA,-11.06894,-77.59902,MINORISTAS,BODEGA,C,83,77,47,55
643,990079120,E000000136297,U,1023,HUAURA,HUACHO,-11.10949,-77.61185,MINORISTAS,CABINA DE INTERNET,C,85,102,103,68
644,949531344,E000000033057,U,2662,HUAURA,HUACHO,-11.083369,-77.585188,MINORISTAS,BODEGA,C,257,306,177,204
645,975087785,E000000102548,U,2453,HUAURA,SAYAN,-11.1349,-77.19214,MINORISTAS,BODEGA,C,278,93,102,196
646,956119062,E000000051773,U,2123,HUAURA,SANTA MARIA,-11.119364,-77.592963,MINORISTAS,BODEGA,C,194,154,297,159
647,980057494,E000000118729,U,2442,HUAURA,SANTA MARIA,-11.10736,-77.59033,MINORISTAS,LIBRERIA BAZAR,C,37,189,285,311
648,w004010020,E000000164066,U,836,HUAURA,HUACHO,-11.10838,-77.59552,MINORISTAS,BODEGA,D,63,76,59,97
649,957951068,E000000056899,U,154,HUAURA,HUAURA,-11.070226,-77.596752,MINORISTAS,BODEGA,D,32,15,13,17
650,984590251,E000000124480,U,891,HUAURA,HUAURA,-11.06918,-77.60113,MINORISTAS,BODEGA,D,116,113,64,61
651,957603080,E000000055707,U,605,HUAURA,SANTA MARIA,-11.0779576,-77.5794082,PERSONAL,PERSONAL,D,82,38,119,57
652,w00401013,E000000164142,U,4268,HUAURA,HUACHO,-11.10383,-77.61009,MINORISTAS,FERRETERIA,C,264,354,525,616
653,990365731,E000000137515,U,253,HUAURA,SANTA MARIA,-11.1022,-77.5947,MINORISTAS,BODEGA,D,82,83,91,93
654,971985505,E000000097349,U,9064,HUAURA,HUACHO,-11.1127929,-77.6083137,MINORISTAS,BODEGA,C,650,449,524,373
655,999901960,E000000155835,U,869,HUAURA,CALETA DE CARQUIN,-11.09503,-77.62766,MINORISTAS,BODEGA,D,73,47,66,39
656,999583677,E000000154749,U,2519,HUAURA,SAYAN,-11.1349,-77.19214,MINORISTAS,BODEGA,C,215,247,163,178
657,990960453,E000000140317,U,407,HUAURA,SAYAN,-11.09962,-77.35111,MINORISTAS,CABINA DE INTERNET,D,85,92,23,57
658,951543655,E000000038123,U,7645,HUAURA,SANTA MARIA,-11.083992,-77.5808322,MINORISTAS,BODEGA,C,298,677,418,431
659,957442215,E000000054904,U,1430,HUAURA,CALETA DE CARQUIN,-11.091632,-77.631549,MINORISTAS,BODEGA,C,36,32,57,96
660,944608726,E000000021495,U,1067,HUAURA,HUACHO,-11.1109538,-77.609738,MINORISTAS,BODEGA,C,41,59,58,67
661,948805072,E000000031303,U,1243,HUAURA,HUAURA,-11.070698,-77.600091,MINORISTAS,BODEGA,C,84,50,27,79
662,985409294,E000000128206,U,1760,HUAURA,SANTA MARIA,-11.10652,-77.58631,MINORISTAS,BODEGA,C,106,61,98,30
663,959434273,E000000060320,U,1485,HUAURA,HUACHO,-11.1093429,-77.6089361,MINORISTAS,BODEGA,C,71,89,106,93
664,5123156487,E000000156654,U,9790,HUAURA,HUACHO,-11.10566,-77.60189,MINORISTAS,CABINA DE INTERNET,C,493,179,556,492
665,951690845,E000000038800,U,2112,HUAURA,VEGUETA,-10.9397527,-77.6466345,MINORISTAS,BODEGA,C,209,133,192,181
666,976529237,E000000108022,U,715,HUAURA,HUACHO,-11.12272,-77.61056,MINORISTAS,BODEGA,D,54,111,41,67
667,5115764574,E000000156640,U,2288,HUAURA,HUACHO,-11.10536,-77.60778,MINORISTAS,BODEGA,C,93,29,248,169
668,988785326,E000000134933,U,88,HUAURA,HUACHO,-11.11047,-77.60641,MINORISTAS,BODEGA,E,18,14,35,12
669,w004010035,E000000164076,U,6072,HUAURA,SANTA MARIA,-11.10738,-77.60998,MINORISTAS,BODEGA,C,501,791,115,523
670,999510476,E000000154453,V,2365,HUAURA,HUAURA,-11.0728,-77.59912,MINORISTAS,FERRETERIA,C,124,242,151,138
671,949044310,E000000032367,U,1573,HUAURA,HUACHO,-11.4971456,-77.2132047,MINORISTAS,BAZAR,C,141,52,115,97
672,5142338159,E000000156673,U,352,HUAURA,HUACHO,-11.10624,-77.61154,MINORISTAS,CABINA DE INTERNET,D,35,57,73,60
673,944689622,E000000021860,V,4191,HUAURA,HUAURA,-11.071347,-77.59982,MINORISTAS,BODEGA,C,769,646,687,545
674,941943834,E000000014985,U,2970,HUAURA,SANTA MARIA,-11.115599,-77.589658,MINORISTAS,BODEGA,C,520,428,852,537
675,5115744699,E000000156634,U,253,HUAURA,HUAURA,-11.0669,-77.60523,MINORISTAS,CABINA DE INTERNET,D,49,75,91,78
676,969664100,E000000086749,U,44,HUAURA,HUACHO,-11.1185503,-77.6090469,MINORISTAS,BODEGA,E,18,24,24,20
677,945359134,E000000024009,U,286,HUAURA,SAYAN,-11.1349009,-77.192143,MINORISTAS,BODEGA,D,91,61,82,84
678,996625037,E000000148444,U,2057,HUAURA,HUALMAY,-11.09918,-77.60056,MINORISTAS,FERRETERIA,C,84,143,239,184
679,948462120,E000000030354,U,2706,HUAURA,SANTA MARIA,-11.079618,-77.597336,MINORISTAS,CONSUMO FINAL,C,316,178,85,208
680,988912982,E000000135478,V,1793,HUAURA,HUACHO,-11.13016,-77.60974,MINORISTAS,BODEGA,C,83,52,122,14
681,945751947,E000000025608,U,1518,HUAURA,CALETA DE CARQUIN,-11.4971452,-77.2132044,MINORISTAS,BODEGA,C,117,94,70,42
682,964430097,E000000070683,U,1639,HUAURA,SANTA MARIA,-11.1051951,-77.6086901,MINORISTAS,BODEGA,C,81,39,98,82
683,966664363,E000000077643,U,3542,HUAURA,VEGUETA,-10.930879,-77.652887,MINORISTAS,BODEGA,C,391,225,552,536
684,932972459,E000000005269,U,2453,HUAURA,SANTA MARIA,-11.0994018,-77.5849613,MINORISTAS,BODEGA,C,237,287,283,221
685,947026164,E000000027171,U,22,HUAURA,HUAURA,-11.1085482,-77.6136887,MINORISTAS,BODEGA,E,22,19,31,24
686,w004010043,E000000164083,U,4510,HUAURA,HUACHO,-11.10818,-77.60867,MINORISTAS,BODEGA,C,446,633,447,801
687,5115611002,E000000156624,U,1595,HUAURA,HUALMAY,-11.09891,-77.6092,MINORISTAS,CABINA DE INTERNET,C,76,79,6,44
688,996171645,E000000146787,U,5555,HUAURA,HUACHO,-11.10352,-77.61075,MINORISTAS,BODEGA,C,725,653,779,372
689,956104655,E000000051546,U,1969,HUAURA,HUACHO,-11.127003,-77.612969,MINORISTAS,BODEGA,C,128,111,228,232
690,969408758,E000000085504,U,1705,HUAURA,HUALMAY,-11.099241,-77.6002827,MINORISTAS,BODEGA,C,96,102,59,110
691,947635262,E000000028232,U,693,HUAURA,HUACHO,-11.10854,-77.605135,MINORISTAS,BODEGA,D,119,90,91,62
692,981763093,E000000121321,U,4532,HUAURA,SANTA MARIA,-11.10736,-77.58932,MINORISTAS,BODEGA,C,414,532,686,702
693,w004010013,E000000164059,U,22,HUAURA,HUACHO,-11,-77,MINORISTAS,BODEGA,E,5,10,6,23
694,999466794,E000000154302,U,1463,HUAURA,HUAURA,-11.06903,-77.60327,MINORISTAS,BODEGA,C,81,47,71,130
695,5131934803,E000000156657,U,1936,HUAURA,HUACHO,-11.10752,-77.61084,MINORISTAS,AMBULANTE,C,177,261,220,180
696,988358079,E000000132848,V,1276,HUAURA,HUACHO,-11.11646,-77.60073,MINORISTAS,BODEGA,C,116,82,108,46
697,971393512,E000000094313,V,858,HUAURA,HUACHO,-11.099537,-77.6007003,MINORISTAS,CABINA DE INTERNET,D,31,66,38,69
698,943136153,E000000018648,U,209,HUAURA,HUALMAY,-11.094869,-77.596617,MINORISTAS,BODEGA,D,73,52,26,78
699,w004010032,E000000164073,V,880,HUAURA,HUALMAY,-11.09954,-77.6007,MINORISTAS,CABINA DE INTERNET,D,67,94,86,16
700,981766313,E000000121340,U,297,HUAURA,SANTA MARIA,-11.09259,-77.59301,MINORISTAS,BODEGA,D,115,48,95,76
701,995248769,E000000142611,U,5192,HUAURA,SANTA MARIA,-11.12155,-77.59442,MINORISTAS,BODEGA,C,639,454,764,545
702,998947075,E000000152541,U,1903,HUAURA,SAYAN,-11.1349,-77.19214,MINORISTAS,BODEGA,C,229,238,142,172
703,990911576,E000000140127,U,330,HUAURA,HUACHO,-11.12013,-77.61147,MINORISTAS,BODEGA,D,29,78,50,49
704,961047867,E000000062636,U,286,HUAURA,HUAURA,-11.1349009,-77.192143,MINORISTAS,BODEGA,D,83,78,87,49
705,975148826,E000000102837,V,3223,HUAURA,HUALMAY,-11.10159,-77.61244,MINORISTAS,BODEGA,C,365,625,250,427
706,978562733,E000000113115,U,2618,HUAURA,SANTA MARIA,-11.10221,-77.60353,MINORISTAS,BODEGA,C,233,227,114,194
707,945277090,E000000023706,U,22,HUAURA,HUALMAY,-11.098521,-77.622832,MINORISTAS,BODEGA,E,16,21,23,13
708,966564418,E000000076926,U,913,HUAURA,SAYAN,-11.1349009,-77.192143,MINORISTAS,BODEGA,D,56,54,128,22
709,954996201,E000000047023,V,9977,HUAURA,HUAURA,-11.119491,-77.609054,MINORISTAS,BODEGA,C,460,449,449,336
710,988689812,E000000134504,U,1694,HUAURA,HUAURA,-11.07155,-77.59669,MINORISTAS,BODEGA,C,118,75,72,88
711,950806866,E000000036220,U,2299,HUAURA,SANTA MARIA,-11.1073393,-77.5862084,MINORISTAS,BODEGA,C,95,191,68,191
712,945317568,E000000023853,U,1584,HUAURA,AMBAR,-11.069913,-77.598889,MINORISTAS,BODEGA,C,60,84,84,93
713,971146676,E000000093014,U,6644,HUAURA,SANTA MARIA,-11.117874,-77.592835,MINORISTAS,BODEGA,C,555,585,902,446
714,965080543,E000000073816,U,8041,HUAURA,HUACHO,-11.117874,-77.592835,MINORISTAS,BODEGA,C,401,457,632,703
715,983982255,E000000123389,U,5863,HUAURA,SANTA MARIA,-11.09978,-77.59803,MINORISTAS,BODEGA,C,889,430,662,594
716,980321408,E000000120230,U,1100,HUAURA,HUACHO,-11.10497,-77.60782,MINORISTAS,BODEGA,C,78,71,77,45
717,985825232,E000000130200,U,1177,HUAURA,SANTA MARIA,-11.0795,-77.59101,MINORISTAS,BODEGA,C,71,108,57,85
718,999607674,E000000154836,U,2640,HUAURA,HUAURA,-11.12879,-77.60087,MINORISTAS,BODEGA,C,185,177,226,146
719,5143238900,E000000156675,U,39886,HUAURA,HUACHO,-11.10525,-77.6153,MINORISTAS,BOTICA,B,486,221,464,442
720,957602925,E000000055705,U,66,HUAURA,VEGUETA,-11.0250011,-77.626607,MINORISTAS,BODEGA,E,22,25,16,42
721,995442363,E000000143577,V,297,HUAURA,HUAURA,-11.07374,-77.603,MINORISTAS,BODEGA,D,34,58,83,87
722,991994362,E000000140534,U,154,HUAURA,AMBAR,-11.06991,-77.59889,MINORISTAS,BODEGA,D,26,19,17,21
723,999347474,E000000153895,U,2046,HUAURA,HUACHO,-11.12612,-77.61597,MINORISTAS,BODEGA,C,136,215,199,321
724,956103183,E000000051541,U,968,HUAURA,SAYAN,-11.1349009,-77.192143,PERSONAL,PERSONAL,D,89,101,96,64
725,999341329,E000000153884,U,330,HUAURA,HUALMAY,-11.09979,-77.60791,PERSONAL,PERSONAL,D,82,66,63,66
726,949502175,E000000032952,U,6644,HUAURA,VEGUETA,-10.958304,-77.638304,MINORISTAS,FERRETERIA,C,957,750,391,509
727,w004010170,E000000164168,U,660,HUAURA,HUAURA,-11.10783,-77.60905,MINORISTAS,CABINA DE INTERNET,D,104,61,37,64
728,999000201,E000000152741,U,2299,HUAURA,HUALMAY,-11.10075,-77.6056,MINORISTAS,BODEGA,C,258,156,194,179
729,974886287,E000000101174,V,2332,HUAURA,HUAURA,-11.10238,-77.5994,MINORISTAS,BODEGA,C,90,194,153,61
730,947664694,E000000028376,U,3069,HUAURA,VEGUETA,-10.930879,-77.652887,MINORISTAS,CABINA DE INTERNET,C,202,514,787,503
731,980161907,E000000119359,U,594,HUAURA,SANTA MARIA,-11.12058,-77.59133,MINORISTAS,BODEGA,D,65,74,41,71
732,w004010193,E000000164182,V,1221,HUAURA,HUACHO,-11.08795,-77.59907,MINORISTAS,BODEGA,C,71,79,84,81
733,5115756652,E000000156638,U,616,HUAURA,HUACHO,-11.11604,-77.61027,MINORISTAS,CABINA DE INTERNET,D,61,95,57,32
734,5141307330,E000000156667,V,825,HUAURA,HUACHO,-11.10414,-77.60687,MINORISTAS,BODEGA,D,50,92,67,115
735,962677532,E000000067960,U,528,HUAURA,HUACHO,-11.104049,-77.604424,MINORISTAS,BODEGA,D,52,64,97,70
736,920521317,E000000002262,U,3135,LIMA,PUENTE PIEDRA,-11.8618616,-77.0737061,MINORISTAS,BODEGA,C,736,799,487,864
737,990810766,E000000139698,U,1694,LIMA,SAN MARTIN DE PORRES,-11.99347,-77.09311,MINORISTAS,BODEGA,C,78,62,83,83
738,959055937,E000000059875,U,1936,LIMA,LIMA,-12.0642063,-77.0357158,MINORISTAS,CABINA DE INTERNET,C,266,114,181,106
739,969657988,E000000086717,U,660,LIMA,RIMAC,-12.0217199,-77.0331726,MINORISTAS,BODEGA,D,64,77,106,50
740,980035926,E000000118566,U,407,LIMA,ANCON,-11.7733,-77.1727,MINORISTAS,BODEGA,D,49,52,96,56
741,998969064,E000000152627,U,1947,LIMA,ATE,-12.07584,-76.9863,MINORISTAS,BODEGA,C,57,129,195,270
742,985141537,E000000126898,U,2211,LIMA,PUENTE PIEDRA,-11.85085,-77.03282,MINORISTAS,BODEGA,C,265,160,226,183
743,995931866,E000000145713,U,55,LIMA,JESUS MARIA,-12.07413,-77.051,MINORISTAS,BODEGA,E,25,31,35,27
744,948441825,E000000030272,U,110,LIMA,ATE,-12.0284837,-76.9054866,MINORISTAS,FARMACIA,D,30,36,5,25
745,999620016,E000000154877,U,4510,LIMA,SAN JUAN DE MIRAFLORES,-12.1336,-76.95391,MINORISTAS,BODEGA,C,657,326,430,375
746,968395124,E000000080948,U,748,LIMA,SAN JUAN DE MIRAFLORES,-12.1884,-76.9761,MINORISTAS,BODEGA,D,74,71,64,77
747,995603883,E000000144293,U,3641,LIMA,VILLA EL SALVADOR,-12.23153,-76.94969,MINORISTAS,BODEGA,C,685,364,593,754
748,1.00E+11,E000000159475,U,2699.62,LIMA,SAN MARTIN DE PORRES,-12.03161,-77.08571,MINORISTAS,BODEGA,C,114,216,206,181
749,w003010524,E000000161972,V,1507,LIMA,VILLA MARIA DEL TRIUNFO,-12.20095,-76.92644,MINORISTAS,BOTICA,C,70,74,65,80
750,w0030177060,E000000163770,U,521.4,LIMA,ATE,-12.03176,-76.82591,MINORISTAS,BODEGA,D,52,56,80,65
751,920472600,E000000002086,U,5929,LIMA,SAN JUAN DE LURIGANCHO,-12.0032,-77.0039,MINORISTAS,LIBRERIA,C,661,629,425,642
752,980162326,E000000119367,U,671,LIMA,SAN JUAN DE MIRAFLORES,-12.15375,-76.97138,MINORISTAS,BODEGA,D,35,73,123,87
753,990768482,E000000139510,U,924,LIMA,PUENTE PIEDRA,-11.8524,-77.0831,MINORISTAS,LIBRERIA,D,94,27,67,56
754,990475035,E000000137994,U,1375,LIMA,CIENEGUILLA,-12.07676,-76.7641,MINORISTAS,LIBRERIA BAZAR,C,132,62,78,88
755,938175327,E000000007443,U,1793,LIMA,LOS OLIVOS,-11.9762697,-77.0750732,MINORISTAS,BOTICA,C,72,65,107,107
756,w005190061,E000000169920,V,8668,LIMA,SAN JUAN DE LURIGANCHO,-11.9393,-76.9764,MINORISTAS,BODEGA,C,492,297,538,201
757,945905438,E000000026192,U,44,LIMA,VILLA EL SALVADOR,-12.2138106,-76.9542974,MINORISTAS,BODEGA,E,12,29,34,17
758,985227060,E000000127247,U,1309,LIMA,VILLA MARIA DEL TRIUNFO,-12.1737,-76.91652,MINORISTAS,BODEGA,C,63,68,88,56
759,988049704,E000000131273,V,2904,LIMA,CHORRILLOS,-12.19659,-76.97839,MINORISTAS,BODEGA,C,196,172,280,305
760,971200193,E000000093268,U,3113,LIMA,MIRAFLORES,-12.1094,-77.0317,MINORISTAS,BODEGA,C,255,722,415,195
761,979457059,E000000116267,U,476.96,LIMA,ATE,-12.03546,-76.90546,MINORISTAS,BODEGA,D,68,75,84,70
762,988261699,E000000132315,U,891,LIMA,SAN MARTIN DE PORRES,-11.9581,-77.09976,MINORISTAS,BODEGA,D,8,95,115,109
763,948984265,E000000032073,U,792,LIMA,SAN MARTIN DE PORRES,-12.0210947,-77.0897218,MINORISTAS,BODEGA,D,103,64,118,123
764,1.00E+11,E000000159109,U,836,LIMA,SAN MARTIN DE PORRES,-11.9446,-77.0856,MINORISTAS,BODEGA,D,58,47,75,91
765,963903588,E000000069687,U,5665,LIMA,SAN JUAN DE LURIGANCHO,-11.9803,-76.9919,MINORISTAS,BODEGA,C,400,351,800,751
766,938650969,E000000009383,U,3256,LIMA,MIRAFLORES,-12.1041983,-77.0291262,MINORISTAS,BODEGA,C,647,527,765,472
767,978926184,E000000114014,U,814,LIMA,SANTIAGO DE SURCO,-12.10804,-76.97002,MINORISTAS,BODEGA,D,109,143,85,67
768,995060407,E000000141743,U,2453,LIMA,COMAS,-11.95953,-77.03486,MINORISTAS,BAZAR,C,143,215,185,179
769,995954367,E000000145837,U,7198.62,LIMA,LOS OLIVOS,-11.98045,-77.07952,MINORISTAS,FARMACIA,C,668,246,534,758
770,w004020122,E000000164587,U,638,LIMA,LA VICTORIA,-12.08124,-77.01678,MINORISTAS,CABINA DE INTERNET,D,113,68,91,99
771,w0030111383,E000000162163,U,693,LIMA,SAN JUAN DE MIRAFLORES,-12.18635,-76.97957,MINORISTAS,BODEGA,D,49,121,122,120
772,956078765,E000000050279,U,198,LIMA,COMAS,-11.957872,-77.05339,MINORISTAS,BODEGA,D,48,73,81,72
773,2.05E+11,E000000160010,U,1210,LIMA,COMAS,-11.9419,-77.06207,MINORISTAS,BAZAR,C,115,84,25,59
774,945295097,E000000023769,U,1650,LIMA,SAN JUAN DE LURIGANCHO,-12.0188,-77.0098,MINORISTAS,BODEGA,C,56,55,109,48
775,942671993,E000000017015,U,2200,LIMA,ATE,-12.0706823,-76.9776358,MINORISTAS,BODEGA,C,111,226,266,246
776,956667311,E000000053509,U,2090,LIMA,LOS OLIVOS,-12.01,-77.0796,MINORISTAS,FARMACIA,C,237,83,131,184
777,990765603,E000000139493,V,220,LIMA,CHORRILLOS,-12.19395,-76.99518,MINORISTAS,BODEGA,D,49,38,41,62
778,999919779,E000000155878,U,1914,LIMA,SAN MARTIN DE PORRES,-11.99295,-77.11363,MINORISTAS,BODEGA,C,145,200,94,162
779,15011015052,E000000157534,U,1133,LIMA,LINCE,-12.08736,-77.03692,MINORISTAS,LIBRERIA BAZAR,C,55,121,69,85
780,932834941,E000000004753,U,8448,LIMA,ATE,-12.0324909,-76.9274542,MINORISTAS,BODEGA,C,338,497,573,408
781,995631075,E000000144424,U,2640,LIMA,SANTIAGO DE SURCO,-12.16306,-76.99602,MINORISTAS,BODEGA,C,117,195,163,144
782,981754454,E000000121280,U,5522,LIMA,COMAS,-11.9104,-77.03863,MINORISTAS,BODEGA,C,604,831,432,663
783,985487524,E000000128639,U,1309,LIMA,SURQUILLO,-12.1116,-77.0215,MINORISTAS,BODEGA,C,106,44,70,72
784,988394037,E000000133070,U,4213,LIMA,COMAS,-11.976,-77.05979,MINORISTAS,BODEGA,C,360,598,128,425
785,973932082,E000000099809,U,528,LIMA,SAN JUAN DE MIRAFLORES,-12.12615,-76.95075,MINORISTAS,BODEGA,D,87,45,49,45
786,998587117,E000000151147,V,737,LIMA,ATE,-12.02247,-76.87303,MINORISTAS,BODEGA,D,108,52,80,93
787,15011011796,E000000157426,U,2893,LIMA,LINCE,-12.08689,-77.033,MINORISTAS,BOTICA,C,186,72,209,119
788,985735760,E000000129802,U,440,LIMA,SAN JUAN DE MIRAFLORES,-12.18845,-76.96224,MINORISTAS,BODEGA,D,67,72,48,49
789,w0051901180,E000000170138,U,352,LIMA,SAN JUAN DE LURIGANCHO,-11.994,-77.0125,MINORISTAS,BODEGA,D,79,52,70,58
790,15011014112,E000000157514,U,2549.8,LIMA,LA VICTORIA,-12.07374,-77.01059,MINORISTAS,BODEGA,C,160,109,283,280
791,939479628,E000000012673,U,616,LIMA,LURIGANCHO,-11.9871964,-76.8989126,MINORISTAS,BODEGA,D,86,109,82,53
792,1043385309,E000000156448,U,2893,LIMA,SANTIAGO DE SURCO,-12.16339,-76.99055,MINORISTAS,BODEGA,C,241,164,157,170
793,952933556,E000000042398,U,264,LIMA,ATE,-12.0084169,-76.8490033,MINORISTAS,BODEGA,D,26,72,91,84
794,938710107,E000000009705,U,330,LIMA,LOS OLIVOS,-12.0104,-77.0786,MINORISTAS,BODEGA,D,51,41,29,62
795,959677263,E000000061369,V,1760,LIMA,CHORRILLOS,-12.174202,-77.0058013,MINORISTAS,BODEGA,C,73,52,71,76
796,w0072400443,E000000178541,U,1672,LIMA,LOS OLIVOS,-11.98836,-77.08233,MINORISTAS,BODEGA,C,82,52,93,53
797,957944314,E000000056858,U,2948,LIMA,VILLA EL SALVADOR,-12.2222003,-76.931126,MINORISTAS,BODEGA,C,300,139,257,158
798,945626860,E000000025020,U,7458,LIMA,JESUS MARIA,-12.072349,-77.040072,MINORISTAS,BAZAR,C,449,464,485,455
799,978804232,E000000113377,U,4213,LIMA,SAN JUAN DE LURIGANCHO,-11.9715,-76.9973,MINORISTAS,BODEGA,C,307,502,429,339
800,955943838,E000000048160,U,275,LIMA,LIMA,-12.0386,-77.056,PERSONAL,PERSONAL,D,66,61,68,32
801,970971307,E000000090196,U,5005,LIMA,COMAS,-11.913583,-77.015335,MINORISTAS,BODEGA,C,463,602,585,288
802,939020953,E000000011224,U,2079,LIMA,CARABAYLLO,-11.8497299,-77.0310018,MINORISTAS,LIBRERIA,C,151,124,189,134
803,990756746,E000000139427,U,1320,LIMA,PACHACAMAC,-12.22254,-76.84797,MINORISTAS,BODEGA,C,106,49,83,91
804,945995652,E000000026543,U,110,LIMA,ATE,-12.0378569,-76.9163046,MINORISTAS,BODEGA,D,25,23,22,31
805,15011017997,E000000158166,U,2079,LIMA,LIMA,-12.05066,-77.04221,MINORISTAS,BODEGA,C,315,260,78,190
806,945327666,E000000023891,U,418,LIMA,ATE,-12.0511975,-76.929126,MINORISTAS,BODEGA,D,67,66,34,41
807,969540509,E000000086194,V,308,LIMA,CARABAYLLO,-11.8566551,-77.0404599,MINORISTAS,BOTICA,D,48,58,89,78
