"","0","Identificador","Nombre","Equipos","Saldo","Provincia","Distrito","Latitud","Longitud","Tipo","Giro","Clasificación","Trimestre1","Trimestre2","Trimestre3","Trimestre4"
"12911",12912,"999271916","E000000153614","U",2178,"CAÑETE","IMPERIAL",-13.0556,-76.354,"MINORISTAS","BODEGA","C",229,187,104,193
"12912",12913,"999272324","E000000153620","U",4620,"LIMA","SANTIAGO DE SURCO",-12.1594,-76.98448,"MINORISTAS","BODEGA","C",166,552,432,685
"12913",12914,"999275734","E000000153632","V",44,"LIMA","VILLA EL SALVADOR",-12.1986,-76.9488,"MINORISTAS","BODEGA","E",22,24,22,26
"12914",12915,"999276062","E000000153638","U",1474,"LIMA","SAN JUAN DE LURIGANCHO",-12.0233,-77.0036,"MINORISTAS","AMBULANTE","C",91,112,123,127
"12915",12916,"999276355","E000000153642","U",1247.62,"LIMA","PUENTE PIEDRA",-11.8774,-77.0721,"MINORISTAS","BODEGA","C",107,113,64,72
"12916",12917,"999277639","E000000153645","V",1025.42,"LIMA","MIRAFLORES",-12.12654,-77.03237,"MINORISTAS","BODEGA","C",42,66,52,29
"12917",12918,"999278915","E000000153650","U",13574,"LIMA","VILLA EL SALVADOR",-12.21829,-76.94593,"MINORISTAS","BODEGA","B",607,457,350,749
"12918",12919,"999281621","E000000153659","U",3916,"LIMA","SAN JUAN DE LURIGANCHO",-11.9731,-76.9871,"MINORISTAS","BODEGA","C",925,672,905,759
"12919",12920,"999286793","E000000153677","V",4059,"LIMA","SAN JUAN DE MIRAFLORES",-12.14857,-76.97041,"MINORISTAS","BODEGA","C",314,395,788,683
"12920",12921,"999286947","E000000153680","U",605,"LIMA","SAN MARTIN DE PORRES",-12.03056,-77.08618,"MINORISTAS","BODEGA","D",84,76,98,67
"12921",12922,"999288559","E000000153685","U",572,"LIMA","PUENTE PIEDRA",-11.82601,-77.12671,"MINORISTAS","BODEGA","D",67,15,71,56
"12922",12923,"999288659","E000000153692","U",1551,"LIMA","LOS OLIVOS",-11.92393,-77.07434,"MINORISTAS","FARMACIA","C",45,68,47,92
"12923",12924,"999288667","E000000153693","V",946,"LIMA","LOS OLIVOS",-11.987,-77.07612,"MINORISTAS","BODEGA","D",84,63,139,58
"12924",12925,"999288691","E000000153694","U",1111,"LIMA","LOS OLIVOS",-11.97627,-77.07507,"MINORISTAS","FARMACIA","C",45,84,86,54
"12925",12926,"999289746","E000000153697","V",308,"LIMA","ATE",-12.01295,-76.87507,"MINORISTAS","BODEGA","D",62,69,77,106
"12926",12927,"999290609","E000000153701","U",2475,"LIMA","SAN MARTIN DE PORRES",-12.02605,-77.08981,"MINORISTAS","BODEGA","C",227,249,250,104
"12927",12928,"999294288","E000000153712","U",2178,"LIMA","ATE",-12.02541,-76.92172,"MINORISTAS","BODEGA","C",242,250,168,191
"12928",12929,"999297151","E000000153730","U",6127,"LIMA","SANTIAGO DE SURCO",34.12456,-116.4572,"MINORISTAS","BODEGA","C",592,443,766,268
"12929",12930,"999300223","E000000153754","V",2090,"LIMA","SAN MARTIN DE PORRES",-12.00845,-77.05928,"MINORISTAS","BODEGA","C",243,146,119,143
"12930",12931,"999305165","E000000153774","U",2618,"LIMA","ATE",-12.01107,-76.8213,"MINORISTAS","BODEGA","C",208,85,227,101
"12931",12932,"999308043","E000000153780","U",297,"LIMA","CHORRILLOS",-12.19694,-76.9906,"MINORISTAS","BODEGA","D",64,39,20,53
"12932",12933,"999310633","E000000153789","U",5863,"LIMA","VILLA EL SALVADOR",-12.23534,-76.94225,"MINORISTAS","BODEGA","C",448,754,692,233
"12933",12934,"999310886","E000000153791","V",187,"LIMA","LA VICTORIA",-12.06437,-77.00897,"MINORISTAS","BODEGA","D",63,51,51,69
"12934",12935,"999311625","E000000153792","U",462,"LIMA","VILLA EL SALVADOR",-12.22213,-76.9206,"MINORISTAS","BODEGA","D",39,18,30,50
"12935",12936,"999313968","E000000153797","U",176,"LIMA","PACHACAMAC",-12.22289,-76.84713,"MINORISTAS","LIBRERIA","D",57,76,42,42
"12936",12937,"999314324","E000000153798","U",2222,"LIMA","LIMA",-12.0646,-77.04179,"MINORISTAS","CENTRO COMERCIAL","C",141,254,199,200
"12937",12938,"999316000","E000000153800","U",2002,"CAÑETE","SAN VICENTE DE CAÑETE",-13.0656,-76.3539,"MINORISTAS","BODEGA","C",195,150,125,268
"12938",12939,"999317175","E000000153802","U",2761,"HUARAL","HUARAL",-11.4999,-77.20391,"MINORISTAS","KIOSKO","C",92,145,158,213
"12939",12940,"999318440","E000000153805","U",759,"LIMA","LOS OLIVOS",5.80716,-55.32733,"MINORISTAS","BODEGA","D",93,104,46,56
"12940",12941,"999320445","E000000153806","U",2222,"CAÑETE","CHILCA",-12.5171,-76.7371,"MINORISTAS","BODEGA","C",189,295,157,142
"12941",12942,"999320597","E000000153808","U",990,"LIMA","BREÑA",-12.06651,-77.05512,"MINORISTAS","BODEGA","D",82,97,68,60
"12942",12943,"999320871","E000000153810","U",55,"LIMA","SAN JUAN DE MIRAFLORES",-12.15336,-76.96331,"MINORISTAS","BODEGA","E",19,19,39,48
"12943",12944,"999321192","E000000153812","U",2453,"CAÑETE","MALA",-12.65658,-76.63403,"MINORISTAS","BODEGA","C",168,193,194,168
"12944",12945,"999322822","E000000153817","U",1881,"LIMA","VILLA MARIA DEL TRIUNFO",-12.15607,-76.95837,"MINORISTAS","BODEGA","C",68,82,97,35
"12945",12946,"999323813","E000000153828","U",3355,"LIMA","VILLA EL SALVADOR",-12.2386,-76.9187,"MINORISTAS","BODEGA","C",410,482,763,796
"12946",12947,"999326647","E000000153841","U",1562,"LIMA","PACHACAMAC",-12.2277,-76.86174,"MINORISTAS","BODEGA","C",69,93,52,44
"12947",12948,"999326851","E000000153843","U",2112,"LIMA","SAN JUAN DE MIRAFLORES",-12.15859,-76.98092,"AUTOSERVICIO","MINI MERCADO","C",208,184,107,194
"12948",12949,"999328963","E000000153859","U",1936,"LIMA","SAN JUAN DE LURIGANCHO",-12.0236,-77.0004,"MINORISTAS","BODEGA","C",159,221,197,202
"12949",12950,"999331148","E000000153862","U",847,"LIMA","SAN JUAN DE MIRAFLORES",-12.17369,-76.96369,"MINORISTAS","BODEGA","D",56,79,40,89
"12950",12951,"999332008","E000000153865","U",1089,"YAUYOS","YAUYOS",-12.7554,-75.942,"MINORISTAS","BODEGA","C",68,89,83,40
"12951",12952,"999332142","E000000153867","U",12562,"CAJATAMBO","GORGOR",-10.47236,-76.99256,"MINORISTAS","BODEGA","B",323,366,406,768
"12952",12953,"999333177","E000000153868","V",2739,"LIMA","VILLA EL SALVADOR",-12.21521,-76.94217,"MINORISTAS","BODEGA","C",160,165,153,124
"12953",12954,"999338855","E000000153877","V",9240,"LIMA","LIMA",-12.0549,-77.01307,"MINORISTAS","BODEGA","C",481,409,526,794
"12954",12955,"999340778","E000000153883","U",1727,"CAÑETE","CHILCA",-12.515,-76.73533,"MINORISTAS","BODEGA","C",58,61,107,59
"12955",12956,"999341329","E000000153884","U",330,"HUAURA","HUALMAY",-11.09979,-77.60791,"PERSONAL","PERSONAL","D",82,66,63,66
"12956",12957,"999342858","E000000153887","U",352,"YAUYOS","PUTINZA",-12.6703,-75.9516,"MINORISTAS","BODEGA","D",63,80,77,84
"12957",12958,"999343007","E000000153888","U",2105.62,"LIMA","LOS OLIVOS",-11.9911,-77.0728,"MINORISTAS","BODEGA","C",71,196,194,171
"12958",12959,"999347474","E000000153895","U",2046,"HUAURA","HUACHO",-11.12612,-77.61597,"MINORISTAS","BODEGA","C",136,215,199,321
"12959",12960,"999348526","E000000153897","U",1793,"LIMA","COMAS",-11.93325,-77.04876,"MINORISTAS","BODEGA","C",66,86,24,81
"12960",12961,"999351179","E000000153905","U",165,"LIMA","LINCE",-12.08455,-77.03134,"MINORISTAS","BODEGA","D",40,61,81,50
"12961",12962,"999351790","E000000153907","U",3366,"LIMA","ATE",-12.02187,-76.82578,"MINORISTAS","PUESTO	DE MERCADO","C",697,611,431,602
"12962",12963,"999353329","E000000153909","U",22,"LIMA","PUEBLO LIBRE",-12.07237,-77.06561,"MINORISTAS","BODEGA","E",17,18,11,27
"12963",12964,"999354455","E000000153911","U",3168,"LIMA","CARABAYLLO",-11.84135,-77.07538,"MINORISTAS","BODEGA","C",426,629,541,668
"12964",12965,"999354875","E000000153912","U",902,"LIMA","SAN MIGUEL",-12.07,-77.0781,"MINORISTAS","BODEGA","D",99,58,53,68
"12965",12966,"999357080","E000000153919","U",5093,"LIMA","PUENTE PIEDRA",-11.85468,-77.07429,"MINORISTAS","BODEGA","C",784,640,476,267
"12966",12967,"999358716","E000000153927","U",3630,"LIMA","CARABAYLLO",-11.8701,-77.0292,"MINORISTAS","BODEGA","C",517,318,368,591
"12967",12968,"999364042","E000000153945","U",2684,"LIMA","SANTIAGO DE SURCO",-12.12935,-76.98354,"MINORISTAS","BODEGA","C",216,243,173,74
"12968",12969,"999365298","E000000153951","V",3729,"LIMA","PUENTE PIEDRA",-11.86234,-77.08253,"MINORISTAS","BODEGA","C",558,432,723,839
"12969",12970,"999365307","E000000153952","U",2387,"LIMA","LOS OLIVOS",-11.9883,-77.0749,"MINORISTAS","BODEGA","C",173,173,246,50
"12970",12971,"999373073","E000000153981","U",2772,"LIMA","SAN JUAN DE MIRAFLORES",-12.1706,-76.96792,"MINORISTAS","BODEGA","C",128,159,282,94
"12971",12972,"999376978","E000000153990","U",1694,"LIMA","CHACLACAYO",-11.99365,-76.82793,"MINORISTAS","BODEGA","C",114,110,60,73
"12972",12973,"999378595","E000000154003","U",2266,"LIMA","VILLA EL SALVADOR",-12.1978,-76.9459,"MINORISTAS","BODEGA","C",85,201,141,171
"12973",12974,"999378692","E000000154004","U",462,"LIMA","CARABAYLLO",-11.89513,-77.04513,"MINORISTAS","BODEGA","D",81,109,74,42
"12974",12975,"999381433","E000000154016","U",129.8,"LIMA","BARRANCO",-12.1515,-77.02259,"MINORISTAS","BODEGA","D",39,35,36,35
"12975",12976,"999386130","E000000154028","U",3388,"LIMA","ATE",-12.02513,-76.89227,"MINORISTAS","CABINA DE INTERNET","C",268,401,592,325
"12976",12977,"999386788","E000000154030","U",5434,"LIMA","ATE",-12.06128,-76.99429,"MINORISTAS","BODEGA","C",814,509,515,634
"12977",12978,"999393861","E000000154048","U",1540,"LIMA","PUENTE PIEDRA",-11.8368,-77.1133,"MINORISTAS","BODEGA","C",99,72,105,61
"12978",12979,"999395020","E000000154053","U",1287,"LIMA","ATE",-12.01505,-76.87866,"MINORISTAS","BODEGA","C",117,65,83,82
"12979",12980,"999396297","E000000154057","U",2046,"LIMA","ATE",-12.03088,-76.90515,"MINORISTAS","BODEGA","C",125,140,187,166
"12980",12981,"999396816","E000000154060","U",2134,"LIMA","LURIGANCHO",-11.9233,-76.67886,"MINORISTAS","BAZAR","C",112,253,105,36
"12981",12982,"999398233","E000000154068","V",2013,"LIMA","RIMAC",-12.03685,-77.03854,"MINORISTAS","BODEGA","C",275,214,228,316
"12982",12983,"999398431","E000000154071","U",3781.8,"LIMA","SAN JUAN DE MIRAFLORES",-12.1727,-76.97922,"MINORISTAS","BODEGA","C",276,662,646,269
"12983",12984,"999399554","E000000154075","U",11167.2,"LIMA","VILLA EL SALVADOR",-12.18812,-76.94892,"MINORISTAS","BODEGA","B",442,520,383,614
"12984",12985,"999402485","E000000154082","U",26829,"LIMA","ATE",-12.02974,-76.89119,"MINORISTAS","BODEGA","B",508,668,419,698
"12985",12986,"999406514","E000000154093","U",2926,"LIMA","ATE",-12.02322,-76.8989,"MINORISTAS","BODEGA","C",193,304,138,129
"12986",12987,"999408800","E000000154100","V",4928,"LIMA","CHORRILLOS",-12.2032,-77.0213,"MINORISTAS","BAZAR","C",585,628,407,618
"12987",12988,"999411217","E000000154105","U",1727,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1346,-76.9427,"MINORISTAS","BODEGA","C",65,81,116,71
"12988",12989,"999411312","E000000154106","U",935,"LIMA","VILLA MARIA DEL TRIUNFO",-12.17604,-76.95239,"MINORISTAS","BODEGA","D",73,77,82,68
"12989",12990,"999412453","E000000154114","U",2904,"LIMA","EL AGUSTINO",-12.05781,-77.00408,"MINORISTAS","BODEGA","C",123,59,115,106
"12990",12991,"999417716","E000000154133","U",2057,"LIMA","SAN JUAN DE LURIGANCHO",-12.0085,-76.9517,"MINORISTAS","BODEGA","C",260,168,139,172
"12991",12992,"999421114","E000000154144","U",1309,"LIMA","SAN BORJA",-12.1098,-76.99337,"MINORISTAS","KIOSKO","C",95,140,54,126
"12992",12993,"999427850","E000000154173","U",4925.8,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1431,-76.9441,"MINORISTAS","BODEGA","C",822,341,557,395
"12993",12994,"999432743","E000000154192","U",5588,"LIMA","PUENTE PIEDRA",-11.84636,-77.09789,"MINORISTAS","BODEGA","C",492,689,712,460
"12994",12995,"999433116","E000000154194","U",220,"LIMA","VILLA MARIA DEL TRIUNFO",-12.16786,-76.9515,"MINORISTAS","BODEGA","D",70,82,62,99
"12995",12996,"999433931","E000000154195","U",2255,"LIMA","SANTIAGO DE SURCO",-12.14715,-77.01179,"MINORISTAS","BODEGA","C",96,141,216,144
"12996",12997,"999438605","E000000154208","U",3212,"LIMA","PUENTE PIEDRA",-11.84764,-77.10875,"MINORISTAS","BODEGA","C",922,366,473,628
"12997",12998,"999438865","E000000154210","U",363,"LIMA","COMAS",-11.9364,-77.0578,"MINORISTAS","BODEGA","D",72,86,75,38
"12998",12999,"999440048","E000000154213","U",1496,"LIMA","ATE",-12.04317,-76.92824,"MINORISTAS","BODEGA","C",26,79,66,97
"12999",13000,"999440368","E000000154214","U",13662,"LIMA","ATE",-12.02192,-76.87196,"MINORISTAS","BODEGA","B",448,672,941,546
"13000",13001,"999442691","E000000154216","U",495,"CAÑETE","CHILCA",-12.51236,-76.74062,"MINORISTAS","BODEGA","D",36,66,54,25
"13001",13002,"999442781","E000000154217","U",3344,"CAÑETE","MALA",-12.655,-76.6359,"MINORISTAS","BODEGA","C",661,276,409,820
"13002",13003,"999444417","E000000154220","U",88,"LIMA","VILLA MARIA DEL TRIUNFO",-12.21452,-76.92121,"MINORISTAS","BODEGA","E",32,30,31,38
"13003",13004,"999445481","E000000154223","U",1936,"LIMA","SAN MARTIN DE PORRES",-11.98358,-77.08286,"MINORISTAS","LIBRERIA","C",96,220,180,162
"13004",13005,"999445493","E000000154224","U",3619,"LIMA","SAN MARTIN DE PORRES",-11.97197,-77.09131,"MINORISTAS","BODEGA","C",618,329,316,318
"13005",13006,"999445596","E000000154225","U",803,"LIMA","LOS OLIVOS",-11.97703,-77.08556,"MINORISTAS","BODEGA","D",109,84,103,95
"13006",13007,"999447043","E000000154229","U",88,"LIMA","SAN JUAN DE MIRAFLORES",-12.14744,-76.95977,"MINORISTAS","BODEGA","E",10,41,25,46
"13007",13008,"999448728","E000000154231","U",1540,"LIMA","CHORRILLOS",-12.19011,-76.98727,"MINORISTAS","BODEGA","C",76,110,48,92
"13008",13009,"999450680","E000000154236","V",1078,"LIMA","COMAS",-11.9497,-77.06041,"MINORISTAS","FERRETERIA","C",108,122,61,95
"13009",13010,"999450699","E000000154237","U",1320,"LIMA","SAN JUAN DE LURIGANCHO",-12.0413,-76.968,"MINORISTAS","BODEGA","C",62,77,31,67
"13010",13011,"999450821","E000000154238","U",9548,"LIMA","ATE",-12.00046,-76.83857,"MINORISTAS","FARMACIA","C",704,462,424,538
"13011",13012,"999450832","E000000154239","U",3531,"LIMA","SAN JUAN DE LURIGANCHO",-12.0293,-77.0111,"MINORISTAS","CABINA DE INTERNET","C",415,689,744,348
"13012",13013,"999456821","E000000154265","U",2255,"LIMA","LIMA",-12.0386,-77.05438,"MINORISTAS","BODEGA","C",34,211,122,162
"13013",13014,"999457991","E000000154270","V",2519,"HUAURA","HUACHO",-11.11049,-77.60676,"MINORISTAS","BODEGA","C",178,119,246,131
"13014",13015,"999459269","E000000154278","U",66,"LIMA","SANTIAGO DE SURCO",-12.14736,-76.99091,"MINORISTAS","BAZAR","E",31,29,28,29
"13015",13016,"999461814","E000000154290","U",8272,"LIMA","COMAS",-11.91154,-77.02269,"MINORISTAS","BODEGA","C",756,368,557,387
"13016",13017,"999466794","E000000154302","U",1463,"HUAURA","HUAURA",-11.06903,-77.60327,"MINORISTAS","BODEGA","C",81,47,71,130
"13017",13018,"999466925","E000000154305","V",66,"LIMA","VILLA EL SALVADOR",-12.21531,-76.94993,"MINORISTAS","BODEGA","E",48,39,39,37
"13018",13019,"999475316","E000000154321","U",770,"LIMA","BARRANCO",-12.15,-77.0177,"MINORISTAS","BODEGA","D",100,83,60,66
"13019",13020,"999476725","E000000154325","U",66,"LIMA","SAN JUAN DE MIRAFLORES",-12.18716,-76.9611,"MINORISTAS","BAZAR","E",26,31,24,15
"13020",13021,"999476954","E000000154327","U",110,"LIMA","VILLA MARIA DEL TRIUNFO",-12.17329,-76.94821,"MINORISTAS","BAZAR","D",24,40,34,23
"13021",13022,"999477161","E000000154328","U",22,"LIMA","CARABAYLLO",-11.87076,-77.01724,"MINORISTAS","BODEGA","E",18,22,6,21
"13022",13023,"999478104","E000000154332","U",2277,"LIMA","INDEPENDENCIA",-12.00034,-77.04332,"MINORISTAS","BODEGA","C",139,131,211,151
"13023",13024,"999478228","E000000154333","V",3146,"LIMA","LOS OLIVOS",-11.95141,-77.07529,"MINORISTAS","BODEGA","C",484,499,375,656
"13024",13025,"999479846","E000000154336","U",847,"LIMA","ANCON",-11.8059,-77.1588,"MINORISTAS","BODEGA","D",44,77,131,92
"13025",13026,"999480235","E000000154338","U",4730,"LIMA","COMAS",-11.9744,-77.05888,"MINORISTAS","BODEGA","C",832,504,684,944
"13026",13027,"999480247","E000000154340","U",66,"LIMA","INDEPENDENCIA",-11.97616,-77.05511,"MINORISTAS","BODEGA","E",44,38,41,54
"13027",13028,"999481420","E000000154348","U",22,"LIMA","CARABAYLLO",-11.9,-77.0396,"MINORISTAS","BODEGA","E",22,25,15,23
"13028",13029,"999481459","E000000154350","U",3806,"LIMA","LIMA",-12.04691,-77.04313,"MINORISTAS","BODEGA","C",736,432,523,223
"13029",13030,"999483083","E000000154355","U",1881,"LIMA","CARABAYLLO",-11.86053,-77.04052,"MINORISTAS","BODEGA","C",51,88,81,114
"13030",13031,"999484175","E000000154358","U",3289,"LIMA","ATE",-12.11503,-76.93546,"MINORISTAS","BODEGA","C",543,461,450,581
"13031",13032,"999484923","E000000154362","U",2376,"LIMA","COMAS",-12.01531,-77.07942,"MINORISTAS","BODEGA","C",225,255,207,118
"13032",13033,"999491100","E000000154370","U",110,"LIMA","ATE",-11.87319,-77.02621,"MINORISTAS","BODEGA","D",23,22,20,24
"13033",13034,"999491520","E000000154371","V",66,"LIMA","CHORRILLOS",-12.19138,-77.01714,"MINORISTAS","BODEGA","E",18,33,46,27
"13034",13035,"999491531","E000000154373","U",66,"LIMA","CHORRILLOS",-12.1982,-76.99513,"MINORISTAS","BODEGA","E",48,32,19,36
"13035",13036,"999492441","E000000154378","V",3817,"LIMA","PUENTE PIEDRA",-11.87792,-77.08058,"MINORISTAS","BODEGA","C",484,577,644,80
"13036",13037,"999493133","E000000154384","U",88,"LIMA","SAN JUAN DE MIRAFLORES",-12.14947,-76.97149,"MINORISTAS","BODEGA","E",24,29,24,47
"13037",13038,"999493891","E000000154387","U",2200,"LIMA","SAN JUAN DE MIRAFLORES",-12.1759,-76.9706,"MINORISTAS","BODEGA","C",213,255,247,240
"13038",13039,"999493935","E000000154388","V",495,"LIMA","PUENTE PIEDRA",-11.86389,-77.07407,"MINORISTAS","FARMACIA","D",67,65,44,61
"13039",13040,"999494268","E000000154396","U",9991.96,"CAÑETE","SAN VICENTE DE CAÑETE",-13.075,-76.3846,"PERSONAL","PERSONAL","C",442,580,406,650
"13040",13041,"999494943","E000000154399","U",1892,"LIMA","ATE",-12.02558,-76.94804,"MINORISTAS","BODEGA","C",49,61,64,82
"13041",13042,"999496654","E000000154408","U",418,"CAÑETE","IMPERIAL",-13.0582,-76.3477,"MINORISTAS","BODEGA","D",52,38,39,67
"13042",13043,"999499408","E000000154416","U",1078,"LIMA","LINCE",-12.08632,-77.04299,"MINORISTAS","CENTRO COMERCIAL","C",102,34,60,107
"13043",13044,"999504507","E000000154432","U",2222,"LIMA","COMAS",-11.94975,-77.06086,"MINORISTAS","BODEGA","C",128,175,170,135
"13044",13045,"999506515","E000000154439","U",616,"LIMA","ATE",-12.00787,-76.84474,"MINORISTAS","BODEGA","D",46,61,68,65
"13045",13046,"999509925","E000000154448","U",1276,"LIMA","COMAS",-11.92037,-77.04256,"MINORISTAS","BODEGA","C",57,93,116,113
"13046",13047,"999509926","E000000154449","U",1738,"LIMA","COMAS",-11.9452,-77.03643,"MINORISTAS","BODEGA","C",97,39,29,86
"13047",13048,"999509941","E000000154450","U",330,"LIMA","EL AGUSTINO",-12.04694,-77.00164,"MINORISTAS","BODEGA","D",92,61,68,30
"13048",13049,"999510476","E000000154453","V",2365,"HUAURA","HUAURA",-11.0728,-77.59912,"MINORISTAS","FERRETERIA","C",124,242,151,138
"13049",13050,"999510727","E000000154454","U",2508,"LIMA","LIMA",-12.05419,-77.0276,"MINORISTAS","CENTRO COMERCIAL","C",262,219,122,253
"13050",13051,"999512120","E000000154458","V",4400,"LIMA","LOS OLIVOS",-11.95219,-77.08524,"MINORISTAS","BODEGA","C",669,772,566,408
"13051",13052,"999515344","E000000154470","U",3960,"LIMA","LIMA",-12.05776,-77.03264,"MINORISTAS","BOTICA","C",352,334,301,522
"13052",13053,"999517839","E000000154481","U",99,"LIMA","SAN MARTIN DE PORRES",-12.02597,-77.08208,"MINORISTAS","LIBRERIA","E",52,20,43,37
"13053",13054,"999522446","E000000154494","U",1342,"LIMA","BARRANCO",-12.13899,-77.02487,"MINORISTAS","BODEGA","C",86,76,91,30
"13054",13055,"999525275","E000000154508","U",1650,"LIMA","LINCE",-12.08618,-77.03103,"MINORISTAS","BOTICA","C",86,63,120,52
"13055",13056,"999525919","E000000154511","U",2915,"LIMA","LURIGANCHO",-11.92532,-76.68556,"MINORISTAS","BODEGA","C",202,179,66,184
"13056",13057,"999528281","E000000154523","U",88,"HUARAL","CHANCAY",-11.49785,-77.21418,"MINORISTAS","GRIFO","E",35,14,42,36
"13057",13058,"999528684","E000000154525","U",2147.42,"LIMA","MIRAFLORES",-12.12799,-77.03196,"MINORISTAS","BODEGA","C",175,152,161,222
"13058",13059,"999535873","E000000154549","U",3308.8,"LIMA","VILLA MARIA DEL TRIUNFO",-12.21036,-76.92173,"MINORISTAS","BODEGA","C",592,459,373,603
"13059",13060,"999535971","E000000154551","U",2134,"LIMA","ATE",-12.03636,-76.92704,"MINORISTAS","BODEGA","C",136,194,96,151
"13060",13061,"999536356","E000000154552","U",1969,"LIMA","LIMA",-12.0515,-77.0289,"PERSONAL","PERSONAL","C",286,112,203,152
"13061",13062,"999540096","E000000154567","U",1155,"LIMA","MAGDALENA DEL MAR",-12.08605,-77.07178,"MAYORISTAS","ABARROTERO","C",64,56,77,70
"13062",13063,"999541967","E000000154575","V",2915,"LIMA","SAN JUAN DE LURIGANCHO",-12.01315,-76.98605,"PERSONAL","PERSONAL","C",135,150,124,189
"13063",13064,"999543401","E000000154585","U",1078,"LIMA","COMAS",-11.9238,-77.0546,"MINORISTAS","BODEGA","C",76,84,114,105
"13064",13065,"999545303","E000000154591","U",583,"LIMA","INDEPENDENCIA",-11.97649,-77.03826,"MINORISTAS","LIBRERIA","D",43,22,36,74
"13065",13066,"999545721","E000000154595","V",8162,"LIMA","LOS OLIVOS",-11.99513,-77.07611,"MINORISTAS","BODEGA","C",445,495,394,514
"13066",13067,"999548441","E000000154609","U",583,"LIMA","SAN MIGUEL",-12.0857,-77.0863,"PERSONAL","PERSONAL","D",74,72,49,63
"13067",13068,"999550104","E000000154617","U",1529,"LIMA","SAN JUAN DE MIRAFLORES",-12.1809,-76.9573,"MINORISTAS","BODEGA","C",32,67,50,31
"13068",13069,"999550369","E000000154620","U",1166,"LIMA","PUENTE PIEDRA",-11.8954,-77.06287,"MINORISTAS","BODEGA","C",65,53,97,72
"13069",13070,"999550462","E000000154621","U",2079,"LIMA","LURIN",-12.26581,-76.87794,"MINORISTAS","FARMACIA","C",187,169,280,185
"13070",13071,"999551826","E000000154626","U",550,"CAÑETE","SAN LUIS",-13.0565,-76.4308,"MINORISTAS","BODEGA","D",50,45,35,43
"13071",13072,"999551881","E000000154627","U",3135,"CAÑETE","NUEVO IMPERIAL",-13.07566,-76.31963,"MINORISTAS","CABINA DE INTERNET","C",449,616,662,738
"13072",13073,"999552893","E000000154630","V",132,"LIMA","SAN JUAN DE MIRAFLORES",-12.1408,-76.96369,"MINORISTAS","BODEGA","D",32,38,29,14
"13073",13074,"999553236","E000000154632","U",66,"LIMA","CHORRILLOS",-12.17035,-77.02274,"MINORISTAS","FARMACIA","E",44,24,27,44
"13074",13075,"999553456","E000000154633","U",924,"LIMA","LIMA",-12.05079,-77.07133,"MINORISTAS","BODEGA","D",98,67,63,122
"13075",13076,"999553675","E000000154634","U",2992,"LIMA","SAN MARTIN DE PORRES",-11.9573,-77.0974,"MINORISTAS","BODEGA","C",499,329,395,732
"13076",13077,"999555594","E000000154639","V",704,"LIMA","CHORRILLOS",-12.17015,-76.99819,"MINORISTAS","FARMACIA","D",118,122,93,58
"13077",13078,"999556604","E000000154640","U",2189,"LIMA","VILLA EL SALVADOR",-12.21643,-76.92289,"MINORISTAS","BODEGA","C",287,152,237,253
"13078",13079,"999557858","E000000154643","U",1078,"LIMA","ATE",-12.02239,-76.90667,"MINORISTAS","BODEGA","C",103,54,50,85
"13079",13080,"999558343","E000000154645","U",66,"LIMA","SANTIAGO DE SURCO",-12.1525,-76.9921,"MINORISTAS","BODEGA","E",26,24,35,44
"13080",13081,"999558490","E000000154647","U",968,"LIMA","VILLA MARIA DEL TRIUNFO",-12.14369,-76.95551,"MINORISTAS","BODEGA","D",119,93,73,99
"13081",13082,"999560736","E000000154655","V",1199,"LIMA","COMAS",-11.9365,-77.0458,"MINORISTAS","BODEGA","C",58,75,69,71
"13082",13083,"999560888","E000000154656","U",693,"LIMA","MIRAFLORES",-12.11163,-77.04672,"MINORISTAS","BODEGA","D",67,105,105,47
"13083",13084,"999561099","E000000154659","V",2226.84,"LIMA","VILLA EL SALVADOR",-12.2269,-76.9341,"MINORISTAS","BODEGA","C",227,232,227,214
"13084",13085,"999563206","E000000154663","U",4403.96,"LIMA","SAN MARTIN DE PORRES",-12.02612,-77.06881,"MINORISTAS","BODEGA","C",711,587,617,335
"13085",13086,"999564491","E000000154671","U",44,"LIMA","SAN MIGUEL",-12.0805,-77.0854,"MINORISTAS","BODEGA","E",31,20,22,25
"13086",13087,"999566707","E000000154677","V",1870,"LIMA","COMAS",-11.92466,-77.03956,"MINORISTAS","BAZAR","C",104,48,85,87
"13087",13088,"999568116","E000000154683","U",3432,"HUARAL","HUARAL",-11.49529,-77.21716,"MINORISTAS","BODEGA","C",563,653,704,482
"13088",13089,"999568138","E000000154684","V",66,"BARRANCA","BARRANCA",-10.7499,-77.7628,"MINORISTAS","BODEGA","E",32,31,26,30
"13089",13090,"999570089","E000000154692","U",1161.82,"LIMA","COMAS",-11.92058,-77.0244,"MINORISTAS","BODEGA","C",29,73,75,31
"13090",13091,"999570479","E000000154697","U",1782,"LIMA","SANTA ANITA",-12.0474,-76.9747,"MINORISTAS","BODEGA","C",39,68,98,31
"13091",13092,"999571466","E000000154700","U",1859,"LIMA","VILLA EL SALVADOR",-12.2002,-76.9493,"MINORISTAS","BODEGA","C",50,107,85,52
