Identificador,Nombre,Equipos,Saldo,Provincia,Distrito,Latitud,Longitud,Tipo,Giro,Clasificación,Trimestre1,Trimestre2,Trimestre3,Trimestre4
15011017341,E000000158019,U,66,LIMA,SAN MARTIN DE PORRES,-12.02124,-77.0865,MINORISTAS,BODEGA,E,24,36,33,30
15011017343,E000000158020,V,572,LIMA,INDEPENDENCIA,-12.00723,-77.05028,MINORISTAS,BODEGA,D,25,61,46,27
15011017347,E000000158022,U,3553,LIMA,PUNTA HERMOSA,-12.32587,-76.82614,MINORISTAS,BODEGA,C,435,559,581,775
15011017352,E000000158025,U,4653,LIMA,CARABAYLLO,-11.8791,-76.9998,MINORISTAS,BODEGA,C,448,790,752,480
15011017356,E000000158026,V,2618,LIMA,PUENTE PIEDRA,-11.87227,-77.08579,MINORISTAS,BODEGA,C,177,149,38,288
15011017367,E000000158031,U,391.38,LIMA,SAN JUAN DE MIRAFLORES,-12.1507,-76.97136,MINORISTAS,BODEGA,D,48,53,62,68
15011017385,E000000158035,U,22,LIMA,COMAS,-11.90408,-77.02946,MINORISTAS,BODEGA,E,14,24,13,12
15011017390,E000000158037,U,286,LIMA,CHORRILLOS,-12.17867,-76.99597,MINORISTAS,FARMACIA,D,97,40,24,64
15011017391,E000000158038,U,1562,LIMA,COMAS,-11,-77,MINORISTAS,BODEGA,C,126,77,64,92
15011017394,E000000158039,U,44,LIMA,COMAS,-11.94681,-77.04864,MINORISTAS,BODEGA,E,34,21,36,18
15011017396,E000000158040,U,1821.38,LIMA,COMAS,-11.9135,-77.01708,MINORISTAS,BODEGA,C,63,45,103,67
15011017397,E000000158041,V,1375,LIMA,SAN MARTIN DE PORRES,-11.96556,-77.08854,MINORISTAS,BODEGA,C,78,40,79,100
15011017407,E000000158043,U,12298,LIMA,COMAS,-11.94124,-77.06233,MINORISTAS,BODEGA,B,700,767,521,171
15011017415,E000000158047,U,4631,LIMA,LOS OLIVOS,-11.92934,-77.07639,MINORISTAS,BODEGA,C,797,373,371,673
15011017420,E000000158050,U,9262,LIMA,CARABAYLLO,-11.90124,-77.03501,MINORISTAS,BODEGA,C,483,681,225,460
15011017423,E000000158053,U,7447,LIMA,SAN MARTIN DE PORRES,-11.99739,-77.10325,MINORISTAS,BODEGA,C,663,593,242,781
15011017424,E000000158054,U,4378,LIMA,ATE,-12.01202,-76.82401,MINORISTAS,BODEGA,C,459,562,624,591
15011017432,E000000158058,U,766.7,LIMA,CARABAYLLO,-11.8859,-77.03554,MINORISTAS,BODEGA,D,80,22,55,116
15011017433,E000000158059,V,3029.4,LIMA,CARABAYLLO,-11.8859,-77.03554,MINORISTAS,BODEGA,C,570,477,452,260
15011017441,E000000158062,U,352,LIMA,COMAS,-11.93811,-77.07109,MINORISTAS,BODEGA,D,78,46,67,74
15011017448,E000000158064,U,3784,LIMA,ATE,-12.03214,-76.94131,MINORISTAS,BODEGA,C,348,150,497,463
15011017452,E000000158065,U,251.02,LIMA,PUEBLO LIBRE,-12.07466,-77.05423,MINORISTAS,LIBRERIA,D,83,40,49,95
15011017453,E000000158066,U,913,LIMA,ATE,-12.04533,-76.92964,MINORISTAS,BODEGA,D,80,70,46,57
15011017456,E000000158067,U,5742,LIMA,LA MOLINA,-12.06284,-76.94627,MINORISTAS,BODEGA,C,463,747,427,204
15011017458,E000000158068,U,84.92,LIMA,CHORRILLOS,-12.19004,-76.98029,MINORISTAS,BODEGA,E,23,37,25,44
15011017460,E000000158069,V,2145,LIMA,COMAS,-11.95489,-77.05182,MINORISTAS,BODEGA,C,180,173,105,191
15011017463,E000000158071,V,2915,LIMA,LURIGANCHO,-12.00363,-76.87645,MINORISTAS,BODEGA,C,203,185,227,117
15011017477,E000000158075,U,4415.4,LIMA,ATE,-12.02471,-76.90217,MINORISTAS,BODEGA,C,363,929,438,573
15011017481,E000000158076,U,10351,LIMA,ATE,-12.03206,-76.92624,MINORISTAS,FARMACIA,B,563,729,564,873
15011017484,E000000158078,U,1881,LIMA,SANTIAGO DE SURCO,-12,-76,MINORISTAS,BODEGA,C,42,90,53,80
15011017490,E000000158080,U,1177,LIMA,SAN MARTIN DE PORRES,-11.97569,-77.08958,MINORISTAS,BAZAR,C,64,109,40,110
15011017495,E000000158083,V,946,LIMA,SAN MARTIN DE PORRES,-12.00767,-77.08618,MINORISTAS,BODEGA,D,70,78,64,56
15011017496,E000000158084,U,1078,LIMA,BREÑA,-12.05365,-77.04986,MINORISTAS,CABINA DE INTERNET,C,55,74,86,59
15011017502,E000000158088,U,5005,LIMA,CARABAYLLO,-11.88306,-77.02404,MINORISTAS,BOTICA,C,413,458,752,341
15011017514,E000000158093,V,10945,LIMA,ATE,-12.05704,-76.96959,MINORISTAS,BODEGA,B,266,311,281,739
15011017529,E000000158097,V,110,LIMA,VILLA MARIA DEL TRIUNFO,-12.20757,-76.92471,MINORISTAS,BODEGA,D,38,27,35,27
15011017533,E000000158098,V,1769.68,LIMA,ATE,-12.03161,-76.92587,MINORISTAS,BODEGA,C,78,45,106,34
15011017538,E000000158099,U,2398,LIMA,SAN MARTIN DE PORRES,-12.01909,-77.06109,MINORISTAS,BODEGA,C,216,143,98,243
15011017543,E000000158101,U,44,LIMA,CARABAYLLO,-11.87362,-77.0158,MINORISTAS,BODEGA,E,19,23,29,40
15011017544,E000000158102,U,2134,LIMA,ATE,-12.05517,-76.95917,MINORISTAS,BODEGA,C,155,210,158,238
15011017545,E000000158103,U,7502,LIMA,LURIGANCHO,-11.98808,-76.92079,MINORISTAS,BODEGA,C,424,286,778,384
15011017547,E000000158104,U,12969,LIMA,LOS OLIVOS,-11.97124,-77.07765,MINORISTAS,BODEGA,B,502,548,278,470
15011017548,E000000158105,U,5940,LIMA,LOS OLIVOS,-11.97124,-77.07765,MINORISTAS,BODEGA,C,734,487,389,584
15011017550,E000000158106,U,4059,LIMA,SAN JUAN DE MIRAFLORES,-12.13675,-76.95987,MINORISTAS,BODEGA,C,376,695,760,584
15011017553,E000000158107,U,1012,LIMA,CHORRILLOS,-12.19899,-77.02847,MINORISTAS,BODEGA,C,55,81,73,90
15011017558,E000000158109,U,2013,LIMA,SAN JUAN DE MIRAFLORES,-12.16547,-76.95946,MINORISTAS,BODEGA,C,207,143,187,162
15011017559,E000000158110,U,1386,LIMA,SAN JUAN DE MIRAFLORES,-12.1842,-76.9602,MINORISTAS,BODEGA,C,92,103,51,61
15011017561,E000000158111,U,1254,LIMA,CARABAYLLO,-11.88509,-77.03888,MINORISTAS,BODEGA,C,55,120,82,70
15011017563,E000000158112,U,105.38,LIMA,ATE,-12.00539,-76.84429,MINORISTAS,BODEGA,D,32,20,46,23
15011017569,E000000158113,U,6644,LIMA,EL AGUSTINO,-12.03922,-76.98973,MINORISTAS,BODEGA,C,498,460,617,834
15011017573,E000000158114,V,38.5,LIMA,LURIGANCHO,-11.99485,-76.91841,MINORISTAS,BODEGA,E,30,27,23,13
15011017575,E000000158115,U,2629,LIMA,ATE,-12.03902,-76.90471,MINORISTAS,BODEGA,C,175,129,132,115
15011017581,E000000158118,U,1870,LIMA,LOS OLIVOS,-11.99113,-77.07922,MINORISTAS,BODEGA,C,42,55,111,123
15011017584,E000000158120,U,30074,LIMA,COMAS,-11.94143,-77.05027,MINORISTAS,BAZAR,B,443,453,418,463
15011017586,E000000158122,U,4231.26,LIMA,ATE,-12.04352,-76.93773,MINORISTAS,BODEGA,C,753,199,705,454
15011017588,E000000158123,U,3427.6,LIMA,RIMAC,-12.04173,-77.03049,MINORISTAS,BODEGA,C,474,635,630,424
15011017591,E000000158124,U,1870,LIMA,RIMAC,-12,-77,MINORISTAS,BODEGA,C,134,60,59,78
15011017595,E000000158127,U,3080,LIMA,SAN MARTIN DE PORRES,-11.9781,-77.0467,MINORISTAS,BODEGA,C,541,670,805,615
15011017610,E000000158131,U,957,LIMA,LOS OLIVOS,-12.00665,-77.07895,MINORISTAS,FARMACIA,D,75,65,112,90
15011017614,E000000158135,U,1713.8,LIMA,LOS OLIVOS,-11.98672,-77.07185,MINORISTAS,BODEGA,C,91,41,107,77
15011017615,E000000158136,U,6377.8,LIMA,LOS OLIVOS,-11.99467,-77.06506,MINORISTAS,BOTICA,C,347,634,519,280
15011017616,E000000158137,U,5522,LIMA,LOS OLIVOS,-11.98672,-77.07185,MINORISTAS,BODEGA,C,788,724,796,563
15011017617,E000000158138,U,23430,LIMA,LOS OLIVOS,-11,-77,MINORISTAS,BODEGA,B,674,543,544,215
15011017620,E000000158141,V,15609,LIMA,LOS OLIVOS,-12.00562,-77.07134,MINORISTAS,FARMACIA,B,459,750,606,225
15011017621,E000000158142,U,3388,LIMA,LOS OLIVOS,-12.00563,-77.07138,MINORISTAS,BODEGA,C,970,465,459,252
15011017623,E000000158144,U,22187,LIMA,EL AGUSTINO,-12.04773,-76.98295,MINORISTAS,BODEGA,B,526,569,688,339
15011017645,E000000158152,U,6633,LIMA,LOS OLIVOS,-11.99155,-77.06803,MINORISTAS,BODEGA,C,442,533,525,338
15011017808,E000000158158,V,352,LIMA,LIMA,-12.04835,-77.03985,MINORISTAS,FARMACIA,D,52,61,60,55
15011017809,E000000158159,U,1111,LIMA,LIMA,-12.0496,-77.02796,MINORISTAS,CABINA DE INTERNET,C,92,96,73,19
15011017812,E000000158160,U,1640.32,LIMA,LIMA,-12.03776,-77.05452,MINORISTAS,BODEGA,C,92,77,24,74
15011017825,E000000158163,U,6006,LIMA,LA VICTORIA,-12.07136,-77.00967,MINORISTAS,BODEGA,C,472,421,704,498
15011017961,E000000158165,U,275,LIMA,LIMA,-12.06344,-77.07359,MINORISTAS,LIBRERIA BAZAR,D,68,52,46,41
15011017997,E000000158166,U,2079,LIMA,LIMA,-12.05066,-77.04221,MINORISTAS,BODEGA,C,315,260,78,190
15011018004,E000000158167,U,44,LIMA,LIMA,-12.06008,-77.06467,MINORISTAS,BODEGA,E,39,41,13,37
15011018010,E000000158168,V,22253,LIMA,LIMA,-12.04329,-77.04866,MINORISTAS,KIOSKO,B,679,845,347,547
15011018024,E000000158171,U,110,LIMA,PUEBLO LIBRE,-12.07947,-77.07257,MINORISTAS,BODEGA,D,38,4,21,41
15011018028,E000000158172,U,154,LIMA,LA VICTORIA,-12,-77,MINORISTAS,CABINA DE INTERNET,D,45,52,57,77
15011018032,E000000158173,U,143,LIMA,LA VICTORIA,-12.07326,-77.00879,MINORISTAS,CABINA DE INTERNET,D,20,35,12,16
15011018058,E000000158174,U,6523,LIMA,LIMA,-12.16157,-76.9439,MINORISTAS,LIBRERIA BAZAR,C,681,680,401,767
15011018069,E000000158177,U,528,LIMA,LIMA,-12.08302,-77.06197,MINORISTAS,FOTOCOPIADORA,D,74,45,40,59
15011018091,E000000158178,U,1738,LIMA,LIMA,-12.04707,-77.03796,MINORISTAS,CABINA DE INTERNET,C,56,114,83,77
15011018096,E000000158179,U,957,LIMA,BREÑA,-12.05568,-77.0479,MINORISTAS,FARMACIA,D,117,80,55,31
15011018143,E000000158180,U,88,LIMA,LIMA,-12.04962,-77.03475,MINORISTAS,CABINA DE INTERNET,E,27,32,45,21
15011018272,E000000158181,U,66,LIMA,LIMA,-12.04086,-77.06599,MINORISTAS,BODEGA,E,53,26,26,22
15011018300,E000000158182,U,2618,LIMA,LA VICTORIA,-12.06658,-77.02909,MINORISTAS,FARMACIA,C,110,103,167,209
15011019038,E000000158187,U,4136,LIMA,BREÑA,-12.06813,-77.04775,MINORISTAS,FARMACIA,C,315,472,687,733
15011019093,E000000158189,U,3355,LIMA,LIMA,-12.0388,-77.05489,MINORISTAS,FARMACIA,C,373,770,726,321
15011019096,E000000158190,U,1320,LIMA,LIMA,-12.04962,-77.04623,MINORISTAS,BODEGA,C,58,47,105,36
15011019566,E000000158191,U,19866,LIMA,LA VICTORIA,-12.06491,-77.03216,MINORISTAS,BOTICA,B,656,324,319,523
15011019646,E000000158192,U,110,LIMA,SURQUILLO,-12.10901,-77.02005,MINORISTAS,CABINA DE INTERNET,D,33,51,19,40
15011019653,E000000158193,U,1848,LIMA,LIMA,-12.0447,-77.02898,MINORISTAS,FARMACIA,C,35,65,29,81
15011036909,E000000158195,V,1837,LIMA,SAN JUAN DE MIRAFLORES,-12.15274,-76.97155,MINORISTAS,BODEGA,C,80,91,113,77
15011041258,E000000158196,U,1001,LIMA,LIMA,-12.05447,-77.04041,MINORISTAS,LIBRERIA BAZAR,C,78,77,51,84
15011666661,E000000158199,U,7425,LIMA,LIMA,-12.04302,-76.9869,MINORISTAS,CENTRO COMERCIAL,C,513,521,520,499
15051000266,E000000158202,U,2859.78,CAÑETE,CHILCA,-12.52189,-76.73259,MINORISTAS,BODEGA,C,206,200,138,249
15061000163,E000000158205,U,8844,HUARAL,HUARAL,-11.48966,-77.2033,MINORISTAS,BODEGA,C,540,681,639,511
15061000176,E000000158206,U,8514,HUARAL,HUARAL,-11.49466,-77.20634,MINORISTAS,BODEGA,C,696,522,573,235
15061000268,E000000158208,U,88,HUARAL,HUARAL,-11.49328,-77.20455,MINORISTAS,BODEGA,E,30,28,38,32
15061000273,E000000158209,U,2970,HUARAL,HUARAL,-11.49287,-77.20754,MINORISTAS,CABINA DE INTERNET,C,551,878,771,426
15061000314,E000000158210,V,2519,HUARAL,CHANCAY,-11.58235,-77.26858,MINORISTAS,BODEGA,C,154,118,220,198
15666661485,E000000158213,U,924,LIMA,LIMA,-12.07824,-77.10961,MINORISTAS,BODEGA,D,64,47,55,57
51901020125,E000000158245,U,1914,CAÑETE,IMPERIAL,-13.0598,-76.3504,MINORISTAS,CABINA DE INTERNET,C,213,124,127,204
51901020365,E000000158247,U,4488,CAÑETE,SAN VICENTE DE CAÑETE,-13.0759,-76.3853,PERSONAL,PERSONAL,C,672,882,589,523
51901020999,E000000158251,U,1001,CAÑETE,SAN VICENTE DE CAÑETE,-13.076,-76.3853,MINORISTAS,BODEGA,C,57,88,59,102
51943832051,E000000158286,U,935,BARRANCA,PARAMONGA,-10.67395,-77.81851,MINORISTAS,CABINA DE INTERNET,D,36,37,95,85
51945593438,E000000158287,U,330,LIMA,PUEBLO LIBRE,-12.08305,-77.06036,MINORISTAS,FARMACIA,D,55,35,39,31
51954854645,E000000158289,U,572,LIMA,LIMA,-12.05253,-77.03965,MINORISTAS,FARMACIA,D,84,72,54,55
51957579004,E000000158290,U,2464,HUARAL,HUARAL,-11.49393,-77.20703,MINORISTAS,BODEGA,C,51,184,203,228
51962099665,E000000158291,U,1694,LIMA,BREÑA,-12.05872,-77.04615,MINORISTAS,LIBRERIA,C,76,87,76,52
51969015553,E000000158292,U,1122,LIMA,SAN LUIS,-12.07639,-76.99283,MINORISTAS,CABINA DE INTERNET,C,54,83,25,82
51971245358,E000000158293,U,5698,HUARAL,HUARAL,-11.4941,-77.20771,MINORISTAS,BODEGA,C,428,518,636,460
51985771621,E000000158298,U,231,LIMA,SAN LUIS,-12.07818,-77.00356,MINORISTAS,CABINA DE INTERNET,D,19,71,48,102
51988257880,E000000158299,U,2332,LIMA,LA VICTORIA,-12.06188,-77.00736,MINORISTAS,BODEGA,C,137,136,135,151
51988824123,E000000158300,U,44,HUAURA,HUAURA,-11.10732,-77.61044,MINORISTAS,BODEGA,E,7,38,25,42
51995500274,E000000158301,U,209,LIMA,LIMA,-12.04998,-77.01941,MINORISTAS,KIOSKO,D,97,101,43,56
51996204242,E000000158302,U,110,LIMA,SURQUILLO,-12.1123,-77.0165,MINORISTAS,BODEGA,D,34,43,25,35
51998966981,E000000158303,V,2398,LIMA,LIMA,-12.05859,-77.04154,MINORISTAS,LIBRERIA,C,163,182,93,146
1E+11,E000000159107,U,6270,LIMA,SAN MARTIN DE PORRES,-11.99188,-77.09489,MINORISTAS,BOTICA,C,591,254,1008,644
1.00004E+11,E000000159109,U,836,LIMA,SAN MARTIN DE PORRES,-11.9446,-77.0856,MINORISTAS,BODEGA,D,58,47,75,91
1.00012E+11,E000000159110,U,176,LIMA,COMAS,-11.9409,-77.049,MINORISTAS,BODEGA,D,28,67,75,101
1.00016E+11,E000000159111,U,4070,LIMA,COMAS,-11.90781,-77.03657,MINORISTAS,BODEGA,C,510,837,621,781
1.0002E+11,E000000159112,U,1078,LIMA,COMAS,-11.9331,-77.0408,MINORISTAS,BODEGA,C,61,98,50,90
1.00025E+11,E000000159113,U,1672,LIMA,PUENTE PIEDRA,-11.9202,-77.0866,MINORISTAS,BODEGA,C,37,108,107,64
1.00037E+11,E000000159114,U,3608,LIMA,PUENTE PIEDRA,-11.9989,-77.0975,MINORISTAS,SPA,C,442,536,718,614
1.00041E+11,E000000159116,U,1793,LIMA,RIMAC,-12.0325,-77.0392,MINORISTAS,BODEGA,C,89,25,38,80
1.00041E+11,E000000159117,V,5731,LIMA,LOS OLIVOS,-11.9835,-77.0723,MINORISTAS,BODEGA,C,899,593,656,436
1.00051E+11,E000000159118,U,9504,LIMA,SAN MARTIN DE PORRES,-12.03201,-77.06454,MINORISTAS,BODEGA,C,844,190,539,748
1.00054E+11,E000000159119,V,3839,LIMA,COMAS,-11.96346,-77.07195,MINORISTAS,BODEGA,C,421,269,433,248
1.00056E+11,E000000159120,V,3641,LIMA,LOS OLIVOS,-11.94129,-77.12602,MINORISTAS,BODEGA,C,922,602,382,634
1.00061E+11,E000000159122,U,1705,LIMA,SAN MARTIN DE PORRES,-12.0203,-77.059,MINORISTAS,BODEGA,C,78,47,52,59
1.00061E+11,E000000159121,U,1617,LIMA,LOS OLIVOS,-11.9654,-77.081,MINORISTAS,FARMACIA,C,61,93,59,64
1.00062E+11,E000000159123,V,1122,LIMA,SAN MARTIN DE PORRES,-12.0339,-77.0949,MINORISTAS,BODEGA,C,118,52,71,38
1.00063E+11,E000000159128,U,1343.1,LIMA,SAN MARTIN DE PORRES,-12.01764,-77.05182,MINORISTAS,BODEGA,C,96,69,61,67
1.00068E+11,E000000159131,U,8181.8,LIMA,LOS OLIVOS,-11.94623,-77.07702,MINORISTAS,BODEGA,C,414,443,574,495
1.00068E+11,E000000159132,U,8712,LIMA,PUENTE PIEDRA,-11.85447,-77.08466,MINORISTAS,BODEGA,C,334,478,823,466
1.00069E+11,E000000159139,U,2244,LIMA,SAN MARTIN DE PORRES,-12.02953,-77.04536,MINORISTAS,BODEGA,C,319,259,294,212
1.00069E+11,E000000159140,U,352,LIMA,INDEPENDENCIA,-11.98551,-77.05952,MINORISTAS,BODEGA,D,35,111,39,57
1.00069E+11,E000000159143,U,2112,LIMA,COMAS,-11.9517,-77.0561,MINORISTAS,BODEGA,C,211,199,152,126
1.00069E+11,E000000159137,U,2684,LIMA,COMAS,-11.94276,-77.06072,MINORISTAS,BODEGA,C,192,149,157,243
1.00069E+11,E000000159138,U,5401,LIMA,COMAS,-11.94109,-77.06204,MINORISTAS,LIBRERIA,C,626,686,621,673
1.00069E+11,E000000159134,U,9317,LIMA,PUENTE PIEDRA,-11.9349,-77.0958,MINORISTAS,BODEGA,C,768,371,383,205
1.00069E+11,E000000159135,U,826.1,LIMA,COMAS,-11.9269,-77.0436,MINORISTAS,FARMACIA,D,77,63,46,57
1.00069E+11,E000000159141,U,2629,LIMA,CARABAYLLO,-11.88246,-77.03254,MINORISTAS,BODEGA,C,207,234,167,138
1.00071E+11,E000000159149,U,2464,LIMA,EL AGUSTINO,-12.05481,-77.00119,MINORISTAS,BODEGA,C,284,265,207,179
1.00071E+11,E000000159145,U,6853,LIMA,EL AGUSTINO,-12.05377,-77.00242,MINORISTAS,BODEGA,C,455,535,882,855
1.00071E+11,E000000159148,V,396,LIMA,EL AGUSTINO,-12.05364,-77.00276,MINORISTAS,BODEGA,D,80,72,83,62
1.00071E+11,E000000159147,U,3135,LIMA,EL AGUSTINO,-12.05077,-77.00326,MINORISTAS,BODEGA,C,311,324,431,531
1.00071E+11,E000000159146,V,2266,LIMA,EL AGUSTINO,-12.0437,-76.9979,MINORISTAS,BODEGA,C,270,207,183,159
1.00071E+11,E000000159144,U,4840,LIMA,EL AGUSTINO,-12.03419,-77.00324,MINORISTAS,BODEGA,C,523,388,567,831
1.00071E+11,E000000159151,U,2904,LIMA,LOS OLIVOS,-12.0085,-77.0806,MINORISTAS,BODEGA,C,200,239,64,316
1.00071E+11,E000000159150,U,1100,LIMA,INDEPENDENCIA,-11.97753,-77.04691,MINORISTAS,BODEGA,C,68,50,55,71
1.00072E+11,E000000159153,V,2266,LIMA,INDEPENDENCIA,-12.00161,-77.05371,MINORISTAS,BODEGA,C,88,205,133,191
1.00072E+11,E000000159155,U,7013.6,LIMA,SAN MARTIN DE PORRES,-11.98442,-77.06094,MINORISTAS,BODEGA,C,298,544,571,327
1.00072E+11,E000000159152,U,858,LIMA,INDEPENDENCIA,-11.97464,-77.05224,MINORISTAS,BODEGA,D,54,31,81,74
1.00072E+11,E000000159154,U,1298,LIMA,COMAS,-11.97324,-77.05808,MINORISTAS,BODEGA,C,97,99,72,55
1.00073E+11,E000000159156,V,12551,LIMA,EL AGUSTINO,-12.0495,-77.0016,MINORISTAS,BODEGA,B,742,138,530,572
1.00074E+11,E000000159157,V,869,LIMA,COMAS,-11.93645,-77.06851,MINORISTAS,BODEGA,D,44,85,57,86
1.00075E+11,E000000159160,U,55.66,LIMA,EL AGUSTINO,-12.05377,-77.00242,MINORISTAS,BODEGA,E,38,10,36,30
1.00075E+11,E000000159158,U,836,LIMA,COMAS,-11.94917,-77.0559,MINORISTAS,BODEGA,D,117,43,53,27
1.00076E+11,E000000159163,U,1375,LIMA,PUENTE PIEDRA,-11.91264,-77.07428,MINORISTAS,BODEGA,C,98,81,93,93
1.00078E+11,E000000159165,U,286,LIMA,COMAS,-11.9132,-77.0551,MINORISTAS,BODEGA,D,69,78,66,72
1.00079E+11,E000000159166,U,682,LIMA,CARABAYLLO,-11.8655,-77.0095,MINORISTAS,BODEGA,D,69,79,11,119
1.0008E+11,E000000159173,U,10113.62,LIMA,EL AGUSTINO,-12.0274,-76.9881,MINORISTAS,BODEGA,B,350,325,421,537
1.0008E+11,E000000159172,U,1870,LIMA,RIMAC,-12.02088,-77.02983,MINORISTAS,BODEGA,C,30,61,103,108
1.0008E+11,E000000159170,U,627,LIMA,PUENTE PIEDRA,-11.86285,-77.08045,MINORISTAS,BODEGA,D,78,88,57,92
1.00081E+11,E000000159178,U,704,LIMA,RIMAC,-12.03625,-77.03494,MINORISTAS,BODEGA,D,85,25,105,47
1.00081E+11,E000000159176,U,5621,LIMA,RIMAC,-12.01643,-77.03435,MINORISTAS,CABINA DE INTERNET,C,399,677,540,523
1.00081E+11,E000000159180,V,1958,LIMA,RIMAC,-12.0023,-77.0322,MINORISTAS,BODEGA,C,231,138,80,225
1.00081E+11,E000000159177,U,6292,LIMA,SAN MARTIN DE PORRES,-11.97408,-77.10374,MINORISTAS,BODEGA,C,392,541,621,568
1.00082E+11,E000000159181,U,5412,LIMA,EL AGUSTINO,-12.03422,-77.00011,MINORISTAS,BODEGA,C,570,547,563,374
1.00084E+11,E000000159182,U,3524.4,LIMA,COMAS,-11.95341,-77.0607,MINORISTAS,BAZAR,C,506,510,700,769
1.00085E+11,E000000159186,V,1298,LIMA,RIMAC,-12.0342,-77.0426,MINORISTAS,BODEGA,C,67,38,28,71
1.00085E+11,E000000159189,U,97.24,LIMA,SAN MARTIN DE PORRES,-12.02397,-77.08355,MINORISTAS,BODEGA,E,37,23,17,38
1.00085E+11,E000000159190,U,363,LIMA,SAN MARTIN DE PORRES,-12.01904,-77.07545,MINORISTAS,BODEGA,D,38,42,71,67
1.00085E+11,E000000159188,U,5434,LIMA,INDEPENDENCIA,-12.00276,-77.0596,MINORISTAS,BODEGA,C,567,666,759,671
1.00085E+11,E000000159185,U,5357,LIMA,LOS OLIVOS,-11.99466,-77.07891,MINORISTAS,BODEGA,C,708,786,523,465
1.00085E+11,E000000159191,V,5786,LIMA,SAN MARTIN DE PORRES,-11.98727,-77.09969,MINORISTAS,BODEGA,C,501,598,653,581
1.00085E+11,E000000159187,U,9856,LIMA,LOS OLIVOS,-11.96469,-77.07486,MINORISTAS,BODEGA,C,384,87,581,482
1.00086E+11,E000000159194,U,1947,LIMA,LOS OLIVOS,-11.97473,-77.0722,MINORISTAS,BODEGA,C,260,194,133,161
1.00086E+11,E000000159192,U,3278,LIMA,COMAS,-11.93215,-77.06648,MINORISTAS,FARMACIA,C,369,329,573,326
1.00086E+11,E000000159195,U,7051,LIMA,COMAS,-11.92467,-77.04048,AUTOSERVICIO,MINI MERCADO,C,722,761,172,878
1.00087E+11,E000000159197,U,3234,LIMA,SAN MARTIN DE PORRES,-12.15639,-76.9726,MINORISTAS,BODEGA,C,808,507,502,604
1.00087E+11,E000000159198,V,3399,LIMA,SAN MARTIN DE PORRES,-12.02441,-77.06734,MINORISTAS,BODEGA,C,686,441,260,429
1.00087E+11,E000000159200,U,1331,LIMA,SAN MARTIN DE PORRES,-12.01032,-77.08539,MINORISTAS,BODEGA,C,84,76,50,101
1.00087E+11,E000000159196,U,3641,LIMA,LOS OLIVOS,-12.0089,-77.0774,MINORISTAS,BODEGA,C,565,570,643,700
1.00087E+11,E000000159199,U,2816,LIMA,LOS OLIVOS,-12.00242,-77.08301,MINORISTAS,BODEGA,C,209,204,118,213
1.00089E+11,E000000159202,U,12492.92,LIMA,COMAS,-11.96536,-77.0575,MINORISTAS,LIBRERIA,B,686,269,632,657
1.00089E+11,E000000159201,U,4510,LIMA,COMAS,-11.91324,-77.03965,MINORISTAS,FERRETERIA,C,291,410,380,496
1.0009E+11,E000000159204,U,44,LIMA,COMAS,-11.9419,-77.0396,MINORISTAS,BODEGA,E,23,28,35,43
1.0009E+11,E000000159208,U,132,LIMA,COMAS,-11.9381,-77.0462,MINORISTAS,BODEGA,D,31,26,40,21
1.0009E+11,E000000159209,U,3311,LIMA,COMAS,-11.93053,-77.05716,MINORISTAS,BODEGA,C,758,496,342,457
1.0009E+11,E000000159206,U,2486,LIMA,COMAS,-11.91357,-77.00938,MINORISTAS,BODEGA,C,143,124,177,221
1.0009E+11,E000000159203,U,3333,LIMA,PUENTE PIEDRA,-11.86669,-77.07682,MINORISTAS,BODEGA,C,428,528,87,654
1.00091E+11,E000000159211,U,1386,LIMA,SAN MARTIN DE PORRES,-11.98336,-77.08482,MINORISTAS,BODEGA,C,85,51,70,103
1.00091E+11,E000000159210,U,872.96,LIMA,COMAS,-11.93351,-77.06835,MINORISTAS,BODEGA,D,86,125,66,84
1.00092E+11,E000000159212,U,110,LIMA,CARABAYLLO,-11.90001,-77.02925,MINORISTAS,BODEGA,D,25,28,23,30
1.00094E+11,E000000159215,U,8943,LIMA,SAN MARTIN DE PORRES,-11.99475,-77.10519,MINORISTAS,LIBRERIA,C,816,509,741,728
1.00094E+11,E000000159216,U,726,LIMA,INDEPENDENCIA,-11.98398,-77.06323,MINORISTAS,BODEGA,D,79,77,104,79
1.00094E+11,E000000159217,U,506,LIMA,INDEPENDENCIA,-11.98301,-77.03854,MINORISTAS,BODEGA,D,44,32,85,41
1.00094E+11,E000000159214,U,1320,LIMA,CARABAYLLO,-11.89502,-77.02005,MINORISTAS,BODEGA,C,71,50,107,97
1.00095E+11,E000000159224,U,242,LIMA,EL AGUSTINO,-12.05341,-77.00303,MINORISTAS,BODEGA,D,62,62,28,31
1.00095E+11,E000000159225,V,286,LIMA,EL AGUSTINO,-12.0457,-77.0002,MINORISTAS,BODEGA,D,47,93,52,54
1.00095E+11,E000000159219,U,1738,LIMA,SAN MARTIN DE PORRES,-12.01125,-77.06882,MINORISTAS,BODEGA,C,87,105,48,98
1.00095E+11,E000000159220,V,1551,LIMA,COMAS,-11.9376,-77.0394,MINORISTAS,BODEGA,C,86,68,77,50
1.00095E+11,E000000159218,U,1870,LIMA,COMAS,-11.91475,-77.03036,MINORISTAS,BAZAR,C,77,81,55,96
