CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,INF_200,P200_N,P203,P204,P205_A,P205_B,P206,P207_1,P208,P209,P209_N,P209_1,P210,P210_N,P210_1,P211_N,P211_1,P200_APORTANTE,P211_N_PARENTESCO,P211_N_SEXO,P211_N_AÑOS,P211_N_MESES,P211_N_ECIVIL,P211_N_MIGRANTE,factorfinal
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00113,00473,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,59, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,7.36886321869257
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00134,00305,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,20, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00138,00321,13,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,3,1,1.Jefe/a del hogar,2.Mujer,59, ,3.Viudo/a,1.El Nº es,2.No, , , , , , , , , , , , , , , ,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00138,00321,13,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,3,2,3.Hijo/a o hijastro/a,1.Hombre,41, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00138,00321,13,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,3,3,4.Yerno/nuera,2.Mujer,45, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00138,00321,13,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,3,4,11.Otro no pariente,1.Hombre,15, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,2.Venezuela,1.Sí,3, , , , , , , , , , ,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00049,24,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,20, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00035,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,29, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00035,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,21, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00035,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,9.21107902336571
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1043401,06465,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,4,3.Hijo/a o hijastro/a,1.Hombre,8, , , ,2.No, , , , , , , , , , , , , , , ,25.2908669863495
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42899,13979,46,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,34, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,132.627657852645
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42899,13979,46,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,2,8.Otro pariente,1.Hombre,33, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,132.627657852645
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42906,13949,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,2.Mujer,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42906,13949,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,1.Hombre,34, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43285,14556,33,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,30, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,132.627657852645
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43285,14556,33,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,2,7.Hermano/a,1.Hombre,16, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,2.Venezuela,2.No, ,2.Venezuela,1,1.Hermano, ,1,1,30, ,6,1,132.627657852645
04,AREQUIPA,01,AREQUIPA,07,JACOBO HUNTER,Arequipa,43402,14702,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,7,4,1,1.Jefe/a del hogar,1.Hombre,33, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,07,JACOBO HUNTER,Arequipa,43402,14702,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,7,4,2,2.Esposo/a o compañero/a,2.Mujer,29, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,07,JACOBO HUNTER,Arequipa,43402,14702,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,7,4,3,3.Hijo/a o hijastro/a,1.Hombre,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,07,JACOBO HUNTER,Arequipa,43402,14702,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,7,4,4,6.Padres/suegros,2.Mujer,59, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,07,JACOBO HUNTER,Arequipa,43402,14702,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,7,4,5,8.Otro pariente,2.Mujer,62, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,07,JACOBO HUNTER,Arequipa,43402,14702,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,7,4,6,8.Otro pariente,2.Mujer,26, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,07,JACOBO HUNTER,Arequipa,43402,14702,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,7,4,7,8.Otro pariente,1.Hombre,22, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0364301,03972,46,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,2,1,1.Jefe/a del hogar,1.Hombre,33, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0364301,03972,46,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,2,2,2.Esposo/a o compañero/a,2.Mujer,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0364301,03972,46,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,2,3,7.Hermano/a,1.Hombre,22, ,6.Soltero/a,1.El Nº es,2.No, , , , , , , , , , , , , , , ,18.0433333333333
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1039001,06314,1,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,23, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,20.2326935890796
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,2437001,55110,20,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,25, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00621,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,5,1,1.Jefe/a del hogar,1.Hombre,51, ,2.Casado/a,1.El Nº es,2.No, , , , , , , , ,1.No migrante que SI aporta, , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00621,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,5,2,2.Esposo/a o compañero/a,2.Mujer,51, ,2.Casado/a,2.No quiso dar Nº,2.No, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00621,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,5,3,3.Hijo/a o hijastro/a,2.Mujer,21, ,6.Soltero/a,1.El Nº es,2.No, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00621,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,5,4,3.Hijo/a o hijastro/a,2.Mujer,13, ,6.Soltero/a, ,2.No, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00621,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,5,5,11.Otro no pariente,1.Hombre,21, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00074,01041,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,40, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,36.8443160934628
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12506,10934,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,1,1.Jefe/a del hogar,1.Hombre,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12506,10934,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,2,2.Esposo/a o compañero/a,2.Mujer,22, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12506,10934,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12506,10934,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,4,3.Hijo/a o hijastro/a,1.Hombre,3, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12506,10934,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,5,3.Hijo/a o hijastro/a,1.Hombre,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,17.5677605416671
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19474,29328,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,27, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19474,29328,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,3,3.Hijo/a o hijastro/a,1.Hombre, ,9, , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19474,29328,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,4,6.Padres/suegros,2.Mujer,57, ,3.Viudo/a,4.No Sabe,2.No, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19474,29328,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,5,7.Hermano/a,1.Hombre,28, ,6.Soltero/a,4.No Sabe,2.No, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28379,65707,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,43, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28379,65707,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,3.Hijo/a o hijastro/a,2.Mujer,23, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28379,65707,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,5.Nieto/a,1.Hombre,5, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19315,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,45, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19315,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,41, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19315,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,2.Mujer,13, ,6.Soltero/a, ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,2436802,55097,1,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,1.Hombre,30, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,2436802,55097,1,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,2,7.Hermano/a,1.Hombre,21, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,2436802,55097,1,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,3,7.Hermano/a,2.Mujer,15, ,6.Soltero/a,1.El Nº es,1.Sí,2.No, ,2.Venezuela,2.No, ,3.Otro país,1,1.Hermano, ,1,1,30, ,6,1,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,2436802,55097,1,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,4,8.Otro pariente,1.Hombre,31, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,4289401,14114,4,2,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,50, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,4289401,14114,4,2,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,3.Hijo/a o hijastro/a,2.Mujer,17, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,4289401,14114,4,2,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,44.2092192842152
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,1,1.Jefe/a del hogar,1.Hombre,69, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,27.065
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,2,2.Esposo/a o compañero/a,2.Mujer,54, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,27.065
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,3,3.Hijo/a o hijastro/a,2.Mujer,27, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,27.065
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,4,4.Yerno/nuera,1.Hombre,26, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,27.065
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,5,5.Nieto/a,1.Hombre,6, , , ,1.Sí,1.Sí,4, ,1.Sí,3, , , , , , , , , , ,27.065
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,6,3.Hijo/a o hijastro/a,1.Hombre,36, ,5.Separado o Ex conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,27.065
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,7,5.Nieto/a,2.Mujer,10, , , ,1.Sí,1.Sí,6, ,2.No, ,2.Venezuela, , , , , , , , , ,27.065
14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,Chiclayo,03931,04405,16,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,8,2,8,5.Nieto/a,1.Hombre,7, , , ,1.Sí,1.Sí,6, ,1.Sí,3, , , , , , , , , , ,27.065
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22805,50412,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,25, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22805,50412,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,2,7.Hermano/a,1.Hombre,14, ,6.Soltero/a,1.El Nº es,1.Sí,2.No, ,1.Perú,2.No, ,4.Falleció/No sabe,1,1.Hermano, ,1,1,25, ,6,1,133.030685853111
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08847,34,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,49, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08847,34,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,46, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08847,34,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,1.Hombre,16, ,6.Soltero/a,1.El Nº es,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,50.5817339726989
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28377,65696,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,1.Hombre,45, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28377,65696,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,2.Mujer,42, ,2.Casado/a,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28377,65696,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,1.Hombre,23, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28377,65696,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,4,3.Hijo/a o hijastro/a,2.Mujer,11, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00059,00731,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00059,00731,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,25, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00059,00731,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00079,01046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,2.Mujer,36, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00079,01046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,2,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,3.Otro país,1.Sí,1, , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00079,01046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,2.Mujer,14, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,3.Otro país,1.Sí,1, , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00079,01046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,2.Mujer,11, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,1, , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00079,01046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,5,3.Hijo/a o hijastro/a,1.Hombre,10, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,1, , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00097,00820,23,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,30, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00097,00820,23,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,1.Hombre,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00097,00820,23,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,12.2814386978209
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10609,07926,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10609,07926,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.7211559817993
11,ICA,01,ICA,06,PARCONA,Ica,34212,12080,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,53.8135034307977
11,ICA,01,ICA,06,PARCONA,Ica,34212,12080,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,53.8135034307977
11,ICA,01,ICA,06,PARCONA,Ica,34212,12080,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,1.Hombre,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,53.8135034307977
11,ICA,01,ICA,06,PARCONA,Ica,34219,12098,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
