CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,INF_500,P501A,P501,P501B,P502,P503,P504_1,P504_2,P504_3,P504_4,P505,P506,P506A,P507_1,P507_2,P507_3,P507_4,P508_1,P508_2,P508_3,P508_4,P509_1,P509_2,P509_3,P509_4,P509_5,P509_6,P509_7,P509_8,P510,P511,P512,P513,P514,P515,P516,factorfinal
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1237601,10595,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1237601,10595,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,3,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , ,3.Moreno,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1237601,10593,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1237601,10593,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,121016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1237601,10593,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1237601,10598,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,11.Maestría/ Doctorado, ,199016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,4.Blanco,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1237601,10594,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,527036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,4.Blanco,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,2,2,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,3,3,1.VENEZUELA,9.Superior Universitaria Incompleta, ,527046,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,4,4,1.VENEZUELA,9.Superior Universitaria Incompleta, ,511026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,5,3,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,6,1,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,1, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,2, ,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,17.5677605416671
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1735901,19186,52,1,1,5.Alto,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1735901,19186,52,1,1,5.Alto,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,10.Se dedica a los quehaceres del hogar, , , ,3.Moreno,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1735901,19186,52,1,1,5.Alto,1.Completa,1.Completa,1.Sí,4,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , , , ,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1735901,19187,53,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1735901,19187,53,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1735901,19187,53,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,3,3,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1735901,19187,53,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,4,4,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,10.Se dedica a los quehaceres del hogar, , , ,3.Moreno,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19315,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,2.PERU, ,6.Secundaria completa, ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19315,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19315,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,3,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,6,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19316,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,2.PERU, ,6.Secundaria completa, ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1745201,19316,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,5,5,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1748901,19336,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1748901,19336,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1748901,19336,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,3,3,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , ,3.Moreno,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,1748901,19336,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,4,2,3.Sin nivel educativo, , , ,1.Sí,2.Primaria, ,1,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,2,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,399.092057559333
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18968,22,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18968,22,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,331036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,4.Otra razón,5.Mestizo,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18968,22,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,3,3,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18968,22,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,4,4,1.VENEZUELA,9.Superior Universitaria Incompleta, ,342056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18968,22,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,5,4,2.PERU, ,2.Educación inicial, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,1, ,2.No Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0, , , , , , , ,399.092057559333
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18970,13,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18970,13,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,441095,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18970,13,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,3,2,1.VENEZUELA,2.Preescolar, , ,1.Sí,1.Educación Inicial,2, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,3, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18971,14,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,526175,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,2.Afrodescendientes,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18971,14,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18971,14,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,3,3,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,2.No Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,6,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18971,14,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,4,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,1.Educación Inicial,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18972,15,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,131016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18972,15,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,111016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,4.Otra razón,3.Moreno,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18972,15,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,3,2,2.PERU, ,2.Educación inicial, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,3, ,1.Estatal,1.¿Televisión?,0,0,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18972,15,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18973,24,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18973,24,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,337015,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18973,24,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,4,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,4,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18973,24,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,4,2,2.PERU, ,2.Educación inicial, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,3, ,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18777,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,2.Afrodescendientes,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18777,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,2.PERU, ,5.Secundaria incompleta, ,1.Sí,3.Secundaria,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,4, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , ,2.Afrodescendientes,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18777,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,3,1,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,2,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,2,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,5.El profesor no interactuaba continuamente con el niño/a,0,0,0,1.¿Aprobado?, , , , , , ,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18777,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,2.Afrodescendientes,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,525016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,711026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,3,3,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,4,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18780,4,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18780,4,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,4,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,5,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18782,6,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,331016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,2.Afrodescendientes,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18782,6,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,7.Técnico Superior Incompleta, ,521025,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,715015,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,621036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,3,3,1.VENEZUELA,10.Superior Universitaria Completa, ,714016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,10.Superior Universitaria Completa, ,339996,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18784,19,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,331016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18784,19,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,1789702,18292,43,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,1789702,18292,43,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,331036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,1.No conozco el procedimiento,4.Blanco,1.Heterosexual,399.092057559333
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,1789702,18292,43,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,399.092057559333
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,1792101,18439,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,422026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,1792101,18439,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,99.7730143898332
