Código del producto,Descripción del producto,Valor importado en 2002; miles de Dólar Americano,Valor importado en 2003; miles de Dólar Americano,Valor importado en 2004; miles de Dólar Americano,Valor importado en 2005; miles de Dólar Americano,Valor importado en 2006; miles de Dólar Americano,Valor importado en 2007; miles de Dólar Americano,Valor importado en 2008; miles de Dólar Americano,Valor importado en 2009; miles de Dólar Americano,Valor importado en 2010; miles de Dólar Americano,Valor importado en 2011; miles de Dólar Americano,Valor importado en 2012; miles de Dólar Americano,Valor importado en 2013; miles de Dólar Americano,Valor importado en 2014; miles de Dólar Americano,Valor importado en 2015; miles de Dólar Americano,Valor importado en 2016; miles de Dólar Americano,Valor importado en 2017; miles de Dólar Americano,Valor importado en 2018; miles de Dólar Americano,Valor importado en 2019; miles de Dólar Americano,Valor importado en 2020; miles de Dólar Americano,Valor importado en 2021; miles de Dólar Americano
520922,Tejidos de algodón; con un contenido de algodón >= 85% en peso; de peso > 200 g/m²; de ligamento ...,71796,74406,86150,80240,78946,88906,100203,76423,108095,153684,171606,187194,176486,173486,161881,147541,161693,154240,106029,143784
842930,"""Traíllas """"scrapers"""" autopropulsadas""",104341,126334,109659,137124,185883,352314,336988,188173,210171,294974,306527,215276,178948,139152,92930,102142,109608,115866,91303,143710
050800,Coral y materias similares; en bruto o simplemente preparados; pero sin otro trabajo; valvas ...,83267,91187,103033,115327,134607,134964,126845,114966,140800,198763,178933,175683,188509,185330,168796,145268,137303,131017,125671,143651
200850,"""Albaricoques """"damascos; chabacanos""""; preparados o conservados; incl. con adición de azúcar ...",130311,168078,194250,179500,179029,212962,238328,193537,181658,213527,179659,180648,172049,138130,143715,148226,143723,127320,124800,143541
251520,Marmol y travertino cortados; en bloques o en placas.,45312,44831,54346,67039,72360,94376,112741,85015,84455,100980,93674,105350,113100,97262,77041,81724,133514,132752,120238,143232
401213,"""Neumáticos """"llantas neumáticas"""" recauchutados; de caucho; destinados a aeronaves""",26586,29662,32700,42362,37288,43278,46747,41916,49768,64115,66675,86788,107775,131729,173749,173532,190645,188455,102667,143140
901790,Partes y accesorios de instrumentos de dibujo; trazado o cálculo e instrumentos manuales de ...,125930,132116,133116,151843,165496,166835,193011,147348,183590,221185,250360,230149,209119,153255,118224,136913,146318,128463,112356,143102
820560,Lámparas para soldar y simil. (exc. máquinas y aparatos de gas para soldadura),30754,34765,42226,45618,53297,55405,56440,46075,64087,70596,74385,74938,84343,89630,87627,93535,104583,101073,112062,142449
350710,Cuajo y sus concentrados,106110,112968,111410,112720,113033,126050,130715,116088,123393,123888,103687,110895,116193,121341,105105,114581,138342,125113,129601,142354
292145,"""1-Naftilamina """"alfa-naftilamina""""; 2-naftilamina """"beta-naftilamina"""" y sus derivados; sales ...",613796,842135,739790,825908,491064,566714,554171,511510,492375,419984,228591,349626,206713,250180,154853,168013,189233,145697,144405,142334
640320,Calzado con suela de cuero natural y parte superior de tiras de cuero natural que pasen por ...,76313,99096,134682,146477,142779,230765,253676,187454,207561,214214,304503,283212,282736,219377,210012,197665,217435,160776,111400,142194
292239,"""Amino-aldehídos; amino-cetonas y amino-quinonas; sales de estos productos (exc. los que contengan ...",187379,283111,249772,105553,96847,134039,136117,103694,99868,109096,108128,117631,135459,150178,126458,117393,141078,155769,127893,142119
071140,Pepinos y pepinillos; conservadas provisionalmente; p.ej.; con gas sulfuroso o con agua salada; ...,58953,60866,51898,58345,71031,72913,82584,102334,79309,90694,100702,100993,120906,122078,109085,128241,167652,123815,140073,141990
110620,"""Harina; sémola y polvo de sagú y de raíces de mandioca """"yuca""""; arrurruz; salep; aguaturmas ...",12742,11963,13655,16067,18827,24788,45363,35217,42322,92443,82808,77876,88098,149985,128010,114537,145179,117110,144632,141215
152190,"""Cera de abejas o de otros insectos y esperma de ballena y de otros cetáceos """"espermaceti""""; ...",36852,44682,48123,58390,61389,63377,69025,64338,81341,101097,109717,131265,150187,156020,147126,160994,161582,147109,136016,141052
520949,"""Tejidos de algodón; con un contenido de algodón >= 85% en peso; de peso > 200 g/m²; fabricados ...",196664,191661,212616,205118,189152,221126,311692,211906,210430,328027,213954,208874,170794,193541,150669,135002,137009,133703,134968,140931
151229,Aceite de algodón y sus fracciones; incl. sin el gosipol; incl. refinados; sin modificar químicamente ...,70955,71423,61840,60929,86507,86167,129218,76996,63757,112436,120232,116382,108133,118538,97701,96004,89505,105923,118510,140761
030781,"""Abulon vivos; frescos o refrigerados; incluso con cáscara """"Haliotis spp.""""""",,,,,,,,,,,135317,126035,125966,115905,144041,141536,157793,152940,125265,140411
030252,"""Eglefinos """"Melanogrammus aeglefinus""""; frescos o refrigerados""",,,,,,,,,,,104448,110191,119910,114488,99999,104888,106270,117987,108031,140278
391530,Desechos; desperdicios y recortes;; de polímeros de cloruro de vinilo,116639,153762,341654,507438,630562,672252,1166490,1013057,1105329,917958,618183,464305,491900,292400,371764,323026,146714,145459,111646,140155
550200,Cables de filamentos artificiales,1185054,1197153,1380617,1386402,1383061,1660027,2195476,2192789,2302687,2515184,2705271,2791453,2803933,2435631,2075023,571715,325227,335312,282751,140046
291737,Tereftalato de dimetilo,247441,279906,265874,262195,266342,245308,211902,103655,169443,205465,174027,170872,130830,101184,110122,131599,137740,110784,85685,139899
741521,"""Arandelas; incl. las arandelas de muelle """"resorte""""; de cobre""",31871,40242,45014,49870,66017,92201,95409,72918,97226,184751,109042,118435,116957,112270,110878,128486,144220,131599,120553,139861
910591,Relojes eléctricos (exc. relojes de pulsera; bolsillo y relojes simil. de las partidas 9101 ...,229300,257078,267753,237207,238683,230279,226317,173343,175377,173592,172685,172861,165772,160041,164519,147308,141257,142400,108245,139752
290319,"""Derivados clorados saturados de los hidrocarburos acíclicos (exc. clorometano """"cloruro de ...",67256,66033,66971,79311,102987,150588,124540,90615,99993,120374,119235,136960,109815,102227,87659,98528,111705,116469,100569,139552
950621,Deslizadores de vela para la práctica de deportes acuíticos,101245,97435,98435,106574,99293,109259,112400,99300,102333,105033,106956,103726,108391,103789,93246,90669,84747,92093,91770,139507
030219,Salmónidos frescos o refrigerados (exc. truchas; salmones del Pacífico; salmones del Atlántico ...,58531,83544,132544,132158,138523,133567,153773,159328,209395,219861,260487,176574,255085,228559,280295,242641,253420,200000,153745,139467
900630,Cámaras especiales para fotografía submarina o aérea; examen médico de órganos internos o para ...,86058,101210,122292,116561,127431,164871,177680,140680,154814,179565,158674,149520,136974,130263,112497,127228,126080,121539,111293,139143
551529,Tejidos de fibras sintéticas discontinuas; con un alto contenido de fibras discontinuas acrílicas ...,344952,353081,414986,414457,395744,124165,119648,84345,161040,281981,357545,368255,485111,346625,303722,344976,335851,292667,154870,139096
521039,Tejidos de algodón; con un alto contenido de algodón; pero < 85% en peso; mezclado exclusiva ...,196404,235447,262851,275700,281176,302157,314047,243737,253525,299687,256746,248644,259199,255713,273737,250816,244046,219310,172957,139044
040811,Yemas de huevo; secas; incl. con adición de azúcar u otro edulcorante,47523,59342,82870,70504,85744,103650,133807,107538,116499,105123,132604,117830,105711,124767,105121,121408,151942,128299,127359,139035
560890,Redes de mallas anudadas; en paño o en pieza; fabricadas con cordeles; cuerdas o cordajes; ...,71878,87268,102422,114938,122742,137572,136817,128973,123620,145298,146940,167702,148782,149426,142388,151440,150083,145712,129084,138898
071120,Aceitunas conservadas provisionalmente; p.ej.; con gas sulfuroso o con agua salada; sulfurosa ...,87400,90678,127464,101969,95782,115553,92265,92280,114384,89577,88551,100850,106960,108987,103840,103426,122651,131484,140187,138627
250850,Andalucita; cianita y silimanita,49669,64634,75039,96843,97487,123797,146769,96777,138285,152399,130346,142455,153075,131936,108637,125223,149627,146462,125152,138506
020810,Carne y despojos comestibles; de conejo o de liebre; frescos; refrigerados o congelados,123974,137458,169565,186833,193025,196334,211782,184992,184874,185788,168160,190159,213759,164379,157467,162139,175380,156292,131298,138335
810196,"""Alambre de volframio """"tungsteno""""""",71914,100837,131010,146544,160060,160159,161144,112316,154339,156707,162157,147979,140370,118744,113409,115732,124222,153089,124357,138150
030224,"""Rodaballo fresco o refrigerado """"Psetta maxima""""""",,,,,,,,,,,94654,85377,100238,95950,106505,109569,119977,120495,99747,138047
550962,Hilados con un alto contenido de fibras discontinuas acrílicas o modacrílicas; pero < 85% en ...,244925,253190,228423,182297,170635,145361,157322,105789,137826,176977,117615,134526,136075,111984,119784,120696,140232,106238,78289,137982
690600,Tubos; canalones y accesorios de tubería; de cerámica,110442,154039,145211,163143,192227,205862,209761,140019,153629,180807,180349,179780,187011,178900,156990,147003,154899,122680,118599,137772
551429,Tejidos de fibras sintéticas discontinuas; con un alto contenido de fibras sintéticas discontinuas; ...,75182,90248,100643,100387,113719,131431,149744,142268,180808,233510,185353,181887,202496,164796,148676,168857,174166,153773,122804,137379
621440,Chales; pañuelos de cuello; pasamontañas; bufandas; mantillas; velos y artículos simil.; de ...,113819,142166,159337,187862,188581,183314,306973,425601,445983,501640,491925,540081,509550,425210,366951,304798,274034,234265,152124,137374
482340,"""Papel diagrama para aparatos registradores; en bobinas """"rollos"""" de anchura <= 36 cm o en ...",118696,127901,136389,139879,147920,183585,220003,176163,173138,161782,155036,159415,157634,135061,137976,135182,153753,147146,120851,137282
030241,"""Arenques frescos o refrigerados """"Clupea harengus; Clupea pallasii""""""",,,,,,,,,,,160999,144290,128097,115581,142268,113540,120343,130122,148947,136979
030459,Pescado fresco o refrigerado de carne; incluso picada (sin todos los filetes; tilapia; bagre; ...,,,,,,,,,,,234105,180316,166292,137613,140416,190213,171687,148412,122412,136427
610419,"""Trajes """"ambos o ternos""""; de punto; de materia textil; para mujeres o niñas (exc. de fibras ...",29965,29811,40736,41141,39226,100990,87664,86074,87354,86554,131105,101721,111649,148593,138693,117997,254967,167011,122202,136326
580429,Encajes en pieza; en tiras o en aplicaciones; fabricados a máquina (exc. de fibras sintéticas ...,135795,152852,199377,225848,234126,198321,198825,170729,191452,236871,285211,298662,368971,333028,405329,346514,273796,234751,180695,136231
847681,Máquinas automáticas para la venta de productos; con dispositivo de calentamiento o refrigeración ...,63609,57163,85794,92978,110080,130120,121444,86048,110809,95657,93585,120804,113886,93637,93883,118373,127801,131221,126222,136076
283410,Nitritos,43887,46823,51382,56845,55827,63398,80927,69674,88437,97778,105077,103249,108367,88597,87539,121926,152463,122407,101200,135802
810299,Manufacturas de molibdeno; n.c.o.p.,63945,78941,122169,225813,302226,393430,468452,309379,330579,364214,321749,297532,261389,168461,138016,144273,159062,137354,115353,135708
290713,Octilfenol; nonilfenol y sus isómeros; sales de estos productos,117360,140431,199110,192038,201138,205213,241487,160281,239008,284945,253006,212235,197709,155964,130675,136752,142919,128703,94707,135656
291242,"""Etilvainillina """"aldehído etilprotocatéquico""""""",35307,39402,35844,43770,56669,72678,80694,71871,84377,84187,82315,80543,81201,79963,79452,83582,99141,92003,107030,135543
581091,Bordados de algodón; sobre materia textil; en pieza; tiras o motivos (exc. bordados químicos ...,110393,122400,157938,208972,241875,165371,139997,109074,132775,169877,136404,125136,122258,114686,108265,103289,96552,87198,70795,135413
290323,"""Tetracloroetileno """"percloroetileno""""""",73297,84510,105810,161153,151224,160959,143358,121708,229160,347037,212829,160180,170599,141842,128350,132653,146967,110802,94059,135247
480530,Papel sulfito para embalaje; sin revestir; en rollos de anchura> 36 cm o en hojas cuadradas ...,114386,135295,136156,136010,145555,156511,168054,146475,164881,199090,172690,178614,180555,194077,159036,164697,179901,151450,136970,135192
570291,"""Alfombras y demás revestimientos para el suelo; de lana o pelo fino; tejidos; distintos de ...",47921,47759,55449,77897,76089,75175,94558,77166,77091,78386,78810,90845,93091,100221,105171,110396,120469,105122,97803,135175
920210,Violines y demás instrumentos musicales de arco,89322,85658,104543,98982,121622,118743,128151,113241,119469,131792,144283,133931,133831,140362,131806,141293,151947,145015,99964,135064
540794,Tejidos de hilados con un alto contenido de filamentos sintéticos; pero < 85% en peso; incl. ...,74188,77596,85742,118335,109595,99018,100022,92637,86601,105461,106918,108010,118573,128087,147949,128407,136075,145965,131365,134983
150410,Aceites de hígado de pescado y sus fracciones; incl. refinados; sin modificar químicamente,58581,67396,81037,78645,73202,101683,151818,98838,106772,127594,138660,138593,140421,137370,152419,129394,125262,136140,139922,134944
290389,"""Derivados halogenados de los hidrocarburos ciclánicos; ciclénicos o cicloterpénicos (exc. ...",,,,,,,,,,,361920,189818,163256,142093,144552,130291,165861,122618,118580,134632
010239,Búfalos vivos (excepto de raza pura para reproducción),,,,,,,,,,,39703,55554,90450,86036,120653,104940,111517,219914,158495,134430
540730,Tejidos de hilados de filamentos sintéticos; incl. los monofilamentos de título >= 67 decitex; ...,30470,43253,47707,47529,59197,66008,89698,41650,49801,61589,58498,77004,89089,93176,87829,117874,116059,129714,114299,134323
860120,Locomotoras y locotractores; de acumuladores eléctricos,21314,21711,6755,9148,43555,96365,22509,263261,220932,138823,120489,58670,82099,579590,67857,32559,30430,31591,20834,134138
551221,Tejidos de fibras sintéticas discontinuas; con un contenido de fibras discontinuas acrílicas ...,39468,37920,43153,33722,33259,37833,57427,51163,65152,74794,82398,91763,90819,83439,72852,103704,123259,117934,105257,134028
030549,Pescado ahumado; incl. filetes (exc. ??los despojos; el salmón del Pacífico; salmón del Atlántico; ...,133812,167829,184767,237211,302954,336225,343175,349094,366885,433891,198085,164237,172904,176732,198535,209267,159473,161699,138364,133868
380700,Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta ...,53597,58242,79111,99262,109644,102262,125128,100894,117179,124652,123355,129832,124715,91705,85646,113969,102532,115934,100180,133749
240290,"""Cigarros """"puros""""; incl. despuntados; cigarritos """"puritos"""" y cigarrillos; exclusivamente ...",95129,139484,135614,152873,167389,154533,185959,158646,130865,117754,184522,179317,286778,154476,148297,139317,160396,217582,128370,133656
030635,"""Camarones de agua fría y gambas """"Pandalus spp.; Crangon crangon""""; con o sin cáscara; vivos; ...",,,,,,,,,,,,,,,,87878,159280,112242,112603,133462
030634,"""Langostas """"Nephrops norvegicus""""; con cáscara o sin cáscara; vivas; frescas o refrigeradas""",,,,,,,,,,,,,,,,76146,87324,83764,77294,133375
520622,"""Hilados de algodón; con un alto contenido de algodón; pero < 85% en peso; sencillos; de fibras ...",77356,100426,96403,107040,98191,103101,95550,92696,129363,192513,178891,177816,178498,157524,135077,151319,154632,115905,89740,133040
730520,"""Tubos de entubación """"casing"""" de los tipos utilizados para la extracción de petróleo o gas; ...",136462,75198,141393,241755,470473,673755,606552,317742,230179,265457,336482,483734,4213770,291911,302162,183236,153780,254827,241272,132888
720250,Ferro-sílico-cromo,42212,57308,169053,82496,90422,145110,243428,66505,210792,167874,184445,199461,211753,60422,67704,113690,136283,101987,56118,132725
720280,"""Ferrovolframio """"tungsteno"""" y ferro-sílico-volframio """"tungsteno""""""",24347,30956,47863,131588,164040,200862,254408,102489,156240,272705,229604,262757,557341,180747,133402,164326,183407,128307,92546,132133
620829,Camisones y pijamas; de materia textil; para mujeres o niñas (exc. de algodón; de fibras sintéticas ...,85644,91308,111297,118823,110323,129805,194162,151741,137984,121890,131429,128211,124378,170795,143806,120017,109008,94174,103542,132038
030433,"""Filetes frescos o refrigerados de perca del Nilo """"Lates niloticus""""""",,,,,,,,,,,202320,208069,201314,149121,157427,152072,131644,133881,133464,131541
600129,Tejidos con bucles; de punto (exc. de algodón o de fibras sintéticas o artificiales),47018,53393,68966,73534,58309,54571,76993,66711,63884,75303,69283,71944,79757,95975,103717,112731,124875,133489,134172,130975
160210,Carne; despojos; sangre o insectos preparados homogeneizados; acondicionados para la venta ...,69317,71405,101251,116257,142228,148976,182343,166124,159756,176235,203544,185591,169692,122562,114860,127105,112416,159562,160024,130434
293321,Hidantoína y sus derivados,147311,154960,174009,167762,174603,146492,157157,146724,182734,183710,196886,190570,211122,157959,150272,147475,137459,122723,122800,130303
100890,Cereales (excepto el trigo y morcajo; centeno; cebada; avena; maíz; arroz; sorgo; trigo sarraceno; ...,74241,88200,91691,118692,127309,173342,235562,267627,253406,281511,170058,169674,246152,210156,170940,272211,139889,127602,174576,130131
540248,Hilados de filamentos de polipropileno; incl. los monofilamentos de título < 67 decitex; sencillos; ...,,,,,,69626,88153,86587,107103,132928,130843,175109,134333,130650,116762,131625,124623,119526,112648,129990
621230,"""Fajas sostén """"fajas corpiño"""" de todo tipo de materia textil; incl. elásticas y de punto""",147273,177506,182717,194975,204710,210192,205840,174191,183135,185780,163853,139612,145358,151708,137288,130202,139821,122702,102644,129889
381119,Preparaciones antidetonantes para gasolina (exc. a base de compuestos de plomo),215515,206160,187478,223821,225291,264703,194756,194251,183246,212903,271023,255600,255513,196748,204765,225288,209930,188920,125783,129851
071335,"""Alubias secas """"Vigna unguiculata""""; aunque estén mondadas o partidas""",,,,,,,,,,,19102,29665,68428,93170,81392,83912,73553,107924,91874,129767
610339,"""Chaquetas """"sacos"""" de punto; de materia textil; para hombres o niños (exc. de lana o pelo ...",50184,60784,62437,75444,82506,82736,92222,68269,73908,90211,110066,101663,112165,121156,112344,115227,120473,119655,121003,129309
050590,Pieles y demás partes de ave; con sus plumas o plumón; plumas y partes de plumas; incl. recortadas; ...,53480,53493,79405,78684,65933,66563,79814,66053,71116,79560,113998,169260,182570,123928,151084,150188,196837,170696,107574,129267
551421,Tejidos de fibras sintéticas discontinuas; con un alto contenido de fibras discontinuas de ...,100605,110976,127987,119224,116102,125164,127857,99288,128489,150038,131601,128580,114258,103053,110698,111350,102454,94849,71391,129150
610829,"""Bragas """"bombachas; calzones"""" de punto; de materia textil; para mujeres o niñas (exc. de ...",64158,75640,82481,76321,170152,185027,205076,167193,197798,260521,233018,203386,213978,174030,167331,183802,207729,192522,138421,129132
681189,Artículos de fibra de celulosa-cemento o similares; que no contengan amianto (exc. ??corrugado ...,,,,,,34527,110733,49384,55616,73028,109854,131959,128254,117267,120725,111700,128962,109456,104275,128547
720150,Fundición en bruto aleada y fundición especular; en lingotes; bloques o demás formas primarias,63693,24621,103422,75682,69034,170197,222478,110662,415463,101809,126988,170736,204177,181255,140047,180182,176467,286687,350075,127837
551423,Tejidos de fibras sintéticas discontinuas; con un alto contenido de fibras discontinuas de ...,58494,72673,69340,74068,81949,113558,119380,103270,107717,143861,148012,139676,153307,126945,138365,139482,153313,125603,91038,127799
411320,Cueros preparados después del curtido o del secado y cueros y pieles apergaminados; de porcino; ...,305674,317349,326571,387405,417069,417245,420918,273117,315599,414686,347567,406589,410541,358053,314711,319228,240062,189084,131393,127731
940600,Construcciones prefabricadas,2714938,3306814,4093717,4604546,5530292,6763642,8096850,5690177,6188249,7635079,8551114,8530747,7816927,7007032,7490059,1444787,830249,668417,485610,127684
490810,Calcomanías vitrificables,111755,117561,119675,134120,154805,165435,152449,116195,268742,140854,129385,133499,135759,156102,141395,134678,128006,127823,116523,127228
020755,De carne congelada y despojos comestibles de los gansos domésticos,,,,,,,,,,,165273,133652,128121,117212,154848,143507,177724,126833,94741,127151
810294,Molibdeno en bruto; incl. las barras simplemente obtenidas por sinterizado,16190,14533,48129,106223,171976,159790,233153,42594,81913,135680,97064,72581,176975,92749,71797,129921,139347,173362,124069,127011
701590,"""Cristales para reloj y cristales análogos; cristales para gafas """"anteojos""""; incl. correctores; ...",81352,87195,96114,93917,104076,127793,122969,112628,114816,156374,174907,122934,148464,156613,157205,156965,134741,136169,95281,126960
590691,Telas de punto; cauchutadas; n.c.o.p.,72721,79478,76352,89060,110704,119705,121360,73391,88039,99162,97482,92993,106794,111427,106841,108915,107179,96497,85278,126958
292019,"""Ésteres tiofosfóricos """"fosforotioatos"""" y sus sales; sus derivados halogenados; sulfonados; ...",,,,,,84454,108643,83837,93626,105139,106494,104489,118247,99129,86320,98867,132380,128817,103174,126710
740312,"""Cobre refinado en forma de barras para alambrón """"wire-bars""""""",23742,59485,58120,81114,110771,150211,67671,98281,198142,238036,149818,63905,124297,43527,33861,124713,118132,32903,54177,126215
521152,Tejidos de algodón; con un alto contenido de algodón; pero < 85% en peso; mezclado exclusiva ...,23525,25134,28547,33735,49177,57382,61006,40525,52236,91779,64517,64680,67834,53213,56637,59430,81290,83911,128920,125899
440794,"""Cereza """"Prunus spp.""""; aserrada o desbastada longitudinalmente; cortada o desenrollada; de ...",,,,,,113586,88870,50019,61141,56717,60420,76500,94961,106882,128164,160348,191208,120507,101946,125768
846022,Rectificado sin centros máquinas para el acabado de metal; de control numérico (excepto las ...,,,,,,,,,,,,,,,,166909,175948,177060,130504,125112
030571,Aletas de tiburón; salmuera ahumados; secos; salados o en,,,,,,,,,,,229100,149424,143476,157134,176200,142626,139936,130487,91073,125069
590500,Revestimientos de materia textil para paredes,49016,55016,69968,74827,61961,90957,111193,85139,72302,85783,87944,95851,102614,93825,102950,112119,107701,118336,101385,124335
610310,Anoraks; cazadoras y artículos simil.; de punto de materia textil; para hombres o niños (exc. ...,,,,,,86490,116390,107400,100913,127513,131009,126413,140673,124245,129873,137869,133079,149145,122582,123724
284130,Dicromato de sodio,108058,97814,118181,164231,208474,207082,283263,177823,222236,261560,191278,203568,183539,145865,152469,163301,175199,134372,110215,123427
741022,Hojas y tiras delgadas; de aleaciones de cobre; con soporte; de espesor <= 0;15 mm; sin incluir ...,62285,62515,85345,81789,92721,115340,136103,100525,150634,133859,116760,116524,131894,129298,135243,172943,201733,180218,123632,123285
030253,"""Carboneros """"Pollachius virens """"; frescos o refrigerados""",,,,,,,,,,,64012,76655,69930,77863,86195,82375,84982,101990,106442,122894
520911,Tejidos de algodón; con un contenido de algodón >= 85% en peso; de peso > 200 g/m²; de ligamento ...,289375,341418,381493,331498,325745,382877,386303,317095,380142,490390,351477,317322,271575,253797,200240,192038,163833,151474,108101,122523
845970,"""Máquinas de roscar """"incl. aterrajar"""" metal (exc. unidades de mecanizado de corredera)""",176398,190021,263706,259653,311625,301742,485928,179125,306823,303227,376344,244103,235011,177152,158630,144363,174920,192364,126488,122513
430180,Peletería en bruto; enteras; con o sin cabeza; cola o patas (exc. ??de visón; de cordero - ...,91345,116759,130460,145494,192827,211219,199902,131160,234240,417563,410312,602866,381337,205926,130831,175244,161577,157176,91058,122331
020741,Patos domésticos; fresca o refrigerada; sin trocear,24742,22103,28473,14615,,12251,,,,,88105,95093,94505,87628,89165,100567,104421,96424,96743,122218
901090,Partes y accesorios de aparatos y material para laboratorios fotográfico o cinematográfico; ...,1072615,1182925,1589205,1482887,1710514,709895,640903,298556,385098,326814,281110,221453,203030,169488,156015,151412,147104,154612,102160,122154
280200,Azufre sublimado o precipitado; azufre coloidal,37129,79207,77403,67121,70755,87273,322372,84017,154767,297002,356774,288736,248817,173664,89857,110515,112124,99488,74387,122069
230610,"""Tortas y demás residuos sólidos de la extracción de materias grasas o aceites vegetales; de ...",85822,76884,90776,81337,65357,71702,110217,103762,94010,127082,163425,181971,162867,127597,93158,97296,104961,108575,114541,121594
520959,Tejidos de algodón; con un contenido de algodón >= 85% en peso; de peso > 200 g/m²; estampados ...,251921,212237,232831,259492,269071,319523,369079,353486,301801,291542,251357,270711,280565,216583,246133,192075,178249,184993,131793,121361
620419,Trajes sastre; de materia textil; para mujeres o niñas (exc. de lana o pelo fino; de algodón ...,253999,268976,280622,279112,256733,268993,281005,239929,257527,224864,222827,233949,182194,158709,153232,156834,173613,186497,173759,121260
600535,Tejidos de punto por urdimbre; de fibras sintéticas; antimalárico; de anchura> 30 cm,,,,,,,,,,,,,,1,27,104031,117107,103463,78259,121210
460199,Materia trenzable; trenzas y artículos simil. de materia trenzable no vegetal; tejidos o paralelizados ...,39555,42739,66313,83395,87909,96055,85599,64532,70497,80316,86417,88716,86530,71712,67147,64588,79701,79845,85799,121114
720925,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; sin enrollar; simplemente ...,69797,79380,124071,140928,167075,258732,376772,165890,203814,252703,185114,123196,119053,137929,197586,89946,105014,90838,78436,121111
610431,"""Chaquetas """"sacos"""" de punto; de lana o pelo fino; para mujeres o niñas (exc. cazadoras y ...",99680,90048,105554,167514,194566,202745,243807,209635,190874,215196,200683,181602,176774,153642,140846,115344,100700,100296,105743,121111
100830,Alpiste,113379,100947,82323,71793,76437,101743,154874,114577,131327,164655,152019,174006,124575,135157,122284,105921,105862,101035,101265,121041
600644,"""Tejidos de punto; de anchura > 30 cm; de fibras artificiales; estampados (exc. tejidos de ...",117330,58465,72241,53438,86914,153098,126141,148802,167940,185547,178680,162811,176850,130695,107180,93429,92267,95123,117294,120624
730422,Tubos de perforación; sin soldadura; de hierro o acero; de los tipos utilizados para la extracción ...,,,,,,526201,435171,316374,349036,367017,450768,414098,321603,244885,94907,160580,121475,125623,135404,120605
830150,Cierres y monturas cierre; con cerradura; de metal común,56205,61035,72525,76672,83918,98606,124123,111500,113669,116044,110880,107683,115637,99617,97896,102336,109173,111912,103217,120572
200791,"""Confituras; jaleas y mermeladas; purés y pastas de agrios """"cítricos""""; obtenidos por cocción; ...",47943,58022,68296,73518,85394,100674,116010,106030,113791,118735,119433,124268,112168,107767,107514,115816,119514,119832,114696,120477
853331,Resistencias variables bobinadas; incl. los reóstatos y los potenciómetros; de potencia <= ...,122842,143415,141278,130505,164513,178825,160188,115467,137605,136859,122420,124753,129651,118263,118452,124208,131492,125388,117443,120394
293430,Compuestos heterocíclicos cuya estructura contenga ciclos fenotiazina; incl. hidrogenados; ...,145524,125295,116647,130701,109052,106647,112734,107633,112343,217848,198042,171583,180949,167929,143910,157083,157485,120178,113116,120036
370210,Películas en rollos; sensibilizadas; sin impresionar; para rayos X (exc. de papel; de cartón ...,300017,320134,331585,332853,331341,370683,381099,354685,397797,402986,432470,481650,374270,281686,200255,188887,183732,158402,129076,119506
030191,"""Truchas """"Salmo trutta""""; """"Oncorhynchus mykiss""""; """"Oncorhynchus clarki""""; """"Oncorhynchus ...",28956,36312,39742,40898,45634,50343,56190,57032,54086,68578,68221,78785,76372,68435,71369,80633,92565,108357,99281,119502
020210,Canales o medias canales; de bovinos; congeladas,179676,182361,172291,203509,118527,203047,227826,165485,135628,178332,206629,251555,205540,136228,157717,147898,158429,128473,100511,119256
310250,Abonos minerales o químicos nitrogenados - Nitrato de sodio,55902,69920,73201,83080,93763,100785,156937,136978,188698,175669,239605,161509,155436,175129,139023,141943,120368,126845,131037,119217
844629,Telares para tejidos de anchura > 30 cm; de lanzadera; de mano,169044,187305,213962,170507,205594,239025,205754,127637,176225,187537,141650,124973,99921,115891,136763,134854,112942,96835,108723,119112
440612,"""Traviesas de ferrocarril o tranvía """"traviesas"""" de madera sin impregnar; no coníferas""",,,,,,,,,,,,,,,,67593,115292,305908,139524,119036
251910,"""Carbonato de magnesio natural """"magnesita""""""",58715,65118,75908,84539,57596,61629,82576,51767,80964,105536,82434,74464,61104,78495,53339,65317,83286,111017,66362,118860
540600,Hilados de filamentos sintéticos o artificiales (excepto el hilo de coser); acondicionados ...,1,2,2,6,3,52243,57234,54063,67917,93566,100920,107717,95360,95735,79851,90602,95830,87914,96881,118761
382484,"""Las mezclas y preparados que contengan aldrina """"ISO""""; canfeclor """"ISO"""" """"toxafeno""""; clordano ...",,,,,,,,,,,,,,,,130881,113251,46828,33100,118696
630299,Ropa de tocador o cocina; de lino (exc. bayetas; franelas y artículos simil. de limpieza para ...,35980,40373,51046,53720,83750,100367,110565,99342,112578,123728,125932,115515,125253,113332,112867,116807,119436,128655,107606,118495
660320,Monturas ensambladas; reconocibles como tales; incl. con el ástil o mango; para paraguas; sombrillas ...,65472,64787,68875,61441,61376,72082,75877,62510,66049,79009,84776,82213,95690,83352,91430,83619,99242,109947,94333,118213
520813,Tejidos de algodón; con un contenido de algodón >= 85% en peso; de peso <= 200 g/m²; de ligamento ...,170600,185005,207564,216951,236245,225240,237597,185765,248434,259517,240717,240312,183179,191751,135253,121942,143984,121729,98798,118068
